
[00:00:00.040 --> 00:00:09.560]  érêt
[00:48:20.900 --> 00:48:20.900]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:20.900 --> 00:48:20.900]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:20.900 --> 00:48:20.900]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:20.900 --> 00:48:20.900]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:20.900 --> 00:48:20.900]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:20.900 --> 00:48:20.900]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:20.920 --> 00:48:50.920]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:50.920 --> 00:48:50.920]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:50.920 --> 00:48:50.920]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:50.920 --> 00:48:50.920]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:50.920 --> 00:48:50.920]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:50.920 --> 00:48:50.920]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:50.920 --> 00:48:50.920]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:50.920 --> 00:48:50.920]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:50.920 --> 00:48:50.920]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:50.920 --> 00:48:50.920]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:50.920 --> 00:48:50.920]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:50.920 --> 00:48:50.920]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:48:50.960 --> 00:49:20.940]  ,
[00:49:20.940 --> 00:49:20.940]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:20.940 --> 00:49:20.940]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:20.940 --> 00:49:20.940]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:20.940 --> 00:49:20.940]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:20.940 --> 00:49:20.940]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:20.940 --> 00:49:20.940]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:20.940 --> 00:49:20.940]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:20.940 --> 00:49:20.940]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:20.960 --> 00:49:50.960]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:50.960 --> 00:49:50.960]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:50.960 --> 00:49:50.960]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:50.960 --> 00:49:50.960]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:50.960 --> 00:49:50.960]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:50.960 --> 00:49:50.960]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:50.960 --> 00:49:50.960]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:50.960 --> 00:49:50.960]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:50.960 --> 00:49:50.960]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:50.960 --> 00:49:50.960]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:50.960 --> 00:49:50.960]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:50.960 --> 00:49:50.960]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:49:51.000 --> 00:50:20.980]  ,
[00:50:20.980 --> 00:50:20.980]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:20.980 --> 00:50:20.980]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:20.980 --> 00:50:20.980]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:20.980 --> 00:50:20.980]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:20.980 --> 00:50:20.980]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:20.980 --> 00:50:20.980]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:20.980 --> 00:50:20.980]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:21.000 --> 00:50:51.000]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:51.000 --> 00:50:51.000]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:51.000 --> 00:50:51.000]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:51.000 --> 00:50:51.000]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:51.000 --> 00:50:51.000]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:51.000 --> 00:50:51.000]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:51.000 --> 00:50:51.000]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:51.000 --> 00:50:51.000]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:51.000 --> 00:50:51.000]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:51.000 --> 00:50:51.000]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:51.000 --> 00:50:51.000]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:51.000 --> 00:50:51.000]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:50:51.000 --> 00:51:21.020]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:21.020 --> 00:51:21.020]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:21.020 --> 00:51:21.020]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:21.020 --> 00:51:21.020]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:21.020 --> 00:51:21.020]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:21.020 --> 00:51:21.020]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:21.020 --> 00:51:21.020]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:21.020 --> 00:51:21.020]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:21.040 --> 00:51:51.040]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:51.040 --> 00:51:51.040]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:51.040 --> 00:51:51.040]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:51.040 --> 00:51:51.040]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:51.040 --> 00:51:51.040]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:51.040 --> 00:51:51.040]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:51.040 --> 00:51:51.040]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:51.040 --> 00:51:51.040]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:51.040 --> 00:51:51.040]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:51.040 --> 00:51:51.040]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:51.040 --> 00:51:51.040]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:51.040 --> 00:51:51.040]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:51:51.080 --> 00:52:21.060]  ,
[00:52:21.060 --> 00:52:21.060]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:21.060 --> 00:52:21.060]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:21.060 --> 00:52:21.060]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:21.060 --> 00:52:21.060]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:21.060 --> 00:52:21.060]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:21.060 --> 00:52:21.060]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:21.080 --> 00:52:51.080]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:51.080 --> 00:52:51.080]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:51.080 --> 00:52:51.080]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:51.080 --> 00:52:51.080]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:51.080 --> 00:52:51.080]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:51.080 --> 00:52:51.080]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:51.080 --> 00:52:51.080]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:51.080 --> 00:52:51.080]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:51.080 --> 00:52:51.080]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:51.080 --> 00:52:51.080]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:51.080 --> 00:52:51.080]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:51.080 --> 00:52:51.080]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:52:51.120 --> 00:53:21.100]  , I didn't want to sell HR and financial management software wasn't passionate about that
[00:53:21.100 --> 00:53:21.100]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:53:21.100 --> 00:53:21.100]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:53:21.100 --> 00:53:21.100]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:53:21.100 --> 00:53:21.100]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:53:21.100 --> 00:53:21.100]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:53:21.120 --> 00:53:24.760]   There are other states that I would consider living in
[00:53:24.760 --> 00:53:25.360]   So I
[00:53:25.360 --> 00:53:28.140]   Yeah, I agree with you with everything that you said
[00:53:28.140 --> 00:53:29.840]   As someone experiencing it firsthand
[00:53:29.840 --> 00:53:33.200]   I don't think that California is my long-term solution
[00:53:33.200 --> 00:53:35.520]   But I do think there are some advantages for me
[00:53:35.520 --> 00:53:37.580]   Just in the connections that I'm making
[00:53:37.580 --> 00:53:40.540]   In the time that I'm here right now
[00:53:40.540 --> 00:53:41.080]   Right
[00:53:41.080 --> 00:53:42.780]   And that's the challenge
[00:53:42.780 --> 00:53:43.820]   And so I would just say
[00:53:43.820 --> 00:53:46.420]   Is there a way that you can use those connections
[00:53:46.420 --> 00:53:48.920]   And build a really exciting plan
[00:53:48.920 --> 00:53:51.120]   That's also financially wise
[00:53:51.120 --> 00:53:51.120]   That's also financially wise
[00:53:51.120 --> 00:53:51.120]   Right
[00:53:51.120 --> 00:53:51.120]   And that's the challenge
[00:53:51.120 --> 00:53:51.120]   Right
[00:53:51.120 --> 00:53:51.120]   Right
[00:53:51.120 --> 00:53:51.120]   And that's the challenge
[00:53:51.120 --> 00:53:51.120]   And so I would just say
[00:53:51.120 --> 00:53:51.120]   Is there a way that you can use those connections
[00:53:51.120 --> 00:53:51.120]   And build a really exciting plan that's also financially wise
[00:53:51.120 --> 00:53:51.120]   Right
[00:53:51.120 --> 00:53:51.120]   And that's also financially wise
[00:53:51.120 --> 00:53:51.120]   Right
[00:53:51.120 --> 00:54:21.140]   and that's also financially wise
[00:54:21.140 --> 00:54:21.140]   Right
[00:54:21.140 --> 00:54:21.140]   And that's also financially wise
[00:54:21.140 --> 00:54:21.140]   Right
[00:54:21.140 --> 00:54:21.140]   And that's also financially wise right now
[00:54:21.160 --> 00:54:21.860]   Right
[00:54:21.860 --> 00:54:21.860]   And that's also financially wise right now
[00:54:21.860 --> 00:54:21.880]   Right
[00:54:21.880 --> 00:54:23.480]   And not those other reasons
[00:54:23.480 --> 00:54:23.840]   And that's also financially wise right now
[00:54:23.840 --> 00:54:25.580]   Not because you like the political environment
[00:54:25.580 --> 00:54:51.160]   Not because you like the culture or the ideology of your neighbors, things like that. Just recognize that you pay a high price and calculate it carefully and always look to see if there's a way that I can build this career without actually being here. Because it will wind up costing you a lot more money. Good news is you're not paying a ton at this point in time. You may not. I just ran a quick calculator while you were talking with the California standard deduction. You may not have a quick calculator while you were talking with the California standard deduction. You may not have a quick calculator while you were talking with the California standard deduction. You may not have a quick calculator while you were talking with the California standard deduction. You may not have a quick calculator while you were talking with the California standard deduction. You may not have a quick calculator.
[00:54:51.180 --> 00:55:21.180]   You may not be paying significant state income taxes at this point in time because by the time you put together your California deductions, it may not be...nevermind. I shouldn't try to do this kind of thing live on the radio. So it looks to me like with your standard deduction actually at $58,000 you may be paying about $2,444 for the...
[00:55:21.180 --> 00:55:51.200]  .
[00:55:51.200 --> 00:55:51.200]   I'm not sure if you're paying $2,444 for the $2,444.
[00:55:51.200 --> 00:55:51.200]   I'm not sure if you're paying about $2,444 for the $2,444.
[00:55:51.200 --> 00:55:51.200]   I'm not sure if you're paying about $2,444 for the $2,444.
[00:55:51.240 --> 00:56:21.220]  , I'm not sure if you're paying about $2,444.
[00:56:21.220 --> 00:56:21.220]   I'm not sure if you're paying about $2,444.
[00:56:21.220 --> 00:56:21.220]   I'm not sure if you're paying about $2,444.
[00:56:21.220 --> 00:56:21.220]   I'm not sure if you're paying about $2,444.
[00:56:21.220 --> 00:56:21.220]   I'm not sure if you're paying about $2,444.
[00:56:21.220 --> 00:56:21.220]   I'm not sure if you're paying about $2,444.
[00:56:21.220 --> 00:56:21.220]   I'm not sure if you're paying about $2,444.
[00:56:21.240 --> 00:56:51.240]   I'm not sure if you're paying about $2,444.
[00:56:51.240 --> 00:56:51.240]   I'm not sure if you're paying about $2,444.
[00:56:51.240 --> 00:56:51.240]   I'm not sure if you're paying about $2,444.
[00:56:51.240 --> 00:56:51.240]   I'm not sure if you're paying about $2,444.
[00:56:51.240 --> 00:56:51.240]   I'm not sure if you're paying about $2,444.
[00:56:51.240 --> 00:56:51.240]   I'm not sure if you're paying about $2,444.
[00:56:51.240 --> 00:56:51.240]   I'm not sure if you're paying about $2,444.
[00:56:51.240 --> 00:56:51.240]   I'm not sure if you're paying about $2,444.
[00:56:51.240 --> 00:56:51.240]   I'm not sure if you're paying about $2,444.
[00:56:51.240 --> 00:56:51.240]   I'm not sure if you're paying about $2,444.
[00:56:51.240 --> 00:56:51.240]   I'm not sure if you're paying about $2,444.
[00:56:51.240 --> 00:56:51.240]   I'm not sure if you're paying about $2,444.
[00:56:51.260 --> 00:57:21.260]   I'm not sure if you're paying about $2,444.
[00:57:21.260 --> 00:57:21.260]   I'm not sure if you're paying about $2,444.
[00:57:21.260 --> 00:57:21.260]   I'm not sure if you're paying about $2,444.
[00:57:21.260 --> 00:57:21.260]   I'm not sure if you're paying about $2,444.
[00:57:21.260 --> 00:57:21.260]   I'm not sure if you're paying about $2,444.
[00:57:21.260 --> 00:57:21.260]   I'm not sure if you're paying about $2,444.
[00:57:21.260 --> 00:57:21.260]   I'm not sure if you're paying about $2,444.
[00:57:21.260 --> 00:57:21.260]   I'm not sure if you're paying about $2,444.
[00:57:21.260 --> 00:57:21.260]   I'm not sure if you're paying about $2,444.
[00:57:21.260 --> 00:57:21.260]   I'm not sure if you're paying about $2,444.
[00:57:21.280 --> 00:57:51.280]   I'm not sure if you're paying about $2,444.
[00:57:51.280 --> 00:57:51.280]   I'm not sure if you're paying about $2,444.
[00:57:51.280 --> 00:57:51.280]   I'm not sure if you're paying about $2,444.
[00:57:51.280 --> 00:57:51.280]   I'm not sure if you're paying about $2,444.
[00:57:51.280 --> 00:57:51.280]   I'm not sure if you're paying about $2,444.
[00:57:51.280 --> 00:57:51.280]   I'm not sure if you're paying about $2,444.
[00:57:51.280 --> 00:57:51.280]   I'm not sure if you're paying about $2,444.
[00:57:51.280 --> 00:57:51.280]   I'm not sure if you're paying about $2,444.
[00:57:51.280 --> 00:57:51.280]   I'm not sure if you're paying about $2,444.
[00:57:51.280 --> 00:57:51.280]   I'm not sure if you're paying about $2,444.
[00:57:51.280 --> 00:57:51.280]   I'm not sure if you're paying about $2,444.
[00:57:51.280 --> 00:57:51.280]   I'm not sure if you're paying about $2,444.
[00:57:51.300 --> 00:58:21.300]   I'm not sure if you're paying about $2,444.
[00:58:21.300 --> 00:58:21.300]   I'm not sure if you're paying about $2,444.
[00:58:21.300 --> 00:58:21.300]   I'm not sure if you're paying about $2,444.
[00:58:21.300 --> 00:58:21.300]   I'm not sure if you're paying about $2,444.
[00:58:21.300 --> 00:58:21.300]   I'm not sure if you're paying about $2,444.
[00:58:21.300 --> 00:58:21.300]   I'm not sure if you're paying about $2,444.
[00:58:21.300 --> 00:58:21.300]   I'm not sure if you're paying about $2,444.
[00:58:21.300 --> 00:58:21.300]   I'm not sure if you're paying about $2,444.
[00:58:21.300 --> 00:58:21.300]   I'm not sure if you're paying about $2,444.
[00:58:21.300 --> 00:58:21.300]   I'm not sure if you're paying about $2,444.
[00:58:21.300 --> 00:58:21.300]   I'm not sure if you're paying about $2,444.
[00:58:21.320 --> 00:58:51.320]  ,
[00:58:51.320 --> 00:58:51.320]   I'm not sure if you're paying about $2,444.
[00:58:51.320 --> 00:58:51.320]   I'm not sure if you're paying about $2,444.
[00:58:51.320 --> 00:58:51.320]   I'm not sure if you're paying about $2,444.
[00:58:51.320 --> 00:58:51.320]   I'm not sure if you're paying about $2,444.
[00:58:51.320 --> 00:58:51.320]   I'm not sure if you're paying about $2,444.
[00:58:51.320 --> 00:58:51.320]   I'm not sure if you're paying about $2,444.
[00:58:51.320 --> 00:58:51.320]   I'm not sure if you're paying about $2,444.
[00:58:51.320 --> 00:58:51.320]   I'm not sure if you're paying about $2,444.
[00:58:51.320 --> 00:58:51.320]   I'm not sure if you're paying about $2,444.
[00:58:51.340 --> 00:59:21.340]   I'm not sure if you're paying about $2,444.
[00:59:21.340 --> 00:59:21.340]   I'm not sure if you're paying about $2,444.
[00:59:21.340 --> 00:59:21.340]   I'm not sure if you're paying about $2,444.
[00:59:21.340 --> 00:59:21.340]   I'm not sure if you're paying about $2,444.
[00:59:21.340 --> 00:59:21.340]   I'm not sure if you're paying about $2,444.
[00:59:21.340 --> 00:59:21.340]   I'm not sure if you're paying about $2,444.
[00:59:21.340 --> 00:59:21.340]   I'm not sure if you're paying about $2,444.
[00:59:21.340 --> 00:59:21.340]   I'm not sure if you're paying about $2,444.
[00:59:21.340 --> 00:59:21.340]   I'm not sure if you're paying about $2,444.
[00:59:21.340 --> 00:59:21.340]   I'm not sure if you're paying about $2,444.
[00:59:21.340 --> 00:59:21.340]   I'm not sure if you're paying about $2,444.
[00:59:21.340 --> 00:59:21.340]   I'm not sure if you're paying about $2,444.
[00:59:21.340 --> 00:59:51.360]   I'm not sure if you're paying about $2,444.
[00:59:51.360 --> 00:59:51.360]   I'm not sure if you're paying about $2,444.
[00:59:51.360 --> 00:59:51.360]   I'm not sure if you're paying about $2,444.
[00:59:51.360 --> 00:59:51.360]   I'm not sure if you're paying about $2,444.
[00:59:51.360 --> 00:59:51.360]   I'm not sure if you're paying about $2,444.
[00:59:51.360 --> 00:59:51.360]   I'm not sure if you're paying about $2,444.
[00:59:51.360 --> 00:59:51.360]   I'm not sure if you're paying about $2,444.
[00:59:51.360 --> 00:59:51.360]   I'm not sure if you're paying about $2,444.
[00:59:51.360 --> 00:59:51.360]   I'm not sure if you're paying about $2,444.
[00:59:51.360 --> 00:59:51.360]   I'm not sure if you're paying about $2,444.
[00:59:51.360 --> 00:59:51.360]   I'm not sure if you're paying about $2,444.
[00:59:51.360 --> 00:59:51.360]   I'm not sure if you're paying about $2,444.
[00:59:51.380 --> 01:00:21.380]   I'm not sure if you're paying about $2,444.
[01:00:21.380 --> 01:00:21.380]   I'm not sure if you're paying about $2,444.
[01:00:21.380 --> 01:00:21.380]   I'm not sure if you're paying about $2,444.
[01:00:21.380 --> 01:00:21.380]   I'm not sure if you're paying about $2,444.
[01:00:21.380 --> 01:00:21.380]   I'm not sure if you're paying about $2,444.
[01:00:21.380 --> 01:00:21.380]   I'm not sure if you're paying about $2,444.
[01:00:21.380 --> 01:00:21.380]   I'm not sure if you're paying about $2,444.
[01:00:21.380 --> 01:00:21.380]   I'm not sure if you're paying about $2,444.
[01:00:21.380 --> 01:00:21.380]   I'm not sure if you're paying about $2,444.
[01:00:21.380 --> 01:00:21.380]   I'm not sure if you're paying about $2,444.
[01:00:21.380 --> 01:00:21.380]   I'm not sure if you're paying about $2,444.
[01:00:21.380 --> 01:00:21.380]   I'm not sure if you're paying about $2,444.
[01:00:21.420 --> 01:00:51.400]   I'm not sure if you're paying about $2,444.
[01:00:51.400 --> 01:00:51.400]   I'm not sure if you're paying about $2,444.
[01:00:51.400 --> 01:00:51.400]   I'm not sure if you're paying about $2,444.
[01:00:51.400 --> 01:00:51.400]   I'm not sure if you're paying about $2,444.
[01:00:51.400 --> 01:00:51.400]   I'm not sure if you're paying about $2,444.
[01:00:51.400 --> 01:00:51.400]   I'm not sure if you're paying about $2,444.
[01:00:51.400 --> 01:00:51.400]   I'm not sure if you're paying about $2,444.
[01:00:51.400 --> 01:00:51.400]   I'm not sure if you're paying about $2,424.
[01:00:51.400 --> 01:00:51.400]   I'm not sure if you're paying about $2,444.
[01:00:51.400 --> 01:00:51.400]   I'm not sure if you're paying about $2,424.
[01:00:51.400 --> 01:00:51.400]   I'm not sure if you're paying about $2,4244.
[01:00:51.420 --> 01:01:21.420]   I'm not sure if you're paying about $2,424.
[01:01:21.420 --> 01:01:21.420]   I'm not sure if you're paying about $2,424.
[01:01:21.420 --> 01:01:21.420]   I'm not sure if you're paying about $2,424.
[01:01:21.420 --> 01:01:21.420]   I'm not sure if you're paying about $2,424.
[01:01:21.420 --> 01:01:21.420]   I'm not sure if you're paying about $2,424.
[01:01:21.420 --> 01:01:21.420]   I'm not sure if you're paying about $2,424.
[01:01:21.420 --> 01:01:21.420]   I'm not sure if you're paying about $2,424.
[01:01:21.420 --> 01:01:21.420]   I'm not sure if you're paying about $2,424.
[01:01:21.420 --> 01:01:21.420]   I'm not sure if you're paying about $2,424.
[01:01:21.420 --> 01:01:21.420]   I'm not sure if you're paying about $2,424.
[01:01:21.420 --> 01:01:21.420]   I'm not sure if you're paying about $2,424.
[01:01:21.420 --> 01:01:21.420]   I'm not sure if you're paying about $2,424.
[01:01:21.440 --> 01:01:51.440]  ,
[01:01:51.440 --> 01:01:51.440]   I'm not sure if you're paying about $2,424.
[01:01:51.440 --> 01:01:51.440]   I'm not sure if you're paying about $2,424.
[01:01:51.440 --> 01:01:51.440]   I'm not sure if you're paying about $2,424.
[01:01:51.440 --> 01:01:51.440]   I'm not sure if you're paying about $2,424.
[01:01:51.440 --> 01:01:51.440]   I'm not sure if you're paying about $2,424.
[01:01:51.440 --> 01:01:51.440]   I'm not sure if you're paying about $2,424.
[01:01:51.440 --> 01:01:51.440]   I'm not sure if you're paying about $2,424.
[01:01:51.440 --> 01:01:51.440]   I'm not sure if you're paying about $2,424.
[01:01:51.440 --> 01:01:51.440]   I'm not sure if you're paying about $2,424.
[01:01:51.480 --> 01:02:21.460]  ,
[01:02:21.460 --> 01:02:21.460]   So the value of the 529 account would be that you can avoid paying tax on the growth from that $50,600. Now what is your effective tax rate personally?
[01:02:21.460 --> 01:02:21.460]   2019 I think it's 24% okay so a 24% effective tax rate is $12,000 of taxes
[01:02:21.460 --> 01:02:21.460]   2019 I think it's 24% okay so a 24% effective tax rate is $12,000 of taxes
[01:02:21.460 --> 01:02:21.460]   So the 529 account would be $2,000 of taxes.
[01:02:21.460 --> 01:02:21.460]   So the 529 account would be $2,000 of taxes.
[01:02:21.460 --> 01:02:21.460]   So the 529 account would be $2,000 of taxes.
[01:02:21.460 --> 01:02:21.460]   So the 529 account would be $2,000 of taxes.
[01:02:21.460 --> 01:02:21.460]   So the 529 account would be $2,000 of taxes.
[01:02:21.460 --> 01:02:21.460]   So the 529 account would be $2,000 of taxes.
[01:02:21.480 --> 01:02:51.480]   So the 529 account would be $2,000 of taxes.
[01:02:51.480 --> 01:02:51.480]   So the 529 account would be $2,000 of taxes.
[01:02:51.480 --> 01:02:51.480]   So the 529 account would be $2,000 of taxes.
[01:02:51.480 --> 01:02:51.480]   So the 529 account would be $2,000 of taxes.
[01:02:51.480 --> 01:02:51.480]   So the 529 account would be $2,000 of taxes.
[01:02:51.480 --> 01:02:51.480]   So the 529 account would be $2,000 of taxes.
[01:02:51.480 --> 01:02:51.480]   So the 529 account would be $2,000 of taxes.
[01:02:51.480 --> 01:02:51.480]   So the 529 account would be $2,000 of taxes.
[01:02:51.480 --> 01:02:51.480]   So the 529 account would be $2,000 of taxes.
[01:02:51.480 --> 01:02:51.480]   So the 529 account would be $2,000 of taxes.
[01:02:51.480 --> 01:02:51.480]   So the 529 account would be $2,000 of taxes.
[01:02:51.480 --> 01:02:51.480]   So the 529 account would be $2,000 of taxes.
[01:02:51.480 --> 01:02:51.480]   So the 529 account would be $2,000 of taxes.
[01:02:51.480 --> 01:03:20.300]  , but you need it for college.
[01:03:20.300 --> 01:03:21.500]   But unfortunately, it all comes down to the fact that you have to pay for college.
[01:03:21.500 --> 01:03:21.500]   But unfortunately, it all comes down to the fact that you have to pay for college.
[01:03:21.520 --> 01:03:51.520]   The 529 account would be $2,000 of taxes.
[01:03:51.520 --> 01:03:51.520]   The 529 account would be $2,000 of taxes.
[01:03:51.520 --> 01:03:51.520]   The 529 account would be $2,000 of taxes.
[01:03:51.520 --> 01:03:51.520]   The 529 account would be $2,000 of taxes.
[01:03:51.520 --> 01:03:51.520]   The 529 account would be $2,000 of taxes.
[01:03:51.520 --> 01:03:51.520]   The 529 account would be $2,000 of taxes.
[01:03:51.520 --> 01:03:51.520]   The 529 account would be $2,000 of taxes.
[01:03:51.520 --> 01:03:51.520]   The 529 account would be $2,000 of taxes.
[01:03:51.520 --> 01:03:51.520]   The 529 account would be $2,000 of taxes.
[01:03:51.520 --> 01:03:51.520]   The 529 account would be $2,000 of taxes.
[01:03:51.520 --> 01:03:51.520]   The 529 account would be $2,000 of taxes.
[01:03:51.520 --> 01:03:51.520]   The 529 account would be $2,000 of taxes.
[01:03:51.520 --> 01:03:51.520]   The 529 account would be $2,000 of taxes.
[01:03:51.520 --> 01:03:51.520]   The 529 account would be $2,000 of taxes.
[01:03:51.520 --> 01:04:21.540]   the 529 account would be $2,000 of taxes.
[01:04:21.540 --> 01:04:21.540]   The 529 account would be $2,000 of taxes.
[01:04:21.540 --> 01:04:21.540]   The 529 account would be $2,000 of taxes.
[01:04:21.540 --> 01:04:21.540]   The 529 account would be $2,000 of taxes.
[01:04:21.540 --> 01:04:21.540]   The 529 account would be $2,000 of taxes.
[01:04:21.540 --> 01:04:21.540]   The 529 account would be $2,000 of taxes.
[01:04:21.540 --> 01:04:21.540]   The 529 account would be $2,000 of taxes.
[01:04:21.540 --> 01:04:21.540]   The 529 account would be $2,000 of taxes.
[01:04:21.540 --> 01:04:21.540]   The 529 account would be $2,000 of taxes.
[01:04:21.560 --> 01:04:51.560]   The 529 account would be $2,000 of taxes.
[01:04:51.560 --> 01:04:51.560]   The 529 account would be $2,000 of taxes.
[01:04:51.560 --> 01:04:51.560]   The 529 account would be $2,000 of taxes.
[01:04:51.560 --> 01:04:51.560]   The 529 account would be $2,000 of taxes.
[01:04:51.560 --> 01:04:51.560]   The 529 account would be $2,000 of taxes.
[01:04:51.560 --> 01:04:51.560]   The 529 account would be $2,000 of taxes.
[01:04:51.560 --> 01:04:51.560]   The 529 account would be $2,000 of taxes.
[01:04:51.560 --> 01:04:51.560]   The 529 account would be $2,000 of taxes.
[01:04:51.560 --> 01:04:51.560]   The 529 account would be $2,000 of taxes.
[01:04:51.560 --> 01:04:51.560]   The 529 account would be $2,000 of taxes.
[01:04:51.560 --> 01:04:51.560]   The 529 account would be $2,000 of taxes.
[01:04:51.560 --> 01:04:51.560]   The 529 account would be $2,000 of taxes.
[01:04:51.560 --> 01:04:51.560]   The 529 account would be $2,000 of taxes.
[01:04:51.560 --> 01:04:51.560]   The 529 account would be $2,000 of taxes.
