
[00:00:00.000 --> 00:00:01.000]   Hey, everyone.
[00:47:53.020 --> 00:47:55.380]   - The perplexity of questions asked,
[00:47:55.380 --> 00:47:56.220]   if it's higher perplexity,
[00:47:56.220 --> 00:47:57.060]   these are smarter people.
[00:47:57.060 --> 00:47:58.300]   - Yeah, maybe.
[00:47:58.300 --> 00:48:00.260]   - If you make a lot of typos in your queries,
[00:48:00.260 --> 00:48:02.340]   you're not gonna get off the house exchange.
[00:48:02.340 --> 00:48:04.380]   (all laughing)
[00:48:04.380 --> 00:48:05.980]   - Negative social credit.
[00:48:05.980 --> 00:48:08.100]   It's very topical right now to think about
[00:48:08.100 --> 00:48:10.980]   the threat of long context windows.
[00:48:10.980 --> 00:48:12.980]   All these models that we're talking about these days,
[00:48:12.980 --> 00:48:14.820]   all like a million token plus.
[00:48:14.820 --> 00:48:16.740]   Is that relevant for you?
[00:48:16.740 --> 00:48:17.660]   Can you make use of that?
[00:48:17.660 --> 00:48:19.660]   Is that just prohibitively expensive
[00:48:19.660 --> 00:48:21.620]   'cause you're just paying for all those tokens
[00:48:21.620 --> 00:48:22.820]   or you're just doing rag?
[00:48:22.820 --> 00:48:23.860]   - It's definitely relevant.
[00:48:23.860 --> 00:48:26.460]   And when we think about search,
[00:48:26.460 --> 00:48:27.820]   I think as many people do,
[00:48:27.820 --> 00:48:30.980]   we think about kind of a staged pipeline of retrieval
[00:48:30.980 --> 00:48:35.500]   where first you use a kind of semantic search database
[00:48:35.500 --> 00:48:36.340]   with embeddings,
[00:48:36.340 --> 00:48:37.740]   get like the, in our case,
[00:48:37.740 --> 00:48:40.300]   maybe 400 or so most relevant papers.
[00:48:40.300 --> 00:48:42.180]   And then you still need to rank those.
[00:48:42.180 --> 00:48:43.820]   And I think at that point,
[00:48:43.820 --> 00:48:47.500]   it becomes pretty interesting to use larger models.
[00:48:47.500 --> 00:48:50.100]   So specifically in the past,
[00:48:50.100 --> 00:48:53.340]   I think a lot of ranking was kind of per item ranking
[00:48:53.340 --> 00:48:55.300]   where you would score each individual item,
[00:48:55.300 --> 00:48:58.500]   maybe using increasingly expensive scoring methods
[00:48:58.500 --> 00:49:00.620]   and then rank based on the scores.
[00:49:00.620 --> 00:49:02.180]   But I think list-wise free ranking
[00:49:02.180 --> 00:49:04.580]   where you have a model that can see all the elements
[00:49:04.580 --> 00:49:06.140]   is a lot more powerful
[00:49:06.140 --> 00:49:09.220]   because often you can only really tell how good a thing is
[00:49:09.220 --> 00:49:10.980]   in comparison to other things.
[00:49:10.980 --> 00:49:13.140]   And what things should come first,
[00:49:13.140 --> 00:49:14.500]   it really depends on like,
[00:49:14.500 --> 00:49:15.660]   well, what other things that are available,
[00:49:15.660 --> 00:49:17.820]   maybe you even care about diversity in your results.
[00:49:17.820 --> 00:49:21.140]   You don't wanna show like 10 very similar papers
[00:49:21.140 --> 00:49:22.460]   as the first 10 results.
[00:49:22.460 --> 00:49:24.780]   So I think the long context models
[00:49:24.780 --> 00:49:26.820]   are quite interesting there.
[00:49:26.820 --> 00:49:28.580]   And especially for our case
[00:49:28.580 --> 00:49:31.820]   where we care more about power users
[00:49:31.820 --> 00:49:33.740]   who are perhaps a little bit more willing
[00:49:33.740 --> 00:49:34.740]   to wait a little bit longer
[00:49:34.740 --> 00:49:36.060]   to get higher quality results
[00:49:36.060 --> 00:49:40.220]   relative to people who just quickly check out things
[00:49:40.220 --> 00:49:41.820]   because why not?
[00:49:41.820 --> 00:49:44.540]   I think being able to spend more on longer contexts
[00:49:44.540 --> 00:49:45.500]   is quite valuable.
[00:49:46.340 --> 00:49:47.340]   - Yeah, I think one thing
[00:49:47.340 --> 00:49:49.460]   the longer context models changed for us
[00:49:49.460 --> 00:49:52.700]   is maybe a focus from breaking down tasks
[00:49:52.700 --> 00:49:54.860]   to breaking down the evaluation.
[00:49:54.860 --> 00:49:59.500]   So before, if we wanted to answer a question
[00:49:59.500 --> 00:50:01.380]   from the full text of a paper,
[00:50:01.380 --> 00:50:02.940]   we had to figure out how to chunk it
[00:50:02.940 --> 00:50:04.300]   and like find the relevant chunk
[00:50:04.300 --> 00:50:06.020]   and then answer based on that chunk.
[00:50:06.020 --> 00:50:07.260]   And the nice thing was then,
[00:50:07.260 --> 00:50:09.100]   you know kind of which chunk the model used
[00:50:09.100 --> 00:50:09.940]   to answer the question.
[00:50:09.940 --> 00:50:11.660]   So if you want to help the user track it,
[00:50:11.660 --> 00:50:12.580]   yeah, you can be like,
[00:50:12.580 --> 00:50:14.740]   well, this was the chunk that the model got.
[00:50:14.740 --> 00:50:16.860]   And now if you put the whole text in the paper,
[00:50:16.860 --> 00:50:17.780]   you have to go back,
[00:50:17.780 --> 00:50:19.780]   you have to like kind of find the chunk
[00:50:19.780 --> 00:50:21.620]   like more retroactively basically.
[00:50:21.620 --> 00:50:24.380]   And so you need kind of like a different set of abilities
[00:50:24.380 --> 00:50:26.660]   and obviously like a different technology to figure out.
[00:50:26.660 --> 00:50:28.660]   You still want to point the user
[00:50:28.660 --> 00:50:30.300]   to the supporting quotes in the text,
[00:50:30.300 --> 00:50:33.060]   but then like the interaction is a little different.
[00:50:33.060 --> 00:50:35.500]   - You like scan through and find some rouge score.
[00:50:35.500 --> 00:50:36.340]   - Yeah.
[00:50:36.340 --> 00:50:38.500]   - Ceiling or floor.
[00:50:38.500 --> 00:50:41.340]   - Yeah, I think there's an interesting space
[00:50:41.340 --> 00:50:44.060]   of almost research problems here
[00:50:44.060 --> 00:50:46.300]   because you would ideally make causal claims.
[00:50:46.300 --> 00:50:48.260]   Like if this hadn't been in the text,
[00:50:48.260 --> 00:50:49.940]   the model wouldn't have said this thing.
[00:50:49.940 --> 00:50:52.500]   And maybe you can do expensive approximations to that
[00:50:52.500 --> 00:50:53.340]   where like, I don't know,
[00:50:53.340 --> 00:50:55.460]   you just throw a chunk off the paper
[00:50:55.460 --> 00:50:57.300]   and re-answer and see what happens.
[00:50:57.300 --> 00:51:00.500]   But hopefully there are better ways of doing that
[00:51:00.500 --> 00:51:05.140]   where you just get that kind of counterfactual information
[00:51:05.140 --> 00:51:06.700]   for free from the model.
[00:51:06.700 --> 00:51:09.980]   - Do you think at all about the cost of maintaining RAG
[00:51:09.980 --> 00:51:12.860]   versus just putting more tokens in the window?
[00:51:12.860 --> 00:51:14.300]   I think in software development,
[00:51:14.300 --> 00:51:17.740]   a lot of times people buy developer productivity things
[00:51:17.740 --> 00:51:19.940]   so that we don't have to worry about it.
[00:51:19.940 --> 00:51:21.340]   Context window is kind of the same, right?
[00:51:21.340 --> 00:51:24.140]   You have to maintain chunking and like RAG retrieval
[00:51:24.140 --> 00:51:25.580]   and like re-ranking and all of this
[00:51:25.580 --> 00:51:28.380]   versus I just shove everything into the context
[00:51:28.380 --> 00:51:29.460]   and like it costs a little more,
[00:51:29.460 --> 00:51:31.740]   but at least I don't have to do all of that.
[00:51:31.740 --> 00:51:33.340]   Is that something you thought about at all?
[00:51:33.340 --> 00:51:38.060]   - I think we still like hit up against context limits enough
[00:51:38.060 --> 00:51:40.660]   that like, it's not really,
[00:51:40.660 --> 00:51:42.180]   do we still want to keep this RAG around?
[00:51:42.180 --> 00:51:43.460]   It's like we do still need it
[00:51:43.460 --> 00:51:45.580]   for the scale of the work that we're doing, yeah.
[00:51:45.580 --> 00:51:48.300]   - And I think there are different kinds of maintainability.
[00:51:48.300 --> 00:51:50.140]   In one sense, I think you're right
[00:51:50.140 --> 00:51:53.140]   that the throw everything into the context window thing
[00:51:53.140 --> 00:51:54.140]   is easier to maintain
[00:51:54.140 --> 00:51:57.540]   because you just can swap out a model.
[00:51:57.540 --> 00:52:00.580]   In another sense, it's if things go wrong,
[00:52:00.580 --> 00:52:02.220]   it's harder to debug where like,
[00:52:02.220 --> 00:52:04.940]   if you know here's the process that we go through
[00:52:04.940 --> 00:52:08.820]   to go from 200 million papers to an answer
[00:52:08.820 --> 00:52:10.660]   and they're like little steps and you understand,
[00:52:10.660 --> 00:52:14.260]   okay, this is the step that finds the relevant paragraph
[00:52:14.260 --> 00:52:15.720]   or whatever it may be.
[00:52:15.720 --> 00:52:20.140]   You'll know which step breaks if the answers are bad
[00:52:20.140 --> 00:52:24.500]   whereas if it's just like a new model version came out
[00:52:24.500 --> 00:52:26.580]   and now it suddenly doesn't find your needle
[00:52:26.580 --> 00:52:27.500]   in a haystack anymore,
[00:52:27.500 --> 00:52:29.740]   then you're like, okay, what can you do?
[00:52:29.740 --> 00:52:31.660]   You're kind of at a loss.
[00:52:31.660 --> 00:52:32.700]   - Yeah.
[00:52:32.700 --> 00:52:35.940]   Let's talk a bit about, yeah, needle in a haystack
[00:52:35.940 --> 00:52:37.740]   and like maybe the opposite of it,
[00:52:37.740 --> 00:52:39.340]   which is like hard grounding.
[00:52:39.340 --> 00:52:40.900]   I don't know if that's like the best name
[00:52:40.900 --> 00:52:41.740]   to think about it,
[00:52:41.740 --> 00:52:44.380]   but I was using one of these chat witcher documents features
[00:52:44.380 --> 00:52:47.340]   and I put the AMD MI 300 specs
[00:52:47.340 --> 00:52:51.100]   and the new Blackwell chips from NVIDIA
[00:52:51.100 --> 00:52:52.120]   and I was asking questions
[00:52:52.120 --> 00:52:56.280]   and asked, does the AMD chip support NVLink?
[00:52:56.280 --> 00:52:59.620]   And the response was like, oh, it doesn't say in the specs.
[00:52:59.620 --> 00:53:02.020]   But if you ask GPD 4 without the docs,
[00:53:02.020 --> 00:53:03.020]   it would tell you no,
[00:53:03.020 --> 00:53:05.620]   because NVLink, it's a NVIDIA technology.
[00:53:05.620 --> 00:53:06.540]   - Those are NV.
[00:53:06.540 --> 00:53:09.380]   - Yeah, it just says in the thing.
[00:53:09.380 --> 00:53:11.740]   How do you think about that?
[00:53:11.740 --> 00:53:14.860]   Like having the context sometimes suppress the knowledge
[00:53:14.860 --> 00:53:16.220]   that the model has?
[00:53:16.220 --> 00:53:17.460]   - It really depends on the task
[00:53:17.460 --> 00:53:19.700]   because I think sometimes that is exactly what you want.
[00:53:19.700 --> 00:53:21.540]   So imagine you're a researcher,
[00:53:21.540 --> 00:53:23.240]   you're writing the background section of your paper
[00:53:23.240 --> 00:53:26.980]   and you're trying to describe what these other papers say.
[00:53:26.980 --> 00:53:28.580]   You really don't want extra information
[00:53:28.580 --> 00:53:29.740]   to be introduced there.
[00:53:29.740 --> 00:53:31.060]   In other cases where you're just trying
[00:53:31.060 --> 00:53:31.940]   to figure out the truth
[00:53:31.940 --> 00:53:33.740]   and you're giving the documents
[00:53:33.740 --> 00:53:36.340]   because you think they will help the model
[00:53:36.340 --> 00:53:38.420]   figure out what the truth is.
[00:53:38.420 --> 00:53:40.500]   I think you do want,
[00:53:40.500 --> 00:53:41.880]   if the model has a hunch
[00:53:41.880 --> 00:53:44.620]   that there might be something that's not in the papers,
[00:53:44.620 --> 00:53:46.100]   you do want to surface that.
[00:53:46.100 --> 00:53:46.940]   I think ideally,
[00:53:46.940 --> 00:53:49.580]   you still don't want the model to just tell you.
[00:53:49.580 --> 00:53:51.660]   I think probably the ideal thing looks a bit more
[00:53:51.660 --> 00:53:56.660]   like agent control where the model can issue a query
[00:53:56.660 --> 00:54:00.700]   that then is intended to surface documents
[00:54:00.700 --> 00:54:02.100]   that substantiate its hunch.
[00:54:02.100 --> 00:54:06.060]   So I would, that's maybe a reasonable middle ground
[00:54:06.060 --> 00:54:07.900]   between model just telling you
[00:54:07.900 --> 00:54:10.880]   and model being fully limited to the papers you give it.
[00:54:10.880 --> 00:54:11.800]   - Yeah, I would say it's,
[00:54:11.800 --> 00:54:13.420]   they're just kind of different tasks right now.
[00:54:13.420 --> 00:54:15.500]   And the tasks that Elicit is mostly focused on
[00:54:15.500 --> 00:54:17.660]   is what do these papers say?
[00:54:17.660 --> 00:54:18.980]   But there is another task,
[00:54:18.980 --> 00:54:21.660]   which is like, just give me the best possible answer.
[00:54:21.660 --> 00:54:23.340]   And that give me the best possible answer
[00:54:23.340 --> 00:54:25.420]   sometimes depends on what do these papers say,
[00:54:25.420 --> 00:54:27.280]   but it can also depend on other stuff
[00:54:27.280 --> 00:54:28.700]   that's not in the papers.
[00:54:28.700 --> 00:54:29.900]   So ideally we can do both
[00:54:29.900 --> 00:54:33.060]   and then kind of do this overall task for you
[00:54:33.060 --> 00:54:34.220]   more going forward.
[00:54:34.220 --> 00:54:37.220]   - All right, this was, we see a lot of details,
[00:54:37.220 --> 00:54:39.500]   but just to zoom back out a little bit,
[00:54:39.500 --> 00:54:43.900]   what are maybe the most underrated features of Elicit?
[00:54:43.900 --> 00:54:46.340]   And what is one thing that maybe the users
[00:54:46.340 --> 00:54:48.260]   surprised you the most by using it?
[00:54:48.260 --> 00:54:50.300]   - I think the most powerful feature of Elicit
[00:54:50.300 --> 00:54:54.780]   is the ability to extract, add columns to this table,
[00:54:54.780 --> 00:54:56.380]   which effectively extracts data
[00:54:56.380 --> 00:54:58.260]   from all of your papers at once.
[00:54:58.260 --> 00:54:59.780]   It's still, it's well used,
[00:54:59.780 --> 00:55:02.620]   but there are kind of many different extensions of that
[00:55:02.620 --> 00:55:04.260]   that I think users are still discovering.
[00:55:04.260 --> 00:55:07.900]   So one is we let you give a description of the column.
[00:55:07.900 --> 00:55:10.260]   We let you give instructions of a column.
[00:55:10.260 --> 00:55:11.740]   We let you create custom columns.
[00:55:11.740 --> 00:55:14.280]   So we have like 30 plus predefined fields
[00:55:14.280 --> 00:55:15.820]   that users can extract.
[00:55:15.820 --> 00:55:16.940]   Like what were the methods?
[00:55:16.940 --> 00:55:18.060]   What were the main findings?
[00:55:18.060 --> 00:55:20.420]   How many people were studied?
[00:55:20.420 --> 00:55:21.880]   And then, and we can,
[00:55:21.880 --> 00:55:23.820]   we actually show you basically the prompts
[00:55:23.820 --> 00:55:26.460]   that we're using to extract that from our predefined fields.
[00:55:26.460 --> 00:55:28.620]   And then you can fork this and you can say,
[00:55:28.620 --> 00:55:30.980]   oh, actually I don't care about the population of people.
[00:55:30.980 --> 00:55:32.780]   I only care about the population of rats.
[00:55:32.780 --> 00:55:34.280]   Like you can change the instruction.
[00:55:34.280 --> 00:55:37.000]   So I think users are still kind of discovering
[00:55:37.000 --> 00:55:41.260]   that there's both this predefined, easy to use default,
[00:55:41.260 --> 00:55:44.220]   but that they can extend it to be much more specific to them.
[00:55:44.220 --> 00:55:46.460]   And then they can also ask custom questions.
[00:55:46.460 --> 00:55:48.300]   One use case of that is you can,
[00:55:48.300 --> 00:55:50.220]   you can start to create different column types
[00:55:50.220 --> 00:55:51.220]   that you might not expect.
[00:55:51.220 --> 00:55:53.980]   So rather than just creating generative answers,
[00:55:53.980 --> 00:55:55.680]   like a description of the methodology,
[00:55:55.680 --> 00:55:58.060]   you can say classify the methodology
[00:55:58.060 --> 00:56:01.340]   into a prospective study, a retrospective study,
[00:56:01.340 --> 00:56:02.660]   or a case study.
[00:56:02.660 --> 00:56:04.420]   And then you can filter based on that.
[00:56:04.420 --> 00:56:06.300]   It's like all using the same kind of technology
[00:56:06.300 --> 00:56:09.780]   and the interface, but it unlocks different workflows.
[00:56:09.780 --> 00:56:12.820]   So I think that like the ability to ask custom questions,
[00:56:12.820 --> 00:56:14.940]   give instructions and specifically use that
[00:56:14.940 --> 00:56:17.540]   to create different types of columns,
[00:56:17.540 --> 00:56:20.860]   like classification columns is still pretty underrated.
[00:56:20.860 --> 00:56:22.980]   In terms of use case,
[00:56:22.980 --> 00:56:25.660]   I spoke to someone who works in medical affairs
[00:56:25.660 --> 00:56:28.340]   at a genomic sequencing company recently.
[00:56:28.340 --> 00:56:32.140]   So they, you know, doctors kind of, you know,
[00:56:32.140 --> 00:56:34.320]   order these genomic tests,
[00:56:34.320 --> 00:56:36.460]   the sequencing tests to kind of identify
[00:56:36.460 --> 00:56:38.340]   if a patient has a particular disease,
[00:56:38.340 --> 00:56:40.260]   this company helps them process it.
[00:56:40.260 --> 00:56:43.380]   And this person basically interacts with all the doctors.
[00:56:43.380 --> 00:56:44.700]   And if the doctors have any questions,
[00:56:44.700 --> 00:56:46.220]   my understanding is that medical affairs
[00:56:46.220 --> 00:56:47.820]   is kind of like customer support
[00:56:47.820 --> 00:56:50.440]   or customer success in pharma.
[00:56:50.440 --> 00:56:52.840]   So this person like talks to doctors all day long.
[00:56:52.840 --> 00:56:56.040]   And one of the things they started using Elicit for
[00:56:56.040 --> 00:56:59.900]   is like putting the results of their tests as the query.
[00:56:59.900 --> 00:57:02.540]   Like this test showed, you know, this percentage,
[00:57:02.540 --> 00:57:06.500]   you know, presence of this and 40% that and whatever.
[00:57:06.500 --> 00:57:08.900]   What do we think is kind of the, you know,
[00:57:08.900 --> 00:57:10.900]   what like genes are present here or something
[00:57:10.900 --> 00:57:13.180]   or what's in the sample?
[00:57:13.180 --> 00:57:15.980]   And getting kind of a list of academic papers
[00:57:15.980 --> 00:57:17.380]   that would support their findings
[00:57:17.380 --> 00:57:21.100]   and using this to help doctors interpret their tests.
[00:57:21.100 --> 00:57:22.260]   So we talked about, okay, cool.
[00:57:22.260 --> 00:57:24.020]   Like if we built, you know,
[00:57:24.020 --> 00:57:26.860]   he's pretty interested in kind of doing a survey
[00:57:26.860 --> 00:57:29.340]   of infectious disease specialists
[00:57:29.340 --> 00:57:31.300]   and getting them to evaluate, you know,
[00:57:31.300 --> 00:57:32.540]   having them write up their answers,
[00:57:32.540 --> 00:57:33.860]   comparing it to Elicit's answers,
[00:57:33.860 --> 00:57:36.340]   trying to see can Elicit start being used
[00:57:36.340 --> 00:57:39.520]   to interpret the results of these diagnostic tests?
[00:57:39.520 --> 00:57:42.340]   Because the way they ship these tests to doctors
[00:57:42.340 --> 00:57:46.020]   is they report on a really wide array of things.
[00:57:46.020 --> 00:57:47.900]   And he was saying that at a large,
[00:57:47.900 --> 00:57:50.580]   well-resourced hospital, like a city hospital,
[00:57:50.580 --> 00:57:52.820]   there might be a team of infectious disease specialists
[00:57:52.820 --> 00:57:55.140]   who can help interpret these results.
[00:57:55.140 --> 00:57:57.820]   But at under-resourced hospitals or more rural hospitals,
[00:57:57.820 --> 00:58:02.820]   the primary care physician can't interpret the test results.
[00:58:02.820 --> 00:58:04.620]   So then they can't order it, they can't use it,
[00:58:04.620 --> 00:58:06.540]   they can't help their patients with it.
[00:58:06.540 --> 00:58:07.780]   So thinking about, you know,
[00:58:07.780 --> 00:58:10.380]   kind of an evidence-backed way of interpreting these tests
[00:58:10.380 --> 00:58:12.140]   is definitely kind of an extension of the product
[00:58:12.140 --> 00:58:13.960]   that I hadn't considered before.
[00:58:13.960 --> 00:58:15.760]   But yeah, the idea of like using that
[00:58:15.760 --> 00:58:18.240]   to bring more access to physicians
[00:58:18.240 --> 00:58:20.020]   in all different parts of the country
[00:58:20.020 --> 00:58:21.860]   and helping them interpret complicated science
[00:58:21.860 --> 00:58:23.140]   is pretty cool.
[00:58:23.140 --> 00:58:26.740]   - Yeah, we had Ken Jun from MBU on the podcast
[00:58:26.740 --> 00:58:29.820]   and we talked about better allocating scientific resources.
[00:58:29.820 --> 00:58:31.540]   How do you think about these use cases
[00:58:31.540 --> 00:58:35.340]   and maybe how Elicit can help drive more research?
[00:58:35.340 --> 00:58:37.600]   And do you see a world in which, you know,
[00:58:37.600 --> 00:58:39.860]   maybe the models actually do some of the research
[00:58:39.860 --> 00:58:42.220]   before suggesting us?
[00:58:42.220 --> 00:58:45.140]   - Yeah, I think that's like very close
[00:58:45.140 --> 00:58:46.420]   to what we care about.
[00:58:46.420 --> 00:58:49.380]   So our product values are systematic,
[00:58:49.380 --> 00:58:50.660]   transparent, and unbounded.
[00:58:50.660 --> 00:58:53.760]   And I think to make research more,
[00:58:53.760 --> 00:58:55.940]   especially more systematic and unbounded,
[00:58:55.940 --> 00:58:58.100]   I think is like basically the thing that's at stake here.
[00:58:58.100 --> 00:59:01.220]   So ideally people would think,
[00:59:01.220 --> 00:59:04.060]   well, what are, for example,
[00:59:04.060 --> 00:59:06.220]   I was recently talking to people in longevity
[00:59:06.220 --> 00:59:08.620]   and I think there isn't really one field of longevity.
[00:59:08.620 --> 00:59:11.500]   There are kind of different scientific subdomains
[00:59:11.500 --> 00:59:13.180]   that are surfacing,
[00:59:13.180 --> 00:59:15.140]   various things that are related to longevity.
[00:59:15.140 --> 00:59:17.620]   And I think if you could more systematically say,
[00:59:17.620 --> 00:59:22.580]   look, here are all the different interventions we could do.
[00:59:22.580 --> 00:59:25.140]   And here's the expected ROI of these experiments.
[00:59:25.140 --> 00:59:26.800]   Here's like the evidence so far
[00:59:26.800 --> 00:59:30.060]   that supports those being either like likely
[00:59:30.060 --> 00:59:32.180]   to surface new information or not.
[00:59:32.180 --> 00:59:34.180]   Here's the cost of these experiments.
[00:59:34.180 --> 00:59:36.940]   I think you could be so much more systematic
[00:59:36.940 --> 00:59:39.380]   than science is today.
[00:59:39.380 --> 00:59:42.380]   Probably, yeah, I'd guess in like 10, 20 years,
[00:59:42.380 --> 00:59:44.800]   we'll look back and it will be incredible
[00:59:44.800 --> 00:59:47.100]   how unsystematic science was back in the day.
[00:59:48.100 --> 00:59:51.700]   - Yeah, and I think this is as we start to,
[00:59:51.700 --> 00:59:54.820]   so like our view is kind of have models
[00:59:54.820 --> 00:59:57.260]   catch up to expert humans today,
[00:59:57.260 --> 00:59:59.780]   or whatever, start with kind of novice humans
[00:59:59.780 --> 01:00:01.740]   and then increasingly expert humans.
[01:00:01.740 --> 01:00:03.260]   And then at some point,
[01:00:03.260 --> 01:00:05.220]   but we really want the models to kind of like
[01:00:05.220 --> 01:00:07.660]   earn their right to the expertise.
[01:00:07.660 --> 01:00:09.820]   So that's why we do things in this very step-by-step way.
[01:00:09.820 --> 01:00:12.300]   That's why we don't just like throw a bunch of data
[01:00:12.300 --> 01:00:14.980]   and apply a bunch of compute and hope we get good results.
[01:00:14.980 --> 01:00:16.220]   But obviously at some point you hope that
[01:00:16.220 --> 01:00:17.580]   once it's kind of earned its stripes,
[01:00:17.580 --> 01:00:20.520]   it can surpass human researchers.
[01:00:20.520 --> 01:00:23.340]   But I think that's where making sure that the models
[01:00:23.340 --> 01:00:26.380]   processes are really explicit and transparent
[01:00:26.380 --> 01:00:28.660]   and that it's really easy to evaluate is important
[01:00:28.660 --> 01:00:31.060]   because if it does surpass human understanding,
[01:00:31.060 --> 01:00:33.740]   people will still need to be able to audit its work somehow
[01:00:33.740 --> 01:00:35.580]   or spot check its work somehow
[01:00:35.580 --> 01:00:37.960]   to be able to reliably trust it and use it.
[01:00:37.960 --> 01:00:41.420]   So yeah, that's kind of why the process-based approach
[01:00:41.420 --> 01:00:42.740]   is really important.
[01:00:42.740 --> 01:00:47.420]   - And on the question of will models do their own research,
[01:00:47.420 --> 01:00:50.340]   I think one feature that most currently don't have
[01:00:50.340 --> 01:00:54.300]   that will need to be better there is better world models.
[01:00:54.300 --> 01:00:55.940]   I think currently models are just not great
[01:00:55.940 --> 01:00:59.520]   at representing kind of what's going on
[01:00:59.520 --> 01:01:01.960]   in a particular situation or domain in a way
[01:01:01.960 --> 01:01:05.380]   that allows them to come to interesting,
[01:01:05.380 --> 01:01:07.340]   surprising conclusions.
[01:01:07.340 --> 01:01:09.680]   I think they're very good at like coming to,
[01:01:09.680 --> 01:01:12.300]   I don't know, conclusions that are nearby
[01:01:12.300 --> 01:01:14.020]   to conclusions that people have come to,
[01:01:14.020 --> 01:01:16.860]   but not as good at kind of reasoning
[01:01:16.860 --> 01:01:19.060]   and making surprising connections maybe.
[01:01:19.060 --> 01:01:23.340]   And so having deeper models of how,
[01:01:23.340 --> 01:01:25.900]   let's see, what are the underlying structures
[01:01:25.900 --> 01:01:28.520]   of different domains, how are they related or not related,
[01:01:28.520 --> 01:01:30.020]   I think will be an important ingredient
[01:01:30.020 --> 01:01:32.860]   for models actually being able to make novel contributions.
[01:01:32.860 --> 01:01:34.980]   - On the topic of hiring more expert humans,
[01:01:34.980 --> 01:01:37.180]   you've hired some very expert humans.
[01:01:37.180 --> 01:01:39.300]   My friend Maggie Appleton joined you guys
[01:01:39.300 --> 01:01:41.380]   I think maybe a year ago-ish.
[01:01:41.380 --> 01:01:44.100]   In fact, I think you're doing an offsite
[01:01:44.100 --> 01:01:48.460]   and we're actually organizing our big AI/UX meetup
[01:01:48.460 --> 01:01:51.100]   around whenever she's in town in San Francisco.
[01:01:51.100 --> 01:01:52.140]   - Oh, amazing.
[01:01:52.140 --> 01:01:53.940]   - How big is the team?
[01:01:53.940 --> 01:01:55.920]   How have you sort of transitioned your company
[01:01:55.920 --> 01:02:00.500]   into this sort of PBC and sort of the plan for the future?
[01:02:00.500 --> 01:02:02.300]   - Yeah, we're 12 people now.
[01:02:02.300 --> 01:02:05.300]   Mostly, about half of us are in the Bay Area
[01:02:05.300 --> 01:02:07.620]   and then distributed across US and Europe.
[01:02:07.620 --> 01:02:11.300]   A mix of mostly kind of roles in engineering and product.
[01:02:11.300 --> 01:02:14.240]   Yeah, and I think that the transition to PBC
[01:02:14.240 --> 01:02:18.260]   was really not that eventful because I think we were already,
[01:02:18.260 --> 01:02:21.260]   even as a nonprofit, we were already shipping every week.
[01:02:21.260 --> 01:02:22.420]   So very much operating as a product.
[01:02:22.420 --> 01:02:24.020]   - Very much like a startup, yeah.
[01:02:24.020 --> 01:02:27.200]   - And then I would say the kind of PBC component
[01:02:27.200 --> 01:02:30.860]   was to very explicitly say that we have a mission
[01:02:30.860 --> 01:02:32.100]   that we care a lot about.
[01:02:32.100 --> 01:02:33.900]   There are a lot of ways to make money.
[01:02:33.900 --> 01:02:36.020]   We think our mission will make us a lot of money,
[01:02:36.020 --> 01:02:38.360]   but we are going to be opinionated about how we make money.
[01:02:38.360 --> 01:02:40.780]   We're gonna take the version of making a lot of money
[01:02:40.780 --> 01:02:42.180]   that's in line with our mission.
[01:02:42.180 --> 01:02:43.940]   But it's like all very, it's very convergent.
[01:02:43.940 --> 01:02:45.980]   Like illicit is not going to make any money
[01:02:45.980 --> 01:02:47.220]   if it's a bad product,
[01:02:47.220 --> 01:02:49.300]   if it doesn't actually help you discover truth
[01:02:49.300 --> 01:02:51.640]   and do research more rigorously.
[01:02:51.640 --> 01:02:54.460]   So I think for us, the kind of mission
[01:02:54.460 --> 01:02:58.700]   and the success of the company are very intertwined.
[01:02:58.700 --> 01:02:59.660]   So a big part of, yeah,
[01:02:59.660 --> 01:03:02.280]   we're hoping to grow the team quite a lot this year.
[01:03:02.280 --> 01:03:04.100]   Probably some of our highest priority roles
[01:03:04.100 --> 01:03:05.700]   are in engineering,
[01:03:05.700 --> 01:03:08.700]   but also opening up roles more in design
[01:03:08.700 --> 01:03:10.540]   and product marketing, go-to-market.
[01:03:10.540 --> 01:03:14.160]   Yeah, do you want to talk about the roles?
[01:03:14.160 --> 01:03:15.220]   - Yeah, broadly we're just looking
[01:03:15.220 --> 01:03:16.580]   for senior software engineers
[01:03:16.580 --> 01:03:19.500]   and don't need any particular AI expertise.
[01:03:19.500 --> 01:03:21.860]   A lot of it is just, I guess,
[01:03:21.860 --> 01:03:26.860]   how do you build good orchestration for complex tasks?
[01:03:26.860 --> 01:03:30.660]   So we talked earlier about these are sort of notebooks,
[01:03:30.660 --> 01:03:32.700]   scaling up, task orchestration,
[01:03:32.700 --> 01:03:36.180]   and I think a lot of this looks more
[01:03:36.180 --> 01:03:38.100]   like traditional software engineering
[01:03:38.100 --> 01:03:39.920]   than it does look like machine learning research.
[01:03:39.920 --> 01:03:42.080]   And I think the people who are really good
[01:03:42.080 --> 01:03:45.520]   at building good abstractions,
[01:03:45.520 --> 01:03:48.880]   building applications that can kind of survive,
[01:03:48.880 --> 01:03:50.720]   even if some of their pieces break,
[01:03:50.720 --> 01:03:54.060]   like making reliable components out of unreliable pieces.
