
[00:00:00.040 --> 00:00:09.620]   這
[01:13:16.660 --> 01:13:46.660]   I can sell a stadium worth of tickets to the lower and middle
[01:13:46.660 --> 01:13:46.660]   I can sell a stadium worth of tickets to the lower and middle
[01:13:46.660 --> 01:13:46.660]   I can sell a stadium worth of tickets to the lower and middle
[01:13:46.660 --> 01:13:46.660]   I can sell a stadium worth of tickets to the lower and middle
[01:13:46.660 --> 01:13:46.660]   I can sell a stadium worth of tickets to the lower and middle
[01:13:46.660 --> 01:13:46.660]   I can sell a stadium worth of tickets to the lower and middle
[01:13:46.660 --> 01:13:46.660]   I can sell a stadium worth of tickets to the lower and middle
[01:13:46.660 --> 01:13:46.660]   I can sell a stadium worth of tickets to the lower and middle
[01:13:46.660 --> 01:13:46.660]   I can sell a stadium worth of tickets to the lower and middle
[01:13:46.660 --> 01:13:46.660]   I can sell a stadium worth of tickets to the lower and middle
[01:13:46.660 --> 01:13:46.660]   I can sell a stadium worth of tickets to the lower and middle
[01:13:46.660 --> 01:13:46.660]   I can sell a stadium worth of tickets to the lower and middle
[01:13:46.660 --> 01:13:46.660]   I can sell a stadium worth of tickets to the lower and middle
[01:13:46.660 --> 01:13:46.660]   I can sell a stadium worth of tickets to the lower and middle
[01:13:46.660 --> 01:14:16.680]   I can sell a stadium worth of tickets to the lower and middle
[01:14:16.680 --> 01:14:16.680]   I can sell a stadium worth of tickets to the lower and middle
[01:14:16.680 --> 01:14:16.680]   I can sell a stadium worth of tickets to the lower and middle
[01:14:16.680 --> 01:14:16.680]   I can sell a stadium worth of tickets to the lower and middle
[01:14:16.680 --> 01:14:16.680]   I can sell a stadium worth of tickets to the lower and middle
[01:14:16.680 --> 01:14:16.680]   I can sell a stadium worth of tickets to the lower and middle
[01:14:16.680 --> 01:14:16.680]   I can sell a stadium worth of tickets to the lower and middle
[01:14:16.680 --> 01:14:16.680]   I can sell a stadium worth of tickets to the lower and middle
[01:14:16.680 --> 01:14:16.680]   I can sell a stadium worth of tickets to the lower and middle
[01:14:16.700 --> 01:14:46.700]   I can sell a stadium worth of tickets to the lower and middle
[01:14:46.700 --> 01:14:46.700]   I can sell a stadium worth of tickets to the lower and middle
[01:14:46.700 --> 01:14:46.700]   I can sell a stadium worth of tickets to the lower and middle
[01:14:46.700 --> 01:14:46.700]   I can sell a stadium worth of tickets to the lower and middle
[01:14:46.700 --> 01:14:46.700]   I can sell a stadium worth of tickets to the lower and middle
[01:14:46.700 --> 01:14:46.700]   I can sell a stadium worth of tickets to the lower and middle
[01:14:46.700 --> 01:14:46.700]   I can sell a stadium worth of tickets to the lower and middle
[01:14:46.700 --> 01:14:46.700]   I can sell a stadium worth of tickets to the lower and middle
[01:14:46.700 --> 01:14:46.700]   I can sell a stadium worth of tickets to the lower and middle
[01:14:46.700 --> 01:14:46.700]   I can sell a stadium worth of tickets to the lower and middle
[01:14:46.700 --> 01:14:46.700]   I can sell a stadium worth of tickets to the lower and middle
[01:14:46.700 --> 01:14:46.700]   I can sell a stadium worth of tickets to the lower and middle
[01:14:46.700 --> 01:14:46.700]   I can sell a stadium worth of tickets to the lower and middle
[01:14:46.700 --> 01:14:46.700]   I can sell a stadium worth of tickets to the lower and middle
[01:14:46.700 --> 01:15:16.720]   I can sell a stadium worth of tickets to the lower and middle
[01:15:16.720 --> 01:15:16.720]   I can sell a stadium worth of tickets to the lower and middle
[01:15:16.720 --> 01:15:16.720]   I can sell a stadium worth of tickets to the lower and middle
[01:15:16.720 --> 01:15:16.720]   I can sell a stadium worth of tickets to the lower and middle
[01:15:16.720 --> 01:15:16.720]   I can sell a stadium worth of tickets to the lower and middle
[01:15:16.720 --> 01:15:16.720]   I can sell a stadium worth of tickets to the lower and middle
[01:15:16.720 --> 01:15:16.720]   I can sell a stadium worth of tickets to the lower and middle
[01:15:16.720 --> 01:15:16.720]   I can sell a stadium worth of tickets to the lower and middle
[01:15:16.720 --> 01:15:16.720]   I can sell a stadium worth of tickets to the lower and middle
[01:15:16.720 --> 01:15:16.720]   I can sell a stadium worth of tickets to the lower and middle
[01:15:16.740 --> 01:15:46.740]   I can sell a stadium worth of tickets to the lower and middle
[01:15:46.740 --> 01:15:46.740]   I can sell a stadium worth of tickets to the lower and middle
[01:15:46.740 --> 01:15:46.740]   I can sell a stadium worth of tickets to the lower and middle
[01:15:46.740 --> 01:15:46.740]   I can sell a stadium worth of tickets to the lower and middle
[01:15:46.740 --> 01:15:46.740]   I can sell a stadium worth of tickets to the lower and middle
[01:15:46.740 --> 01:15:46.740]   I can sell a stadium worth of tickets to the lower and middle
[01:15:46.740 --> 01:15:46.740]   I can sell a stadium worth of tickets to the lower and middle
[01:15:46.740 --> 01:15:46.740]   I can sell a stadium worth of tickets to the lower and middle
[01:15:46.740 --> 01:15:46.740]   I can sell a stadium worth of tickets to the lower and middle
[01:15:46.740 --> 01:15:46.740]   I can sell a stadium worth of tickets to the lower and middle
[01:15:46.740 --> 01:15:46.740]   I can sell a stadium worth of tickets to the lower and middle
[01:15:46.740 --> 01:15:46.740]   I can sell a stadium worth of tickets to the lower and middle
[01:15:46.740 --> 01:15:46.740]   I can sell a stadium worth of tickets to the lower and middle
[01:15:46.740 --> 01:15:46.740]   I can sell a stadium worth of tickets to the lower and middle
[01:15:46.740 --> 01:16:16.760]   I can sell a stadium worth of tickets to the lower and middle
[01:16:16.760 --> 01:16:16.760]   I can sell a stadium worth of tickets to the lower and middle
[01:16:16.760 --> 01:16:16.760]   I can sell a stadium worth of tickets to the lower and middle
[01:16:16.760 --> 01:16:16.760]   I can sell a stadium worth of tickets to the lower and middle
[01:16:16.760 --> 01:16:16.760]   I can sell a stadium worth of tickets to the lower and middle
[01:16:16.760 --> 01:16:16.760]   I can sell a stadium worth of tickets to the lower and middle
[01:16:16.760 --> 01:16:16.760]   I can sell a stadium worth of tickets to the lower and middle
[01:16:16.760 --> 01:16:16.760]   I can sell a stadium worth of tickets to the lower and middle
[01:16:16.760 --> 01:16:16.760]   I can sell a stadium worth of tickets to the lower and middle
[01:16:16.780 --> 01:16:46.780]   I can sell a stadium worth of tickets to the lower and middle
[01:16:46.780 --> 01:16:46.780]   I can sell a stadium worth of tickets to the lower and middle
[01:16:46.780 --> 01:16:46.780]   I can sell a stadium worth of tickets to the lower and middle
[01:16:46.780 --> 01:16:46.780]   I can sell a stadium worth of tickets to the lower and middle
[01:16:46.780 --> 01:16:46.780]   I can sell a stadium worth of tickets to the lower and middle
[01:16:46.780 --> 01:16:46.780]   I can sell a stadium worth of tickets to the lower and middle
[01:16:46.780 --> 01:16:46.780]   I can sell a stadium worth of tickets to the lower and middle
[01:16:46.780 --> 01:16:46.780]   I can sell a stadium worth of tickets to the lower and middle
[01:16:46.780 --> 01:16:46.780]   I can sell a stadium worth of tickets to the lower and middle
[01:16:46.780 --> 01:16:46.780]   I can sell a stadium worth of tickets to the lower and middle
[01:16:46.780 --> 01:16:46.780]   I can sell a stadium worth of tickets to the lower and middle
[01:16:46.780 --> 01:16:46.780]   I can sell a stadium worth of tickets to the lower and middle
[01:16:46.780 --> 01:16:46.780]   I can sell a stadium worth of tickets to the lower and middle
[01:16:46.780 --> 01:16:46.780]   I can sell a stadium worth of tickets to the lower and middle
[01:16:46.780 --> 01:17:16.800]   I can sell a stadium worth of tickets to the lower and middle
[01:17:16.800 --> 01:17:16.800]   I can sell a stadium worth of tickets to the lower and middle
[01:17:16.800 --> 01:17:16.800]   I can sell a stadium worth of tickets to the lower and middle
[01:17:16.800 --> 01:17:16.800]   I can sell a stadium worth of tickets to the lower and middle
[01:17:16.800 --> 01:17:16.800]   I can sell a stadium worth of tickets to the lower and middle
[01:17:16.800 --> 01:17:16.800]   I can sell a stadium worth of tickets to the lower and middle
[01:17:16.800 --> 01:17:16.800]   I can sell a stadium worth of tickets to the lower and middle
[01:17:16.800 --> 01:17:16.800]   I can sell a stadium worth of tickets to the lower and middle
[01:17:16.800 --> 01:17:16.800]   I can sell a stadium worth of tickets to the lower and middle
[01:17:41.040 --> 01:17:46.820]   I can sell a stadium worth of tickets to the lower and middle
[01:17:46.820 --> 01:17:46.820]   I can sell a stadium worth of tickets to the lower and middle
[01:17:46.820 --> 01:17:46.820]   I can sell a stadium worth of tickets to the lower and middle
[01:17:46.820 --> 01:17:46.820]   I can sell a stadium worth of tickets to the lower and middle
[01:17:46.820 --> 01:17:46.820]   I can sell a stadium worth of tickets to the lower and middle
[01:17:46.820 --> 01:17:46.820]   I can sell a stadium worth of tickets to the lower and middle
[01:17:46.820 --> 01:17:46.820]   I can sell a stadium worth of tickets to the lower and middle
[01:17:46.820 --> 01:17:46.820]   I can sell a stadium worth of tickets to the lower and middle
[01:17:46.820 --> 01:17:46.820]   I can sell a stadium worth of tickets to the lower and middle
[01:17:46.820 --> 01:17:46.820]   I can sell a stadium worth of tickets to the lower and middle
[01:17:46.820 --> 01:17:46.820]   I can sell a stadium worth of tickets to the lower and middle
[01:17:46.820 --> 01:17:46.820]   I can sell a stadium worth of tickets to the lower and middle
[01:17:46.820 --> 01:17:46.820]   I can sell a stadium worth of tickets to the lower and middle
[01:17:46.820 --> 01:17:46.820]   I can sell a stadium worth of tickets to the lower and middle
[01:17:46.840 --> 01:18:16.840]   I can sell a stadium worth of tickets to the lower and middle
[01:18:16.840 --> 01:18:16.840]   I can sell a stadium worth of tickets to the lower and middle
[01:18:16.840 --> 01:18:16.840]   I can sell a stadium worth of tickets to the lower and middle
[01:18:16.840 --> 01:18:16.840]   I can sell a stadium worth of tickets to the lower and middle
[01:18:16.840 --> 01:18:16.840]   I can sell a stadium worth of tickets to the lower and middle
[01:18:16.840 --> 01:18:16.840]   I can sell a stadium worth of tickets to the lower and middle
[01:18:16.840 --> 01:18:16.840]   I can sell a stadium worth of tickets to the lower and middle
[01:18:16.840 --> 01:18:16.840]   I can sell a stadium worth of tickets to the lower and middle
[01:18:16.840 --> 01:18:16.840]   I can sell a stadium worth of tickets to the lower and middle
[01:18:16.860 --> 01:18:46.860]   I can sell a stadium worth of tickets to the lower and middle
[01:18:46.860 --> 01:18:46.860]   I can sell a stadium worth of tickets to the lower and middle
[01:18:46.860 --> 01:18:46.860]   I can sell a stadium worth of tickets to the lower and middle
[01:18:46.860 --> 01:18:46.860]   I can sell a stadium worth of tickets to the lower and middle
[01:18:46.860 --> 01:18:46.860]   I can sell a stadium worth of tickets to the lower and middle
[01:18:46.860 --> 01:18:46.860]   I can sell a stadium worth of tickets to the lower and middle
[01:18:46.860 --> 01:18:46.860]   I can sell a stadium worth of tickets to the lower and middle
[01:18:46.860 --> 01:18:46.860]   I can sell a stadium worth of tickets to the lower and middle
[01:18:46.860 --> 01:18:46.860]   I can sell a stadium worth of tickets to the lower and middle
[01:18:46.860 --> 01:18:46.860]   I can sell a stadium worth of tickets to the lower and middle
[01:18:46.860 --> 01:18:46.860]   I can sell a stadium worth of tickets to the lower and middle
[01:18:46.860 --> 01:18:46.860]   I can sell a stadium worth of tickets to the lower and middle
[01:18:46.860 --> 01:18:46.860]   I can sell a stadium worth of tickets to the lower and middle
[01:18:46.860 --> 01:18:46.860]   I can sell a stadium worth of tickets to the lower and middle
[01:18:46.860 --> 01:19:16.880]   I can sell a stadium worth of tickets to the lower and middle
[01:19:16.880 --> 01:19:16.880]   I can sell a stadium worth of tickets to the lower and middle
[01:19:16.880 --> 01:19:16.880]   I can sell a stadium worth of tickets to the lower and middle
[01:19:16.880 --> 01:19:16.880]   I can sell a stadium worth of tickets to the lower and middle
[01:19:16.880 --> 01:19:16.880]   I can sell a stadium worth of tickets to the lower and middle
[01:19:16.880 --> 01:19:16.880]   I can sell a stadium worth of tickets to the lower and middle
[01:19:16.880 --> 01:19:16.880]   I can sell a stadium worth of tickets to the lower and middle
[01:19:16.880 --> 01:19:16.880]   I can sell a stadium worth of tickets to the lower and middle
[01:19:16.880 --> 01:19:16.880]   I can sell a stadium worth of tickets to the lower and middle
[01:19:16.880 --> 01:19:16.880]   I can sell a stadium worth of tickets to the lower and middle
[01:19:16.920 --> 01:19:26.820]   thread
[01:19:26.820 --> 01:19:27.200]   errand es,,,,
[01:19:27.200 --> 01:19:31.100]  atever
[01:21:09.120 --> 01:21:09.120]   I don't know what am I going to do essentially and I just wanted to um I wanted to talk about how what is the best way to approach what kind of framework you would use uh to prepare yourself for this life after being financially independent um and I don't want to I'm not saying I don't want to work um I'm just saying I don't want to work in a sort of corporate structure um with a
[01:21:09.120 --> 01:21:09.120]   um I'm just saying I don't want to work in a sort of corporate structure um with a
[01:21:09.120 --> 01:21:09.120]   um I'm just saying I don't want to work in a sort of corporate structure um with a
[01:21:09.120 --> 01:21:09.120]   um I'm just saying I don't want to work in a sort of corporate structure um with a
[01:21:09.160 --> 01:21:12.200]   "
[01:21:12.200 --> 01:21:15.940]   belong, it. I 9
[01:21:15.940 --> 01:21:19.140]   Из
[01:21:19.140 --> 01:21:19.880]  種 you. .
[01:21:19.880 --> 01:21:31.020]   without the more in, I have my, my, I'm, I'm, I'm, "M, "*, ", ", i--, Sah,--, seem because, wouldn axle, here, de, hub, Knorr, buried, work... Select, tierra, Jack, Customer, 12,ber, ed, projections, headquarters, that's...務, that's,ר, Nobel, Gör, tone,iper, well, X, but, circle, vin, her, lo, paper, little, suck,时, direction, kimchi, Sent, shot, Into the económ, but, Howard, Heavy... Z course, Shries,.». 선, thank, even, love, HIS questions are, nghi, maintain a demand le's…身 and this is the way,лед,ache, al, identify, un
[01:21:38.160 --> 01:21:48.240]   play
[01:21:48.240 --> 01:21:51.920]  , ,, bad bad why of sound, That, Charl, over over, over, not it's not after sailed and be in beつ nuancesink Ich Means L Lud
[01:21:51.920 --> 01:22:06.760]   K but he's in the cell. So, I'm, and, and, and, and, and, and, and, South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per is'G. Sing..N. exportent cannot顯� ENN..G hC.G make me'reन iş TitanGS changedauе Ore personality include 내려 daher Le`Gfind Dong money it's L thankfully Slide Judgeover Eothe tight I've danceukanim End ileclock en هنا cord but T 있어서qual Scma S portions ceram investment C parade attention Dot Sc instrumental extent
[01:22:07.120 --> 01:22:15.940]   I, I, it's not a really a problem. I know it's problem for a lot of people, but really not for me. My, my problem is more sort of, you know, mental issue.
[01:22:15.940 --> 01:22:15.940]   I, I, it's not a really a problem. I know it's problem for a lot of people, but really not for me. My, my problem is more sort of, you know, mental issue.
[01:22:15.940 --> 01:22:17.940]   I, I, it's not a really a problem. I know it's problem for a lot of people, but really not for me. My, my problem is more sort of, you know, mental issue.
[01:22:17.940 --> 01:22:24.940]   I, I, it's not a really a problem. I know it's problem for a lot of people, but really not for me. My, my problem is more sort of, you know, mental issue.
[01:22:24.940 --> 01:22:46.780]  . I, I, it's not a really a problem. I know it's problem for a lot of people, but really not for me. My, my problem is more sort of, you know, mental issue.
[01:22:46.780 --> 01:22:48.820]   I, I, it's not a really a problem. I know it's problem for a lot of people, but really not for me. My, my problem is more sort of, you know, mental issue.
[01:22:48.840 --> 01:22:58.700]   I, I, it's not a really a problem. I, I, it's not a really a problem. I know it's problem for a lot of people, but really not for me. My, my problem is more sort of, you know, mental issue.
[01:22:58.700 --> 01:23:01.700]   I, I, it's not a really a problem. I know it's problem for a lot of people, but really not for me. My, my problem is more sort of, you know, mental issue.
[01:23:01.700 --> 01:23:06.700]   I, I, it's not a really a problem. I know it's problem for a lot of people, but really not for me. My, my problem is more sort of, you know, mental issue.
[01:23:06.700 --> 01:23:12.700]   I, I, it's not a really a problem. I know it's problem for a lot of people, but really not for me. My, my problem is more sort of, you know, mental issue.
[01:23:13.500 --> 01:23:40.580]  - I, I, it's not a really a problem for me. My, my problem is more sort of, you know, mental issue.
[01:23:40.580 --> 01:23:42.580]   I, I, it's not a really a problem for me. My, my problem is more sort of, you know, mental issue.
[01:23:42.580 --> 01:23:42.580]   I, I, it's not a really a problem for me. My, my problem is more sort of, you know, mental issue.
[01:23:42.580 --> 01:23:42.580]   I, I, it's not a really a problem for me. My, my problem is more sort of, you know, mental issue.
[01:23:42.580 --> 01:23:42.580]   I, I, I, it's not a really a problem for me. My, my problem is more sort of, you know, mental issue.
[01:23:42.580 --> 01:23:42.580]   I, I, I, it's not a really a problem for me. My, my problem is more sort of, you know, mental issue.
[01:23:42.600 --> 01:23:42.620]   I, I, I, it's not a really a problem for me. My, my problem is more sort of, you know, mental issue.
[01:23:42.620 --> 01:24:12.460]   I, I, I, it's not a really a problem for me. My, my problem is more sort of, you know, mental issue.
[01:24:12.460 --> 01:24:12.460]   I, I, I, it's not a really a problem for me. My, my problem is more sort of, you know, mental issue.
[01:24:12.460 --> 01:24:12.460]   I, I, I, it's not a really a problem for me. My, my problem is more sort of, you know, mental issue.
[01:24:12.460 --> 01:24:12.460]   I, I, I, it's not a really a problem for me. My, my problem is more sort of, you know, mental issue.
[01:24:12.460 --> 01:24:12.460]   I, I, I, it's not a really a problem for me. My, my problem is more sort of, you know, mental issue.
[01:24:12.460 --> 01:24:42.340]  , my problem is more sort of, you know, mental issue.
[01:24:42.340 --> 01:24:42.340]   I, I, I, I, it's not a really a problem for me. My, my problem is more sort of, you know, mental issue.
[01:24:42.340 --> 01:24:42.340]   I, I, I, I, it's not a really a problem for me. My, my problem is more sort of, you know, mental issue.
[01:24:42.340 --> 01:24:42.340]   I, I, I, I, it's not a really a problem for me. My, my problem is more sort of, you know, mental issue.
[01:24:42.340 --> 01:24:42.460]   I, I, I, I, I, it's not a really a problem for me. My, my problem is more compelling.
[01:24:42.500 --> 01:24:50.160]   on
[01:24:50.160 --> 01:25:08.000]   confirm. I do find
[01:25:11.160 --> 01:25:39.780]  arch. I do find that it's really difficult to move away from, like one of the most difficult things for me, thinking about
[01:25:39.780 --> 01:25:39.780]   a national
[01:25:39.780 --> 01:25:39.780]   dependant is that it's really difficult to move away from, like one of the most difficult things for me, thinking about
[01:25:39.780 --> 01:25:39.780]   financial independence is that it's really difficult to move away from, like one of the most difficult things for me, thinking about
[01:25:39.780 --> 01:25:39.780]   financial independence is that it's really difficult to move away from, like one of the most difficult things for me, thinking about
[01:25:39.780 --> 01:25:39.780]   financial independence is that it's really difficult to move away from, like one of the most difficult things for me, thinking about
[01:25:39.780 --> 01:25:39.780]   financial independence is that it's really difficult to move away from, like one of the most difficult things for me, thinking about
[01:25:39.780 --> 01:25:39.780]   financial independence is that it's really difficult to move away from, like one of the most difficult things for me, thinking about
[01:25:40.700 --> 01:26:08.440]  , financial independence is that it's really difficult to move away from, like one of the most difficult things for me, thinking about
[01:26:08.440 --> 01:26:08.440]   financial independence is that it's really difficult to move away from, like one of the most difficult things for me, thinking about
[01:26:08.440 --> 01:26:08.440]   financial independence is that it's really difficult to move away from, like one of the most difficult things for me, thinking about
[01:26:08.440 --> 01:26:08.480]   financial independence is that it's really difficult to move away from, thinking about
[01:26:08.480 --> 01:26:08.480]   financial independence is that it's really difficult to move away from, thinking about
[01:26:08.480 --> 01:26:08.480]   financial independence is that one of the most difficult things for me, thinking about
[01:26:08.480 --> 01:26:08.480]   financial independence is that one of the most difficult things for me, thinking about
[01:26:08.480 --> 01:26:08.480]   financial independence is that one of the most difficult things for me, thinking about
[01:26:08.500 --> 01:26:38.500]   and not feeling it, I'm afraid of not feeling it in the future, I just feel like a loser, that's what I'm afraid of. And I know that it's wrong, I know that you should be optimizing your life for the highest possible net worth because it doesn't make sense, you're going to die anyway, you're not going to take it with you, it doesn't make sense. But somehow it's been built into you by IT, by your environment, by the company, by whatever, so it's really difficult to move away from, like one of the most difficult things for me, thinking about
[01:26:38.540 --> 01:27:08.520]  , thinking about
[01:27:08.520 --> 01:27:38.540]  , thinking about
[01:27:38.540 --> 01:27:38.540]   and not feeling it, I'm afraid of not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:27:38.540 --> 01:27:38.540]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:27:38.540 --> 01:27:38.540]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:27:38.540 --> 01:27:38.540]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:27:38.540 --> 01:27:38.540]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:27:38.540 --> 01:27:38.540]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:27:38.560 --> 01:28:08.560]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:28:08.560 --> 01:28:08.560]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:28:08.560 --> 01:28:08.560]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:28:08.560 --> 01:28:08.560]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:28:08.560 --> 01:28:08.560]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:28:08.560 --> 01:28:08.560]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:28:08.560 --> 01:28:08.560]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:28:08.560 --> 01:28:08.560]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:28:08.560 --> 01:28:08.560]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:28:08.560 --> 01:28:38.580]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:28:38.580 --> 01:28:38.580]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:28:38.580 --> 01:28:38.580]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:28:38.580 --> 01:28:38.580]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:28:38.580 --> 01:28:38.580]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:28:38.580 --> 01:28:38.580]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:28:38.580 --> 01:28:38.580]   and not feeling it, I just feel like a loser, that's what I'm afraid of, thinking about
[01:28:38.600 --> 01:29:08.600]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:08.600 --> 01:29:08.600]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:08.600 --> 01:29:08.600]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:08.600 --> 01:29:08.600]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:08.600 --> 01:29:08.600]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:08.600 --> 01:29:08.600]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:08.600 --> 01:29:08.600]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:08.600 --> 01:29:08.600]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:08.600 --> 01:29:08.600]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:08.600 --> 01:29:08.600]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:08.600 --> 01:29:08.600]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:38.620 --> 01:29:38.620]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:38.620 --> 01:29:38.620]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:38.620 --> 01:29:38.620]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:38.620 --> 01:29:38.620]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:38.620 --> 01:29:38.620]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:38.620 --> 01:29:38.620]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:38.620 --> 01:29:38.620]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:29:38.640 --> 01:30:08.640]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:30:08.640 --> 01:30:08.640]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:30:08.640 --> 01:30:08.640]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:30:08.640 --> 01:30:08.640]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:30:08.640 --> 01:30:08.640]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:30:08.640 --> 01:30:08.640]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:30:08.640 --> 01:30:08.640]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:30:08.640 --> 01:30:08.640]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:30:08.640 --> 01:30:08.640]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:30:08.640 --> 01:30:08.640]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:30:08.640 --> 01:30:08.640]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:30:38.660 --> 01:30:38.660]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:30:38.660 --> 01:30:38.660]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:30:38.660 --> 01:30:38.660]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:30:38.660 --> 01:30:38.660]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:30:38.660 --> 01:30:38.660]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:30:38.660 --> 01:30:38.660]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:30:38.660 --> 01:30:38.660]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:31:08.680 --> 01:31:08.680]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:31:08.680 --> 01:31:08.680]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:31:08.680 --> 01:31:08.680]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:31:08.680 --> 01:31:08.680]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:31:08.680 --> 01:31:08.680]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:31:08.680 --> 01:31:08.680]   I just feel like a loser, that's what I'm afraid of, thinking about
[01:31:08.680 --> 01:31:08.680]   I just feel like a loser, that's what I'm afraid of, thinking about, and I'm afraid of a loser.
[01:31:08.680 --> 01:31:08.680]   I just feel like a loser, that's what I'm afraid of, and I'm afraid of.
[01:31:08.680 --> 01:31:08.680]   I just feel like a loser, that's what I'm afraid of, and I'm afraid of.
[01:31:08.700 --> 01:31:38.700]  , that's what I'm afraid of, and I'm afraid of.
[01:31:38.700 --> 01:31:38.700]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:31:38.700 --> 01:31:38.700]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:31:38.700 --> 01:31:38.700]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:31:38.700 --> 01:31:38.700]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:31:38.700 --> 01:31:38.700]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:31:38.700 --> 01:31:38.700]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:31:38.700 --> 01:32:08.720]  , thinking about.
[01:32:08.720 --> 01:32:08.720]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:32:08.720 --> 01:32:08.720]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:32:08.720 --> 01:32:08.720]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:32:08.720 --> 01:32:08.720]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:32:08.720 --> 01:32:08.720]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:32:08.720 --> 01:32:08.720]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:32:08.720 --> 01:32:08.720]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:32:08.720 --> 01:32:08.720]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:32:08.740 --> 01:32:38.740]   I just feel like a loser, that's what I'm afraid of, thinking about.
[01:32:38.740 --> 01:32:38.740]   I just feel like a loser, that's what I'm afraid of, thinking about.
