
[00:00:00.040 --> 00:00:09.620]  裝
[02:53:25.180 --> 02:53:55.180]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:53:55.180 --> 02:53:55.180]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:53:55.180 --> 02:53:55.180]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:53:55.180 --> 02:53:55.180]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:53:55.180 --> 02:53:55.180]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:53:55.180 --> 02:53:55.180]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:53:55.180 --> 02:53:55.180]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:53:55.180 --> 02:53:55.180]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:53:55.180 --> 02:53:55.180]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:53:55.180 --> 02:53:55.180]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:53:55.180 --> 02:54:25.200]  ,
[02:54:25.200 --> 02:54:25.200]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:25.200 --> 02:54:25.200]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:25.200 --> 02:54:25.200]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:25.200 --> 02:54:25.200]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:25.200 --> 02:54:25.200]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:25.200 --> 02:54:25.200]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:25.200 --> 02:54:25.200]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:25.200 --> 02:54:25.200]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:25.220 --> 02:54:55.220]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:55.220 --> 02:54:55.220]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:55.220 --> 02:54:55.220]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:55.220 --> 02:54:55.220]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:55.220 --> 02:54:55.220]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:55.220 --> 02:54:55.220]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:55.220 --> 02:54:55.220]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:55.220 --> 02:54:55.220]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:55.220 --> 02:54:55.220]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:55.220 --> 02:54:55.220]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:54:55.260 --> 02:55:25.240]  ,
[02:55:25.240 --> 02:55:25.240]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:25.240 --> 02:55:25.240]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:25.240 --> 02:55:25.240]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:25.240 --> 02:55:25.240]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:25.240 --> 02:55:25.240]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:25.240 --> 02:55:25.240]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:25.240 --> 02:55:25.240]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:25.240 --> 02:55:25.240]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:25.240 --> 02:55:25.240]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:25.260 --> 02:55:55.260]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:55.260 --> 02:55:55.260]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:55.260 --> 02:55:55.260]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:55.260 --> 02:55:55.260]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:55.260 --> 02:55:55.260]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:55.260 --> 02:55:55.260]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:55.260 --> 02:55:55.260]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:55.260 --> 02:55:55.260]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:55.260 --> 02:55:55.260]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:55.260 --> 02:55:55.260]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:55:55.260 --> 02:56:25.280]  ,
[02:56:25.280 --> 02:56:25.280]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:25.280 --> 02:56:25.280]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:25.280 --> 02:56:25.280]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:25.280 --> 02:56:25.280]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:25.280 --> 02:56:25.280]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:25.280 --> 02:56:25.280]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:25.280 --> 02:56:25.280]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:25.280 --> 02:56:25.280]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:25.300 --> 02:56:55.300]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:55.300 --> 02:56:55.300]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:55.300 --> 02:56:55.300]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:55.300 --> 02:56:55.300]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:55.300 --> 02:56:55.300]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:55.300 --> 02:56:55.300]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:55.300 --> 02:56:55.300]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:55.300 --> 02:56:55.300]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:55.300 --> 02:56:55.300]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:55.300 --> 02:56:55.300]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:56:55.340 --> 02:57:25.320]   and Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:25.320 --> 02:57:25.320]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:25.320 --> 02:57:25.320]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:25.320 --> 02:57:25.320]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:25.320 --> 02:57:25.320]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:25.320 --> 02:57:25.320]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:25.320 --> 02:57:25.320]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:25.320 --> 02:57:25.320]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:25.340 --> 02:57:55.340]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:55.340 --> 02:57:55.340]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:55.340 --> 02:57:55.340]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:55.340 --> 02:57:55.340]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:55.340 --> 02:57:55.340]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:55.340 --> 02:57:55.340]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:55.340 --> 02:57:55.340]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:55.340 --> 02:57:55.340]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:55.340 --> 02:57:55.340]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:55.340 --> 02:57:55.340]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:57:55.340 --> 02:58:25.360]  ,
[02:58:25.360 --> 02:58:25.360]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:25.360 --> 02:58:25.360]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:25.360 --> 02:58:25.360]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:25.360 --> 02:58:25.360]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:25.360 --> 02:58:25.360]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:25.360 --> 02:58:25.360]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:25.360 --> 02:58:25.360]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:25.360 --> 02:58:25.360]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:25.360 --> 02:58:25.360]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:25.360 --> 02:58:25.360]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:25.380 --> 02:58:55.380]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:55.380 --> 02:58:55.380]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:55.380 --> 02:58:55.380]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:55.380 --> 02:58:55.380]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:55.380 --> 02:58:55.380]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:55.380 --> 02:58:55.380]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:55.380 --> 02:58:55.380]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:55.380 --> 02:58:55.380]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:55.380 --> 02:58:55.380]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:55.380 --> 02:58:55.380]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:58:55.380 --> 02:59:25.400]  ,
[02:59:25.400 --> 02:59:25.400]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:25.400 --> 02:59:25.400]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:25.400 --> 02:59:25.400]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:25.400 --> 02:59:25.400]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:25.400 --> 02:59:25.400]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:25.400 --> 02:59:25.400]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:25.400 --> 02:59:25.400]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:25.400 --> 02:59:25.400]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:25.400 --> 02:59:25.400]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:25.420 --> 02:59:55.420]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:55.420 --> 02:59:55.420]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:55.420 --> 02:59:55.420]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:55.420 --> 02:59:55.420]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:55.420 --> 02:59:55.420]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:55.420 --> 02:59:55.420]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:55.420 --> 02:59:55.420]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:55.420 --> 02:59:55.420]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:55.420 --> 02:59:55.420]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:55.420 --> 02:59:55.420]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[02:59:55.420 --> 03:00:25.440]  ,
[03:00:25.440 --> 03:00:25.440]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:25.440 --> 03:00:25.440]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:25.440 --> 03:00:25.440]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:25.440 --> 03:00:25.440]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:25.440 --> 03:00:25.440]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:25.440 --> 03:00:25.440]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:25.440 --> 03:00:25.440]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:25.440 --> 03:00:25.440]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:25.460 --> 03:00:55.460]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:55.460 --> 03:00:55.460]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:55.460 --> 03:00:55.460]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:55.460 --> 03:00:55.460]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:55.460 --> 03:00:55.460]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:55.460 --> 03:00:55.460]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:55.460 --> 03:00:55.460]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:55.460 --> 03:00:55.460]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:55.460 --> 03:00:55.460]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:55.460 --> 03:00:55.460]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:00:55.500 --> 03:01:25.480]  ,
[03:01:25.480 --> 03:01:25.480]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:25.480 --> 03:01:25.480]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:25.480 --> 03:01:25.480]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:25.480 --> 03:01:25.480]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:25.480 --> 03:01:25.480]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:25.480 --> 03:01:25.480]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:25.480 --> 03:01:25.480]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:25.480 --> 03:01:25.480]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:25.480 --> 03:01:25.480]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:25.480 --> 03:01:25.480]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:25.500 --> 03:01:55.500]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:55.500 --> 03:01:55.500]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:55.500 --> 03:01:55.500]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:55.500 --> 03:01:55.500]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:55.500 --> 03:01:55.500]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:55.500 --> 03:01:55.500]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:55.500 --> 03:01:55.500]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:55.500 --> 03:01:55.500]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:55.500 --> 03:01:55.500]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:55.500 --> 03:01:55.500]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:01:55.540 --> 03:02:25.520]  ,
[03:02:25.520 --> 03:02:25.520]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:25.520 --> 03:02:25.520]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:25.520 --> 03:02:25.520]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:25.520 --> 03:02:25.520]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:25.520 --> 03:02:25.520]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:25.520 --> 03:02:25.520]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:25.520 --> 03:02:25.520]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:25.520 --> 03:02:25.520]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:25.520 --> 03:02:25.520]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:25.540 --> 03:02:55.540]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:55.540 --> 03:02:55.540]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:55.540 --> 03:02:55.540]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:55.540 --> 03:02:55.540]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:55.540 --> 03:02:55.540]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:55.540 --> 03:02:55.540]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:55.540 --> 03:02:55.540]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:55.540 --> 03:02:55.540]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:55.540 --> 03:02:55.540]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:55.540 --> 03:02:55.540]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:02:55.580 --> 03:03:25.560]  ,
[03:03:25.560 --> 03:03:25.560]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:25.560 --> 03:03:25.560]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:25.560 --> 03:03:25.560]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:25.560 --> 03:03:25.560]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:25.560 --> 03:03:25.560]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:25.560 --> 03:03:25.560]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:25.560 --> 03:03:25.560]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:25.560 --> 03:03:25.560]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:25.560 --> 03:03:25.560]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:25.580 --> 03:03:55.580]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:55.580 --> 03:03:55.580]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:55.580 --> 03:03:55.580]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:55.580 --> 03:03:55.580]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:55.580 --> 03:03:55.580]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:55.580 --> 03:03:55.580]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:55.580 --> 03:03:55.580]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:55.580 --> 03:03:55.580]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:55.580 --> 03:03:55.580]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:55.580 --> 03:03:55.580]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:03:55.620 --> 03:04:25.600]  ,
[03:04:25.600 --> 03:04:25.600]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:25.600 --> 03:04:25.600]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:25.600 --> 03:04:25.600]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:25.600 --> 03:04:25.600]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:25.600 --> 03:04:25.600]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:25.600 --> 03:04:25.600]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:25.600 --> 03:04:25.600]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:25.600 --> 03:04:25.600]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:25.600 --> 03:04:25.600]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:25.640 --> 03:04:55.620]   chúng taht t'agliati,
[03:04:55.620 --> 03:04:55.620]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:55.620 --> 03:04:55.620]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:55.620 --> 03:04:55.620]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:55.620 --> 03:04:55.620]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:55.620 --> 03:04:55.620]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:55.620 --> 03:04:55.620]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:55.620 --> 03:04:55.620]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:55.620 --> 03:04:55.620]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:55.620 --> 03:04:55.620]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:55.620 --> 03:04:55.620]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:04:55.660 --> 03:05:25.640]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:25.640 --> 03:05:25.640]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:25.640 --> 03:05:25.640]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:25.640 --> 03:05:25.640]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:25.640 --> 03:05:25.640]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:25.640 --> 03:05:25.640]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:25.640 --> 03:05:25.640]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:25.640 --> 03:05:25.640]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:25.660 --> 03:05:55.660]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:55.660 --> 03:05:55.660]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:55.660 --> 03:05:55.660]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:55.660 --> 03:05:55.660]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:55.660 --> 03:05:55.660]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:55.660 --> 03:05:55.660]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:55.660 --> 03:05:55.660]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:55.660 --> 03:05:55.660]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:55.660 --> 03:05:55.660]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:55.660 --> 03:05:55.660]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:05:55.700 --> 03:06:25.680]  ,
[03:06:25.680 --> 03:06:25.680]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:25.680 --> 03:06:25.680]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:25.680 --> 03:06:25.680]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:25.680 --> 03:06:25.680]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:25.680 --> 03:06:25.680]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:25.680 --> 03:06:25.680]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:25.680 --> 03:06:25.680]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:25.680 --> 03:06:25.680]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:25.680 --> 03:06:25.680]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:25.680 --> 03:06:25.680]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:25.700 --> 03:06:55.700]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:55.700 --> 03:06:55.700]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:55.700 --> 03:06:55.700]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:55.700 --> 03:06:55.700]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:55.700 --> 03:06:55.700]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:55.700 --> 03:06:55.700]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:55.700 --> 03:06:55.700]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:55.700 --> 03:06:55.700]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:55.700 --> 03:06:55.700]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:55.700 --> 03:06:55.700]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:06:55.700 --> 03:07:25.720]  ,
[03:07:25.720 --> 03:07:25.720]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:25.720 --> 03:07:25.720]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:25.720 --> 03:07:25.720]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:25.720 --> 03:07:25.720]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:25.720 --> 03:07:25.720]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:25.720 --> 03:07:25.720]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:25.720 --> 03:07:25.720]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:25.720 --> 03:07:25.720]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:25.740 --> 03:07:55.740]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:55.740 --> 03:07:55.740]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:55.740 --> 03:07:55.740]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:55.740 --> 03:07:55.740]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:55.740 --> 03:07:55.740]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:55.740 --> 03:07:55.740]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:55.740 --> 03:07:55.740]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:55.740 --> 03:07:55.740]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:55.740 --> 03:07:55.740]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:55.740 --> 03:07:55.740]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:07:55.780 --> 03:08:25.760]  , Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:08:25.760 --> 03:08:25.760]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:08:25.760 --> 03:08:25.760]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:08:25.760 --> 03:08:25.760]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
[03:08:25.760 --> 03:08:25.760]   Dwarven schools are meant to tag the unfed with their inferiority by poor,
