
[00:00:00.040 --> 00:00:09.540]   cele'm
[02:00:11.760 --> 02:00:11.760]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:00:11.760 --> 02:00:11.760]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:00:11.760 --> 02:00:11.760]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:00:11.760 --> 02:00:11.760]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:00:11.760 --> 02:00:11.760]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:00:11.760 --> 02:00:11.760]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:00:11.760 --> 02:00:11.760]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:00:11.800 --> 02:00:41.780]  ,
[02:00:41.780 --> 02:00:41.780]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:00:41.780 --> 02:00:41.780]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:00:41.780 --> 02:00:41.780]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:00:41.780 --> 02:00:41.780]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:00:41.780 --> 02:00:41.780]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:00:41.780 --> 02:00:41.780]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:00:41.780 --> 02:00:41.780]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:00:41.800 --> 02:01:11.800]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:01:11.800 --> 02:01:11.800]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:01:11.800 --> 02:01:11.800]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:01:11.800 --> 02:01:11.800]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:01:11.800 --> 02:01:11.800]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:01:11.800 --> 02:01:11.800]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:01:11.800 --> 02:01:11.800]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:01:11.800 --> 02:01:11.800]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:01:11.800 --> 02:01:11.800]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:01:11.800 --> 02:01:11.800]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:01:11.800 --> 02:01:11.800]   I itself, which used to be the premier gold standard scientific agency in the world.
[02:01:11.820 --> 02:01:41.820]  , which used to be the premier gold standard scientific agency in the world.
[02:01:41.820 --> 02:01:41.820]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:01:41.820 --> 02:01:41.820]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:01:41.820 --> 02:01:41.820]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:01:41.820 --> 02:01:41.820]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:01:41.820 --> 02:01:41.820]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:01:41.820 --> 02:01:41.820]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:01:41.820 --> 02:02:11.840]  , which used to be the premier gold standard scientific agency in the world.
[02:02:11.840 --> 02:02:11.840]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:02:11.840 --> 02:02:11.840]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:02:11.840 --> 02:02:11.840]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:02:11.840 --> 02:02:11.840]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:02:11.840 --> 02:02:11.840]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:02:11.840 --> 02:02:11.840]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:02:11.860 --> 02:02:41.860]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:02:41.860 --> 02:02:41.860]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:02:41.860 --> 02:02:41.860]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:02:41.860 --> 02:02:41.860]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:02:41.860 --> 02:02:41.860]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:02:41.860 --> 02:02:41.860]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:02:41.860 --> 02:02:41.860]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:02:41.860 --> 02:02:41.860]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:02:41.860 --> 02:02:41.860]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:02:41.860 --> 02:02:41.860]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:02:41.860 --> 02:02:41.860]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:02:41.860 --> 02:03:11.880]  ,
[02:03:11.880 --> 02:03:11.880]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:03:11.880 --> 02:03:11.880]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:03:11.880 --> 02:03:11.880]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:03:11.880 --> 02:03:11.880]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:03:11.880 --> 02:03:11.880]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:03:11.880 --> 02:03:11.880]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:03:11.880 --> 02:03:11.880]   H itself, which used to be the premier gold standard scientific agency in the world. H itself, which used to be the premier gold standard scientific agency in the world. H itself, which used to be the premier gold standard scientific agency in the world. H itself, which used to be the premier gold scientific research and scientific research and scientific research and scientific research in the world.
[02:03:11.920 --> 02:03:41.900]   ado, I'm talking about safety trials. Now, I'm.
[02:03:41.920 --> 02:04:11.920]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:04:11.960 --> 02:04:41.940]  ,
[02:04:41.940 --> 02:04:41.940]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:04:41.940 --> 02:04:41.940]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:04:41.940 --> 02:04:41.940]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:04:41.940 --> 02:04:41.940]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:04:41.940 --> 02:04:41.940]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:04:41.940 --> 02:04:41.940]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:04:41.940 --> 02:04:41.940]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:04:41.940 --> 02:04:41.940]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:04:41.940 --> 02:04:41.940]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:04:41.940 --> 02:04:41.940]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:04:41.940 --> 02:05:11.960]  , H itself, which used to be the premier gold standard scientific agency in the world.
[02:05:11.960 --> 02:05:11.960]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:05:11.960 --> 02:05:11.960]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:05:11.960 --> 02:05:11.960]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:05:11.960 --> 02:05:11.960]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:05:11.960 --> 02:05:11.960]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:05:11.960 --> 02:05:11.960]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:05:11.980 --> 02:05:41.980]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:05:41.980 --> 02:05:41.980]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:05:41.980 --> 02:05:41.980]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:05:41.980 --> 02:05:41.980]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:05:41.980 --> 02:05:41.980]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:05:41.980 --> 02:05:41.980]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:05:41.980 --> 02:05:41.980]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:05:41.980 --> 02:05:41.980]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:05:41.980 --> 02:05:41.980]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:05:41.980 --> 02:05:41.980]   H itself, which used to be the premier gold standard scientific agency in the world.
[02:05:41.980 --> 02:05:41.980]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:05:42.020 --> 02:06:12.000]  , which used to be the premier gold standard scientific agency in the world.
[02:06:12.000 --> 02:06:12.000]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:06:12.000 --> 02:06:12.000]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:06:12.000 --> 02:06:12.000]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:06:12.000 --> 02:06:12.000]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:06:12.000 --> 02:06:12.000]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:06:12.000 --> 02:06:12.000]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:06:12.020 --> 02:06:42.020]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:06:42.020 --> 02:06:42.020]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:06:42.020 --> 02:06:42.020]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:06:42.020 --> 02:06:42.020]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:06:42.020 --> 02:06:42.020]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:06:42.020 --> 02:06:42.020]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:06:42.020 --> 02:06:42.020]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:06:42.020 --> 02:06:42.020]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:06:42.020 --> 02:06:42.020]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:06:42.020 --> 02:06:42.020]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:06:42.020 --> 02:06:42.020]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:06:42.020 --> 02:07:12.040]  , I myself, which used to be the premier gold standard scientific agency in the world.
[02:07:12.040 --> 02:07:12.040]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:07:12.040 --> 02:07:12.040]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:07:12.040 --> 02:07:12.040]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:07:12.040 --> 02:07:12.040]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:07:12.040 --> 02:07:12.040]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:07:12.040 --> 02:07:12.040]   I myself, which used to be the premier gold standard scientific agency in the world.
[02:07:12.080 --> 02:07:42.060]  zo, I myself, which used to be the premier gold standard scientific agency in the world.
[02:07:42.060 --> 02:07:42.060]   You can never come back with science.
[02:07:42.060 --> 02:07:42.060]   You can never come back with publications.
[02:07:42.060 --> 02:07:42.060]   You can never come back with publications.
[02:07:42.060 --> 02:07:42.060]   You would give publications that had nothing to do with, for example, thimerosal vaccines, mercury based vaccines.
[02:07:42.060 --> 02:07:42.060]   He sent me one time 16 studies to rebut something I'd said about thimerosal and not one of those studies. They were all about the MMR vaccine, which doesn't contain thimerosal.
[02:07:42.060 --> 02:07:42.060]   It wasn't like a real debate where you're using reason and isolating points.
[02:07:42.060 --> 02:07:42.060]   You know, you're you're using reason and isolating points
[02:07:42.060 --> 02:07:42.060]   and you're not using reason and isolating points.
[02:07:42.100 --> 02:08:12.080]  ,
[02:08:12.080 --> 02:08:12.080]   I don't think that he I don't blame him for not debating me because I don't think he has the science.
[02:08:12.080 --> 02:08:12.080]   Are there aspects of all the work you've done on vaccines, all the advocacy you've done that you found out that you were not correct on, that you were wrong on it, that you've changed your mind on?
[02:08:12.080 --> 02:08:12.080]   Yeah, there are many times over a time that I
[02:08:12.080 --> 02:08:12.080]   Yeah, there are many times over a time that I
[02:08:12.100 --> 02:08:16.440]   you know, I found that I've made mistakes and we correct those mistakes.
[02:08:16.440 --> 02:08:16.500]   Yeah, there are many times over a time that I've made mistakes and we correct those mistakes.
[02:08:16.500 --> 02:08:20.960]   You know, I run a big organization and I do a lot of tweets.
[02:08:20.960 --> 02:08:29.480]   You know, I'm very careful. For example, my Instagram, I was taken down from misinformation, but there was no misinformation on my Instagram.
[02:08:29.480 --> 02:08:35.140]   Everything that I cited on Instagram was cited or sourced to a government database or to peer-reviewed sites.
[02:08:35.140 --> 02:08:42.100]   But for example, the defender, which was our our organization.
[02:08:43.040 --> 02:09:12.120]  ,
[02:09:12.120 --> 02:09:12.120]   We have a lot of people who are not correct on the vaccines.
[02:09:12.120 --> 02:09:12.120]   We have a lot of people who are not correct on the vaccines.
[02:09:12.120 --> 02:09:12.120]   We have a lot of people who are not correct on the vaccines.
[02:09:12.120 --> 02:09:12.120]   We have a lot of people who are not correct on the vaccines.
[02:09:12.120 --> 02:09:12.120]   We have a lot of people who are not correct on the vaccines.
[02:09:12.120 --> 02:09:12.120]   We have a lot of people who are not correct on the vaccines.
[02:09:12.120 --> 02:09:12.120]   We have a lot of people who are not correct on the vaccines.
[02:09:12.120 --> 02:09:12.120]   We have a lot of people who are not correct on the vaccines.
[02:09:12.120 --> 02:09:12.120]   We have a lot of people who are not correct on the vaccines.
[02:09:12.120 --> 02:09:12.120]   we have a lot of people who are not correct on the vaccines.
[02:09:12.140 --> 02:09:42.140]   I've put up on my Twitter account.
[02:09:42.140 --> 02:09:42.140]   There are numerous times that I've made mistakes on Twitter, and I apologize for it.
[02:09:42.140 --> 02:09:42.140]   People say to me, "Oh, that's weird. I've never seen anybody apologize on Twitter."
[02:09:42.140 --> 02:09:42.140]   I think it's really important. Of course human beings make mistakes. My book is 230,000, 40,000, 50,000 words. There's going to be a mistake in there.
[02:09:42.140 --> 02:09:42.140]   But what I say at the beginning of the book is,
[02:09:42.140 --> 02:09:42.140]   I think it's really important. Of course human beings make mistakes. My book is 230,000, 40,000, 50,000 words. There's going to be a mistake in there.
[02:09:42.140 --> 02:09:42.140]   But what I say at the beginning of the book is,
[02:09:42.140 --> 02:09:42.140]   I think it's really important. Of course human beings make mistakes. My book is 230,000, 40,000, 50,000 words.
[02:09:42.140 --> 02:09:42.140]   There's going to be a mistake in there.
[02:09:42.180 --> 02:10:12.160]   But what I say at the beginning of the book is,
[02:10:12.160 --> 02:10:12.160]   I think it's really important. Of course human beings make mistakes.
[02:10:12.160 --> 02:10:12.160]   I think it's really important. Of course human beings make mistakes.
[02:10:12.160 --> 02:10:12.160]   I think it's really important. Of course human beings make mistakes.
[02:10:12.180 --> 02:10:42.180]   I think it's really important. Of course human beings make mistakes.
[02:10:42.180 --> 02:10:42.180]   I think it's really important. Of course human beings make mistakes.
[02:10:42.180 --> 02:10:42.180]   I think it's really important. Of course human beings make mistakes.
[02:10:42.180 --> 02:10:42.180]   I think it's really important. Of course human beings make mistakes.
[02:10:42.180 --> 02:10:42.180]   I think it's really important. Of course human beings make mistakes.
[02:10:42.180 --> 02:10:42.180]   I think it's really important. Of course human beings make mistakes.
[02:10:42.180 --> 02:10:42.180]   I think it's really important. Of course human beings make mistakes.
[02:10:42.180 --> 02:10:42.180]   I think it's really important. Of course human beings make mistakes.
[02:10:42.180 --> 02:10:42.180]   I think it's really important. Of course human beings make mistakes.
[02:10:42.180 --> 02:10:42.180]   I think it's really important. Of course human beings make mistakes. Of course human beings make mistakes.
[02:10:42.220 --> 02:11:12.200]   I think it's really important. Of course human beings make mistakes. Of course human beings make mistakes.
[02:11:12.200 --> 02:11:12.200]   I think it's really important. Of course human beings make mistakes. Of course human beings make mistakes.
[02:11:12.200 --> 02:11:12.200]   I think it's really important. Of course human beings make mistakes. Of course human beings make mistakes.
[02:11:12.200 --> 02:11:12.200]   I think it's really important. Of course human beings make mistakes. Of course human beings make mistakes. Of course human beings make mistakes.
[02:11:12.220 --> 02:11:42.220]   I think it's really important. Of course human beings make mistakes. Of course human beings make mistakes. Of course human beings make mistakes.
[02:11:42.220 --> 02:11:42.220]   I think it's really important. Of course human beings make mistakes. Of course human beings make mistakes. Of course human beings make mistakes.
[02:11:42.220 --> 02:11:42.220]   I think it's really important. Of course human beings make mistakes. Of course human beings make mistakes. Of course human beings make mistakes.
[02:11:42.260 --> 02:12:12.240]   a
[02:12:12.240 --> 02:12:12.240]   I think it's really important. Of course human beings make mistakes. Of course human beings make mistakes. Of course human beings make mistakes.
[02:12:12.240 --> 02:12:12.240]   I think it's really important. Of course human beings make mistakes. Of course human beings make mistakes. Of course human beings make mistakes.
[02:12:12.280 --> 02:12:42.260]   a
[02:12:42.300 --> 02:13:12.280]   a
[02:13:12.280 --> 02:13:12.280]   a
[02:13:12.280 --> 02:13:12.280]   a
[02:13:12.280 --> 02:13:12.280]   a
[02:13:12.280 --> 02:13:12.280]   a
[02:13:12.280 --> 02:13:12.280]   a
[02:13:12.280 --> 02:13:12.280]   a
[02:13:12.280 --> 02:13:12.280]   a
[02:13:12.280 --> 02:13:12.280]   a
[02:13:12.280 --> 02:13:12.280]   a
[02:13:12.280 --> 02:13:12.280]   a
[02:13:12.280 --> 02:13:12.280]   a "I'm" I'm on anti-aging protocol from my doctor that includes testosterone replacement.
[02:13:12.280 --> 02:13:12.280]   I'm on anti-aging protocol from my doctor that includes testosterone replacement.
[02:13:12.280 --> 02:13:12.280]   I'm on anti-aging protocol from my doctor that includes testosterone replacement.
[02:13:12.280 --> 02:13:12.280]   I'm on anti-aging protocol from my doctor that includes testosterone replacement. I'm on anti-aging protocol from my doctor that includes testosterone replacement.
[02:13:12.320 --> 02:13:18.240]   expensive
[02:13:18.240 --> 02:13:41.020]   they is a actor Zeit Sil Ka X,,,,,,,. atative tiger escal
[02:13:41.260 --> 02:13:43.040]   되 go.
[02:13:43.040 --> 02:13:53.260]   Y I con
[02:14:38.180 --> 02:15:01.920]  ,
[02:16:04.840 --> 02:16:04.840]   I'm gonna take a break for a minute and then we'll get started.
[02:16:04.840 --> 02:16:04.840]   and then when I I'm gonna take a break for a minute and then we'll get started.
[02:16:33.740 --> 02:16:33.740]   I'm gonna take a break for a minute and then we'll get started.
[02:16:33.740 --> 02:16:33.740]   I'm gonna take a break for a minute and then we'll get started.
[02:16:33.740 --> 02:16:33.740]   I'm gonna take a break for a minute and then we'll get started.
[02:16:33.740 --> 02:16:33.740]   I'm gonna take a break for a minute and then we'll get started.
[02:16:33.740 --> 02:16:33.780]   I'm gonna take a break for a minute and then we'll get started.
[02:16:33.780 --> 02:16:33.820]   I'm gonna take a break for a minute and then we'll get started.
[02:16:33.820 --> 02:16:33.880]   I'm gonna take a break for a minute and then we'll get started.
[02:16:33.880 --> 02:16:33.940]   I'm gonna take a break for a minute and then we'll get started.
[02:16:33.940 --> 02:16:34.000]   I'm gonna take a break for a minute and then we'll get started.
[02:16:34.000 --> 02:16:34.060]   I'm gonna take a break for a minute and then we'll get started.
[02:16:34.060 --> 02:16:34.220]   I'm gonna take a break for a minute and then we'll get started.
[02:16:34.220 --> 02:16:34.280]   I'm gonna take a break for a minute and then we'll get started.
[02:16:34.320 --> 02:17:03.720]  ,
[02:17:03.720 --> 02:17:03.740]   I'm gonna take a break for a minute and then we'll get started.
[02:17:03.740 --> 02:17:03.780]   I'm gonna take a break for a minute and then we'll get started.
[02:17:03.780 --> 02:17:03.800]   I'm gonna take a break for a minute and then we'll get started.
[02:17:03.800 --> 02:17:03.860]   I'm gonna take a break for a minute and then we'll get started.
[02:17:03.860 --> 02:17:03.920]   I'm gonna take a break for a minute and then we'll get started.
[02:17:03.920 --> 02:17:03.940]   I'm gonna take a break for a minute and then we'll get started.
[02:17:03.940 --> 02:17:03.960]   I'm gonna take a break for a minute and then we'll get started.
[02:17:03.960 --> 02:17:03.980]   I'm gonna take a break for a minute and then we'll get started.
[02:17:03.980 --> 02:17:04.000]   I'm gonna take a break for a minute and then we'll get started.
[02:17:04.000 --> 02:17:04.020]   I'm gonna take a break for a minute and then we'll get started.
[02:17:04.020 --> 02:17:04.040]   I'm gonna take a break for a minute and then we'll get started.
[02:17:04.040 --> 02:17:04.060]   I'm gonna take a break for a minute and then we'll get started.
[02:17:33.820 --> 02:17:34.080]   I'm gonna take a break for a minute and then we'll get started.
[02:17:34.080 --> 02:17:34.080]   I'm gonna take a break for a minute and then we'll get started.
[02:17:34.080 --> 02:17:34.080]   I'm gonna take a break for a minute and then we'll get started.
[02:17:34.080 --> 02:17:34.080]   I'm gonna take a break for a minute and then we'll get started.
[02:17:34.080 --> 02:17:34.080]   I'm gonna take a break for a minute and then we'll get started.
[02:17:34.080 --> 02:17:34.080]   I'm gonna take a break for a minute and then we'll get started.
[02:17:34.080 --> 02:17:34.080]   I'm gonna take a break for a minute and then we'll get started.
[02:17:34.080 --> 02:17:34.080]   I'm gonna take a break for a minute and then we'll get started.
[02:17:34.080 --> 02:17:34.080]   I'm gonna take a break for a minute and then we'll get started.
[02:17:34.080 --> 02:17:34.080]   I'm gonna take a break for a minute and then we'll get started.
[02:17:34.080 --> 02:17:34.080]   I'm gonna take a break for a minute and then we'll get started.
[02:17:34.080 --> 02:17:34.080]   I'm gonna take a break for a minute and then we'll get started.
[02:18:04.100 --> 02:18:04.100]   I'm gonna take a break for a minute and then we'll get started.
[02:18:04.100 --> 02:18:04.100]   I'm gonna take a break for a minute and then we'll get started.
[02:18:04.100 --> 02:18:04.100]   I'm gonna take a break for a minute and then we'll get started.
[02:18:04.100 --> 02:18:04.100]   I'm gonna take a break for a minute and then we'll get started.
[02:18:04.100 --> 02:18:04.100]   I'm gonna take a break for a minute and then we'll get started.
[02:18:04.100 --> 02:18:04.100]   I'm gonna take a break for a minute and then we'll get started.
[02:18:04.100 --> 02:18:04.100]   I'm gonna take a break for a minute and then we'll get started.
[02:18:04.100 --> 02:18:04.100]   I'm gonna take a break for a minute and then we'll get started.
[02:18:04.100 --> 02:18:04.100]   I'm gonna take a break for a minute and then we'll get started.
[02:18:04.120 --> 02:18:34.120]   I'm gonna take a break for a minute and then we'll get started.
[02:18:34.120 --> 02:18:34.120]   I'm gonna take a break for a minute and then we'll get started.
[02:18:34.120 --> 02:18:34.120]   I'm gonna take a break for a minute and then we'll get started.
[02:18:34.120 --> 02:18:34.120]   I'm gonna take a break for a minute and then we'll get started.
[02:18:34.120 --> 02:18:34.120]   I'm gonna take a break for a minute and then we'll get started.
[02:18:34.120 --> 02:18:34.120]   I'm gonna take a break for a minute and then we'll get started.
[02:18:34.120 --> 02:18:34.120]   I'm gonna take a break for a minute and then we'll get started.
[02:18:34.120 --> 02:18:34.120]   I'm gonna take a break for a minute and then we'll get started.
[02:18:34.120 --> 02:18:34.120]   I'm gonna take a break for a minute and then we'll get started.
[02:18:34.120 --> 02:18:34.120]   I'm gonna take a break for a minute and then we'll get started.
[02:18:34.120 --> 02:18:34.120]   I'm gonna take a break for a minute and then we'll get started.
[02:18:34.120 --> 02:18:34.120]   I'm gonna take a break for a minute and then we'll get started.
[02:18:34.160 --> 02:19:04.140]   I'm gonna take a break for a minute and then we'll get started.
[02:19:04.140 --> 02:19:04.140]   I'm gonna take a break for a minute and then we'll get started.
[02:19:04.140 --> 02:19:04.140]   I'm gonna take a break for a minute and then we'll get started.
[02:19:04.140 --> 02:19:04.140]   I'm gonna take a break for a minute and then we'll get started.
[02:19:04.140 --> 02:19:04.140]   I'm gonna take a break for a minute and then we'll get started.
[02:19:04.140 --> 02:19:04.140]   I'm gonna take a break for a minute and then we'll get started.
[02:19:04.140 --> 02:19:04.140]   I'm gonna take a break for a minute and then we'll get started.
[02:19:04.140 --> 02:19:04.140]   I'm gonna take a break for a minute and then we'll get started.
[02:19:04.160 --> 02:19:34.160]   I'm gonna take a break for a minute and then we'll get started.
[02:19:34.160 --> 02:19:34.160]   I'm gonna take a break for a minute and then we'll get started.
[02:19:34.160 --> 02:19:34.160]   I'm gonna take a break for a minute and then we'll get started.
[02:19:34.160 --> 02:19:34.160]   I'm gonna take a break for a minute and then we'll get started.
[02:19:34.160 --> 02:19:34.160]   I'm gonna take a break for a minute and then we'll get started.
[02:19:34.160 --> 02:19:34.160]   I'm gonna take a break for a minute and then we'll get started.
[02:19:34.160 --> 02:19:34.160]   I'm gonna take a break for a minute and then we'll get started.
[02:19:34.160 --> 02:19:34.160]   I'm gonna take a break for a minute and then we'll get started.
[02:19:34.160 --> 02:19:34.160]   I'm gonna take a break for a minute and then we'll get started.
[02:19:34.160 --> 02:19:34.160]   I'm gonna take a break for a minute and then we'll get started.
[02:19:34.160 --> 02:19:34.160]   I'm gonna take a break for a minute and then we'll get started.
[02:19:34.160 --> 02:19:34.160]   I'm gonna take a break for a minute and then we'll get started.
[02:19:34.200 --> 02:20:04.180]   I'm gonna take a break for a minute and then we'll get started.
[02:20:04.180 --> 02:20:04.180]   I'm gonna take a break for a minute and then we'll get started.
[02:20:04.180 --> 02:20:04.180]   I'm gonna take a break for a minute and then we'll get started.
[02:20:04.180 --> 02:20:04.180]   I'm gonna take a break for a minute and then we'll get started.
[02:20:04.180 --> 02:20:04.180]   I'm gonna take a break for a minute and then we'll get started.
[02:20:04.180 --> 02:20:04.180]   I'm gonna take a break for a minute and then we'll get started.
[02:20:04.180 --> 02:20:04.180]   I'm gonna take a break for a minute and then we'll get started.
[02:20:04.200 --> 02:20:34.200]   I'm gonna take a break for a minute and then we'll get started.
[02:20:34.200 --> 02:20:34.200]   I'm gonna take a break for a minute and then we'll get started.
[02:20:34.200 --> 02:20:34.200]   I'm gonna take a break for a minute and then we'll get started.
[02:20:34.200 --> 02:20:34.200]   I'm gonna take a break for a minute and then we'll get started.
[02:20:34.200 --> 02:20:34.200]   I'm gonna take a break for a minute and then we'll get started.
[02:20:34.200 --> 02:20:34.200]   I'm gonna take a break for a minute and then we'll get started.
[02:20:34.200 --> 02:20:34.200]   I'm gonna take a break for a minute and then we'll get started.
[02:20:34.200 --> 02:20:34.200]   I'm gonna take a break for a minute and then we'll get started.
[02:20:34.200 --> 02:20:34.200]   I'm gonna take a break for a minute and then we'll get started.
[02:20:34.200 --> 02:20:34.200]   I'm gonna take a break for a minute and then we'll get started.
[02:20:34.200 --> 02:20:34.200]   I'm gonna take a break for a minute and then we'll get started.
[02:20:34.200 --> 02:20:34.200]   I'm gonna take a break for a minute and then we'll get started.
[02:20:34.240 --> 02:21:04.220]  ,
[02:21:04.220 --> 02:21:04.220]   I'm gonna take a break for a minute and then we'll get started.
[02:21:04.220 --> 02:21:04.220]   I'm gonna take a break for a minute and then we'll get started.
[02:21:04.220 --> 02:21:04.220]   I'm gonna take a break for a minute and then we'll get started.
[02:21:04.220 --> 02:21:04.220]   I'm gonna take a break for a minute and then we'll get started.
[02:21:04.220 --> 02:21:04.220]   I'm gonna take a break for a minute and then we'll get started.
[02:21:04.220 --> 02:21:04.220]   I'm gonna take a break for a minute and then we'll get started.
[02:21:04.240 --> 02:21:34.240]   I'm gonna take a break for a minute and then we'll get started.
[02:21:34.240 --> 02:21:34.240]   I'm gonna take a break for a minute and then we'll get started.
[02:21:34.240 --> 02:21:34.240]   I'm gonna take a break for a minute and then we'll get started.
[02:21:34.240 --> 02:21:34.240]   I'm gonna take a break for a minute and then we'll get started.
[02:21:34.240 --> 02:21:34.240]   I'm gonna take a break for a minute and then we'll get started.
[02:21:34.240 --> 02:21:34.240]   I'm gonna take a break for a minute and then we'll get started.
[02:21:34.240 --> 02:21:34.240]   I'm gonna take a break for a minute and then we'll get started.
[02:21:34.240 --> 02:21:34.240]   I'm gonna take a break for a minute and then we'll get started.
[02:21:34.240 --> 02:21:34.240]   I'm gonna take a break for a minute and then we'll get started.
[02:21:34.240 --> 02:21:34.240]   I'm gonna take a break for a minute and then we'll get started.
[02:21:34.240 --> 02:21:34.240]   I'm gonna take a break for a minute and then we'll get started.
[02:21:34.240 --> 02:21:34.240]   I'm gonna take a break for a minute and then we'll get started.
