
[00:00:00.040 --> 00:00:09.600]   saliva
[02:33:06.100 --> 02:33:10.840]   The, the way you make the most money in any business is by selling to the largest market you can possibly get to.
[02:33:10.840 --> 02:33:13.980]   The largest market you can possibly get to is everybody on the planet.
[02:33:13.980 --> 02:33:18.860]   And so every large company does is everything that it can to drive down prices, to be able to get
[02:33:18.860 --> 02:33:18.860]   to be able to get to.
[02:33:18.860 --> 02:33:18.860]   The largest market you can possibly get to is everybody on the planet.
[02:33:18.860 --> 02:33:18.860]   The largest market you can possibly get to is everybody on the planet.
[02:33:18.860 --> 02:33:18.860]   The largest market you can possibly get to is everybody on the planet.
[02:33:18.860 --> 02:33:18.860]   The largest market you can possibly get to is everybody on the planet.
[02:33:18.860 --> 02:33:47.780]  , to be able to get to everybody on the planet.
[02:33:47.780 --> 02:33:47.840]   And that happened with everything from electricity.
[02:33:47.840 --> 02:33:47.860]   It happened with telephones.
[02:33:47.860 --> 02:33:47.960]   It happened with radio.
[02:33:47.960 --> 02:33:48.060]   It happened with automobiles.
[02:33:48.060 --> 02:33:48.120]   It happened with the PCs.
[02:33:48.120 --> 02:33:48.200]   It happened with the internet.
[02:33:48.200 --> 02:33:48.260]   It happened with mobile broadband.
[02:33:48.260 --> 02:33:48.300]   It's happened by the way with Coca-cola.
[02:33:48.320 --> 02:34:17.340]   It's happened by the way with the internet. And you know, it's it's like chat GPT and Bing are not like, you know, Exxon and Boeing there, you know, your uncle and your nephew, right? It's just like it's either freely available online or it's available for 20 bucks a month or something. But, you know, these things went, this, this technology went mass market immediately. And so, look, the owners of the means of production, whoever does this, as you mentioned, he's truly no questions. There are people who are going to get really rich doing this, producing these things, but they're going to get really rich by taking this technology to the broadest possible market. So, yes, they'll get rich, but they'll get rich. And then, I think, you know, it's not necessarily going to be the largest market.
[02:34:17.340 --> 02:34:17.640]   So, you can only be able to buy.
[02:34:17.640 --> 02:34:18.320]   It's only by everybody on the planet.
[02:34:18.320 --> 02:34:48.340]  .
[02:34:48.340 --> 02:35:18.360]  , you know, it's not necessarily going to be the largest market.
[02:35:18.360 --> 02:35:18.360]   Yeah, I think it's going to be the largest market.
[02:35:18.360 --> 02:35:18.360]   Yeah, I think it's going to be the largest market.
[02:35:18.360 --> 02:35:18.360]   Yeah, I think it's going to be the largest market.
[02:35:18.360 --> 02:35:18.360]   Yeah, I think it's going to be the largest market. Yeah, I think it's going to be the largest market.
[02:35:18.380 --> 02:35:48.380]   Yeah, I think it's going to be the largest market.
[02:35:48.380 --> 02:35:48.380]   Yeah, I think it's going to be the largest market.
[02:35:48.380 --> 02:35:48.380]   Yeah, I think it's going to be the largest market.
[02:35:48.380 --> 02:35:48.380]   Yeah, I think it's going to be the largest market.
[02:35:48.380 --> 02:35:48.380]   Yeah, I think it's going to be the largest market.
[02:35:48.380 --> 02:35:48.380]   Yeah, I think it's going to be the largest market.
[02:35:48.380 --> 02:35:48.380]   Yeah, I think it's going to be the largest market.
[02:35:48.380 --> 02:35:48.380]   Yeah, I think it's going to be the largest market.
[02:35:48.380 --> 02:35:48.380]   Yeah, I think it's going to be the largest market.
[02:35:48.380 --> 02:35:48.380]   Yeah, I think it's going to be the largest market.
[02:35:48.380 --> 02:35:48.380]   Yeah, I think it's going to be the largest market.
[02:35:48.380 --> 02:35:48.380]   Yeah, I think it's going to be the largest market.
[02:35:48.380 --> 02:35:48.380]   Yeah, I think it's going to be the largest market.
[02:35:48.380 --> 02:35:48.380]   Yeah, I think it's going to be the largest market.
[02:35:48.380 --> 02:36:18.400]   Yeah, I think it's going to be the largest market.
[02:36:18.400 --> 02:36:18.400]   Yeah, I think it's going to be the largest market.
[02:36:18.400 --> 02:36:18.400]   Yeah, I think it's going to be the largest market.
[02:36:18.400 --> 02:36:18.400]   Yeah, I think it's going to be the largest market.
[02:36:18.400 --> 02:36:18.400]   Yeah, I think it's going to be the largest market.
[02:36:18.400 --> 02:36:18.400]   Yeah, I think it's going to be the largest market.
[02:36:18.400 --> 02:36:18.400]   Yeah, I think it's going to be the largest market.
[02:36:18.400 --> 02:36:18.400]   Yeah, I think it's going to be the largest market.
[02:36:18.420 --> 02:36:48.420]   Yeah, I think it's going to be the largest market.
[02:36:48.420 --> 02:36:48.420]   Yeah, I think it's going to be the largest market.
[02:36:48.420 --> 02:36:48.420]   Yeah, I think it's going to be the largest market.
[02:36:48.420 --> 02:36:48.420]   Yeah, I think it's going to be the largest market.
[02:36:48.420 --> 02:36:48.420]   Yeah, I think it's going to be the largest market.
[02:36:48.420 --> 02:36:48.420]   Yeah, I think it's going to be the largest market.
[02:36:48.420 --> 02:36:48.420]   Yeah, I think it's going to be the largest market.
[02:36:48.420 --> 02:36:48.420]   Yeah, I think it's going to be the largest market.
[02:36:48.420 --> 02:36:48.420]   Yeah, I think it's going to be the largest market.
[02:36:48.420 --> 02:36:48.420]   Yeah, I think it's going to be the largest market.
[02:36:48.420 --> 02:36:48.420]   Yeah, I think it's going to be the largest market.
[02:36:48.420 --> 02:36:48.420]   Yeah, I think it's going to be the largest market.
[02:36:48.420 --> 02:36:48.420]   Yeah, I think it's going to be the largest market.
[02:36:48.420 --> 02:36:48.420]   Yeah, I think it's going to be the largest market.
[02:36:48.560 --> 02:37:18.440]   Yeah, I think it's going to be the largest market.
[02:37:18.440 --> 02:37:18.440]   Yeah, I think it's going to be the largest market.
[02:37:18.440 --> 02:37:18.440]   Yeah, I think it's going to be the largest market.
[02:37:18.440 --> 02:37:18.440]   Yeah, I think it's going to be the largest market.
[02:37:18.440 --> 02:37:18.440]   Yeah, I think it's going to be the largest market.
[02:37:18.460 --> 02:37:48.460]   Yeah, I think it's going to be the largest market.
[02:37:48.460 --> 02:37:48.460]   Yeah, I think it's going to be the largest market.
[02:37:48.460 --> 02:37:48.460]   Yeah, I think it's going to be the largest market.
[02:37:48.460 --> 02:37:48.460]   Yeah, I think it's going to be the largest market.
[02:37:48.460 --> 02:37:48.460]   Yeah, I think it's going to be the largest market.
[02:37:48.460 --> 02:37:48.460]   Yeah, I think it's going to be the largest market.
[02:37:48.460 --> 02:37:48.460]   Yeah, I think it's going to be the largest market.
[02:37:48.460 --> 02:37:48.460]   Yeah, I think it's going to be the largest market.
[02:37:48.460 --> 02:37:48.460]   Yeah, I think it's going to be the largest market.
[02:37:48.460 --> 02:37:48.460]   Yeah, I think it's going to be the largest market.
[02:37:48.460 --> 02:37:48.460]   Yeah, I think it's going to be the largest market.
[02:37:48.460 --> 02:37:48.460]   Yeah, I think it's going to be the largest market.
[02:37:48.460 --> 02:37:48.460]   Yeah, I think it's going to be the largest market.
[02:37:48.460 --> 02:37:48.460]   Yeah, I think it's going to be the largest market.
[02:37:48.460 --> 02:38:18.480]   Yeah, I think it's going to be the largest market.
[02:38:18.480 --> 02:38:18.480]   Yeah, I think it's going to be the largest market.
[02:38:18.480 --> 02:38:18.480]   Yeah, I think it's going to be the largest market.
[02:38:18.480 --> 02:38:18.480]   Yeah, I think it's going to be the largest market.
[02:38:18.480 --> 02:38:18.480]   Yeah, I think it's going to be the largest market.
[02:38:18.480 --> 02:38:18.480]   Yeah, I think it's going to be the largest market.
[02:38:18.480 --> 02:38:18.480]   Yeah, I think it's going to be the largest market.
[02:38:18.480 --> 02:38:18.480]   Yeah, I think it's going to be the largest market.
[02:38:18.480 --> 02:38:18.480]   Yeah, I think it's going to be the largest market.
[02:38:18.500 --> 02:38:48.500]   Yeah, I think it's going to be the largest market.
[02:38:48.500 --> 02:38:48.500]   Yeah, I think it's going to be the largest market.
[02:38:48.500 --> 02:38:48.500]   Yeah, I think it's going to be the largest market.
[02:38:48.500 --> 02:38:48.500]   Yeah, I think it's going to be the largest market.
[02:38:48.500 --> 02:38:48.500]   Yeah, I think it's going to be the largest market.
[02:38:48.500 --> 02:38:48.500]   Yeah, I think it's going to be the largest market.
[02:38:48.500 --> 02:38:48.500]   Yeah, I think it's going to be the largest market.
[02:38:48.500 --> 02:38:48.500]   Yeah, I think it's going to be the largest market.
[02:38:48.500 --> 02:38:48.500]   Yeah, I think it's going to be the largest market.
[02:38:48.500 --> 02:38:48.500]   Yeah, I think it's going to be the largest market.
[02:38:48.500 --> 02:38:48.500]   Yeah, I think it's going to be the largest market.
[02:38:48.500 --> 02:38:48.500]   Yeah, I think it's going to be the largest market.
[02:38:48.500 --> 02:38:48.500]   Yeah, I think it's going to be the largest market.
[02:38:48.500 --> 02:38:48.500]   Yeah, I think it's going to be the largest market.
[02:38:48.500 --> 02:39:18.520]   Yeah, I think it's going to be the largest market.
[02:39:18.520 --> 02:39:18.520]   Yeah, I think it's going to be the largest market.
[02:39:18.520 --> 02:39:18.520]   Yeah, I think it's going to be the largest market.
[02:39:18.520 --> 02:39:18.520]   Yeah, I think it's going to be the largest market.
[02:39:18.520 --> 02:39:18.520]   Yeah, I think it's going to be the largest market.
[02:39:18.520 --> 02:39:18.520]   Yeah, I think it's going to be the largest market.
[02:39:18.520 --> 02:39:18.520]   Yeah, I think it's going to be the largest market.
[02:39:18.520 --> 02:39:18.520]   Yeah, I think it's going to be the largest market.
[02:39:18.520 --> 02:39:18.520]   Yeah, I think it's going to be the largest market.
[02:39:18.540 --> 02:39:48.540]   Yeah, I think it's going to be the largest market.
[02:39:48.540 --> 02:39:48.540]   Yeah, I think it's going to be the largest market.
[02:39:48.540 --> 02:39:48.540]   Yeah, I think it's going to be the largest market.
[02:39:48.540 --> 02:39:48.540]   Yeah, I think it's going to be the largest market.
[02:39:48.540 --> 02:39:48.540]   Yeah, I think it's going to be the largest market.
[02:39:48.540 --> 02:39:48.540]   Yeah, I think it's going to be the largest market.
[02:39:48.540 --> 02:39:48.540]   Yeah, I think it's going to be the largest market.
[02:39:48.540 --> 02:39:48.540]   Yeah, I think it's going to be the largest market.
[02:39:48.540 --> 02:39:48.540]   Yeah, I think it's going to be the largest market.
[02:39:48.540 --> 02:39:48.540]   Yeah, I think it's going to be the largest market.
[02:39:48.540 --> 02:39:48.540]   Yeah, I think it's going to be the largest market.
[02:39:48.540 --> 02:39:48.540]   Yeah, I think it's going to be the largest market.
[02:39:48.540 --> 02:39:48.540]   Yeah, I think it's going to be the largest market.
[02:39:48.540 --> 02:39:48.540]   Yeah, I think it's going to be the largest market.
[02:39:48.540 --> 02:40:18.560]   Yeah, I think it's going to be the largest market.
[02:40:18.560 --> 02:40:18.560]   Yeah, I think it's going to be the largest market.
[02:40:18.560 --> 02:40:18.560]   Yeah, I think it's going to be the largest market.
[02:40:18.560 --> 02:40:18.560]   Yeah, I think it's going to be the largest market.
[02:40:18.560 --> 02:40:18.560]   Yeah, I think it's going to be the largest market.
[02:40:18.580 --> 02:40:48.580]   Yeah, I think it's going to be the largest market.
[02:40:48.580 --> 02:40:48.580]   Yeah, I think it's going to be the largest market.
[02:40:48.580 --> 02:40:48.580]   Yeah, I think it's going to be the largest market.
[02:40:48.580 --> 02:40:48.580]   Yeah, I think it's going to be the largest market.
[02:40:48.580 --> 02:40:48.580]   Yeah, I think it's going to be the largest market.
[02:40:48.580 --> 02:40:48.580]   Yeah, I think it's going to be the largest market.
[02:40:48.580 --> 02:40:48.580]   Yeah, I think it's going to be the largest market.
[02:40:48.580 --> 02:40:48.580]   Yeah, I think it's going to be the largest market.
[02:40:48.580 --> 02:40:48.580]   Yeah, I think it's going to be the largest market.
[02:40:48.580 --> 02:40:48.580]   Yeah, I think it's going to be the largest market.
[02:40:48.580 --> 02:40:48.580]   Yeah, I think it's going to be the largest market.
[02:40:48.580 --> 02:40:48.580]   Yeah, I think it's going to be the largest market.
[02:40:48.580 --> 02:40:48.580]   Yeah, I think it's going to be the largest market.
[02:40:48.580 --> 02:40:48.580]   Yeah, I think it's going to be the largest market.
[02:40:48.580 --> 02:41:18.600]   Yeah, I think it's going to be the largest market.
[02:41:18.600 --> 02:41:18.600]   Yeah, I think it's going to be the largest market.
[02:41:18.600 --> 02:41:18.600]   Yeah, I think it's going to be the largest market.
[02:41:18.600 --> 02:41:18.600]   Yeah, I think it's going to be the largest market.
[02:41:18.600 --> 02:41:18.600]   Yeah, I think it's going to be the largest market.
[02:41:18.600 --> 02:41:18.600]   Yeah, I think it's going to be the largest market.
[02:41:18.620 --> 02:41:48.620]   Yeah, I think it's going to be the largest market.
[02:41:48.620 --> 02:41:48.620]   Yeah, I think it's going to be the largest market.
[02:41:48.620 --> 02:41:48.620]   Yeah, I think it's going to be the largest market.
[02:41:48.620 --> 02:41:48.620]   Yeah, I think it's going to be the largest market.
[02:41:48.620 --> 02:41:48.620]   Yeah, I think it's going to be the largest market.
[02:41:48.620 --> 02:41:48.620]   Yeah, I think it's going to be the largest market.
[02:41:48.620 --> 02:41:48.620]   Yeah, I think it's going to be the largest market.
[02:41:48.620 --> 02:41:48.620]   Yeah, I think it's going to be the largest market.
[02:41:48.620 --> 02:41:48.620]   Yeah, I think it's going to be the largest market.
[02:41:48.620 --> 02:41:48.620]   Yeah, I think it's going to be the largest market.
[02:41:48.620 --> 02:41:48.620]   Yeah, I think it's going to be the largest market.
[02:41:48.620 --> 02:41:48.620]   Yeah, I think it's going to be the largest market.
[02:41:48.620 --> 02:41:48.620]   Yeah, I think it's going to be the largest market.
[02:41:48.620 --> 02:41:48.620]   Yeah, I think it's going to be the largest market.
[02:41:48.620 --> 02:42:18.640]   Yeah, I think it's going to be the largest market.
[02:42:18.640 --> 02:42:18.640]   Yeah, I think it's going to be the largest market.
[02:42:18.640 --> 02:42:18.640]   Yeah, I think it's going to be the largest market.
[02:42:18.640 --> 02:42:18.640]   Yeah, I think it's going to be the largest market.
[02:42:18.640 --> 02:42:18.640]   Yeah, I think it's going to be the largest market.
[02:42:18.640 --> 02:42:18.640]   Yeah, I think it's going to be the largest market.
[02:42:18.640 --> 02:42:18.640]   Yeah, I think it's going to be the largest market.
[02:42:18.640 --> 02:42:18.640]   Yeah, I think it's going to be the largest market.
[02:42:18.640 --> 02:42:18.640]   Yeah, I think it's going to be the largest market.
[02:42:18.640 --> 02:42:18.640]   Yeah, I think it's going to be the largest market.
[02:42:18.660 --> 02:42:48.660]   Yeah, I think it's going to be the largest market.
[02:42:48.660 --> 02:42:48.660]   Yeah, I think it's going to be the largest market.
[02:42:48.660 --> 02:42:48.660]   Yeah, I think it's going to be the largest market.
[02:42:48.660 --> 02:42:48.660]   Yeah, I think it's going to be the largest market.
[02:42:48.660 --> 02:42:48.660]   Yeah, I think it's going to be the largest market.
[02:42:48.660 --> 02:42:48.660]   Yeah, I think it's going to be the largest market.
[02:42:48.660 --> 02:42:48.660]   Yeah, I think it's going to be the largest market.
[02:42:48.660 --> 02:42:48.660]   Yeah, I think it's going to be the largest market.
[02:42:48.660 --> 02:42:48.660]   Yeah, I think it's going to be the largest market.
[02:42:48.660 --> 02:42:48.660]   Yeah, I think it's going to be the largest market.
[02:42:48.660 --> 02:42:48.660]   Yeah, I think it's going to be the largest market.
[02:42:48.660 --> 02:42:48.660]   Yeah, I think it's going to be the largest market.
[02:42:48.660 --> 02:42:48.660]   Yeah, I think it's going to be the largest market.
[02:42:48.660 --> 02:42:48.660]   Yeah, I think it's going to be the largest market.
[02:42:48.700 --> 02:43:18.680]   Yeah, I think it's going to be the largest market.
[02:43:18.680 --> 02:43:18.680]   Yeah, I think it's going to be the largest market.
[02:43:18.680 --> 02:43:18.680]   Yeah, I think it's going to be the largest market.
[02:43:18.680 --> 02:43:18.680]   Yeah, I think it's going to be the largest market.
[02:43:18.680 --> 02:43:18.680]   Yeah, I think it's going to be the largest market.
[02:43:18.680 --> 02:43:18.680]   Yeah, I think it's going to be the largest market.
[02:43:18.680 --> 02:43:18.680]   Yeah, I think it's going to be the largest market.
[02:43:18.680 --> 02:43:18.680]   Yeah, I think it's going to be the largest market.
[02:43:18.700 --> 02:43:48.700]   Yeah, I think it's going to be the largest market.
[02:43:48.700 --> 02:43:48.700]   Yeah, I think it's going to be the largest market.
[02:43:48.700 --> 02:43:48.700]   Yeah, I think it's going to be the largest market.
[02:43:48.700 --> 02:43:48.700]   Yeah, I think it's going to be the largest market.
[02:43:48.700 --> 02:43:48.700]   Yeah, I think it's going to be the largest market.
[02:43:48.700 --> 02:43:48.700]   Yeah, I think it's going to be the largest market.
[02:43:48.700 --> 02:43:48.700]   Yeah, I think it's going to be the largest market.
[02:43:48.700 --> 02:43:48.700]   Yeah, I think it's going to be the largest market.
[02:43:48.700 --> 02:43:48.700]   Yeah, I think it's going to be the largest market.
[02:43:48.700 --> 02:43:48.700]   Yeah, I think it's going to be the largest market.
[02:43:48.700 --> 02:43:48.700]   Yeah, I think it's going to be the largest market.
[02:43:48.700 --> 02:43:48.700]   Yeah, I think it's going to be the largest market.
[02:43:48.720 --> 02:44:18.720]  ,
[02:44:18.720 --> 02:44:18.720]   Yeah, I think it's going to be the largest market.
[02:44:18.720 --> 02:44:18.720]   Yeah, I think it's going to be the largest market.
[02:44:18.720 --> 02:44:18.720]   Yeah, I think it's going to be the largest market.
[02:44:18.720 --> 02:44:18.720]   Yeah, I think it's going to be the largest market.
[02:44:18.720 --> 02:44:18.720]   Yeah, I think it's going to be the largest market.
[02:44:18.720 --> 02:44:18.720]   Yeah, I think it's going to be the largest market.
[02:44:18.720 --> 02:44:18.720]   Yeah, I think it's going to be the largest market.
[02:44:18.720 --> 02:44:18.720]   Yeah, I think it's going to be the largest market.
[02:44:48.740 --> 02:44:48.740]   Yeah, I think it's going to be the largest market.
[02:44:48.740 --> 02:44:48.740]   Yeah, I think it's going to be the largest market.
[02:44:48.740 --> 02:44:48.740]   Yeah, I think it's going to be the largest market.
[02:44:48.740 --> 02:44:48.740]   Yeah, I think it's going to be the largest market.
[02:44:48.740 --> 02:44:48.740]   Yeah, I think it's going to be the largest market.
[02:44:48.740 --> 02:44:48.740]   Yeah, I think it's going to be the largest market.
[02:44:48.740 --> 02:44:48.740]   Yeah, I think it's going to be the largest market.
[02:44:48.740 --> 02:44:48.740]   Yeah, I think it's going to be the largest market.
[02:44:48.740 --> 02:44:48.740]   Yeah, I think it's going to be the largest market.
[02:45:13.220 --> 02:45:18.760]  . And I think it's going to be the largest market.
[02:45:18.760 --> 02:45:18.760]   Yeah, I think it's going to be the largest market.
[02:45:18.760 --> 02:45:18.760]   Yeah, I think it's going to be the largest market.
[02:45:18.760 --> 02:45:18.760]   Yeah, I think it's going to be the largest market.
[02:45:18.760 --> 02:45:18.760]   Yeah, I think it's going to be the largest market.
[02:45:18.760 --> 02:45:18.760]   Yeah, I think it's going to be the largest market.
[02:45:18.760 --> 02:45:18.760]   Yeah, I think it's going to be the largest market.
[02:45:18.760 --> 02:45:18.760]   Yeah, I think it's going to be the largest market.
[02:45:18.760 --> 02:45:18.760]   because it's the largest market. Yeah, yeah, I think it's going to be the largest market.
[02:45:18.760 --> 02:45:48.780]  ,
[02:45:48.780 --> 02:45:48.780]   Yeah, I think it's going to be the largest market.
[02:45:48.780 --> 02:45:48.780]   Yeah, I think it's going to be the largest market.
[02:45:48.780 --> 02:45:48.780]   Yeah, I think it's going to be the largest market.
[02:45:48.780 --> 02:45:48.780]   Yeah, I think it's going to be the largest market.
[02:45:48.780 --> 02:45:48.780]   Yeah, I think it's going to be the largest market.
[02:45:48.780 --> 02:45:48.780]   Yeah, I think it's going to be the largest market.
[02:45:48.780 --> 02:45:48.780]   Yeah, I think it's going to be the largest market.
[02:45:48.780 --> 02:45:48.780]   Yeah, I think it's going to be the largest market.
[02:45:48.780 --> 02:45:48.780]   Yeah, I think it's going to be the largest market.
[02:45:48.800 --> 02:46:18.800]   Yeah, I think it's going to be the largest market.
[02:46:18.800 --> 02:46:18.800]   Yeah, I think it's going to be the largest market.
[02:46:18.800 --> 02:46:18.800]   Yeah, I think it's going to be the largest market.
[02:46:18.800 --> 02:46:18.800]   Yeah, I think it's going to be the largest market.
[02:46:18.800 --> 02:46:18.800]   Yeah, I think it's going to be the largest market.
[02:46:18.800 --> 02:46:18.800]   Yeah, I think it's going to be the largest market.
[02:46:18.800 --> 02:46:18.800]   Yeah, I think it's going to be the largest market.
[02:46:18.800 --> 02:46:18.800]   Yeah, I think it's going to be the largest market.
[02:46:18.800 --> 02:46:18.800]   Yeah, I think it's going to be the largest market.
[02:46:18.800 --> 02:46:18.800]   Yeah, I think it's going to be the largest market.
[02:46:18.800 --> 02:46:18.800]   Yeah, I think it's going to be the largest market.
[02:46:18.800 --> 02:46:18.800]   Yeah, I think it's going to be the largest market.
[02:46:18.800 --> 02:46:18.800]   Yeah, I think it's going to be the largest market.
[02:46:18.800 --> 02:46:18.800]   Yeah, I think it's going to be the largest market.
[02:46:18.840 --> 02:46:48.820]   Yeah, I think it's going to be the largest market.
[02:46:48.820 --> 02:46:48.820]   Yeah, I think it's going to be the largest market.
[02:46:48.820 --> 02:46:48.820]   Yeah, I think it's going to be the largest market.
[02:46:48.820 --> 02:46:48.820]   Yeah, I think it's going to be the largest market.
[02:46:48.820 --> 02:46:48.820]   Yeah, I think it's going to be the largest market.
[02:46:48.820 --> 02:46:48.820]   Yeah, I think it's going to be the largest market.
[02:46:48.820 --> 02:46:48.820]   Yeah, I think it's going to be the largest market.
[02:46:48.840 --> 02:47:18.840]   Yeah, I think it's going to be the largest market.
[02:47:18.840 --> 02:47:18.840]   Yeah, I think it's going to be the largest market.
[02:47:18.840 --> 02:47:18.840]   Yeah, I think it's going to be the largest market.
[02:47:18.840 --> 02:47:18.840]   Yeah, I think it's going to be the largest market.
[02:47:18.840 --> 02:47:18.840]   Yeah, I think it's going to be the largest market.
[02:47:18.840 --> 02:47:18.840]   Yeah, I think it's going to be the largest market.
[02:47:18.840 --> 02:47:18.840]   Yeah, I think it's going to be the largest market.
[02:47:18.840 --> 02:47:18.840]   Yeah, I think it's going to be the largest market.
[02:47:18.840 --> 02:47:18.840]   Yeah, I think it's going to be the largest market.
[02:47:18.840 --> 02:47:18.840]   Yeah, I think it's going to be the largest market.
[02:47:18.840 --> 02:47:18.840]   Yeah, I think it's going to be the largest market.
[02:47:18.840 --> 02:47:18.840]   Yeah, I think it's going to be the largest market.
[02:47:18.840 --> 02:47:18.840]   Yeah, I think it's going to be the largest market.
[02:47:18.840 --> 02:47:18.840]   Yeah, I think it's going to be the largest market.
[02:47:18.840 --> 02:47:48.860]   Yeah, I think it's going to be the largest market.
[02:47:48.860 --> 02:47:48.860]   Yeah, I think it's going to be the largest market.
[02:47:48.860 --> 02:47:48.860]   Yeah, I think it's going to be the largest market.
[02:47:48.860 --> 02:47:48.860]   Yeah, I think it's going to be the largest market.
[02:47:48.860 --> 02:47:48.860]   Yeah, I think it's going to be the largest market.
[02:47:48.860 --> 02:47:48.860]   Yeah, I think it's going to be the largest market.
[02:47:48.860 --> 02:47:48.860]   Yeah, I think it's going to be the largest market.
[02:47:48.880 --> 02:48:18.880]   Yeah, I think it's going to be the largest market.
[02:48:18.880 --> 02:48:18.880]   Yeah, I think it's going to be the largest market.
[02:48:18.880 --> 02:48:18.880]   Yeah, I think it's going to be the largest market.
[02:48:18.880 --> 02:48:18.880]   Yeah, I think it's going to be the largest market.
[02:48:18.880 --> 02:48:18.880]   Yeah, I think it's going to be the largest market.
[02:48:18.880 --> 02:48:18.880]   Yeah, I think it's going to be the largest market.
[02:48:18.880 --> 02:48:18.880]   Yeah, I think it's going to be the largest market.
[02:48:18.880 --> 02:48:18.880]   Yeah, I think it's going to be the largest market.
[02:48:18.880 --> 02:48:18.880]   Yeah, I think it's going to be the largest market.
[02:48:18.880 --> 02:48:18.880]   Yeah, I think it's going to be the largest market.
[02:48:18.880 --> 02:48:18.880]   Yeah, I think it's going to be the largest market.
[02:48:18.880 --> 02:48:18.880]   Yeah, I think it's going to be the largest market.
[02:48:18.880 --> 02:48:18.880]   Yeah, I think it's going to be the largest market.
[02:48:18.880 --> 02:48:18.880]   Yeah, I think it's going to be the largest market.
[02:48:18.880 --> 02:48:48.900]   Yeah, I think it's going to be the largest market.
[02:48:48.900 --> 02:48:48.900]   Yeah, I think it's going to be the largest market.
[02:48:48.900 --> 02:48:48.900]   Yeah, I think it's going to be the largest market.
[02:48:48.900 --> 02:48:48.900]   Yeah, I think it's going to be the largest market.
[02:48:48.900 --> 02:48:48.900]   Yeah, I think it's going to be the largest market.
[02:48:48.900 --> 02:48:48.900]   Yeah, I think it's going to be the largest market.
[02:48:48.900 --> 02:48:48.900]   Yeah, I think it's going to be the largest market.
[02:48:48.940 --> 02:49:18.920]  obedient.
[02:49:18.920 --> 02:49:18.920]   Yeah, I think it's going to be the largest market.
[02:49:18.920 --> 02:49:18.920]   Yeah, I think it's going to be the largest market.
[02:49:18.920 --> 02:49:18.920]   Yeah, I think it's going to be the largest market.
[02:49:18.920 --> 02:49:18.920]   Yeah, I think it's going to be the largest market.
[02:49:18.920 --> 02:49:18.920]   Yeah, I think it's going to be the largest market.
[02:49:18.920 --> 02:49:18.920]   Yeah, I think it's going to be the largest market.
[02:49:18.920 --> 02:49:18.920]   Yeah, I think it's going to be the largest market.
[02:49:18.920 --> 02:49:18.920]   Yeah, I think it's going to be the largest market.
[02:49:18.920 --> 02:49:18.920]   Yeah, I think it's going to be the largest market.
[02:49:18.920 --> 02:49:18.920]   Yeah, I think it's going to be the largest market.
[02:49:18.920 --> 02:49:18.920]   Yeah, I think it's going to be the largest market.
[02:49:18.920 --> 02:49:18.920]   Yeah, I think it's going to be the largest market.
[02:49:18.920 --> 02:49:18.920]   Yeah, I think it's going to be the largest market.
[02:49:18.920 --> 02:49:18.920]   Yeah, I think it's going to be the largest market.
[02:49:18.920 --> 02:49:48.940]   Yeah, I think it's going to be the largest market.
[02:49:48.940 --> 02:49:48.940]   Yeah, I think it's going to be the largest market.
[02:49:48.940 --> 02:49:48.940]   Yeah, I think it's going to be the largest market.
[02:49:48.940 --> 02:49:48.940]   Yeah, I think it's going to be the largest market.
[02:49:48.940 --> 02:49:48.940]   Yeah, I think it's going to be the largest market.
[02:49:48.940 --> 02:49:48.940]   Yeah, I think it's going to be the largest market.
[02:49:48.940 --> 02:49:48.940]   Yeah, I think it's going to be the largest market.
[02:49:48.940 --> 02:49:48.940]   Yeah, I think it's going to be the largest market.
[02:49:48.960 --> 02:50:18.960]   Yeah, I think it's going to be the largest market.
[02:50:18.960 --> 02:50:18.960]   Yeah, I think it's going to be the largest market.
[02:50:18.960 --> 02:50:18.960]   Yeah, I think it's going to be the largest market.
[02:50:18.960 --> 02:50:18.960]   Yeah, I think it's going to be the largest market.
[02:50:18.960 --> 02:50:18.960]   Yeah, I think it's going to be the largest market.
[02:50:18.960 --> 02:50:18.960]   Yeah, I think it's going to be the largest market.
[02:50:18.960 --> 02:50:18.960]   Yeah, I think it's going to be the largest market.
[02:50:18.960 --> 02:50:18.960]   Yeah, I think it's going to be the largest market.
[02:50:18.960 --> 02:50:18.960]   Yeah, I think it's going to be the largest market.
[02:50:18.960 --> 02:50:18.960]   Yeah, I think it's going to be the largest market.
[02:50:18.960 --> 02:50:18.960]   Yeah, I think it's going to be the largest market.
[02:50:18.960 --> 02:50:18.960]   Yeah, I think it's going to be the largest market.
[02:50:18.960 --> 02:50:18.960]   Yeah, I think it's going to be the largest market.
[02:50:18.960 --> 02:50:18.960]   Yeah, I think it's going to be the largest market.
[02:50:19.000 --> 02:50:48.980]   Yeah, I think it's going to be the largest market.
[02:50:48.980 --> 02:50:48.980]   Yeah, I think it's going to be the largest market.
[02:50:48.980 --> 02:50:48.980]   Yeah, I think it's going to be the largest market.
[02:50:48.980 --> 02:50:48.980]   Yeah, I think it's going to be the largest market.
[02:50:48.980 --> 02:50:48.980]   Yeah, I think it's going to be the largest market.
[02:50:48.980 --> 02:50:48.980]   Yeah, I think it's going to be the largest market.
[02:50:48.980 --> 02:50:48.980]   Yeah, I think it's going to be the largest market.
