
[00:00:00.040 --> 00:00:09.500]   masked
[01:12:36.740 --> 01:12:36.800]   I'm not sure if that's the right way of going about this.
[01:12:36.800 --> 01:12:36.860]   I'm not sure if that's the right way of going about this.
[01:12:36.860 --> 01:12:38.920]   I'm not sure if that's the right way of going about this.
[01:12:38.920 --> 01:12:38.920]   I'm not sure if that's the right way of going about this.
[01:12:38.920 --> 01:12:38.960]   I'm not sure if that's the right way of going about this.
[01:12:38.960 --> 01:12:39.000]   I'm not sure if that's the right way of going about this.
[01:12:39.000 --> 01:12:39.060]   I'm not sure if that's the right way of going about this.
[01:12:39.080 --> 01:13:09.080]   I'm not sure if that's the right way of going about this.
[01:13:09.080 --> 01:13:09.080]   I'm not sure if that's the right way of going about this.
[01:13:09.080 --> 01:13:09.080]   I'm not sure if that's the right way of going about this.
[01:13:09.080 --> 01:13:09.080]   I'm not sure if that's the right way of going about this.
[01:13:09.080 --> 01:13:09.080]   I'm not sure if that's the right way of going about this.
[01:13:09.080 --> 01:13:09.080]   I'm not sure if that's the right way of going about this.
[01:13:09.080 --> 01:13:09.080]   I'm not sure if that's the right way of going about this.
[01:13:09.080 --> 01:13:09.080]   I'm not sure if that's the right way of going about this.
[01:13:09.080 --> 01:13:09.080]   I'm not sure if that's the right way of going about this.
[01:13:09.080 --> 01:13:09.080]   I'm not sure if that's the right way of going about this.
[01:13:09.080 --> 01:13:39.100]   I'm not sure if that's the right way of going about this.
[01:13:39.100 --> 01:13:39.100]   I'm not sure if that's the right way of going about this.
[01:13:39.100 --> 01:13:39.100]   I'm not sure if that's the right way of going about this.
[01:13:39.100 --> 01:13:39.100]   I'm not sure if that's the right way of going about this.
[01:13:39.100 --> 01:13:39.100]   I'm not sure if that's the right way of going about this.
[01:13:39.100 --> 01:13:39.100]   I'm not sure if that's the right way of going about this.
[01:13:39.100 --> 01:13:39.100]   I'm not sure if that's the right way of going about this.
[01:13:39.100 --> 01:13:39.100]   I'm not sure if that's the right way of going about this.
[01:13:39.100 --> 01:13:39.100]   I'm not sure if that's the right way of going about this.
[01:13:39.120 --> 01:14:09.120]   I'm not sure if that's the right way of going about this.
[01:14:09.120 --> 01:14:09.120]   I'm not sure if that's the right way of going about this.
[01:14:09.120 --> 01:14:09.120]   I'm not sure if that's the right way of going about this.
[01:14:09.120 --> 01:14:09.120]   I'm not sure if that's the right way of going about this.
[01:14:09.120 --> 01:14:09.120]   I'm not sure if that's the right way of going about this.
[01:14:09.120 --> 01:14:09.120]   I'm not sure if that's the right way of going about this.
[01:14:09.120 --> 01:14:09.120]   I'm not sure if that's the right way of going about this.
[01:14:09.120 --> 01:14:09.120]   I'm not sure if that's the right way of going about this.
[01:14:09.120 --> 01:14:09.120]   I'm not sure if that's the right way of going about this.
[01:14:09.120 --> 01:14:09.120]   I'm not sure if that's the right way of going about this.
[01:14:09.120 --> 01:14:09.120]   I'm not sure if that's the right way of going about this.
[01:14:09.120 --> 01:14:09.120]   I'm not sure if that's the right way of going about this.
[01:14:09.140 --> 01:14:39.140]   I'm not sure if that's the right way of going about this.
[01:14:39.140 --> 01:14:39.140]   I'm not sure if that's the right way of going about this.
[01:14:39.140 --> 01:14:39.140]   I'm not sure if that's the right way of going about this.
[01:14:39.140 --> 01:14:39.140]   I'm not sure if that's the right way of going about this.
[01:14:39.140 --> 01:14:39.140]   I'm not sure if that's the right way of going about this.
[01:14:39.140 --> 01:14:39.140]   I'm not sure if that's the right way of going about this.
[01:14:39.140 --> 01:14:39.140]   I'm not sure if that's the right way of going about this.
[01:14:39.140 --> 01:14:39.140]   I'm not sure if that's the right way of going about this.
[01:14:39.140 --> 01:14:39.140]   I'm not sure if that's the right way of going about this.
[01:14:39.140 --> 01:14:39.140]   I'm not sure if that's the right way of going about this.
[01:14:39.140 --> 01:14:39.140]   I'm not sure if that's the right way of going about this.
[01:14:39.140 --> 01:15:09.160]  ,
[01:15:09.160 --> 01:15:09.160]   I'm not sure if that's the right way of going about this.
[01:15:09.160 --> 01:15:09.160]   I'm not sure if that's the right way of going about this.
[01:15:09.160 --> 01:15:09.160]   I'm not sure if that's the right way of going about this.
[01:15:09.160 --> 01:15:09.160]   I'm not sure if that's the right way of going about this.
[01:15:09.160 --> 01:15:09.160]   I'm not sure if that's the right way of going about this.
[01:15:09.160 --> 01:15:09.160]   I'm not sure if that's the right way of going about this.
[01:15:09.160 --> 01:15:09.160]   I'm not sure if that's the right way of going about this.
[01:15:09.160 --> 01:15:09.160]   I'm not sure if that's the right way of going about this.
[01:15:09.160 --> 01:15:09.160]   I'm not sure if that's the right way of going about this.
[01:15:09.160 --> 01:15:09.160]   I'm not sure if that's the right way of going about this.
[01:15:09.160 --> 01:15:09.160]   I'm not sure if that's the right way of going about this.
[01:15:09.180 --> 01:15:39.180]   I'm not sure if that's the right way of going about this.
[01:15:39.180 --> 01:15:39.180]   I'm not sure if that's the right way of going about this.
[01:15:39.180 --> 01:15:39.180]   I'm not sure if that's the right way of going about this.
[01:15:39.180 --> 01:15:39.180]   I'm not sure if that's the right way of going about this.
[01:15:39.180 --> 01:15:39.180]   I'm not sure if that's the right way of going about this.
[01:15:39.180 --> 01:15:39.180]   I'm not sure if that's the right way of going about this.
[01:15:39.180 --> 01:15:39.180]   I'm not sure if that's the right way of going about this.
[01:15:39.180 --> 01:15:39.180]   I'm not sure if that's the right way of going about this.
[01:15:39.180 --> 01:15:39.180]   I'm not sure if that's the right way of going about this.
[01:15:39.180 --> 01:15:39.180]   I'm not sure if that's the right way of going about this.
[01:15:39.180 --> 01:15:39.180]   I'm not sure if that's the right way of going about this.
[01:15:39.180 --> 01:15:39.180]   I'm not sure if that's the right way of going about this.
[01:15:39.200 --> 01:16:09.200]   I'm not sure if that's the right way of going about this.
[01:16:09.200 --> 01:16:09.200]   I'm not sure if that's the right way of going about this.
[01:16:09.200 --> 01:16:09.200]   I'm not sure if that's the right way of going about this.
[01:16:09.200 --> 01:16:09.200]   I'm not sure if that's the right way of going about this.
[01:16:09.200 --> 01:16:09.200]   I'm not sure if that's the right way of going about this.
[01:16:09.200 --> 01:16:09.200]   I'm not sure if that's the right way of going about this.
[01:16:09.200 --> 01:16:09.200]   I'm not sure if that's the right way of going about this.
[01:16:09.200 --> 01:16:09.200]   I'm not sure if that's the right way of going about this.
[01:16:09.200 --> 01:16:09.200]   I'm not sure if that's the right way of going about this.
[01:16:09.200 --> 01:16:09.200]   I'm not sure if that's the right way of going about this.
[01:16:09.240 --> 01:16:39.220]   I'm not sure if that's the right way of going about this.
[01:16:39.220 --> 01:16:39.220]   I'm not sure if that's the right way of going about this.
[01:16:39.220 --> 01:16:39.220]   I'm not sure if that's the right way of going about this.
[01:16:39.220 --> 01:16:39.220]   I'm not sure if that's the right way of going about this.
[01:16:39.220 --> 01:16:39.220]   I'm not sure if that's the right way of going about this.
[01:16:39.220 --> 01:16:39.220]   I'm not sure if that's the right way of going about this.
[01:16:39.220 --> 01:16:39.220]   I'm not sure if that's the right way of going about this.
[01:16:39.220 --> 01:16:39.220]   I'm not sure if that's the right way of going about this.
[01:16:39.220 --> 01:16:39.220]   I'm not sure if that's the right way of going about this.
[01:16:39.220 --> 01:16:39.220]   I'm not sure if that's the right way of going about this.
[01:16:39.240 --> 01:17:09.240]   I'm not sure if that's the right way of going about this.
[01:17:09.240 --> 01:17:09.240]   I'm not sure if that's the right way of going about this.
[01:17:09.240 --> 01:17:09.240]   I'm not sure if that's the right way of going about this.
[01:17:09.240 --> 01:17:09.240]   I'm not sure if that's the right way of going about this.
[01:17:09.240 --> 01:17:09.240]   I'm not sure if that's the right way of going about this.
[01:17:09.240 --> 01:17:09.240]   I'm not sure if that's the right way of going about this.
[01:17:09.240 --> 01:17:09.240]   I'm not sure if that's the right way of going about this.
[01:17:09.240 --> 01:17:09.240]   I'm not sure if that's the right way of going about this.
[01:17:09.240 --> 01:17:09.240]   I'm not sure if that's the right way of going about this.
[01:17:09.240 --> 01:17:09.240]   I'm not sure if that's the right way of going about this.
[01:17:09.240 --> 01:17:09.240]   I'm not sure if that's the right way of going about this.
[01:17:09.240 --> 01:17:09.240]   I'm not sure if that's the right way of going about this.
[01:17:09.240 --> 01:17:39.260]   I'm not sure if that's the right way of going about this.
[01:17:39.260 --> 01:17:39.260]   I'm not sure if that's the right way of going about this.
[01:17:39.260 --> 01:17:39.260]   I'm not sure if that's the right way of going about this.
[01:17:39.260 --> 01:17:39.260]   I'm not sure if that's the right way of going about this.
[01:17:39.260 --> 01:17:39.260]   I'm not sure if that's the right way of going about this.
[01:17:39.260 --> 01:17:39.260]   I'm not sure if that's the right way of going about this.
[01:17:39.260 --> 01:17:39.260]   I'm not sure if that's the right way of going about this.
[01:17:39.260 --> 01:17:39.260]   I'm not sure if that's the right way of going about this.
[01:17:39.260 --> 01:17:39.260]   I'm not sure if that's the right way of going about this.
[01:17:39.260 --> 01:17:39.260]   I'm not sure if that's the right way of going about this.
[01:17:39.260 --> 01:17:39.260]   I'm not sure if that's the right way of going about this.
[01:17:39.280 --> 01:18:09.280]   I'm not sure if that's the right way of going about this.
[01:18:09.280 --> 01:18:09.280]   I'm not sure if that's the right way of going about this.
[01:18:09.280 --> 01:18:09.280]   I'm not sure if that's the right way of going about this.
[01:18:09.280 --> 01:18:09.280]   I'm not sure if that's the right way of going about this.
[01:18:09.280 --> 01:18:09.280]   I'm not sure if that's the right way of going about this.
[01:18:09.280 --> 01:18:09.280]   I'm not sure if that's the right way of going about this.
[01:18:09.280 --> 01:18:09.280]   I'm not sure if that's the right way of going about this.
[01:18:09.280 --> 01:18:09.280]   I'm not sure if that's the right way of going about this.
[01:18:09.280 --> 01:18:09.280]   I'm not sure if that's the right way of going about this.
[01:18:09.280 --> 01:18:09.280]   I'm not sure if that's the right way of going about this.
[01:18:09.280 --> 01:18:09.280]   I'm not sure if that's the right way of going about this.
[01:18:09.280 --> 01:18:09.280]   I'm not sure if that's the right way of going about this.
[01:18:09.280 --> 01:18:39.300]   I'm not sure if that's the right way of going about this.
[01:18:39.300 --> 01:18:39.300]   I'm not sure if that's the right way of going about this.
[01:18:39.300 --> 01:18:39.300]   I'm not sure if that's the right way of going about this.
[01:18:39.300 --> 01:18:39.300]   I'm not sure if that's the right way of going about this.
[01:18:39.300 --> 01:18:39.300]   I'm not sure if that's the right way of going about this.
[01:18:39.300 --> 01:18:39.300]   I'm not sure if that's the right way of going about this.
[01:18:39.300 --> 01:18:39.300]   I'm not sure if that's the right way of going about this.
[01:18:39.300 --> 01:18:39.300]   I'm not sure if that's the right way of going about this.
[01:18:39.320 --> 01:19:09.320]   I'm not sure if that's the right way of going about this.
[01:19:09.320 --> 01:19:09.320]   I'm not sure if that's the right way of going about this.
[01:19:09.320 --> 01:19:09.320]   I'm not sure if that's the right way of going about this.
[01:19:09.320 --> 01:19:09.320]   I'm not sure if that's the right way of going about this.
[01:19:09.320 --> 01:19:09.320]   I'm not sure if that's the right way of going about this.
[01:19:09.320 --> 01:19:09.320]   I'm not sure if that's the right way of going about this.
[01:19:09.320 --> 01:19:09.320]   I'm not sure if that's the right way of going about this.
[01:19:09.320 --> 01:19:09.320]   I'm not sure if that's the right way of going about this.
[01:19:09.320 --> 01:19:09.320]   I'm not sure if that's the right way of going about this.
[01:19:09.320 --> 01:19:09.320]   I'm not sure if that's the right way of going about this.
[01:19:09.320 --> 01:19:09.320]   I'm not sure if that's the right way of going about this.
[01:19:09.320 --> 01:19:09.320]   I'm not sure if that's the right way of going about this.
[01:19:09.340 --> 01:19:39.340]   I'm not sure if that's the right way of going about this.
[01:19:39.340 --> 01:19:39.340]   I'm not sure if that's the right way of going about this.
[01:19:39.340 --> 01:19:39.340]   I'm not sure if that's the right way of going about this.
[01:19:39.340 --> 01:19:39.340]   I'm not sure if that's the right way of going about this.
[01:19:39.340 --> 01:19:39.340]   I'm not sure if that's the right way of going about this.
[01:19:39.340 --> 01:19:39.340]   I'm not sure if that's the right way of going about this.
[01:19:39.340 --> 01:19:39.340]   I'm not sure if that's the right way of going about this.
[01:19:39.340 --> 01:19:39.340]   I'm not sure if that's the right way of going about this.
[01:19:39.340 --> 01:19:39.340]   I'm not sure if that's the right way of going about this.
[01:19:39.340 --> 01:19:39.340]   I'm not sure if that's the right way of going about this.
[01:19:39.340 --> 01:19:39.340]   I'm not sure if that's the right way of going about this.
[01:19:39.340 --> 01:19:39.340]   I'm not sure if that's the right way of going about this.
[01:19:39.360 --> 01:20:09.360]   I'm not sure if that's the right way of going about this.
[01:20:09.360 --> 01:20:09.360]   I'm not sure if that's the right way of going about this.
[01:20:09.360 --> 01:20:09.360]   I'm not sure if that's the right way of going about this.
[01:20:09.360 --> 01:20:09.360]   I'm not sure if that's the right way of going about this.
[01:20:09.360 --> 01:20:09.360]   I'm not sure if that's the right way of going about this.
[01:20:09.360 --> 01:20:09.360]   I'm not sure if that's the right way of going about this.
[01:20:09.360 --> 01:20:09.360]   I'm not sure if that's the right way of going about this.
[01:20:09.360 --> 01:20:09.360]   I'm not sure if that's the right way of going about this.
[01:20:09.360 --> 01:20:09.360]   I'm not sure if that's the right way of going about this.
[01:20:09.360 --> 01:20:09.360]   I'm not sure if that's the right way of going about this.
[01:20:09.360 --> 01:20:09.360]   I'm not sure if that's the right way of going about this.
[01:20:09.360 --> 01:20:09.360]   I'm not sure if that's the right way of going about this.
[01:20:09.400 --> 01:20:39.380]  ,
[01:20:39.380 --> 01:20:39.380]   I'm not sure if that's the right way of going about this.
[01:20:39.380 --> 01:20:39.380]   I'm not sure if that's the right way of going about this.
[01:20:39.380 --> 01:20:39.380]   I'm not sure if that's the right way of going about this.
[01:20:39.380 --> 01:20:39.380]   I'm not sure if that's the right way of going about this.
[01:20:39.380 --> 01:20:39.380]   I'm not sure if that's the right way of going about this.
[01:20:39.380 --> 01:20:39.380]   I'm not sure if that's the right way of going about this.
[01:20:39.380 --> 01:20:39.380]   I'm not sure if that's the right way of going about this.
[01:20:39.380 --> 01:20:39.380]   I'm not sure if that's the right way of going about this.
[01:20:39.380 --> 01:20:39.380]   I'm not sure if that's the right way of going about this.
[01:20:39.400 --> 01:21:09.400]   I'm not sure if that's the right way of going about this.
[01:21:09.400 --> 01:21:09.400]   I'm not sure if that's the right way of going about this.
[01:21:09.400 --> 01:21:09.400]   I'm not sure if that's the right way of going about this.
[01:21:09.400 --> 01:21:09.400]   I'm not sure if that's the right way of going about this.
[01:21:09.400 --> 01:21:09.400]   I'm not sure if that's the right way of going about this.
[01:21:09.400 --> 01:21:09.400]   I'm not sure if that's the right way of going about this.
[01:21:09.400 --> 01:21:09.400]   I'm not sure if that's the right way of going about this.
[01:21:09.400 --> 01:21:09.400]   I'm not sure if that's the right way of going about this.
[01:21:09.400 --> 01:21:09.400]   I'm not sure if that's the right way of going about this.
[01:21:09.400 --> 01:21:09.400]   I'm not sure if that's the right way of going about this.
[01:21:09.400 --> 01:21:09.400]   I'm not sure if that's the right way of going about this.
[01:21:09.400 --> 01:21:09.400]   I'm not sure if that's the right way of going about this.
[01:21:09.440 --> 01:21:39.420]  ,
[01:21:39.420 --> 01:21:39.420]   I'm not sure if that's the right way of going about this.
[01:21:39.420 --> 01:21:39.420]   I'm not sure if that's the right way of going about this.
[01:21:39.420 --> 01:21:39.420]   I'm not sure if that's the right way of going about this.
[01:21:39.420 --> 01:21:39.420]   I'm not sure if that's the right way of going about this.
[01:21:39.420 --> 01:21:39.420]   I'm not sure if that's the right way of going about this.
[01:21:39.420 --> 01:21:39.420]   I'm not sure if that's the right way of going about this.
[01:21:39.420 --> 01:21:39.420]   I'm not sure if that's the right way of going about this.
[01:21:39.420 --> 01:21:39.420]   I'm not sure if that's the right way of going about this.
[01:21:39.420 --> 01:21:39.420]   I'm not sure if that's the right way of going about this.
[01:21:39.420 --> 01:21:39.420]   I'm not sure if that's the right way of going about this.
[01:21:39.440 --> 01:22:09.440]   I'm not sure if that's the right way of going about this.
[01:22:09.440 --> 01:22:09.440]   I'm not sure if that's the right way of going about this.
[01:22:09.440 --> 01:22:09.440]   I'm not sure if that's the right way of going about this.
[01:22:09.440 --> 01:22:09.440]   I'm not sure if that's the right way of going about this.
[01:22:09.440 --> 01:22:09.440]   I'm not sure if that's the right way of going about this.
[01:22:09.440 --> 01:22:09.440]   I'm not sure if that's the right way of going about this.
[01:22:09.440 --> 01:22:09.440]   I'm not sure if that's the right way of going about this.
[01:22:09.440 --> 01:22:09.440]   I'm not sure if that's the right way of going about this.
[01:22:09.440 --> 01:22:09.440]   I'm not sure if that's the right way of going about this.
[01:22:09.440 --> 01:22:09.440]   I'm not sure if that's the right way of going about this.
[01:22:09.440 --> 01:22:09.440]   I'm not sure if that's the right way of going about this.
[01:22:09.440 --> 01:22:09.440]   I'm not sure if that's the right way of going about this.
[01:22:09.480 --> 01:22:39.460]  ,
[01:22:39.460 --> 01:22:39.460]   I'm not sure if that's the right way of going about this.
[01:22:39.460 --> 01:22:39.460]   I'm not sure if that's the right way of going about this.
[01:22:39.460 --> 01:22:39.460]   I'm not sure if that's the right way of going about this.
[01:22:39.460 --> 01:22:39.460]   I'm not sure if that's the right way of going about this.
[01:22:39.460 --> 01:22:39.460]   I'm not sure if that's the right way of going about this.
[01:22:39.460 --> 01:22:39.460]   I'm not sure if that's the right way of going about this.
[01:22:39.460 --> 01:22:39.460]   I'm not sure if that's the right way of going about this.
[01:22:39.460 --> 01:22:39.460]   I'm not sure if that's the right way of going about this.
[01:22:39.460 --> 01:22:39.460]   I'm not sure if that's the right way of going about this.
[01:22:39.460 --> 01:22:39.460]   I'm not sure if that's the right way of going about this.
[01:22:39.460 --> 01:22:39.460]   I'm not sure if that's the right way of going about this.
[01:22:39.480 --> 01:23:09.480]   I'm not sure if that's the right way of going about this.
[01:23:09.480 --> 01:23:09.480]   I'm not sure if that's the right way of going about this.
[01:23:09.480 --> 01:23:09.480]   I'm not sure if that's the right way of going about this.
[01:23:09.480 --> 01:23:09.480]   I'm not sure if that's the right way of going about this.
[01:23:09.480 --> 01:23:09.480]   I'm not sure if that's the right way of going about this.
[01:23:09.480 --> 01:23:09.480]   I'm not sure if that's the right way of going about this.
[01:23:09.480 --> 01:23:09.480]   I'm not sure if that's the right way of going about this.
[01:23:09.480 --> 01:23:09.480]   I'm not sure if that's the right way of going about this.
[01:23:09.480 --> 01:23:09.480]   I'm not sure if that's the right way of going about this.
[01:23:09.480 --> 01:23:09.480]   I'm not sure if that's the right way of going about this.
[01:23:09.480 --> 01:23:09.480]   I'm not sure if that's the right way of going about this.
[01:23:09.480 --> 01:23:09.480]   I'm not sure if that's the right way of going about this.
[01:23:39.500 --> 01:23:39.500]   I'm not sure if that's the right way of going about this.
[01:23:39.500 --> 01:23:39.500]   I'm not sure if that's the right way of going about this.
[01:23:39.500 --> 01:23:39.500]   I'm not sure if that's the right way of going about this.
[01:23:39.500 --> 01:23:39.500]   I'm not sure if that's the right way of going about this.
[01:23:39.500 --> 01:23:39.500]   I'm not sure if that's the right way of going about this.
[01:23:39.500 --> 01:23:39.500]   I'm not sure if that's the right way of going about this.
[01:23:39.500 --> 01:23:39.500]   I'm not sure if that's the right way of going about this.
[01:23:39.500 --> 01:23:39.500]   I'm not sure if that's the right way of going about this.
[01:24:09.520 --> 01:24:09.520]   I'm not sure if that's the right way of going about this.
[01:24:09.520 --> 01:24:09.520]   I'm not sure if that's the right way of going about this.
[01:24:09.520 --> 01:24:09.520]   I'm not sure if that's the right way of going about this.
[01:24:09.520 --> 01:24:09.520]   I'm not sure if that's the right way of going about this.
[01:24:09.520 --> 01:24:09.520]   I'm not sure if that's the right way of going about this.
[01:24:09.520 --> 01:24:09.520]   I'm not sure if that's the right way of going about this.
[01:24:09.520 --> 01:24:09.520]   I'm not sure if that's the right way of going about this.
[01:24:09.520 --> 01:24:09.520]   I'm not sure if that's the right way of going about this.
[01:24:09.520 --> 01:24:09.520]   I'm not sure if that's the right way of going about this.
[01:24:09.520 --> 01:24:09.520]   I'm not sure if that's the right way of going about this.
[01:24:09.520 --> 01:24:09.520]   I'm not sure if that's the right way of going about this.
[01:24:09.520 --> 01:24:39.540]   I'm not sure if that's the right way of going about this.
[01:24:39.540 --> 01:24:39.540]   I'm not sure if that's the right way of going about this.
[01:24:39.540 --> 01:24:39.540]   I'm not sure if that's the right way of going about this.
[01:24:39.540 --> 01:24:39.540]   I'm not sure if that's the right way of going about this.
[01:24:39.540 --> 01:24:39.540]   I'm not sure if that's the right way of going about this.
[01:24:39.540 --> 01:24:39.540]   I'm not sure if that's the right way of going about this.
[01:24:39.540 --> 01:24:39.540]   I'm not sure if that's the right way of going about this.
[01:24:39.540 --> 01:24:39.540]   I'm not sure if that's the right way of going about this.
[01:24:39.540 --> 01:24:39.540]   I'm not sure if that's the right way of going about this.
[01:24:39.540 --> 01:24:39.540]   I'm not sure if that's the right way of going about this.
[01:24:39.540 --> 01:24:39.540]   I'm not sure if that's the right way of going about this.
[01:24:39.560 --> 01:25:09.560]   I'm not sure if that's the right way of going about this.
[01:25:09.560 --> 01:25:09.560]   I'm not sure if that's the right way of going about this.
[01:25:09.560 --> 01:25:09.560]   I'm not sure if that's the right way of going about this.
[01:25:09.560 --> 01:25:09.560]   I'm not sure if that's the right way of going about this.
[01:25:09.560 --> 01:25:09.560]   I'm not sure if that's the right way of going about this.
[01:25:09.560 --> 01:25:09.560]   I'm not sure if that's the right way of going about this.
[01:25:09.560 --> 01:25:09.560]   I'm not sure if that's the right way of going about this.
[01:25:09.560 --> 01:25:09.560]   I'm not sure if that's the right way of going about this.
[01:25:09.560 --> 01:25:09.560]   I'm not sure if that's the right way of going about this.
[01:25:09.560 --> 01:25:09.560]   I'm not sure if that's the right way of going about this.
[01:25:09.560 --> 01:25:09.560]   I'm not sure if that's the right way of going about this.
[01:25:09.560 --> 01:25:09.560]   I'm not sure if that's the right way of going about this.
[01:25:09.580 --> 01:25:39.580]   I'm not sure if that's the right way of going about this.
[01:25:39.580 --> 01:25:39.580]   I'm not sure if that's the right way of going about this.
[01:25:39.580 --> 01:25:39.580]   I'm not sure if that's the right way of going about this.
[01:25:39.580 --> 01:25:39.580]   I'm not sure if that's the right way of going about this.
[01:25:39.580 --> 01:25:39.580]   I'm not sure if that's the right way of going about this.
[01:25:39.580 --> 01:25:39.580]   I'm not sure if that's the right way of going about this.
[01:25:39.580 --> 01:25:39.580]   I'm not sure if that's the right way of going about this.
[01:25:39.580 --> 01:25:39.580]   I'm not sure if that's the right way of going about this.
[01:25:39.580 --> 01:25:39.580]   I'm not sure if that's the right way of going about this.
[01:25:39.580 --> 01:25:39.580]   I'm not sure if that's the right way of going about this.
[01:25:39.580 --> 01:25:39.580]   I'm not sure if that's the right way of going about this.
[01:25:39.580 --> 01:25:39.580]   I'm not sure if that's the right way of going about this.
[01:25:39.580 --> 01:26:09.600]   I'm not sure if that's the right way of going about this.
[01:26:09.600 --> 01:26:09.600]   I'm not sure if that's the right way of going about this.
[01:26:09.600 --> 01:26:09.600]   I'm not sure if that's the right way of going about this.
[01:26:09.600 --> 01:26:09.600]   I'm not sure if that's the right way of going about this.
[01:26:09.600 --> 01:26:09.600]   I'm not sure if that's the right way of going about this.
[01:26:09.600 --> 01:26:09.600]   I'm not sure if that's the right way of going about this.
[01:26:09.600 --> 01:26:09.600]   I'm not sure if that's the right way of going about this.
[01:26:09.600 --> 01:26:09.600]   I'm not sure if that's the right way of going about this.
[01:26:09.600 --> 01:26:09.600]   I'm not sure if that's the right way of going about this.
[01:26:09.600 --> 01:26:09.600]   I'm not sure if that's the right way of going about this.
[01:26:09.600 --> 01:26:09.600]   I'm not sure if that's the right way of going about this.
[01:26:09.600 --> 01:26:09.600]   I'm not sure if that's the right way of going about this.
[01:26:09.620 --> 01:26:39.620]   I'm not sure if that's the right way of going about this.
[01:26:39.620 --> 01:26:39.620]   I'm not sure if that's the right way of going about this.
[01:26:39.620 --> 01:26:39.620]   I'm not sure if that's the right way of going about this.
[01:26:39.620 --> 01:26:39.620]   I'm not sure if that's the right way of going about this.
[01:26:39.620 --> 01:26:39.620]   I'm not sure if that's the right way of going about this.
[01:26:39.620 --> 01:26:39.620]   I'm not sure if that's the right way of going about this.
[01:26:39.620 --> 01:26:39.620]   I'm not sure if that's the right way of going about this.
[01:26:39.620 --> 01:26:39.620]   I'm not sure if that's the right way of going about this.
[01:26:39.620 --> 01:26:39.620]   I'm not sure if that's the right way of going about this.
[01:26:39.620 --> 01:26:39.620]   I'm not sure if that's the right way of going about this.
[01:26:39.620 --> 01:26:39.620]   I'm not sure if that's the right way of going about this.
[01:26:39.620 --> 01:26:39.620]   I'm not sure if that's the right way of going about this.
[01:26:39.640 --> 01:27:09.640]   I'm not sure if that's the right way of going about this.
[01:27:09.640 --> 01:27:09.640]   I'm not sure if that's the right way of going about this.
[01:27:09.640 --> 01:27:09.640]   I'm not sure if that's the right way of going about this.
[01:27:09.640 --> 01:27:09.640]   I'm not sure if that's the right way of going about this.
[01:27:09.640 --> 01:27:09.640]   I'm not sure if that's the right way of going about this.
[01:27:09.640 --> 01:27:09.640]   I'm not sure if that's the right way of going about this.
[01:27:09.640 --> 01:27:09.640]   I'm not sure if that's the right way of going about this.
[01:27:09.640 --> 01:27:09.640]   I'm not sure if that's the right way of going about this.
[01:27:09.640 --> 01:27:09.640]   I'm not sure if that's the right way of going about this.
[01:27:09.640 --> 01:27:09.640]   I'm not sure if that's the right way of going about this.
[01:27:09.640 --> 01:27:09.640]   I'm not sure if that's the right way of going about this.
[01:27:09.640 --> 01:27:09.640]   I'm not sure if that's the right way of going about this.
[01:27:09.680 --> 01:27:19.860]   decide
[01:27:19.860 --> 01:27:27.960]  ありがとうございました
[01:27:27.960 --> 01:27:36.640]  " ., bar,oth, đó,работ, en,
[01:27:36.640 --> 01:27:37.720]   trapped . . just . G. speak .am . Come -还有 X. provide hepat progressive confessed eyes from adocol meet the進 special Th.bau.ws. That. S. one. tobacco. div. Hye.. qualitative.관. Van.피. ras.哈囉. withstand. enjoyment.��. dis., with, between., compared.,сли, tr., test., snacks, projected, stomach, nation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 국 I'm A. increase the College I'm understand what was contribute toorsaигр I'm a Kat,
[01:27:37.740 --> 01:28:05.800]   budget proposal show larger and more immediate budget savings than this blueprint unfortunately those savings usually rely on some combination of overly overly optimistic economic growth assumptions the immediate implementation of extraordinarily complicated and controversial reforms the major programs that in reality would take several years to draft pass implement and phase in aggressive spending cut or
[01:28:05.800 --> 01:28:33.880]  -tax increase targets along with sample policy proposals that add up to only a small fraction of the required budgetary savings heavy reliance on unrealistically tight spending caps without showing how to meet them and combining various tax increase proposals that collectively result in unrealistically high tax burdens for certain groups or that generally duplicate or contradict one another additionally many long-term budget proposals are based on liberal or conservative pieties that are not necessarily the most important in the future.
[01:28:33.880 --> 01:28:34.880]   But if you're interested in the future and you're interested in the future, you're welcome to follow us on Twitter and Facebook.
[01:28:34.920 --> 01:28:43.180]   children
[01:28:43.180 --> 01:28:58.500]   cut. over Ach good not
[01:29:53.820 --> 01:30:03.060]   learn
[01:30:03.060 --> 01:30:04.840]   access. I have .
[01:30:23.680 --> 01:30:53.500]  legal.com/biz. The current law baseline is converted to a current policy baseline by assuming that expiring tax cuts and tax moratoriums are made permanent for reasons explained in the following paragraph. Spending on discretionary and smaller mandatory programs level off at their projected 2028% of GDP. I'm going to skip forward here because this is extremely technical. This is important, but this is the very most this is the most difficult thing to pass forward with regard to audio, this audio format. So I'm going to skip all of the baseline.
[01:30:53.500 --> 01:30:53.500]   This is the most difficult thing to pass forward with regard to audio, this audio format. So I'm going to skip all of the baseline.
