
[00:00:00.040 --> 00:00:09.640]   pid
[01:22:04.060 --> 01:22:04.060]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:22:04.060 --> 01:22:04.060]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:22:04.060 --> 01:22:04.060]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:22:04.060 --> 01:22:04.060]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:22:04.060 --> 01:22:04.060]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:22:04.060 --> 01:22:04.060]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:22:04.060 --> 01:22:34.080]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:22:34.080 --> 01:22:34.080]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:22:34.080 --> 01:22:34.080]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:22:34.080 --> 01:22:34.080]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:22:34.080 --> 01:22:34.080]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:22:34.080 --> 01:22:34.080]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:22:34.100 --> 01:23:04.100]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:23:04.100 --> 01:23:04.100]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:23:04.100 --> 01:23:04.100]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:23:04.100 --> 01:23:04.100]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:23:04.100 --> 01:23:04.100]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:23:04.100 --> 01:23:04.100]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:23:04.100 --> 01:23:04.100]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:23:04.100 --> 01:23:34.120]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:23:34.120 --> 01:23:34.120]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:23:34.120 --> 01:23:34.120]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:23:34.120 --> 01:23:34.120]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:23:34.120 --> 01:23:34.120]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:23:34.120 --> 01:23:34.120]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:23:34.120 --> 01:23:34.120]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:23:34.140 --> 01:24:04.140]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:24:04.140 --> 01:24:04.140]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:24:04.140 --> 01:24:04.140]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:24:04.140 --> 01:24:04.140]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:24:04.140 --> 01:24:04.140]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:24:04.140 --> 01:24:04.140]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:24:04.140 --> 01:24:04.140]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:24:04.280 --> 01:24:34.160]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:24:34.160 --> 01:24:34.160]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:24:34.160 --> 01:24:34.160]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:24:34.160 --> 01:24:34.160]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:24:34.160 --> 01:24:34.160]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:24:34.180 --> 01:25:04.180]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:25:04.180 --> 01:25:04.180]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:25:04.180 --> 01:25:04.180]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:25:04.180 --> 01:25:04.180]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:25:04.180 --> 01:25:04.180]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:25:04.180 --> 01:25:04.180]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:25:04.220 --> 01:25:34.200]  ,
[01:25:34.200 --> 01:25:34.200]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:25:34.200 --> 01:25:34.200]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:25:34.200 --> 01:25:34.200]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:25:34.200 --> 01:25:34.200]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:25:34.200 --> 01:25:34.200]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:25:34.200 --> 01:25:34.200]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:25:34.220 --> 01:26:04.220]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:26:04.220 --> 01:26:04.220]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:26:04.220 --> 01:26:04.220]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:26:04.220 --> 01:26:04.220]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:26:04.220 --> 01:26:04.220]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:26:04.220 --> 01:26:04.220]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:26:04.220 --> 01:26:04.220]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:26:04.360 --> 01:26:34.240]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:26:34.240 --> 01:26:34.240]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:26:34.240 --> 01:26:34.240]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:26:34.240 --> 01:26:34.240]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:26:34.240 --> 01:26:34.240]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:26:34.260 --> 01:27:04.260]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:27:04.260 --> 01:27:04.260]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:27:04.260 --> 01:27:04.260]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:27:04.260 --> 01:27:04.260]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:27:04.260 --> 01:27:04.260]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:27:04.260 --> 01:27:04.260]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:27:04.260 --> 01:27:04.260]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:27:04.400 --> 01:27:34.280]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:27:34.280 --> 01:27:34.280]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:27:34.280 --> 01:27:34.280]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:27:34.280 --> 01:27:34.280]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:27:34.280 --> 01:27:34.280]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:27:34.280 --> 01:27:34.280]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:27:34.300 --> 01:28:04.300]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:28:04.300 --> 01:28:04.300]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:28:04.300 --> 01:28:04.300]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:28:04.300 --> 01:28:04.300]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:28:04.300 --> 01:28:04.300]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:28:04.300 --> 01:28:04.300]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:28:04.300 --> 01:28:04.300]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:28:04.440 --> 01:28:34.320]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:28:34.320 --> 01:28:34.320]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:28:34.320 --> 01:28:34.320]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:28:34.320 --> 01:28:34.320]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:28:34.320 --> 01:28:34.320]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:28:34.340 --> 01:29:04.340]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:29:04.340 --> 01:29:04.340]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:29:04.340 --> 01:29:04.340]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:29:04.340 --> 01:29:04.340]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:29:04.340 --> 01:29:04.340]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:29:04.340 --> 01:29:04.340]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:29:04.360 --> 01:29:34.360]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:29:34.360 --> 01:29:34.360]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:29:34.360 --> 01:29:34.360]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:29:34.360 --> 01:29:34.360]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:29:34.360 --> 01:29:34.360]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:29:34.360 --> 01:29:34.360]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:29:34.360 --> 01:29:34.360]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:29:34.380 --> 01:30:04.380]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:30:04.380 --> 01:30:04.380]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:30:04.380 --> 01:30:04.380]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:30:04.380 --> 01:30:04.380]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:30:04.420 --> 01:30:34.400]  ,
[01:30:34.400 --> 01:30:34.400]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:30:34.400 --> 01:30:34.400]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:30:34.400 --> 01:30:34.400]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:30:34.400 --> 01:30:34.400]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:30:34.400 --> 01:30:34.400]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:30:34.420 --> 01:31:04.420]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:31:04.420 --> 01:31:04.420]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:31:04.420 --> 01:31:04.420]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:31:04.420 --> 01:31:04.420]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:31:04.420 --> 01:31:04.420]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:31:04.420 --> 01:31:04.420]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:31:04.420 --> 01:31:04.420]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:31:04.460 --> 01:31:34.440]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:31:34.440 --> 01:31:34.440]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:31:34.440 --> 01:31:34.440]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:31:34.440 --> 01:31:34.440]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:31:34.440 --> 01:31:34.440]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:31:34.440 --> 01:31:34.440]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:31:34.440 --> 01:31:34.440]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:31:34.460 --> 01:32:04.460]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:32:04.460 --> 01:32:04.460]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:32:04.460 --> 01:32:04.460]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:32:04.460 --> 01:32:04.460]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:32:04.460 --> 01:32:04.460]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:32:04.460 --> 01:32:04.460]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:32:04.460 --> 01:32:04.460]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:32:04.500 --> 01:32:34.480]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:32:34.480 --> 01:32:34.480]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:32:34.480 --> 01:32:34.480]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:32:34.480 --> 01:32:34.480]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:32:34.480 --> 01:32:34.480]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:32:34.500 --> 01:33:04.500]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:33:04.500 --> 01:33:04.500]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:33:04.500 --> 01:33:04.500]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:33:04.500 --> 01:33:04.500]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:33:04.500 --> 01:33:04.500]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:33:04.500 --> 01:33:04.500]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:33:04.500 --> 01:33:04.500]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:33:04.540 --> 01:33:34.520]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:33:34.520 --> 01:33:34.520]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:33:34.520 --> 01:33:34.520]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:33:34.520 --> 01:33:34.520]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:33:34.520 --> 01:33:34.520]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:33:34.520 --> 01:33:34.520]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:33:34.520 --> 01:33:34.520]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:33:34.540 --> 01:34:04.540]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:34:04.540 --> 01:34:04.540]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:34:04.540 --> 01:34:04.540]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:34:04.540 --> 01:34:04.540]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:34:04.540 --> 01:34:04.540]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:34:04.540 --> 01:34:04.540]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:34:04.540 --> 01:34:04.540]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:34:04.540 --> 01:34:34.560]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:34:34.560 --> 01:34:34.560]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:34:34.560 --> 01:34:34.560]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:34:34.560 --> 01:34:34.560]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:34:34.560 --> 01:34:34.560]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:34:34.560 --> 01:34:34.560]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:34:34.580 --> 01:35:04.580]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:35:04.580 --> 01:35:04.580]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:35:04.580 --> 01:35:04.580]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:35:04.580 --> 01:35:04.580]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:35:04.580 --> 01:35:04.580]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:35:04.580 --> 01:35:04.580]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:35:04.580 --> 01:35:04.580]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:35:04.580 --> 01:35:34.600]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:35:34.600 --> 01:35:34.600]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:35:34.600 --> 01:35:34.600]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:35:34.600 --> 01:35:34.600]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:35:34.600 --> 01:35:34.600]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:35:34.620 --> 01:36:04.620]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:36:04.620 --> 01:36:04.620]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:36:04.620 --> 01:36:04.620]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:36:04.620 --> 01:36:04.620]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:36:04.620 --> 01:36:04.620]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:36:04.620 --> 01:36:04.620]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:36:04.660 --> 01:36:34.640]  ,
[01:36:34.640 --> 01:36:34.640]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:36:34.640 --> 01:36:34.640]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:36:34.640 --> 01:36:34.640]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:36:34.640 --> 01:36:34.640]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:36:34.640 --> 01:36:34.640]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:36:34.640 --> 01:36:34.640]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:36:34.660 --> 01:37:04.660]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:37:04.660 --> 01:37:04.660]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:37:04.660 --> 01:37:04.660]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:37:04.660 --> 01:37:04.660]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:37:04.660 --> 01:37:04.660]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:37:04.660 --> 01:37:04.660]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:37:04.660 --> 01:37:04.660]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:37:04.700 --> 01:37:34.680]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:37:34.680 --> 01:37:34.680]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:37:34.680 --> 01:37:34.680]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:37:34.680 --> 01:37:34.680]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:37:34.680 --> 01:37:34.680]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:37:34.680 --> 01:37:34.680]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:37:34.680 --> 01:37:34.680]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:37:34.700 --> 01:38:04.700]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:38:04.700 --> 01:38:04.700]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:38:04.700 --> 01:38:04.700]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:38:04.700 --> 01:38:04.700]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:38:04.700 --> 01:38:04.700]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:38:04.700 --> 01:38:04.700]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:38:04.700 --> 01:38:04.700]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:38:04.740 --> 01:38:34.720]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:38:34.720 --> 01:38:34.720]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:38:34.720 --> 01:38:34.720]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:38:34.720 --> 01:38:34.720]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:38:34.720 --> 01:38:34.720]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:38:34.720 --> 01:38:34.720]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:38:34.720 --> 01:38:34.720]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:38:34.740 --> 01:39:04.740]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:39:04.740 --> 01:39:04.740]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:39:04.740 --> 01:39:04.740]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:39:04.740 --> 01:39:04.740]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:39:04.740 --> 01:39:04.740]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:39:04.740 --> 01:39:04.740]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
