
[00:00:00.000 --> 00:00:03.080]   (slow hip hop music)
[00:43:44.080 --> 00:43:46.400]   You know, you, you preparing before the game,
[00:43:46.400 --> 00:43:48.360]   can't sleep, thinking about this, thinking about that.
[00:43:48.360 --> 00:43:51.000]   So it gave me all that competitiveness I needed back.
[00:43:51.000 --> 00:43:53.520]   And, and I also felt like, you know, the wins were like,
[00:43:53.520 --> 00:43:54.360]   I felt good.
[00:43:54.360 --> 00:43:55.320]   Like, yeah, that was crazy.
[00:43:55.320 --> 00:43:56.360]   We won that way.
[00:43:56.360 --> 00:43:57.400]   - I didn't know.
[00:43:57.400 --> 00:44:00.240]   - Even when we were in, where was it?
[00:44:00.240 --> 00:44:03.640]   We played Oak Hill in, in, yeah.
[00:44:03.640 --> 00:44:04.680]   And I think we were.
[00:44:04.680 --> 00:44:05.640]   - We was in Boston.
[00:44:05.640 --> 00:44:06.480]   - That was Boston.
[00:44:06.480 --> 00:44:08.200]   Yeah. And we, and after the game,
[00:44:08.200 --> 00:44:10.360]   I think I told you guys, I was just like, man,
[00:44:10.360 --> 00:44:12.320]   we, we're going to be the number one team
[00:44:12.320 --> 00:44:14.040]   in the nation on Monday.
[00:44:14.040 --> 00:44:15.960]   You know, USA Today, like that's.
[00:44:15.960 --> 00:44:17.520]   - Like bro, when they talk about,
[00:44:17.520 --> 00:44:19.320]   arguably the best teams ever.
[00:44:19.320 --> 00:44:20.160]   - Yeah.
[00:44:20.160 --> 00:44:21.240]   - They put Nathan Hale in there.
[00:44:21.240 --> 00:44:23.520]   - That's crazy to me, but we were a part of it.
[00:44:23.520 --> 00:44:25.560]   You know, and I think that's the part that, you know,
[00:44:25.560 --> 00:44:26.680]   you got to always take with you.
[00:44:26.680 --> 00:44:30.560]   And I told PJ, this is like, man, don't,
[00:44:30.560 --> 00:44:33.480]   don't let people erase, you know, your history.
[00:44:33.480 --> 00:44:34.960]   You know, it's always good to be proud
[00:44:34.960 --> 00:44:36.000]   and think about stuff you did.
[00:44:36.000 --> 00:44:37.000]   That was, that was cool.
[00:44:37.000 --> 00:44:38.360]   And there's, there's nothing wrong with it.
[00:44:38.360 --> 00:44:40.600]   So I, but I remember being in the locker room
[00:44:40.600 --> 00:44:41.440]   after we won that one.
[00:44:41.440 --> 00:44:44.040]   I was like, damn, we, we really doing it.
[00:44:44.040 --> 00:44:46.760]   And that's something I dreamed of as a player,
[00:44:46.760 --> 00:44:48.960]   but never accomplished it.
[00:44:48.960 --> 00:44:50.440]   But now as a coach, it's like,
[00:44:50.440 --> 00:44:52.280]   it feels like I'm right there with you guys.
[00:44:52.280 --> 00:44:53.280]   And I felt like a player.
[00:44:53.280 --> 00:44:55.640]   So, you know, anybody that,
[00:44:55.640 --> 00:44:58.120]   and I try to tell guys that can't play no more injuries,
[00:44:58.120 --> 00:45:00.520]   it's like, man, coaching is not a bad way to go.
[00:45:00.520 --> 00:45:03.280]   Like, you know, you get to get into it.
[00:45:03.280 --> 00:45:04.520]   It's fun.
[00:45:04.520 --> 00:45:06.840]   And it's, it's a, it's another way to be able to,
[00:45:06.840 --> 00:45:09.560]   to be a part of the hoop, which we love,
[00:45:09.560 --> 00:45:11.920]   but it's just, it's just in a different way.
[00:45:11.920 --> 00:45:13.760]   You know, it's just more strategy.
[00:45:13.760 --> 00:45:14.840]   - Man, I tell people all the time,
[00:45:14.840 --> 00:45:16.360]   I've told this to my AU team.
[00:45:16.360 --> 00:45:18.360]   And I tell this to like the, the young dudes
[00:45:18.360 --> 00:45:20.160]   or the coaches that were going to coach my AU team.
[00:45:20.160 --> 00:45:23.520]   Like the, I tell them about how you coached me.
[00:45:23.520 --> 00:45:25.800]   Like it wasn't, man, it was no pressure.
[00:45:25.800 --> 00:45:27.160]   You said, man, go out there, be you.
[00:45:27.160 --> 00:45:28.000]   It was ultimate.
[00:45:28.000 --> 00:45:30.240]   The way you're coaching was, was ultimate confidence.
[00:45:30.240 --> 00:45:31.920]   It wasn't like, you know,
[00:45:31.920 --> 00:45:34.800]   some coaches got all these little things you got to follow,
[00:45:34.800 --> 00:45:35.720]   which isn't a bad thing,
[00:45:35.720 --> 00:45:37.360]   but your, your approach was confidence.
[00:45:37.360 --> 00:45:38.960]   And that's why we were number one team in the country.
[00:45:38.960 --> 00:45:40.360]   Cause we just went out there and hooped.
[00:45:40.360 --> 00:45:43.320]   And obviously we had to get along off the court,
[00:45:43.320 --> 00:45:45.200]   but man, the way you coached me,
[00:45:45.200 --> 00:45:47.920]   like the, the jump I took from my junior year
[00:45:47.920 --> 00:45:50.000]   to my senior year was the biggest jump I took.
[00:45:50.000 --> 00:45:51.480]   And it was a lot of large part to you.
[00:45:51.480 --> 00:45:53.200]   I mean, we'd be in the gym,
[00:45:53.200 --> 00:45:56.320]   I'm working on my footwork with you, obviously that helped.
[00:45:56.320 --> 00:45:58.520]   But like the way that you coached me,
[00:45:58.520 --> 00:46:00.520]   it took my game to the next level.
[00:46:00.520 --> 00:46:03.360]   - And, but you know, that's, that's what I thought.
[00:46:03.360 --> 00:46:04.240]   It just worked.
[00:46:04.240 --> 00:46:06.560]   I don't know how we, you know, we meet at that point,
[00:46:06.560 --> 00:46:11.080]   but I always looked at it like, man, he's really good.
[00:46:11.080 --> 00:46:14.320]   You know, so I never wanted to make it confusing.
[00:46:14.320 --> 00:46:17.400]   It was like, whatever you wake up in the morning
[00:46:17.400 --> 00:46:18.920]   and figure out, you can do it.
[00:46:18.920 --> 00:46:22.120]   So I never want to step on your, on your toes in that way.
[00:46:22.120 --> 00:46:25.480]   So I said, well, what's the best way I could, can,
[00:46:25.480 --> 00:46:27.640]   can help, you know, Mike.
[00:46:27.640 --> 00:46:29.400]   First was make sure you're confident.
[00:46:29.400 --> 00:46:32.000]   If you're confident, then the team's going to do fine.
[00:46:32.000 --> 00:46:34.320]   And then the next thing was just not guys around you
[00:46:34.320 --> 00:46:36.880]   be complacent to go, Oh, we're just going, you know?
[00:46:36.880 --> 00:46:39.440]   So I'm like, Oh God, I got to kick this guy's butt,
[00:46:39.440 --> 00:46:40.680]   or I got to kick this guy's butt,
[00:46:40.680 --> 00:46:43.000]   or practice is more like, you know, Mike, you know,
[00:46:43.000 --> 00:46:43.840]   let's split it up.
[00:46:43.840 --> 00:46:46.840]   But these guys need a little more work because, you know,
[00:46:46.840 --> 00:46:49.560]   in harder games, you're going to need them more than,
[00:46:49.560 --> 00:46:53.520]   you know, maybe, you know, 90% of the games, you know,
[00:46:53.520 --> 00:46:55.440]   you could probably, you can't win by yourself,
[00:46:55.440 --> 00:46:57.560]   but to win championships, you're going to need,
[00:46:57.560 --> 00:46:58.880]   you know, these guys around.
[00:46:58.880 --> 00:47:01.600]   So no, I just wanted to give you confidence.
[00:47:01.600 --> 00:47:05.000]   I always told, you know, like I always talk to my parents,
[00:47:05.000 --> 00:47:06.000]   no matter what I do, it's like,
[00:47:06.000 --> 00:47:08.120]   mom and dad are always going to be, you know, rocks
[00:47:08.120 --> 00:47:09.960]   because that's who I sat with as kids
[00:47:09.960 --> 00:47:11.240]   and bounce stuff off.
[00:47:11.240 --> 00:47:13.280]   And my mom had told me, she said,
[00:47:13.280 --> 00:47:16.440]   you don't have a big ego, so you will be okay as a coach
[00:47:16.440 --> 00:47:18.720]   because you won. - Exactly, that's what it was.
[00:47:18.720 --> 00:47:20.400]   - And she, but she's, that's what she said.
[00:47:20.400 --> 00:47:23.720]   And I was, when I talked to you and other people,
[00:47:23.720 --> 00:47:25.400]   or the players, it's just the same thing.
[00:47:25.400 --> 00:47:29.240]   It's like, I don't feel like I got to put my stamp on it.
[00:47:29.240 --> 00:47:33.600]   It's like, nah, we win, that is the stamp.
[00:47:33.600 --> 00:47:35.280]   So with you, it was more like,
[00:47:35.280 --> 00:47:39.400]   I don't need to prove to nobody that we're winning.
[00:47:39.400 --> 00:47:40.240]   You know what I mean?
[00:47:40.240 --> 00:47:42.760]   So I don't, but I didn't feel like I had a personal thing
[00:47:42.760 --> 00:47:45.160]   to prove to anyone on like,
[00:47:45.160 --> 00:47:46.960]   but let me show I can draw this up
[00:47:46.960 --> 00:47:49.040]   or let me show you that my scheme is working.
[00:47:49.040 --> 00:47:50.880]   Or let me, because I never looked at it,
[00:47:50.880 --> 00:47:51.720]   was it about me?
[00:47:51.720 --> 00:47:52.760]   It was about the team.
[00:47:52.760 --> 00:47:54.200]   So it needs to be different.
[00:47:54.200 --> 00:47:55.960]   Like I can't play, you know,
[00:47:55.960 --> 00:47:58.880]   this upcoming season like I did when we had you.
[00:47:58.880 --> 00:48:00.840]   I got to go cater to their strengths.
[00:48:00.840 --> 00:48:02.760]   So my biggest thing was just to try
[00:48:02.760 --> 00:48:03.800]   to cater to your strengths.
[00:48:03.800 --> 00:48:05.640]   And then I think the rest filled in.
[00:48:05.640 --> 00:48:06.880]   You and Tay being brothers helped
[00:48:06.880 --> 00:48:09.640]   because him being a second best player,
[00:48:09.640 --> 00:48:11.360]   you guys already had your chemistry.
[00:48:11.360 --> 00:48:13.280]   So he was like, yeah, Mike's the guy
[00:48:13.280 --> 00:48:14.240]   and I'm right there with him.
[00:48:14.240 --> 00:48:15.080]   I'm riding with him.
[00:48:15.080 --> 00:48:16.680]   So I didn't have to worry about my two best players
[00:48:16.680 --> 00:48:17.880]   having a problem.
[00:48:17.880 --> 00:48:19.280]   Because my two best players were brothers
[00:48:19.280 --> 00:48:21.720]   that you guys just had, you know,
[00:48:21.720 --> 00:48:24.240]   you guys had chemistry, great chemistry.
[00:48:24.240 --> 00:48:27.520]   So like I said, my job was easy the first year.
[00:48:27.520 --> 00:48:29.120]   It was really, it was sweet.
[00:48:29.120 --> 00:48:31.120]   You know, that was, you got me,
[00:48:31.120 --> 00:48:32.480]   you got me started on my coaching.
[00:48:32.480 --> 00:48:33.880]   I'm like, people ask me about coaching.
[00:48:33.880 --> 00:48:36.560]   I'm like, you guys got to thank Mike, man.
[00:48:36.560 --> 00:48:37.520]   Mike got me coaching.
[00:48:37.520 --> 00:48:40.000]   He got me in the game, you know.
[00:48:40.000 --> 00:48:41.560]   So no, I appreciate that.
[00:48:41.560 --> 00:48:44.520]   I mean, you were, you were the, you know,
[00:48:44.520 --> 00:48:45.960]   hardest working dude.
[00:48:45.960 --> 00:48:48.440]   I tell the kids that I coached after you.
[00:48:48.440 --> 00:48:50.360]   I said, I had a player who was the number one player
[00:48:50.360 --> 00:48:51.440]   in the country.
[00:48:51.440 --> 00:48:54.080]   He worked harder than everybody on the team.
[00:48:54.080 --> 00:48:58.000]   So if I got a guy who's not working that hard,
[00:48:58.000 --> 00:49:00.280]   then, you know, he might want to start
[00:49:00.280 --> 00:49:01.400]   playing basketball now.
[00:49:01.400 --> 00:49:03.320]   Because if the number one player works the hardest,
[00:49:03.320 --> 00:49:04.680]   with how hard you think you got to work
[00:49:04.680 --> 00:49:05.960]   and you top 100.
[00:49:05.960 --> 00:49:08.560]   So those messages and the little things help me,
[00:49:08.560 --> 00:49:09.600]   help me with these guys now.
[00:49:09.600 --> 00:49:11.160]   - It was a fun year.
[00:49:11.160 --> 00:49:12.400]   And I appreciate you, man.
[00:49:12.400 --> 00:49:15.800]   We wrapping it up, but I got like one more personal question
[00:49:15.800 --> 00:49:17.200]   that I got just a fun question.
[00:49:17.200 --> 00:49:18.040]   - All right.
[00:49:18.040 --> 00:49:19.480]   - Man, so we talking about like your life,
[00:49:19.480 --> 00:49:21.560]   like the last few years.
[00:49:21.560 --> 00:49:23.720]   Man, I remember getting the news a couple of years ago,
[00:49:23.720 --> 00:49:26.160]   you and my guy, Deli, y'all got popped.
[00:49:26.160 --> 00:49:28.000]   - Oh, yeah.
[00:49:28.000 --> 00:49:29.800]   - Y'all got, my mom, I think my mom told me,
[00:49:29.800 --> 00:49:32.640]   she's like, Mike, on Twitter it said B-Roy,
[00:49:32.640 --> 00:49:34.600]   got B-Roy and Del got shot.
[00:49:34.600 --> 00:49:37.160]   Like, but I don't know any more news in my heart.
[00:49:37.160 --> 00:49:39.080]   Like I remember like, bro, it felt like
[00:49:39.080 --> 00:49:40.680]   one of my brothers had died or something.
[00:49:40.680 --> 00:49:43.080]   Like, I didn't know if you, I didn't know what happened.
[00:49:43.080 --> 00:49:44.160]   - Yeah.
[00:49:44.160 --> 00:49:45.600]   - Man, walk us through that story
[00:49:45.600 --> 00:49:48.120]   and like how you got shot, bro.
[00:49:48.120 --> 00:49:49.800]   - Yeah, so, you know, I'll be honest,
[00:49:49.800 --> 00:49:51.760]   I never really spoke about it.
[00:49:51.760 --> 00:49:53.720]   I don't want to say I've avoided it,
[00:49:53.720 --> 00:49:58.720]   but this the thing with getting shot,
[00:49:58.720 --> 00:50:01.360]   especially from, you know, the,
[00:50:01.360 --> 00:50:02.360]   I don't want to say culture,
[00:50:02.360 --> 00:50:03.680]   I don't even know the right word to use,
[00:50:03.680 --> 00:50:06.640]   especially from where, you know, I know I came from.
[00:50:06.640 --> 00:50:11.200]   You know, sometimes getting shot can get,
[00:50:11.200 --> 00:50:14.240]   it can kind of create its own story, you know?
[00:50:14.240 --> 00:50:16.600]   And, you know, from when I was growing up,
[00:50:16.600 --> 00:50:20.800]   it was like, if a dude get shot and survive, you know,
[00:50:20.800 --> 00:50:22.720]   it made him almost cool, you know?
[00:50:22.720 --> 00:50:24.880]   And I never wanted to,
[00:50:24.880 --> 00:50:28.920]   I never wanted the message to be put out there a certain way.
[00:50:28.920 --> 00:50:30.200]   - You ain't never talked about it.
[00:50:30.200 --> 00:50:32.280]   That's why I didn't know if you was going to answer.
[00:50:32.280 --> 00:50:35.520]   - Yeah, no, again, and it's for the reasons of,
[00:50:35.520 --> 00:50:38.440]   I never want kids to, 'cause there's too much,
[00:50:38.440 --> 00:50:39.480]   you know, violence, you know,
[00:50:39.480 --> 00:50:40.400]   especially with, you know,
[00:50:40.400 --> 00:50:42.280]   people getting shot and those things.
[00:50:42.280 --> 00:50:46.240]   And, you know, I don't never, I don't want to detail it,
[00:50:46.240 --> 00:50:50.120]   but the part that was really sad was that, you know,
[00:50:50.120 --> 00:50:52.680]   there was just so many kids out there.
[00:50:52.680 --> 00:50:56.680]   And to see, to see that kind of,
[00:50:56.680 --> 00:51:01.820]   you know, shooting and things going on
[00:51:01.820 --> 00:51:05.160]   with no regard for families and kids,
[00:51:05.160 --> 00:51:08.920]   and, you know, not even knowing who I was,
[00:51:08.920 --> 00:51:13.920]   was like, I felt bad for the people in that community.
[00:51:13.920 --> 00:51:17.040]   You know, like, damn, you guys have to live
[00:51:17.040 --> 00:51:18.440]   under that kind of threat.
[00:51:18.440 --> 00:51:19.280]   - Yeah.
[00:51:19.280 --> 00:51:22.960]   - And again, it was, I was just,
[00:51:22.960 --> 00:51:25.400]   I had a lot of mixed emotions, you know.
[00:51:25.400 --> 00:51:28.320]   We always talk about what we're scared of,
[00:51:28.320 --> 00:51:31.400]   but until you're pushed to that envelope,
[00:51:31.400 --> 00:51:32.660]   is when you find out.
[00:51:32.660 --> 00:51:33.660]   And it's not just getting shot,
[00:51:33.660 --> 00:51:36.840]   it could be a car accident, plane, whatever it is.
[00:51:36.840 --> 00:51:41.720]   And I remember, like, you know, when I was running,
[00:51:41.720 --> 00:51:44.640]   and I finally, you know, ran around a corner and I sat down,
[00:51:44.640 --> 00:51:47.640]   and I was like, whoa, I got a hole in my sweats.
[00:51:47.640 --> 00:51:49.480]   Like, what the?
[00:51:49.480 --> 00:51:54.280]   So, the thing that scared me in, you know,
[00:51:54.280 --> 00:51:55.760]   even to this day, every once in a while,
[00:51:55.760 --> 00:51:57.720]   I have a bad nightmare about 'em is,
[00:51:57.720 --> 00:51:59.560]   I thought about my kids.
[00:51:59.560 --> 00:52:04.560]   And I thought about a world that is, you know, it's chaotic.
[00:52:04.560 --> 00:52:08.540]   But them having to grow up in it without me,
[00:52:08.540 --> 00:52:10.960]   being there to be that buffer.
[00:52:10.960 --> 00:52:14.480]   And I was just so worried, and I remember, you know,
[00:52:14.480 --> 00:52:17.080]   I finally, you know, they cut my pants off and stuff,
[00:52:17.080 --> 00:52:20.160]   and I'm in an ambulance, I'm like, I wanna call my kids.
[00:52:20.160 --> 00:52:22.840]   And I wanted to call 'em for the same reason where,
[00:52:22.840 --> 00:52:24.320]   you know, you hear the news that somebody gets shot,
[00:52:24.320 --> 00:52:25.720]   you think the worst.
[00:52:25.720 --> 00:52:27.640]   And I was like, I wanna tell them
[00:52:27.640 --> 00:52:29.840]   before they hear it from anybody else.
[00:52:29.840 --> 00:52:32.100]   So, I got to get on the phone with 'em,
[00:52:32.100 --> 00:52:34.040]   and I was like, hey, I got shot.
[00:52:34.040 --> 00:52:36.940]   I said, but don't, I'm not hurt, I'm okay.
[00:52:36.940 --> 00:52:39.680]   But I don't want you guys to get that feeling of,
[00:52:39.680 --> 00:52:41.720]   you know, somebody calling my kids or, you know,
[00:52:41.720 --> 00:52:43.360]   their mom saying, he got shot,
[00:52:43.360 --> 00:52:44.900]   and we don't know what's going on.
[00:52:44.900 --> 00:52:46.520]   So, I never want them to feel that, like,
[00:52:46.520 --> 00:52:49.040]   oh, crap, is dad not gonna be around?
[00:52:49.040 --> 00:52:54.040]   But again, the fear of being not in their lives
[00:52:54.040 --> 00:52:56.560]   because there's just so much crap.
[00:52:56.560 --> 00:52:58.960]   It ain't, it's not just, you know, shootings.
[00:52:58.960 --> 00:53:00.680]   There's a lot of stuff that goes on,
[00:53:00.680 --> 00:53:03.280]   a lot of manipulation that goes on in this world,
[00:53:03.280 --> 00:53:08.160]   and I just would hate to not be there for 'em.
[00:53:08.160 --> 00:53:10.920]   But, yeah, nah, I never really detailed it.
[00:53:10.920 --> 00:53:13.380]   I never wanted to seem like I was coming across as,
[00:53:13.380 --> 00:53:16.480]   like, you know, it's nothing to ever glorify
[00:53:16.480 --> 00:53:20.700]   because, you know, it could be over that fast,
[00:53:20.700 --> 00:53:21.960]   and it reminds you of that.
[00:53:21.960 --> 00:53:25.360]   So, nah, you know, it's hard to go, I guess,
[00:53:25.360 --> 00:53:26.800]   into details of it. - You ain't got you.
[00:53:26.800 --> 00:53:29.600]   - But I really felt bad for the people that was there,
[00:53:29.600 --> 00:53:33.360]   you know, that, you know, I had a couple, you know,
[00:53:33.360 --> 00:53:35.440]   little cousins and things, and, you know,
[00:53:35.440 --> 00:53:36.680]   I talked to 'em a little bit after it,
[00:53:36.680 --> 00:53:38.440]   but, you know, they gotta go, so they started school,
[00:53:38.440 --> 00:53:42.660]   and it's just like, man, it wasn't that big of a deal,
[00:53:42.660 --> 00:53:43.920]   I guess, that that happened.
[00:53:43.920 --> 00:53:44.760]   - Down there, yeah, yeah, yeah.
[00:53:44.760 --> 00:53:47.400]   - You know, and that's where I felt really bad,
[00:53:47.400 --> 00:53:51.680]   and I felt really, really, you know, good that, you know,
[00:53:51.680 --> 00:53:53.600]   my kids aren't in the same environment.
[00:53:53.600 --> 00:53:55.240]   You just wanna be able to, you know,
[00:53:55.240 --> 00:53:56.920]   hopefully be able to help more people
[00:53:56.920 --> 00:53:58.920]   that are in those dangerous situations.
[00:53:58.920 --> 00:53:59.960]   - Yeah, that makes sense.
[00:53:59.960 --> 00:54:03.320]   For you, do you feel like it changed any of your values
[00:54:03.320 --> 00:54:06.000]   or anything that you, like, look to in this life
[00:54:06.000 --> 00:54:10.040]   to fill you, or perspective-wise, anything like that?
[00:54:10.040 --> 00:54:14.360]   - You know, I'm pretty solid with, like, my beliefs.
[00:54:14.360 --> 00:54:17.400]   You know, I don't, I'm not easily swayed.
[00:54:17.400 --> 00:54:20.960]   You know, even though it was an unfortunate incident,
[00:54:20.960 --> 00:54:23.600]   I don't have, like, any ill will.
[00:54:23.600 --> 00:54:27.480]   You know, I have forgiveness, you know.
[00:54:27.480 --> 00:54:29.960]   For me, it's like, you know, they couldn't,
[00:54:29.960 --> 00:54:32.520]   whoever did it couldn't have possibly known,
[00:54:32.520 --> 00:54:34.480]   'cause I didn't have any problems with anybody,
[00:54:34.480 --> 00:54:37.880]   so it's just like, you know, I'd rather forgive
[00:54:37.880 --> 00:54:40.960]   and hope that a person can see that I forgive them
[00:54:40.960 --> 00:54:43.760]   for something they, for almost taking my life,
[00:54:43.760 --> 00:54:46.240]   and hopefully they can be better people going forward.
[00:54:46.240 --> 00:54:48.600]   Like, you know, hopefully it's,
[00:54:48.600 --> 00:54:50.320]   it ain't about a person getting caught,
[00:54:50.320 --> 00:54:52.800]   it's just hopefully a person changing, really,
[00:54:52.800 --> 00:54:57.080]   and never doing that again, you know what I mean,
[00:54:57.080 --> 00:54:59.800]   and hopefully talking somebody else out of doing that.
[00:54:59.800 --> 00:55:04.000]   And if that's the message, then that's what makes me happy,
[00:55:04.000 --> 00:55:06.600]   'cause it's like, it always hurts worse
[00:55:06.600 --> 00:55:08.960]   when you know the person, but if you don't know anybody,
[00:55:08.960 --> 00:55:10.680]   you know you didn't have any problem with 'em,
[00:55:10.680 --> 00:55:13.840]   then it's like, you know, you almost took somebody's life,
[00:55:13.840 --> 00:55:17.720]   so don't do it again, 'cause that ain't how you wanna live.
[00:55:17.720 --> 00:55:21.840]   So, no, I don't know, I mean, my perspective is just,
[00:55:21.840 --> 00:55:23.600]   you know, again, I just hope that we can stop
[00:55:23.600 --> 00:55:25.720]   getting these kids to, you know, stop shooting each other.
[00:55:25.720 --> 00:55:26.560]   - Yeah, you ain't lying.
[00:55:26.560 --> 00:55:28.800]   - But giving 'em something else to do, you know,
[00:55:28.800 --> 00:55:31.160]   and something else productive where they feel,
[00:55:31.160 --> 00:55:32.480]   feel a part of things.
[00:55:32.480 --> 00:55:34.800]   - Yeah, so, man, last question.
[00:55:34.800 --> 00:55:37.440]   Obviously, man, you 37, you can sit.
[00:55:37.440 --> 00:55:38.800]   - Don't tell my kids at 36.
[00:55:38.800 --> 00:55:40.240]   - You a young boy.
[00:55:40.240 --> 00:55:42.440]   You got, like, a lot of life left,
[00:55:42.440 --> 00:55:45.240]   and I know, for me, I think about after basketball,
[00:55:45.240 --> 00:55:47.400]   like, what am I gonna view as my purpose,
[00:55:47.400 --> 00:55:49.200]   and what am I gonna even wanna do?
[00:55:49.200 --> 00:55:52.800]   For you, kinda like, what's your goals moving forward,
[00:55:52.800 --> 00:55:55.640]   and what do you feel like your purpose is moving forward?
[00:55:55.640 --> 00:55:57.920]   - Yeah, I would say my goals now,
[00:55:57.920 --> 00:55:59.120]   my son's gonna go to high school,
[00:55:59.120 --> 00:56:03.040]   so it's, number one is my kids,
[00:56:03.040 --> 00:56:04.600]   like, just seeing their progression.
[00:56:04.600 --> 00:56:06.200]   You know, now I'm, you know,
[00:56:06.200 --> 00:56:08.120]   seeing him into the high school realm,
[00:56:08.120 --> 00:56:09.800]   I really wanna get in the gym,
[00:56:09.800 --> 00:56:12.880]   whatever, work, whatever, and hopefully,
[00:56:12.880 --> 00:56:16.400]   I guess, sum it up, push them to reach their goals.
[00:56:16.400 --> 00:56:19.880]   You know, my parents did a lot of sacrifices
[00:56:19.880 --> 00:56:21.280]   so, you know, I could reach mine,
[00:56:21.280 --> 00:56:23.360]   and I wanna be able to do the same for them,
[00:56:23.360 --> 00:56:26.520]   as far as, you know, just, you know,
[00:56:26.520 --> 00:56:28.960]   my parents are great, and I wanna be great to my kids.
[00:56:28.960 --> 00:56:30.960]   I still wanna, you know, I wanna coach.
[00:56:30.960 --> 00:56:32.360]   I love being a part of coaching.
[00:56:32.360 --> 00:56:36.160]   I'm not sure, you know, I think I wanna get more involved
[00:56:36.160 --> 00:56:38.760]   in, you know, maybe team building.
[00:56:38.760 --> 00:56:42.720]   I've always been, you know, really big on personnel fits.
[00:56:42.720 --> 00:56:44.600]   I'm not sure where that lies.
[00:56:44.600 --> 00:56:45.760]   You know, I do like coaching,
[00:56:45.760 --> 00:56:47.960]   but I don't know if I'm more of a, you know,
[00:56:47.960 --> 00:56:50.480]   helping, you know, evaluate talent, you know,
[00:56:50.480 --> 00:56:53.600]   helping evaluate, you know, personnel, you know,
[00:56:53.600 --> 00:56:55.200]   what guys fit, chemistry, you know,
[00:56:55.200 --> 00:56:56.840]   all that type of stuff.
[00:56:56.840 --> 00:56:58.240]   But, you know, other than that, man,
[00:56:58.240 --> 00:57:01.800]   my faith is always, you know, it's always in Christ,
[00:57:01.800 --> 00:57:03.000]   so, you know, at the end of the day,
[00:57:03.000 --> 00:57:04.160]   that's where it's always gonna lie.
[00:57:04.160 --> 00:57:07.160]   You know, if I'm good there, I feel like I'm good anywhere.
[00:57:07.160 --> 00:57:09.000]   So, you know, I know it sounds, you know,
[00:57:09.000 --> 00:57:10.880]   a lot of people think it just sounds cliche,
[00:57:10.880 --> 00:57:14.720]   but if you feel like you're right there,
[00:57:14.720 --> 00:57:16.160]   then, you know, all that stuff in the world
[00:57:16.160 --> 00:57:17.160]   will take care of itself.
[00:57:17.160 --> 00:57:18.240]   - You ain't lying.
[00:57:18.240 --> 00:57:19.080]   That was dope.
[00:57:19.080 --> 00:57:20.880]   Well, man, listen, I appreciate you being on here.
[00:57:20.880 --> 00:57:22.760]   I feel like you shared a lot of wisdom,
[00:57:22.760 --> 00:57:25.040]   a lot about you and where you at.
[00:57:25.040 --> 00:57:26.840]   I know a lot of people be wondering where you are,
[00:57:26.840 --> 00:57:27.880]   'cause you don't really do know anything.
[00:57:27.880 --> 00:57:29.160]   - I'ma come out a little bit.
[00:57:29.160 --> 00:57:30.560]   - You don't never come outside,
[00:57:30.560 --> 00:57:31.840]   but appreciate you, my guy.
[00:57:31.840 --> 00:57:32.680]   - No doubt, man.
[00:57:32.680 --> 00:57:33.520]   Thanks for having me.
[00:57:33.520 --> 00:57:34.360]   - You already know.
[00:57:34.360 --> 00:57:35.200]   - I got to come out with you, you know,
[00:57:35.200 --> 00:57:36.880]   and do an interview.
[00:57:36.880 --> 00:57:37.720]   - Got to.
[00:57:37.720 --> 00:57:38.560]   - That's cool.
[00:57:38.560 --> 00:57:39.400]   - For sure, yes, sir.
[00:57:39.400 --> 00:57:41.980]   (upbeat music)
[00:57:42.180 --> 00:57:44.760]   (upbeat music)
[00:57:44.760 --> 00:57:47.340]   (upbeat music)

