
[00:00:00.000 --> 00:00:01.120]   Hey, everyone.
[00:56:00.640 --> 00:56:03.320]   So I think there are multiple things, right?
[00:56:03.320 --> 00:56:05.320]   So one thing is that,
[00:56:05.320 --> 00:56:08.360]   I mean, the moment a model can do for long context well,
[00:56:08.360 --> 00:56:11.240]   so it often means that it's kind of cheaper.
[00:56:11.240 --> 00:56:13.080]   Yeah, so I mean, that's why it's kind of long.
[00:56:13.080 --> 00:56:16.240]   I mean, in principle, transformer can do long context.
[00:56:16.240 --> 00:56:18.120]   It's just very expensive, right?
[00:56:18.120 --> 00:56:21.400]   So I think what those like state-service models
[00:56:21.400 --> 00:56:26.400]   trying to do is try to push the size of the state, right?
[00:56:26.400 --> 00:56:28.840]   Like as small as possible.
[00:56:28.840 --> 00:56:31.320]   That's why it's kind of long context, right?
[00:56:31.320 --> 00:56:33.720]   And try to kind of like decouple
[00:56:33.720 --> 00:56:35.960]   this like quadratical dependency, right?
[00:56:35.960 --> 00:56:39.240]   To make sure you can have a much better execution pattern.
[00:56:39.240 --> 00:56:41.640]   Right, so all of those like,
[00:56:41.640 --> 00:56:43.160]   one direct consequence of those
[00:56:43.160 --> 00:56:45.240]   is you can do long context really cheaply,
[00:56:45.240 --> 00:56:46.120]   but on the other hand,
[00:56:46.120 --> 00:56:48.360]   also introduce a whole bunch of benefit
[00:56:48.360 --> 00:56:50.400]   even you are not doing long context, right?
[00:56:50.400 --> 00:56:53.840]   So I think that's actually probably equally important, right?
[00:56:53.840 --> 00:56:55.040]   Because data gets smaller,
[00:56:55.040 --> 00:56:57.240]   you can do really large batch size, right?
[00:56:57.240 --> 00:56:59.280]   You can actually be very faster, right?
[00:56:59.280 --> 00:57:04.000]   So, yeah, so, and another thing is like,
[00:57:04.000 --> 00:57:08.400]   one of the hypothesis that we have is,
[00:57:08.400 --> 00:57:09.800]   for example, like in Stripe Hyena,
[00:57:09.800 --> 00:57:12.080]   it start to have a hybrid architecture, right?
[00:57:12.080 --> 00:57:15.240]   It has part of it has like state-service model,
[00:57:15.240 --> 00:57:17.960]   and part of it is still the transformer, right?
[00:57:17.960 --> 00:57:19.520]   So different component probably deal
[00:57:19.520 --> 00:57:22.040]   with different things kind of better, right?
[00:57:22.040 --> 00:57:23.880]   So maybe by putting them together,
[00:57:23.880 --> 00:57:27.440]   by thinking about how information propagate, right?
[00:57:27.440 --> 00:57:30.120]   Over this whole horizon of this context,
[00:57:30.120 --> 00:57:33.040]   you can probably get an even better quality model
[00:57:33.040 --> 00:57:34.520]   than transformer, right?
[00:57:34.520 --> 00:57:36.560]   So I think that's why we are kind of invest
[00:57:36.560 --> 00:57:37.960]   a lot of things, right?
[00:57:37.960 --> 00:57:40.320]   On those models, not only for the context,
[00:57:40.320 --> 00:57:41.600]   which is very important,
[00:57:41.600 --> 00:57:44.960]   but also for a whole bunch of benefit it could get, yeah.
[00:57:44.960 --> 00:57:47.320]   - How should people treat the distinction
[00:57:47.320 --> 00:57:48.680]   between Mamba and Stripe Hyena?
[00:57:48.680 --> 00:57:50.400]   Like what's the point of releasing
[00:57:50.400 --> 00:57:52.520]   these two as separate models?
[00:57:52.520 --> 00:57:55.680]   Is one like sort of the together proprietary one,
[00:57:55.680 --> 00:57:58.040]   and then the other is like the more open research one?
[00:57:58.040 --> 00:57:59.760]   - Yeah, so I think it's pretty much
[00:57:59.760 --> 00:58:01.880]   a different stage of exploration.
[00:58:01.880 --> 00:58:04.160]   So they kind of have different hypothesis
[00:58:04.160 --> 00:58:06.720]   when we try to build those.
[00:58:06.720 --> 00:58:07.600]   Yeah, like for instance,
[00:58:07.600 --> 00:58:10.200]   there are different view about state-service model.
[00:58:10.200 --> 00:58:12.240]   One's Hyena, another is like Mamba, right?
[00:58:12.240 --> 00:58:13.240]   They're actually different architecture.
[00:58:13.240 --> 00:58:14.480]   - Different families, yeah.
[00:58:14.480 --> 00:58:17.560]   - So when we build Stripe Hyena, right?
[00:58:17.560 --> 00:58:22.560]   So the curiosity that we have is how good can we,
[00:58:23.720 --> 00:58:27.560]   so what is the highest quality non-transformer model
[00:58:27.560 --> 00:58:29.040]   we can ever build?
[00:58:29.040 --> 00:58:32.160]   Yeah, so the goal of Stripe Hyena
[00:58:32.160 --> 00:58:35.120]   is try to see whether we can match Mistral.
[00:58:35.120 --> 00:58:36.720]   Yeah, and by fine-tuning well,
[00:58:36.720 --> 00:58:40.920]   whether we can outperform that in some way, right?
[00:58:40.920 --> 00:58:42.880]   So it has a very, very strong baseline
[00:58:42.880 --> 00:58:44.520]   that we are trying to beat.
[00:58:44.520 --> 00:58:46.200]   So that's why there's hybrid scene,
[00:58:46.200 --> 00:58:48.400]   like getting the picture, right?
[00:58:48.400 --> 00:58:50.920]   And for Mamba, it's kind of more,
[00:58:50.920 --> 00:58:53.000]   the curiosity was, yeah,
[00:58:53.000 --> 00:58:57.480]   so how far can we push for pure architecture, right?
[00:58:57.480 --> 00:58:59.720]   So then we start from this very system,
[00:58:59.720 --> 00:59:01.320]   like from small to large, right?
[00:59:01.320 --> 00:59:04.040]   Like all the way to 3 billion, right?
[00:59:04.040 --> 00:59:06.720]   So the baseline was essentially the best 3 billion model.
[00:59:06.720 --> 00:59:09.160]   So I guess at a different stage of exploration,
[00:59:09.160 --> 00:59:11.560]   at some point, I think they are going to converge.
[00:59:11.560 --> 00:59:13.160]   We actually learn different things,
[00:59:13.160 --> 00:59:15.000]   like when building different models.
[00:59:15.000 --> 00:59:18.600]   I think they are just like this intermediate stage
[00:59:18.600 --> 00:59:21.360]   in exploration at different points, yeah.
[00:59:21.360 --> 00:59:24.520]   - You mentioned the hybrid architecture.
[00:59:24.520 --> 00:59:26.720]   Is that the model grafting that you mentioned
[00:59:26.720 --> 00:59:30.440]   in the Stripe Hyena post where I mentioned
[00:59:30.440 --> 00:59:33.720]   you can have transformers and not together?
[00:59:33.720 --> 00:59:36.760]   Like, this is a concept that I hadn't heard before
[00:59:36.760 --> 00:59:37.600]   reading about this.
[00:59:37.600 --> 00:59:40.600]   So I think most people's mental models,
[00:59:40.600 --> 00:59:43.120]   like transformers or something else,
[00:59:43.120 --> 00:59:45.800]   is not transformers and something else.
[00:59:45.800 --> 00:59:48.480]   How do you train a model that is hybrid?
[00:59:48.480 --> 00:59:52.480]   Is there any difference in how you construct your datasets?
[00:59:52.480 --> 00:59:54.240]   Is there any difference in then
[00:59:54.240 --> 00:59:56.080]   how you run inference on it?
[00:59:56.080 --> 00:59:58.960]   How should people think about starting research
[00:59:58.960 --> 00:59:59.800]   in this field?
[00:59:59.800 --> 01:00:03.120]   - Yeah, so we were also very surprised, yeah,
[01:00:03.120 --> 01:00:06.200]   so when we come up with this hybrid architecture.
[01:00:06.200 --> 01:00:08.800]   So the way to think about it is you have different layers
[01:00:08.800 --> 01:00:10.320]   in the neural network, right?
[01:00:10.320 --> 01:00:13.480]   So the stateless model, for some layer,
[01:00:13.480 --> 01:00:15.160]   will already give you the benefit.
[01:00:15.160 --> 01:00:18.600]   For the other layer, they could be transformers, right?
[01:00:18.600 --> 01:00:22.040]   They could give you this more global view of the sequence,
[01:00:22.040 --> 01:00:24.640]   but for me, for other layer, don't have to have that, right?
[01:00:24.640 --> 01:00:27.480]   Then you can have all the other things that kick in, right?
[01:00:27.480 --> 01:00:29.480]   So we don't know what is the optimal mixture
[01:00:29.480 --> 01:00:30.840]   between different architectures.
[01:00:30.840 --> 01:00:32.800]   I mean, in principle, you can have a Mamba, Hyena,
[01:00:32.800 --> 01:00:35.680]   and transformer, all those things that come together, right?
[01:00:35.680 --> 01:00:37.640]   And then you can see what makes sense.
[01:00:37.640 --> 01:00:41.760]   We have no idea what is optimal doing that.
[01:00:41.760 --> 01:00:44.800]   So what we are excited about is,
[01:00:44.800 --> 01:00:47.360]   now the community have a whole bunch of building blocks
[01:00:47.360 --> 01:00:50.280]   that they can actually play in like a Lego, right?
[01:00:50.280 --> 01:00:52.880]   So just put together and see what happen, right?
[01:00:52.880 --> 01:00:55.000]   So we are kind of very excited about that.
[01:00:55.000 --> 01:00:58.840]   So, and yeah, we are in the process of trying to learn more
[01:00:58.840 --> 01:01:01.880]   about this architecture.
[01:01:01.880 --> 01:01:03.800]   And when we know what we are talking about,
[01:01:03.800 --> 01:01:05.240]   we will definitely share with the community
[01:01:05.240 --> 01:01:08.040]   about how to do that in a systematic way, yeah.
[01:01:08.040 --> 01:01:10.120]   - What are we still unsure about?
[01:01:10.120 --> 01:01:12.920]   Like, why don't we just put all the money in the world
[01:01:12.920 --> 01:01:14.080]   and training these things now?
[01:01:14.080 --> 01:01:19.080]   Like what is left to figure out before we scale this thing?
[01:01:19.080 --> 01:01:22.600]   - Yeah, so like if you look at how transformer
[01:01:22.600 --> 01:01:23.800]   like it's been developed, right?
[01:01:23.800 --> 01:01:26.280]   In the last like five to 10 years, right?
[01:01:26.280 --> 01:01:28.360]   So people don't start from like,
[01:01:28.360 --> 01:01:29.920]   you have this attention to all you need the paper
[01:01:29.920 --> 01:01:32.800]   and then let's put all the money in, right?
[01:01:32.800 --> 01:01:36.360]   Always start from this very systematic understanding
[01:01:36.360 --> 01:01:40.000]   about the scaling, about data quality,
[01:01:40.000 --> 01:01:42.360]   about essentially the limits, right?
[01:01:42.360 --> 01:01:45.120]   So I think for a state-based model
[01:01:45.120 --> 01:01:47.800]   from the labs to the real world,
[01:01:47.800 --> 01:01:50.160]   you kind of need to go through the same process.
[01:01:50.160 --> 01:01:51.240]   But of course, the second time doing that
[01:01:51.240 --> 01:01:52.600]   is kind of easier, right?
[01:01:52.600 --> 01:01:55.800]   So, but I think there's no way we can get rid
[01:01:55.800 --> 01:01:58.920]   of this systematic step of studying scaling law,
[01:01:58.920 --> 01:02:00.960]   study what data to put in, right?
[01:02:00.960 --> 01:02:02.880]   So what's the impact of different data slices
[01:02:02.880 --> 01:02:05.900]   to the final model quality?
[01:02:05.900 --> 01:02:09.500]   - Do you expect that the data inputs will be different?
[01:02:10.100 --> 01:02:11.060]   Then...
[01:02:11.060 --> 01:02:11.900]   - I don't know.
[01:02:11.900 --> 01:02:14.780]   So, I mean, that's, but I wouldn't take that for granted
[01:02:14.780 --> 01:02:16.180]   that they should be the same, right?
[01:02:16.180 --> 01:02:18.620]   So that's one of the hypothesis that,
[01:02:18.620 --> 01:02:20.780]   so we have no opinion on that
[01:02:20.780 --> 01:02:24.260]   because I think that's the result of the study,
[01:02:24.260 --> 01:02:25.900]   not the assumption.
[01:02:25.900 --> 01:02:27.900]   Yeah, we do not need to assume that.
[01:02:27.900 --> 01:02:29.340]   - Okay, scaling laws and data,
[01:02:29.340 --> 01:02:30.940]   anything else like architectural
[01:02:30.940 --> 01:02:32.780]   that we are not sure about?
[01:02:32.780 --> 01:02:34.820]   'Cause now you have this selection mechanism
[01:02:34.820 --> 01:02:35.660]   that you're pretty happy with.
[01:02:35.660 --> 01:02:39.260]   - Yeah, so, I mean, first of all, how to mix them, right?
[01:02:39.260 --> 01:02:44.260]   So, and second is, what is the architecture?
[01:02:44.260 --> 01:02:47.980]   So if you look at transformer, right?
[01:02:47.980 --> 01:02:49.860]   So one very interesting piece there
[01:02:49.860 --> 01:02:53.700]   is people optimize also the hardware,
[01:02:53.700 --> 01:02:55.740]   yeah, to make sure that things run very fast, right?
[01:02:55.740 --> 01:02:58.580]   The very efficient kernel, the very efficient hardware,
[01:02:58.580 --> 01:03:00.820]   and then that's add another boost, right?
[01:03:00.820 --> 01:03:03.020]   For the transformer architecture, right?
[01:03:03.020 --> 01:03:06.100]   So I think that's something that should happen
[01:03:06.100 --> 01:03:08.180]   for state space model,
[01:03:08.180 --> 01:03:10.060]   which architecture is kind of easier
[01:03:10.060 --> 01:03:11.980]   kind of to run on the hardware, right?
[01:03:11.980 --> 01:03:14.180]   So it goes, the whole thing going kind of faster,
[01:03:14.180 --> 01:03:15.420]   you can put more data,
[01:03:15.420 --> 01:03:18.500]   it add another dimension in the scaling law, right?
[01:03:18.500 --> 01:03:21.580]   So I think we just need to plow the whole space and just,
[01:03:21.580 --> 01:03:25.460]   so be really systematic from small model
[01:03:25.460 --> 01:03:27.340]   to 1 billion, 3 billion, 7 billion,
[01:03:27.340 --> 01:03:29.260]   just go all the way up, right?
[01:03:29.260 --> 01:03:31.500]   So I wouldn't jump around in the space.
[01:03:31.500 --> 01:03:35.380]   I would just like be patient and just like be systematic
[01:03:35.380 --> 01:03:38.340]   and yeah, I think we'll get there, yeah.
[01:03:38.340 --> 01:03:40.140]   - Yeah, well, looking forward for more research
[01:03:40.140 --> 01:03:42.300]   from you guys to figure that out.
[01:03:42.300 --> 01:03:44.660]   So one dimension, which we didn't talk about,
[01:03:44.660 --> 01:03:47.060]   we talked about long context, we'll talk about efficiency,
[01:03:47.060 --> 01:03:50.300]   but speed is very, speed is also very important.
[01:03:50.300 --> 01:03:52.420]   A good inference provider provides,
[01:03:52.420 --> 01:03:53.980]   let's say 70 tokens per second,
[01:03:53.980 --> 01:03:56.860]   and then maybe that's faster than less good
[01:03:56.860 --> 01:03:59.660]   inference providers that are more like 30 tokens per second,
[01:03:59.660 --> 01:04:01.540]   but that's the rough range, right?
[01:04:01.540 --> 01:04:02.700]   State of the art today.
[01:04:04.140 --> 01:04:06.980]   That's around the human speaking speed,
[01:04:06.980 --> 01:04:09.940]   human reading speed is about 200 words per minute,
[01:04:09.940 --> 01:04:12.780]   words per minute, yeah, it's words per minute.
[01:04:12.780 --> 01:04:15.460]   Anyway, so like, why do we need 5,000 tokens per second
[01:04:15.460 --> 01:04:17.460]   is my question back to Vivel,
[01:04:17.460 --> 01:04:20.380]   and maybe is this something that is an emphasis
[01:04:20.380 --> 01:04:21.660]   for research as well,
[01:04:21.660 --> 01:04:23.860]   or is this more just an inference only thing?
[01:04:23.860 --> 01:04:27.540]   - You know, there are applications that are,
[01:04:27.540 --> 01:04:30.100]   you know, consuming the tokens
[01:04:30.100 --> 01:04:31.220]   that are produced from one model,
[01:04:31.220 --> 01:04:35.860]   so they're not necessarily being read or heard by humans.
[01:04:35.860 --> 01:04:40.860]   So that's a place where we see that level of requirement
[01:04:40.860 --> 01:04:45.340]   today that really nobody can quite satisfy.
[01:04:45.340 --> 01:04:50.660]   You know, there is, and I think about how do you,
[01:04:50.660 --> 01:04:55.940]   as intelligence grows, how do you sort of increase
[01:04:55.940 --> 01:04:58.260]   the bandwidth of, you know,
[01:04:58.260 --> 01:05:00.820]   how do you reduce the latency of it?
[01:05:00.820 --> 01:05:02.860]   If we can do 5,000 tokens a second,
[01:05:02.860 --> 01:05:04.580]   the same card can produce,
[01:05:04.580 --> 01:05:07.980]   the throughput of that card goes up significantly,
[01:05:07.980 --> 01:05:12.220]   and can support, you know, support more applications.
[01:05:12.220 --> 01:05:14.740]   So I think it's important from that perspective.
[01:05:14.740 --> 01:05:20.460]   And then there are, it opens up new UX possibilities.
[01:05:20.460 --> 01:05:24.380]   Once you can get sort of an immediate answer from a model,
[01:05:24.380 --> 01:05:27.140]   it starts working in a different way,
[01:05:27.140 --> 01:05:31.380]   and, you know, new types of applications will be created.
[01:05:31.380 --> 01:05:32.220]   We are,
[01:05:32.220 --> 01:05:37.300]   we rarely run into users,
[01:05:37.300 --> 01:05:39.620]   except for perhaps those feeding this
[01:05:39.620 --> 01:05:43.020]   into a text-to-speech model,
[01:05:43.020 --> 01:05:45.900]   where, you know, I'm gonna say that,
[01:05:45.900 --> 01:05:48.100]   okay, slower is better,
[01:05:48.100 --> 01:05:50.260]   or like, we don't need more performance.
[01:05:50.260 --> 01:05:52.260]   So I think there is a,
[01:05:52.260 --> 01:05:54.260]   I think this may just be fundamentally
[01:05:54.260 --> 01:05:56.100]   very, very slow today in general,
[01:05:56.100 --> 01:05:58.420]   and we're just sort of used to that speed,
[01:05:58.420 --> 01:06:00.500]   and that will change once, you know,
[01:06:00.500 --> 01:06:02.620]   these models can get faster.
[01:06:02.620 --> 01:06:04.780]   - Yeah, 5,000 tokens per second is,
[01:06:04.780 --> 01:06:06.140]   I don't even imagine, like,
[01:06:06.140 --> 01:06:08.300]   well, it makes me worried a bit
[01:06:08.300 --> 01:06:10.220]   that the machines will be communicating
[01:06:10.220 --> 01:06:13.820]   at a much higher bandwidth than us, but yeah.
[01:06:13.820 --> 01:06:15.500]   - I mean, they do that already.
[01:06:15.500 --> 01:06:16.340]   - They do that already.
[01:06:16.340 --> 01:06:17.260]   - It's not a natural language.
[01:06:17.260 --> 01:06:19.060]   - They do that already.
[01:06:19.060 --> 01:06:19.900]   Awesome.
[01:06:19.900 --> 01:06:23.380]   Anything we missed about Together as a product?
[01:06:23.380 --> 01:06:25.820]   We're gonna talk about the hackathon you just did
[01:06:25.820 --> 01:06:28.700]   and whatnot, but any last product thoughts?
[01:06:28.700 --> 01:06:35.580]   - I think one of the big sort of focus of our product
[01:06:35.580 --> 01:06:39.820]   is to become more and more serverless,
[01:06:39.820 --> 01:06:44.820]   like have AI development run in the serverless manner,
[01:06:44.820 --> 01:06:50.420]   and we are there now on inference,
[01:06:50.420 --> 01:06:52.260]   also on fine-tuning, you know,
[01:06:52.260 --> 01:06:54.580]   we are pushing to do that on training.
[01:06:55.340 --> 01:07:00.340]   And that is, you know, we think if there was a sort of,
[01:07:00.340 --> 01:07:04.180]   you know, developer experience message,
[01:07:04.180 --> 01:07:05.460]   that's probably the big one,
[01:07:05.460 --> 01:07:08.540]   is where you have enough flexibility,
[01:07:08.540 --> 01:07:13.140]   you don't have to sort of commit to, you know,
[01:07:13.140 --> 01:07:15.380]   thousands of dollars of compute
[01:07:15.380 --> 01:07:17.620]   before you can start using open models.
[01:07:17.620 --> 01:07:19.300]   We really wanna change that
[01:07:19.300 --> 01:07:23.500]   and make it really as easy as possible to get started.
[01:07:23.500 --> 01:07:26.460]   - Yeah, when I first signed up for Together,
[01:07:26.460 --> 01:07:28.700]   I had, like, left an instance running
[01:07:28.700 --> 01:07:30.620]   and I just, like, ran out of my credits immediately.
[01:07:30.620 --> 01:07:35.340]   - Yeah, so, you know, and we changed that whole model now,
[01:07:35.340 --> 01:07:36.940]   so you never run into that issue.
[01:07:36.940 --> 01:07:38.340]   And that was, you know,
[01:07:38.340 --> 01:07:40.700]   and I think the response to that has been amazing,
[01:07:40.700 --> 01:07:45.700]   is you also provide, you know, $25 free credits,
[01:07:45.700 --> 01:07:48.820]   which is a large number of tokens
[01:07:48.820 --> 01:07:51.340]   depending on the model you're using,
[01:07:51.340 --> 01:07:53.780]   and you really can build an app.
[01:07:53.780 --> 01:07:56.420]   You can do a, you know, you can do a fine-tuning
[01:07:56.420 --> 01:07:59.540]   and run that model and build an app on Together
[01:07:59.540 --> 01:08:00.820]   for free, basically.
[01:08:00.820 --> 01:08:05.740]   And we'll be pushing further in that direction.
[01:08:05.740 --> 01:08:08.260]   - You just did a hackathon at a GI house
[01:08:08.260 --> 01:08:10.820]   about fine-tuning versus SRAG for open source.
[01:08:10.820 --> 01:08:14.340]   Any learnings, recaps from it?
[01:08:14.340 --> 01:08:17.540]   - Yeah, so I think once now we kind of learn is, like,
[01:08:17.540 --> 01:08:19.900]   so I think the hackathon was phrased as, like,
[01:08:21.060 --> 01:08:22.860]   something versus something, right?
[01:08:22.860 --> 01:08:26.100]   But I think the combination of those works really well,
[01:08:26.100 --> 01:08:26.940]   right?
[01:08:26.940 --> 01:08:29.300]   It's like, like, yeah, so I think, like,
[01:08:29.300 --> 01:08:32.340]   combining all those techniques all together, right,
[01:08:32.340 --> 01:08:35.140]   so we'll give you essentially another boost, right?
[01:08:35.140 --> 01:08:39.180]   So that kind of once now we learn on the technical side.
[01:08:39.180 --> 01:08:41.900]   Yeah, and also we are very, kind of,
[01:08:41.900 --> 01:08:45.020]   excited about the excitement of the audience, right?
[01:08:45.020 --> 01:08:47.300]   So I think people are really kind of using the platform
[01:08:47.300 --> 01:08:49.620]   and building something really cool, yeah.
[01:08:49.620 --> 01:08:51.700]   It's always surprising to us what people build.
[01:08:51.700 --> 01:08:52.540]   - Yeah.
[01:08:52.540 --> 01:08:55.260]   Is there something you're focused on this year?
[01:08:55.260 --> 01:08:57.340]   Hiring, building, engineering team?
[01:08:57.340 --> 01:09:00.500]   What should people that want to work at Together know?
[01:09:00.500 --> 01:09:02.060]   - You know, all those things.
[01:09:02.060 --> 01:09:07.060]   I think hiring is a pretty big topic.
[01:09:07.060 --> 01:09:14.420]   We are 38 people on the team,
[01:09:14.420 --> 01:09:18.220]   and we are hiring across all areas.
[01:09:18.220 --> 01:09:23.220]   You know, CUDA and KernelHacker,
[01:09:23.220 --> 01:09:25.580]   we have lots of exciting projects.
[01:09:25.580 --> 01:09:29.740]   If you're a researcher, you like to build models,
[01:09:29.740 --> 01:09:30.860]   we have exciting projects.
[01:09:30.860 --> 01:09:34.020]   If you work on systems and infrastructure
[01:09:34.020 --> 01:09:38.540]   in the cloud layer, you know, we do a lot of work there,
[01:09:38.540 --> 01:09:41.540]   and as well as sort of front-end
[01:09:41.540 --> 01:09:44.060]   and developer experience and applications.
[01:09:44.060 --> 01:09:46.380]   So really kind of across the board,
[01:09:46.380 --> 01:09:48.540]   we have, I think, 20 plus postings
[01:09:48.540 --> 01:09:51.500]   on our job openings on our site.
[01:09:51.500 --> 01:09:58.140]   And folks are passionate about open and, you know, AI.
[01:09:58.140 --> 01:10:04.300]   I also say if you, you know, people looking at Together,
[01:10:04.300 --> 01:10:07.900]   they don't necessarily, for all the postings,
[01:10:07.900 --> 01:10:12.020]   have to have experience, you know, professional experience
[01:10:12.020 --> 01:10:13.780]   working in machine learning or AI.
[01:10:15.060 --> 01:10:17.940]   Many of the systems people are sort of doing this
[01:10:17.940 --> 01:10:20.940]   for the first time, and they can apply their,
[01:10:20.940 --> 01:10:25.900]   you know, systems expertise to the kind of things
[01:10:25.900 --> 01:10:30.220]   that we are doing, and we can teach people AI
[01:10:30.220 --> 01:10:33.180]   as long as they have expertise in other areas.
[01:10:33.180 --> 01:10:35.060]   - Will you call out what kind of expertise
[01:10:35.060 --> 01:10:35.900]   you're looking for?
[01:10:35.900 --> 01:10:39.220]   Like, we definitely have systems people listening, so.
[01:10:39.220 --> 01:10:41.740]   - Oh, I mean, the whole stack, right?
[01:10:41.740 --> 01:10:42.580]   So like, all the way from--
[01:10:42.580 --> 01:10:44.260]   - Like Kubernetes, I don't know.
[01:10:44.260 --> 01:10:45.100]   - Yeah, Kubernetes, yes.
[01:10:45.100 --> 01:10:46.700]   - Yeah, Kudas. - Kudas, Kuda.
[01:10:46.700 --> 01:10:48.980]   - Yeah, so, and DevOps, right?
[01:10:48.980 --> 01:10:50.860]   So that's a big thing.
[01:10:50.860 --> 01:10:53.300]   - Is that like, what, Terraform, like BlueRainy?
[01:10:53.300 --> 01:10:54.740]   - Right, yeah, yeah.
[01:10:54.740 --> 01:10:57.060]   And all the way to machine learning systems, right?
[01:10:57.060 --> 01:11:00.820]   If you want to, like, like to hack over like VRM, TGI,
[01:11:00.820 --> 01:11:02.180]   right, that's great.
[01:11:02.180 --> 01:11:04.900]   If you want to play with different fine tunes,
[01:11:04.900 --> 01:11:07.580]   right, building models, like development algorithms, right?
[01:11:07.580 --> 01:11:10.860]   Essentially the whole stack, all the way from application--
[01:11:10.860 --> 01:11:11.700]   - That's very broad.
[01:11:11.700 --> 01:11:12.860]   (laughing)
[01:11:12.860 --> 01:11:13.700]   - To system, right?
[01:11:13.700 --> 01:11:16.340]   - So, yeah, so I think that, like,
[01:11:16.340 --> 01:11:18.620]   so the fun thing about the company is like,
[01:11:18.620 --> 01:11:22.180]   we have this very diverse collection of expertise
[01:11:22.180 --> 01:11:23.540]   and talents in the company.
[01:11:23.540 --> 01:11:24.540]   - Yeah.
[01:11:24.540 --> 01:11:26.020]   - And the goal is really try to innovate
[01:11:26.020 --> 01:11:27.300]   at every single layer.
[01:11:27.300 --> 01:11:28.140]   - Okay.
[01:11:28.140 --> 01:11:31.020]   - And then have them all compound together, and, yeah.
[01:11:31.020 --> 01:11:32.180]   (laughing)
[01:11:32.180 --> 01:11:33.780]   - Yeah, doing everything together,
[01:11:33.780 --> 01:11:35.740]   that's why the company is named this way.
[01:11:35.740 --> 01:11:37.540]   Like, no, seriously, I didn't really get
[01:11:37.540 --> 01:11:38.860]   the company naming until now.
[01:11:38.860 --> 01:11:40.060]   Like, yeah, makes sense.
[01:11:40.060 --> 01:11:42.620]   - Awesome, guys.
[01:11:42.620 --> 01:11:44.180]   We kind of abandoned the lightning round
[01:11:44.180 --> 01:11:45.460]   in the last few episodes,
[01:11:45.460 --> 01:11:47.940]   but I think for you two,
[01:11:47.940 --> 01:11:49.740]   one of the questions we used to ask is like,
[01:11:49.740 --> 01:11:53.940]   what's the most interesting unsolved question in AI?
[01:11:53.940 --> 01:11:55.780]   So maybe another way to think about it is,
[01:11:55.780 --> 01:11:57.580]   if you weren't building together,
[01:11:57.580 --> 01:11:59.100]   what would you be working on?
[01:11:59.100 --> 01:12:00.500]   - Yeah, so, (laughing)
[01:12:00.500 --> 01:12:01.820]   you're not building for,
[01:12:01.820 --> 01:12:03.820]   I'm not building together, I'll be a professor,
[01:12:03.820 --> 01:12:06.900]   and then we do all, like, whole bunch of things
[01:12:06.900 --> 01:12:08.420]   without justifying as being useful.
[01:12:08.420 --> 01:12:10.220]   (laughing)
[01:12:10.220 --> 01:12:12.580]   We used to work on quantum machine learning for a while,
[01:12:12.580 --> 01:12:14.500]   right, so I think that's cool.
[01:12:14.500 --> 01:12:15.660]   Right, so I think,
[01:12:15.660 --> 01:12:19.300]   I'm very excited about,
[01:12:19.300 --> 01:12:23.500]   so I think IoT is going to become very interesting.
[01:12:23.500 --> 01:12:25.420]   Yeah, so I know people have been saying that
[01:12:25.420 --> 01:12:28.180]   for the last couple decades, right,
[01:12:28.180 --> 01:12:32.420]   but I think very excited about
[01:12:32.420 --> 01:12:34.940]   how that's technology, like, starting, right,
[01:12:34.940 --> 01:12:37.540]   so, like, change the communication
[01:12:37.540 --> 01:12:40.300]   between different edge devices
[01:12:40.300 --> 01:12:42.620]   and, like, all those machines,
[01:12:42.620 --> 01:12:44.740]   and the new battery coming out, right,
[01:12:44.740 --> 01:12:47.420]   so I think that could be very cool, yeah.
[01:12:47.420 --> 01:12:49.780]   So if you're not building together, probably,
[01:12:49.780 --> 01:12:51.260]   yeah, spend some time thinking about
[01:12:51.260 --> 01:12:52.940]   how to compress communication even more,
[01:12:52.940 --> 01:12:55.500]   given all the satellite communication stuff, yeah.
[01:12:55.500 --> 01:12:59.300]   - I think, sort of, the first question of what is the most,
[01:12:59.300 --> 01:13:01.780]   what's one of the more important open questions,
[01:13:01.780 --> 01:13:05.260]   the one thing I think about is that
[01:13:05.260 --> 01:13:09.860]   we sort of need a framework of thinking about,
[01:13:09.860 --> 01:13:14.020]   you know, what the world looks like
[01:13:14.020 --> 01:13:18.940]   with advanced intelligence systems in it.
[01:13:18.940 --> 01:13:22.300]   I think we have had this very,
[01:13:22.300 --> 01:13:26.820]   you know, sort of a dumerism view of it,
[01:13:26.820 --> 01:13:30.620]   really kind of informed by science fiction,
[01:13:30.620 --> 01:13:33.660]   you know, dystopian science fiction and Terminator,
[01:13:33.660 --> 01:13:38.100]   and I don't think we have a kind of a positive
[01:13:38.100 --> 01:13:39.980]   or a realistic, really,
[01:13:39.980 --> 01:13:46.820]   framework coming from, you know, experts in the field.
[01:13:46.820 --> 01:13:50.300]   So I think that's a pretty important question
[01:13:50.300 --> 01:13:54.500]   because that really gives us a roadmap
[01:13:54.500 --> 01:13:57.100]   of where this industry should go,
[01:13:57.100 --> 01:14:01.860]   and, you know, I'm hoping that
[01:14:02.700 --> 01:14:07.140]   some of the, you know, industry drama this last year
[01:14:07.140 --> 01:14:09.660]   maybe is sort of pointing us in that direction.
