
[00:00:00.000 --> 00:00:03.200]   Well, good morning.
[00:56:10.260 --> 00:56:13.180]   And then a guy leader's not demanding, he doesn't force her to submit, nowhere in the
[00:56:13.180 --> 00:56:18.740]   Bible, nowhere in the Bible does it ever say that it's a husband's job to make sure his
[00:56:18.740 --> 00:56:19.740]   wife submits.
[00:56:19.740 --> 00:56:21.020]   Nowhere in the Bible does it say that.
[00:56:21.020 --> 00:56:24.460]   And by the way, you couldn't do that anyhow.
[00:56:24.460 --> 00:56:28.180]   You may make her obey because you're bigger, physically stronger.
[00:56:28.180 --> 00:56:31.500]   You may make her obey, but you can't force her to submit because submission is always
[00:56:31.500 --> 00:56:34.280]   an attitude of the heart.
[00:56:34.280 --> 00:56:35.280]   You can't do that.
[00:56:35.280 --> 00:56:39.780]   You cannot force submission, nobody can force submission on anybody.
[00:56:39.780 --> 00:56:41.160]   You can't do that.
[00:56:41.160 --> 00:56:48.900]   It's something that she has to decide in her heart before God to do, and you make it either
[00:56:48.900 --> 00:56:53.060]   easy or hard.
[00:56:53.060 --> 00:56:57.660]   Let's make it, ha, I got an idea, easy.
[00:56:57.660 --> 00:57:00.540]   Let's make it easy for her to do this.
[00:57:00.540 --> 00:57:02.020]   That is revolutionary.
[00:57:02.020 --> 00:57:03.420]   All right?
[00:57:03.420 --> 00:57:10.260]   A godly leader is not demanding, he does not force her to submit.
[00:57:10.260 --> 00:57:11.260]   What is godly leadership?
[00:57:11.260 --> 00:57:18.340]   I love John 10:27 because it says, "My sheep hear my voice and they follow me."
[00:57:18.340 --> 00:57:19.700]   All right?
[00:57:19.700 --> 00:57:25.020]   Jesus did not get behind the sheep with a bullwhip and drive them to where He wanted
[00:57:25.020 --> 00:57:26.020]   them to go.
[00:57:26.020 --> 00:57:27.020]   He didn't do that.
[00:57:27.020 --> 00:57:28.020]   Jesus didn't do that.
[00:57:28.020 --> 00:57:33.820]   In other words, He got out in front, and by the behavior of His life, they followed His
[00:57:33.820 --> 00:57:34.820]   model.
[00:57:34.820 --> 00:57:37.620]   "My sheep hear my voice, they follow me."
[00:57:37.620 --> 00:57:39.100]   That is godly leadership.
[00:57:39.100 --> 00:57:48.060]   So how are your wife and children, how are you leading them?
[00:57:48.060 --> 00:57:50.580]   If you're going to be a leader, you've got to focus on needs.
[00:57:50.580 --> 00:57:51.580]   That is the needs of others.
[00:57:51.580 --> 00:57:55.380]   You're going to put their needs above your own needs.
[00:57:55.380 --> 00:57:59.300]   You're going to be very goal-oriented, and by setting godly goals, where do you want
[00:57:59.300 --> 00:58:03.420]   to be in five years of your marriage, 10 years of your marriage, 15 years of your marriage,
[00:58:03.420 --> 00:58:04.420]   where do you want to be?
[00:58:04.420 --> 00:58:06.660]   You've got to set godly goals in order to attain them.
[00:58:06.660 --> 00:58:11.140]   You've got to set examples of control in every area of your life.
[00:58:11.140 --> 00:58:17.300]   How much you watch TV, how much you read, what you watch on TV, where you go on the
[00:58:17.300 --> 00:58:25.020]   internet, how you use your smartphone, and where you go on the internet with your smartphone.
[00:58:25.020 --> 00:58:26.020]   Everybody's watching you.
[00:58:26.020 --> 00:58:28.380]   Your wife and your kids are watching you.
[00:58:28.380 --> 00:58:35.220]   You're setting examples of purity and godliness by everything you do or don't do.
[00:58:35.220 --> 00:58:36.220]   This is so key.
[00:58:36.220 --> 00:58:42.620]   Where do you want to take them spiritually?
[00:58:42.620 --> 00:58:46.820]   You're leading them in the Word of God, in prayer.
[00:58:46.820 --> 00:58:48.220]   Where are you?
[00:58:48.220 --> 00:58:49.220]   Set examples of control.
[00:58:49.220 --> 00:58:50.940]   You're a problem solver.
[00:58:50.940 --> 00:58:54.520]   She knows that she can turn to you for help.
[00:58:54.520 --> 00:58:55.520]   She knows that.
[00:58:55.520 --> 00:58:58.140]   And you're a teacher.
[00:58:58.140 --> 00:59:03.900]   You lead her in the Word, and you're a joy to live with.
[00:59:03.900 --> 00:59:06.420]   You know how many husbands are not joys to live with?
[00:59:06.420 --> 00:59:08.900]   I mean, this comes out of years.
[00:59:08.900 --> 00:59:11.740]   That whole principle comes out of years of counseling.
[00:59:11.740 --> 00:59:12.980]   Why?
[00:59:12.980 --> 00:59:18.540]   Because I know that some husbands, when they come home from work, six o'clock in the evening,
[00:59:18.540 --> 00:59:23.620]   the wife and the kids are running for cover, because he walks in the door, and he's a grouch.
[00:59:23.620 --> 00:59:26.580]   He's biting everybody's head off.
[00:59:26.580 --> 00:59:27.980]   I never wanted that in my home.
[00:59:27.980 --> 00:59:28.980]   I never wanted...
[00:59:28.980 --> 00:59:30.580]   You know, I had my share of problems.
[00:59:30.580 --> 00:59:34.840]   In fact, I've listened to people's problems for 45 years, all right?
[00:59:34.840 --> 00:59:36.260]   I don't want to just have my own problems.
[00:59:36.260 --> 00:59:39.220]   I'd listen to everybody else's problems.
[00:59:39.220 --> 00:59:44.780]   And I never wanted to come home, and I never, ever wanted to bring those problems home.
[00:59:44.780 --> 00:59:49.620]   You know, when I turned the corner to our little subdivision, I left all my problems
[00:59:49.620 --> 00:59:51.940]   right there in that corner.
[00:59:51.940 --> 00:59:57.740]   Next morning, I went by and picked them back up and went back to work.
[00:59:57.740 --> 01:00:03.580]   But I wanted my wife and kids to say, just before I got home, "Ten minutes, Dad's going
[01:00:03.580 --> 01:00:05.380]   to be home.
[01:00:05.380 --> 01:00:08.300]   Best time of the day."
[01:00:08.300 --> 01:00:11.940]   I didn't want them running for cover.
[01:00:11.940 --> 01:00:14.180]   You've got to be a joy to live with.
[01:00:14.180 --> 01:00:25.460]   Are you a joy, or are you a pain where we cannot explain to live with?
[01:00:25.460 --> 01:00:26.460]   What are you?
[01:00:26.460 --> 01:00:27.460]   What are you?
[01:00:27.460 --> 01:00:32.740]   Three things you've got to remember in order to be a godly husband, learner, lover, leader.
[01:00:32.740 --> 01:00:35.820]   Let me tell you a quick story.
[01:00:35.820 --> 01:00:38.780]   Years ago, premarital counseling, I was talking.
[01:00:38.780 --> 01:00:44.180]   Tim Jennings and Brenda Casho, they were getting married, and I was talking about his responsibility
[01:00:44.180 --> 01:00:48.180]   as a future husband, taught him you've got to be a learner, lover, leader.
[01:00:48.180 --> 01:00:49.180]   Those three things you've got to remember.
[01:00:49.180 --> 01:00:51.740]   And on the day of your wedding, I'm going to ask you before you get married, what do
[01:00:51.740 --> 01:00:54.340]   you need to do, remember, in order to get married to Brenda?
[01:00:54.340 --> 01:00:56.860]   Tim says, "Okay, I'll have them."
[01:00:56.860 --> 01:00:57.860]   No problem.
[01:00:57.860 --> 01:01:01.140]   The day of the wedding, showed up, went in and had prayer with the bride and her family.
[01:01:01.140 --> 01:01:05.660]   Then I went ahead and had prayer with the groom, his family.
[01:01:05.660 --> 01:01:10.460]   I said, "Tim, three things you've got to remember in order to be a godly husband to Brenda.
[01:01:10.460 --> 01:01:11.460]   What are they?"
[01:01:11.460 --> 01:01:18.260]   He said, "I've got them, learner, lover, and lever."
[01:01:18.260 --> 01:01:19.780]   This wedding's off.
[01:01:19.780 --> 01:01:22.300]   No, no, no.
[01:01:22.300 --> 01:01:25.460]   Not learner, lover, lever.
[01:01:25.460 --> 01:01:28.260]   Learner, lover, leader.
[01:01:28.260 --> 01:01:29.580]   Learner, lover, leader.
[01:01:29.580 --> 01:01:32.860]   Now, I want you to put those in the back pocket of your memory.
[01:01:32.860 --> 01:01:34.300]   Now, gentlemen, look at me.
[01:01:34.300 --> 01:01:36.260]   Don't look at your wife's notes.
[01:01:36.260 --> 01:01:37.260]   Look at me.
[01:01:37.260 --> 01:01:38.780]   All right, say it out loud to me.
[01:01:38.780 --> 01:01:39.780]   Ready?
[01:01:39.780 --> 01:01:42.380]   In order to be a godly husband, I am going to be a...uh-huh.
[01:01:42.380 --> 01:01:43.380]   Uh-huh.
[01:01:43.380 --> 01:01:48.060]   Oh, listen to that, ladies.
[01:01:48.060 --> 01:01:49.580]   They got to memorize.
[01:01:49.580 --> 01:01:52.180]   One more time, gentlemen, just to let it sink in.
[01:01:52.180 --> 01:01:53.180]   Ready?
[01:01:53.180 --> 01:01:56.180]   In order to be a godly husband, I'm going to be a...uh-huh.
[01:01:56.180 --> 01:01:57.180]   Uh-huh.
[01:01:57.180 --> 01:01:59.540]   Oh, yes.

