
[00:00:00.000 --> 00:00:06.020]   [ Silence ]
[01:07:53.280 --> 01:07:56.260]   Disagreements on concepts of marriage.
[01:07:56.260 --> 01:07:58.740]   What is his concept of marriage
[01:07:58.740 --> 01:08:00.540]   and what is her concept of marriage?
[01:08:00.540 --> 01:08:04.580]   Or, differing expectations.
[01:08:04.580 --> 01:08:08.080]   I expected him to be this way in marriage
[01:08:08.080 --> 01:08:11.180]   or I expected her to be this way in marriage.
[01:08:11.180 --> 01:08:13.200]   How are those expectations different?
[01:08:13.200 --> 01:08:19.880]   Or, maybe either of them or maybe both of them
[01:08:19.880 --> 01:08:23.600]   come out of churches that were not taught well
[01:08:23.600 --> 01:08:26.160]   and so, they really don't have a biblical understanding
[01:08:26.160 --> 01:08:28.640]   of roles and responsibilities of the husband.
[01:08:28.640 --> 01:08:30.820]   Or, role and responsibility of a wife.
[01:08:30.820 --> 01:08:37.180]   So, how is their training,
[01:08:37.180 --> 01:08:39.380]   their biblical training in their background,
[01:08:39.380 --> 01:08:42.260]   contributing to their problems in their marriage
[01:08:42.260 --> 01:08:43.760]   or lack of biblical training?
[01:08:43.760 --> 01:08:49.240]   How did they go about making decisions?
[01:08:49.240 --> 01:08:56.080]   Is it based upon rationalism?
[01:08:57.820 --> 01:09:00.000]   Is it based upon emotionalism?
[01:09:00.000 --> 01:09:04.300]   Is it based upon biblical criteria?
[01:09:04.300 --> 01:09:10.340]   Or, maybe a falsely understood biblical criteria,
[01:09:10.340 --> 01:09:12.100]   falsely interpreted Bible.
[01:09:12.100 --> 01:09:13.500]   How did they make decisions?
[01:09:13.500 --> 01:09:18.900]   How do they go about resolving conflicts
[01:09:18.900 --> 01:09:20.380]   when there is a conflict?
[01:09:20.380 --> 01:09:24.140]   Do they have the right kind of attitudes?
[01:09:26.580 --> 01:09:29.580]   Do they see the goal
[01:09:29.580 --> 01:09:33.400]   at the end of this conflict resolution winning?
[01:09:33.400 --> 01:09:37.740]   Or, do they see the goal glorifying God?
[01:09:37.740 --> 01:09:38.920]   What is it?
[01:09:38.920 --> 01:09:40.820]   Do I have to win this conflict?
[01:09:40.820 --> 01:09:43.220]   Do I have to win this argument?
[01:09:43.220 --> 01:09:46.100]   Or, is my real goal here to glorify God?
[01:09:46.100 --> 01:09:46.940]   What is it?
[01:09:46.940 --> 01:09:51.860]   What kind of communication difficulties do they have?
[01:09:51.860 --> 01:09:54.660]   Maybe you get one spouse that's very, very verbal
[01:09:54.660 --> 01:09:56.940]   and another spouse that is a person
[01:09:56.940 --> 01:09:58.340]   who clams up all the time.
[01:09:58.340 --> 01:09:59.180]   They're quiet.
[01:09:59.180 --> 01:10:00.580]   They hardly ever say anything.
[01:10:00.580 --> 01:10:06.520]   Or, what are their growth objectives?
[01:10:06.520 --> 01:10:08.860]   What do they really wanna do?
[01:10:08.860 --> 01:10:15.700]   We wanna work real hard so we can have a lot of money.
[01:10:15.700 --> 01:10:17.700]   One of you came up to me during our break time
[01:10:17.700 --> 01:10:20.680]   and talked a little bit about a couple that was that way.
[01:10:22.100 --> 01:10:25.180]   And, it seems like their goal
[01:10:25.180 --> 01:10:28.540]   in their marital relationship
[01:10:28.540 --> 01:10:30.560]   is get as much money as they can.
[01:10:30.560 --> 01:10:33.080]   That's their goal.
[01:10:33.080 --> 01:10:35.460]   And so, they're sacrificing their relationship
[01:10:35.460 --> 01:10:37.900]   and they're sacrificing their kids on that altar.
[01:10:37.900 --> 01:10:41.580]   They're really materialists,
[01:10:41.580 --> 01:10:43.680]   even though they profess to be Christians.
[01:10:43.680 --> 01:10:47.620]   They have the rich young ruler syndrome
[01:10:49.420 --> 01:10:53.420]   where they're interested in what they possess
[01:10:53.420 --> 01:10:55.920]   more than they are interested in following Christ.
[01:10:55.920 --> 01:11:00.580]   Then, there's occupational objectives.
[01:11:00.580 --> 01:11:04.900]   He has an idea of what he wants his occupation to be
[01:11:04.900 --> 01:11:07.780]   and how he's going to fulfill the responsibilities.
[01:11:07.780 --> 01:11:11.140]   Maybe she has a desire to have an occupation
[01:11:11.140 --> 01:11:12.500]   outside of the home.
[01:11:12.500 --> 01:11:14.780]   That can cause a considerable amount of conflict
[01:11:14.780 --> 01:11:15.980]   in a Christian marriage.
[01:11:17.120 --> 01:11:20.960]   Maybe he wants her to have a job outside the home,
[01:11:20.960 --> 01:11:24.760]   or maybe he doesn't want her to have a job outside the home,
[01:11:24.760 --> 01:11:27.840]   or maybe she wants her husband to have a different job
[01:11:27.840 --> 01:11:29.160]   where it makes more money,
[01:11:29.160 --> 01:11:31.640]   but he's not really happy in the job
[01:11:31.640 --> 01:11:32.920]   that really makes more money.
[01:11:32.920 --> 01:11:36.340]   He doesn't think he's gifted in that particular job.
[01:11:36.340 --> 01:11:39.520]   That can cause some difficulties.
[01:11:39.520 --> 01:11:46.840]   Then, there could also be intramarital marriage boundaries.
[01:11:47.840 --> 01:11:52.020]   Now, this has to do with what boundaries do we have
[01:11:52.020 --> 01:11:54.160]   with other couples that are close friends?
[01:11:54.160 --> 01:11:59.560]   How many boundaries do we have?
[01:11:59.560 --> 01:12:02.000]   What are they allowed to do in our home
[01:12:02.000 --> 01:12:03.700]   and not allowed to do in our home?
[01:12:03.700 --> 01:12:06.800]   Where do they stay when they come
[01:12:06.800 --> 01:12:08.540]   to stay overnight in our home?
[01:12:08.540 --> 01:12:14.640]   How many boundaries are there with friends?
[01:12:15.640 --> 01:12:20.240]   He maybe grew up in a household
[01:12:20.240 --> 01:12:23.360]   where his parents allowed their friends
[01:12:23.360 --> 01:12:26.960]   to walk in any time, any day, any time, day or night.
[01:12:26.960 --> 01:12:28.120]   They didn't even have to knock.
[01:12:28.120 --> 01:12:29.000]   Door's always open.
[01:12:29.000 --> 01:12:29.840]   Come on in.
[01:12:29.840 --> 01:12:33.400]   She grew up in a home where the door was always locked
[01:12:33.400 --> 01:12:35.640]   and people had to come (knocking)
[01:12:35.640 --> 01:12:37.940]   and knock on the door before they come in,
[01:12:37.940 --> 01:12:44.480]   or maybe a more Jewish or Mediterranean culture
[01:12:44.480 --> 01:12:46.880]   where you clap before you come in.
[01:12:46.880 --> 01:12:52.920]   Well, how are you gonna deal with that?
[01:12:52.920 --> 01:12:58.080]   She thinks it's incredibly rude
[01:12:58.080 --> 01:13:00.120]   for people to just walk in on you.
[01:13:00.120 --> 01:13:05.740]   So, where are the boundaries there?
[01:13:05.740 --> 01:13:09.920]   What do you talk about?
[01:13:09.920 --> 01:13:11.240]   Maybe they're having problems
[01:13:11.240 --> 01:13:13.880]   in their physical relationship with one another,
[01:13:13.880 --> 01:13:16.080]   and she goes and talks to her girlfriends
[01:13:16.080 --> 01:13:17.960]   about those problems,
[01:13:17.960 --> 01:13:20.120]   and he's greatly offended about that.
[01:13:20.120 --> 01:13:23.220]   Don't go sharing all of that,
[01:13:23.220 --> 01:13:27.160]   or maybe she's very private about those issues,
[01:13:27.160 --> 01:13:28.880]   and he goes and talks with his boyfriends
[01:13:28.880 --> 01:13:30.480]   about the problems that he's having,
[01:13:30.480 --> 01:13:33.880]   and she's greatly offended by that.
[01:13:33.880 --> 01:13:36.720]   What are the boundaries?
[01:13:36.720 --> 01:13:39.240]   Where are they?
[01:13:39.240 --> 01:13:41.820]   Or there are extended family boundaries as well.
[01:13:43.320 --> 01:13:47.180]   How much do we let mom and dad, aunts and uncles,
[01:13:47.180 --> 01:13:49.240]   other siblings, brothers and sisters,
[01:13:49.240 --> 01:13:51.700]   know about what's going on in our marriage?
[01:13:51.700 --> 01:13:56.600]   He or she may think that there's no problem with that.
[01:13:56.600 --> 01:13:58.200]   So, I let my mom and dad know
[01:13:58.200 --> 01:13:59.440]   everything that's going on in our marriage.
[01:13:59.440 --> 01:14:01.400]   I let my siblings know everything
[01:14:01.400 --> 01:14:02.400]   that's going on in our marriage,
[01:14:02.400 --> 01:14:06.040]   and their spouse gets really offended at that.
[01:14:06.040 --> 01:14:06.920]   No, that's for us.
[01:14:06.920 --> 01:14:08.580]   That's private information.
[01:14:08.580 --> 01:14:09.880]   You don't share that.
[01:14:09.880 --> 01:14:13.120]   That can cause a lot of problems.
[01:14:14.000 --> 01:14:18.880]   Or there could be religious spiritual issues.
[01:14:18.880 --> 01:14:22.560]   She likes this church over here,
[01:14:22.560 --> 01:14:24.200]   and he likes this church over here,
[01:14:24.200 --> 01:14:26.360]   and they're both Bible-teaching,
[01:14:26.360 --> 01:14:31.360]   conservative, Bible-believing, expository churches.
[01:14:31.360 --> 01:14:34.840]   She likes this one, and he likes this one.
[01:14:34.840 --> 01:14:40.300]   Could be a problem.
[01:14:41.300 --> 01:14:43.140]   Or there's ethical standards.
[01:14:43.140 --> 01:14:50.100]   Maybe she was reared in a culture of situational ethics,
[01:14:50.100 --> 01:14:56.460]   where it's okay on very rare occasions to tell lies
[01:14:56.460 --> 01:14:59.740]   if you believe that's going to be for the good
[01:14:59.740 --> 01:15:01.380]   in the long run.
[01:15:01.380 --> 01:15:02.900]   And she uses examples of that.
[01:15:02.900 --> 01:15:04.740]   I mean, Rahab did that.
[01:15:04.740 --> 01:15:06.780]   She told lies about the spy, right?
[01:15:08.100 --> 01:15:09.300]   About the spy, right?
[01:15:09.300 --> 01:15:15.020]   Sarah did that for Abraham.
[01:15:15.020 --> 01:15:17.180]   He told, she told lies.
[01:15:17.180 --> 01:15:20.140]   She said that she was his sister
[01:15:20.140 --> 01:15:21.660]   in order to save his skin.
[01:15:21.660 --> 01:15:26.180]   And the Bible doesn't say anything negative about Sarah
[01:15:26.180 --> 01:15:27.380]   for doing that, does it?
[01:15:27.380 --> 01:15:31.540]   And so, she came out of a situation where,
[01:15:31.540 --> 01:15:35.580]   or an environment where it was okay to tell a lie sometimes.
[01:15:35.580 --> 01:15:37.220]   And he comes out of an environment where,
[01:15:37.220 --> 01:15:41.920]   no, it's not okay to tell a lie, ever to tell a lie.
[01:15:41.920 --> 01:15:47.140]   You shouldn't do that.
[01:15:47.140 --> 01:15:49.900]   So there's differences in ethical standards.
[01:15:49.900 --> 01:15:54.800]   There's differences in family life, in family life.
[01:15:54.800 --> 01:16:03.080]   I grew up in a home where my mother every Sunday,
[01:16:04.140 --> 01:16:09.140]   every Sunday had a big meal, Sunday afternoon.
[01:16:09.140 --> 01:16:12.700]   I mean, she would kill the fatted calf.
[01:16:12.700 --> 01:16:19.000]   She would have mashed potatoes, gravy, roast beef,
[01:16:19.000 --> 01:16:24.620]   green beans, corn, you know, she would just lay it out.
[01:16:24.620 --> 01:16:27.320]   Sunday afternoon was always the big meal of the week.
[01:16:27.320 --> 01:16:31.780]   My wife grew up in the type of a family
[01:16:31.780 --> 01:16:34.380]   where her mother would set out loaf of bread,
[01:16:34.380 --> 01:16:40.620]   bologna, ketchup, mustard.
[01:16:40.620 --> 01:16:42.260]   You were free to go by and get anything
[01:16:42.260 --> 01:16:43.900]   if you were hungry or you wanted.
[01:16:43.900 --> 01:16:49.160]   So, you get married.
[01:16:49.160 --> 01:16:51.700]   The first Sunday we're married,
[01:16:51.700 --> 01:16:53.780]   what is this bologna sitting on the table?
[01:16:53.780 --> 01:16:57.680]   Where's my roast beef?
[01:16:57.680 --> 01:17:00.920]   What is this?
[01:17:01.840 --> 01:17:03.920]   [laughs]
[01:17:03.920 --> 01:17:09.800]   So there can be differences when people get married
[01:17:09.800 --> 01:17:12.520]   in family life and expectations.
[01:17:12.520 --> 01:17:14.200]   Sometimes I talk with this when I'm doing
[01:17:14.200 --> 01:17:17.240]   premarital couple, counseling with couples,
[01:17:17.240 --> 01:17:22.240]   and what's gonna happen the first holiday that comes up?
[01:17:22.240 --> 01:17:26.760]   Like Christmas.
[01:17:26.760 --> 01:17:28.480]   Well, she automatically thinks we're gonna go
[01:17:28.480 --> 01:17:30.040]   to my parents' house for Christmas,
[01:17:30.040 --> 01:17:31.740]   and he automatically thinks we're gonna go
[01:17:31.740 --> 01:17:33.800]   to my parents' house for Christmas.
[01:17:33.800 --> 01:17:38.080]   And then sometimes the parents throw different incentives
[01:17:38.080 --> 01:17:41.440]   to come to their various houses in there, all right?
[01:17:41.440 --> 01:17:45.260]   If you come to our house, then whatever.
[01:17:45.260 --> 01:17:50.980]   Well, that can cause problems in terms of family life.
[01:17:50.980 --> 01:17:54.840]   Then there's social involvement and friendships.
[01:17:57.800 --> 01:18:00.880]   How involved should he get with his golfing buddies
[01:18:00.880 --> 01:18:03.520]   and his friends or his friends where he goes fishing,
[01:18:03.520 --> 01:18:06.500]   and how involved should she get with the girls
[01:18:06.500 --> 01:18:08.460]   that she goes out to movies with,
[01:18:08.460 --> 01:18:12.180]   and how involved is all of this?
[01:18:12.180 --> 01:18:20.960]   They're married now, this is different.
[01:18:20.960 --> 01:18:24.840]   Their primary relationship is to each other.
[01:18:26.960 --> 01:18:30.080]   Or there's also different ideas about finances, too.
[01:18:30.080 --> 01:18:41.160]   She grows up in a home where, boy,
[01:18:41.160 --> 01:18:46.160]   mom and dad pinched every penny, pinched every penny.
[01:18:46.160 --> 01:18:54.240]   And you never buy anything, anything,
[01:18:54.520 --> 01:18:58.560]   unless you can find the absolute cheapest thing to buy.
[01:18:58.560 --> 01:19:04.480]   And so you look for the cheapest thing.
[01:19:04.480 --> 01:19:07.760]   And he goes out and takes the money,
[01:19:07.760 --> 01:19:11.200]   and he buys something kind of frivolously,
[01:19:11.200 --> 01:19:14.440]   and gets home, and she just erupts.
[01:19:14.440 --> 01:19:15.820]   What have you done?
[01:19:15.820 --> 01:19:19.180]   You can't do this with our money.
[01:19:19.180 --> 01:19:20.760]   You're gonna bankrupt us.
[01:19:20.760 --> 01:19:21.940]   What did I do?
[01:19:21.940 --> 01:19:23.600]   I didn't do it, I just, you know.
[01:19:24.600 --> 01:19:27.200]   I saw it, it was on a pretty good price,
[01:19:27.200 --> 01:19:28.760]   and I thought it would be good for us.
[01:19:28.760 --> 01:19:30.720]   He thought he was doing something good.
[01:19:30.720 --> 01:19:35.120]   Could be a pretty big problem.
[01:19:35.120 --> 01:19:36.640]   Different view of finances.
[01:19:36.640 --> 01:19:41.320]   Different view of sexual relationships.
[01:19:41.320 --> 01:19:45.760]   When you teach them, and later on we'll talk about this
[01:19:45.760 --> 01:19:47.160]   from 1 Corinthians chapter seven,
[01:19:47.160 --> 01:19:49.300]   but when you teach them that their role
[01:19:49.300 --> 01:19:52.520]   in a sexual relationship is the fulfillment of their spouse,
[01:19:52.520 --> 01:19:55.680]   even with that biblical understanding
[01:19:55.680 --> 01:19:57.360]   tucked under their belt that they take
[01:19:57.360 --> 01:19:59.520]   into the physical relationship,
[01:19:59.520 --> 01:20:01.600]   still a Christian couple will have a tendency
[01:20:01.600 --> 01:20:03.040]   to pass each other in the,
[01:20:03.040 --> 01:20:05.280]   they're like ships passing in the night.
[01:20:05.280 --> 01:20:06.120]   Why?
[01:20:06.120 --> 01:20:09.520]   Because she will try to fulfill him sexually
[01:20:09.520 --> 01:20:11.840]   the way that a girl would be fulfilled,
[01:20:11.840 --> 01:20:15.140]   and she, or he, would try to fulfill her
[01:20:15.140 --> 01:20:17.080]   the way a guy would be fulfilled,
[01:20:17.080 --> 01:20:19.980]   and they're like two ships totally missing each other.
[01:20:21.640 --> 01:20:25.380]   Different views of the physical relationship in marriage.
[01:20:25.380 --> 01:20:27.980]   That can become a problem.
[01:20:27.980 --> 01:20:37.600]   Or there's different views, especially in terms of priority,
[01:20:37.600 --> 01:20:39.800]   of finances and material things.
[01:20:39.800 --> 01:20:44.240]   How important are finances?
[01:20:44.240 --> 01:20:47.440]   For him, it may be vitally important.
[01:20:47.440 --> 01:20:49.000]   For her, it's not as important.
[01:20:50.600 --> 01:20:53.120]   Material things are really important.
[01:20:53.120 --> 01:20:54.320]   I've got to keep up the Joneses.
[01:20:54.320 --> 01:20:55.920]   I've got to keep up this lifestyle.
[01:20:55.920 --> 01:20:58.440]   This isn't, but for her, that's not important,
[01:20:58.440 --> 01:20:59.380]   or vice versa.
[01:20:59.380 --> 01:21:08.160]   Or sometimes there is even recreational concerns.
[01:21:08.160 --> 01:21:13.520]   What are we gonna get involved with recreationally?
[01:21:13.520 --> 01:21:15.160]   The things that he enjoys is different
[01:21:15.160 --> 01:21:16.760]   than the things that she enjoys.
[01:21:16.760 --> 01:21:19.740]   What can they enjoy together?
[01:21:19.740 --> 01:21:24.740]   - She's not gonna sit on the couch and watch football.
[01:21:24.740 --> 01:21:29.880]   - She's not gonna sit on the couch and watch football.
[01:21:29.880 --> 01:21:31.780]   No, I don't think that's gonna happen.
[01:21:31.780 --> 01:21:35.700]   Unless she really likes football.
[01:21:35.700 --> 01:21:37.260]   Maybe she had a father and brothers
[01:21:37.260 --> 01:21:38.340]   who were really into football,
[01:21:38.340 --> 01:21:40.600]   and so she grew up learning to like football,
[01:21:40.600 --> 01:21:42.020]   or she really likes baseball,
[01:21:42.020 --> 01:21:44.380]   or she really likes soccer, whatever.
[01:21:44.380 --> 01:21:48.660]   What's that?
[01:21:48.780 --> 01:21:50.820]   - She's gonna like soccer.
[01:21:50.820 --> 01:21:52.220]   - She's gonna like soccer.
[01:21:52.220 --> 01:21:59.700]   You want me to quiz her and see if that's true, or?
[01:21:59.700 --> 01:22:08.220]   All right, or there's also just lifestyle
[01:22:08.220 --> 01:22:12.660]   nitty gritty issues, like for example, this.
[01:22:16.380 --> 01:22:20.340]   Let's say that she grew up in a home
[01:22:20.340 --> 01:22:22.340]   where everybody in the household
[01:22:22.340 --> 01:22:24.740]   ran around the household in their underwear.
[01:22:24.740 --> 01:22:29.500]   Everybody in the household ran around like that.
[01:22:29.500 --> 01:22:30.940]   That's the way everybody did.
[01:22:30.940 --> 01:22:34.540]   The girls and the guys all ran around in their underwear.
[01:22:34.540 --> 01:22:36.180]   It was no big deal.
[01:22:36.180 --> 01:22:39.060]   He did not grow up in that kind of a household.
[01:22:39.060 --> 01:22:45.380]   He grew up in a household where once you leave the room,
[01:22:45.620 --> 01:22:49.420]   that wherever you sleep at night, you're fully dressed.
[01:22:49.420 --> 01:22:52.700]   None of this running around in underwear, right?
[01:22:52.700 --> 01:22:56.880]   So, her parents come to visit,
[01:22:56.880 --> 01:23:03.100]   and she shows up outside her room in her underwear,
[01:23:03.100 --> 01:23:06.780]   and so do her parents, and he's horrified.
[01:23:06.780 --> 01:23:10.040]   What is this?
[01:23:10.040 --> 01:23:12.420]   This is in my house.
[01:23:12.420 --> 01:23:15.020]   This is not gonna go on in my house.
[01:23:15.020 --> 01:23:17.780]   This is terrible, right?
[01:23:17.780 --> 01:23:22.140]   Well, to her, it's nothing.
[01:23:22.140 --> 01:23:22.980]   That's what?
[01:23:22.980 --> 01:23:25.180]   What is the big problem?
[01:23:25.180 --> 01:23:29.060]   Wow, are you uptight, she says.
[01:23:29.060 --> 01:23:29.900]   I'm not uptight.
[01:23:29.900 --> 01:23:32.020]   This is the way I was raised.
[01:23:32.020 --> 01:23:34.940]   You don't walk out of your room unless you have clothes on.
[01:23:34.940 --> 01:23:37.340]   That's the way it goes,
[01:23:37.340 --> 01:23:41.580]   but that can cause quite a bit of conflict, you see.
[01:23:41.580 --> 01:23:44.120]   Difficult issues.
[01:23:44.440 --> 01:23:49.440]   She maybe was raised in a household where you could talk
[01:23:49.440 --> 01:23:56.600]   about kind of girly things right out in the open
[01:23:56.600 --> 01:23:58.720]   in front of the brothers and everybody.
[01:23:58.720 --> 01:24:00.800]   He was not raised in that kind of a house,
[01:24:00.800 --> 01:24:06.240]   and so one day, she's there sitting
[01:24:06.240 --> 01:24:08.000]   with extended family members and talking
[01:24:08.000 --> 01:24:10.080]   about all these things in public,
[01:24:10.080 --> 01:24:13.000]   and he's horrified at what his wife is saying.
[01:24:14.000 --> 01:24:17.200]   Or maybe it's vice versa.
[01:24:17.200 --> 01:24:20.000]   Maybe he's the one that's talking about all the kinds
[01:24:20.000 --> 01:24:21.560]   of womanly things out in public
[01:24:21.560 --> 01:24:24.040]   in front of the extended relatives,
[01:24:24.040 --> 01:24:26.400]   and she's the one that was raised in a household.
[01:24:26.400 --> 01:24:27.760]   You don't talk about that.
[01:24:27.760 --> 01:24:30.760]   Why, only the women talked about this among themselves.
[01:24:30.760 --> 01:24:35.280]   She's the one that's horrified at what he's saying,
[01:24:35.280 --> 01:24:40.140]   and she can't wait to get him behind closed doors
[01:24:40.140 --> 01:24:41.680]   and say, what are you doing?
[01:24:42.320 --> 01:24:47.120]   All those little nitty gritty things that come up
[01:24:47.120 --> 01:24:52.040]   in marriage that bring out our sinful nature,
[01:24:52.040 --> 01:24:54.040]   our depravity, what we really want,
[01:24:54.040 --> 01:24:55.240]   what we're really craving for.
[01:24:55.240 --> 01:24:56.800]   We have a conception of the way
[01:24:56.800 --> 01:24:58.560]   that we want our marriage to be,
[01:24:58.560 --> 01:25:01.840]   and somehow that person is not fitting our expectations
[01:25:01.840 --> 01:25:02.800]   or our conception.
[01:25:02.800 --> 01:25:06.120]   That can cause a lot of difficulty,
[01:25:07.720 --> 01:25:12.720]   and you need to find that out in your counselees.
[01:25:12.720 --> 01:25:13.960]   What's going on there?
[01:25:13.960 --> 01:25:16.680]   What's happening there?
[01:25:16.680 --> 01:25:19.400]   Because this is where the word of God
[01:25:19.400 --> 01:25:23.440]   tremendously changes people in the nitty gritty,
[01:25:23.440 --> 01:25:26.600]   in the little details of life.
[01:25:26.600 --> 01:25:30.200]   This is what makes marriages really, really improve
[01:25:30.200 --> 01:25:32.480]   to God's honor and glory,
[01:25:32.480 --> 01:25:34.320]   but you've got to get down on that level
[01:25:34.320 --> 01:25:36.880]   and know how to address the specifics of that level
[01:25:37.640 --> 01:25:42.000]   if you're gonna see any success
[01:25:42.000 --> 01:25:43.640]   in ministering the word of God.
[01:25:43.640 --> 01:25:47.200]   Now, if all you're interested in is dispensing the Bible,
[01:25:47.200 --> 01:25:49.680]   then you're not gonna get into the nitty gritty,
[01:25:49.680 --> 01:25:53.800]   but if you really wanna minister the word of God,
[01:25:53.800 --> 01:25:55.380]   that means minister it in such a way
[01:25:55.380 --> 01:25:58.320]   that it gets down to the fine details of their life,
[01:25:58.320 --> 01:26:00.680]   then you're gonna need to know some of those things,
[01:26:00.680 --> 01:26:02.660]   not because you're curious.
[01:26:02.660 --> 01:26:07.380]   I tell people, boy, God got rid of my curiosity years ago.
[01:26:07.380 --> 01:26:11.100]   I know way too much about way too many people.
[01:26:11.100 --> 01:26:15.720]   I don't have one bit of curiosity left in my entire body.
[01:26:15.720 --> 01:26:16.560]   It's nothing.
[01:26:16.560 --> 01:26:19.460]   I don't wanna know anything about anybody,
[01:26:19.460 --> 01:26:22.460]   but I will if I'm gonna help them.
[01:26:22.460 --> 01:26:25.660]   I don't have any curiosity left.
[01:26:25.660 --> 01:26:26.660]   I really don't,
[01:26:29.060 --> 01:26:34.060]   but I want to hear because for one reason,
[01:26:34.060 --> 01:26:37.860]   I can't help you if I'm operating in the dark.
[01:26:37.860 --> 01:26:39.740]   I gotta know what's going on in your home.
[01:26:39.740 --> 01:26:42.300]   I gotta know what's going on in your marriage.
[01:26:42.300 --> 01:26:45.700]   I've gotta know what's going on on a day-to-day basis,
[01:26:45.700 --> 01:26:47.700]   and that helps me to put all the pieces
[01:26:47.700 --> 01:26:48.900]   of the puzzle together
[01:26:48.900 --> 01:26:55.380]   and then diagnose the problem from the word of God
[01:26:55.380 --> 01:26:57.680]   and find God's answers to those problems.
[01:26:57.680 --> 01:27:00.340]   (pensive music)
[01:27:00.340 --> 01:27:03.000]   (pensive music)
[01:27:03.000 --> 01:27:13.000]   [BLANK_AUDIO]

