
[00:00:00.000 --> 00:00:02.600]   (gentle music)
[00:47:24.580 --> 00:47:26.420]   especially for things like groups
[00:47:26.420 --> 00:47:28.340]   where you want certain patterns,
[00:47:28.340 --> 00:47:29.860]   you're trying to mimic certain patterns.
[00:47:29.860 --> 00:47:31.380]   We went back to schools.
[00:47:31.380 --> 00:47:32.580]   When people are panicked,
[00:47:32.580 --> 00:47:34.580]   especially when you think about a building
[00:47:34.580 --> 00:47:36.340]   that has entrances and exits,
[00:47:36.340 --> 00:47:39.140]   there are very specific patterns of human motion
[00:47:39.140 --> 00:47:40.500]   that you're not gonna be able to collect.
[00:47:40.500 --> 00:47:41.620]   And hopefully you never will
[00:47:41.620 --> 00:47:44.180]   because those things hopefully don't happen that often.
[00:47:44.180 --> 00:47:45.620]   And working with synthetic data
[00:47:45.620 --> 00:47:48.660]   and essentially incorporating it into our end-to-end pipeline
[00:47:48.660 --> 00:47:49.700]   is what we're doing today
[00:47:49.700 --> 00:47:52.100]   so we can very quickly model out those scenarios.
[00:47:52.100 --> 00:47:53.700]   - Wow.
[00:47:53.700 --> 00:47:55.460]   I mean, it's funny.
[00:47:55.460 --> 00:47:57.460]   I feel like synthetic data companies come to me
[00:47:57.460 --> 00:47:59.060]   for advice all the time.
[00:47:59.060 --> 00:48:02.980]   And I always feel like it'll be very clear
[00:48:02.980 --> 00:48:05.460]   if your synthetic data is working to help a customer
[00:48:05.460 --> 00:48:07.140]   and then you'll have a great business.
[00:48:07.140 --> 00:48:08.740]   But that part seems really hard to do.
[00:48:08.740 --> 00:48:12.260]   I would imagine modeling people in a panic
[00:48:12.260 --> 00:48:14.660]   is probably an unusual use case,
[00:48:14.660 --> 00:48:15.780]   but incredibly important.
[00:48:15.780 --> 00:48:18.820]   And you better get it really right if you're gonna try to--
[00:48:18.820 --> 00:48:20.340]   - I think it's the same thing, actually.
[00:48:20.340 --> 00:48:23.780]   I mean, I get a lot of startups coming to me and saying,
[00:48:23.780 --> 00:48:25.380]   "Hey, we would like to offer this to you.
[00:48:25.380 --> 00:48:28.340]   Especially data startups at this point
[00:48:28.340 --> 00:48:30.180]   and ML ops startups."
[00:48:30.180 --> 00:48:31.140]   Focus, honestly.
[00:48:31.140 --> 00:48:32.660]   And you've seen that if you,
[00:48:32.660 --> 00:48:34.180]   again, going back to the latest CVPR,
[00:48:34.180 --> 00:48:37.140]   there was a huge push on synthetic data at CVPR,
[00:48:37.140 --> 00:48:40.660]   including the release and commitment to a new open dataset,
[00:48:40.660 --> 00:48:42.660]   for example, for synthetic data.
[00:48:42.660 --> 00:48:45.780]   I think the community, especially the academic community,
[00:48:45.780 --> 00:48:48.100]   they just simply don't know what these companies are doing
[00:48:48.100 --> 00:48:49.860]   and where they're focusing in terms of
[00:48:49.860 --> 00:48:53.380]   what outcomes they're looking to enable.
[00:48:53.380 --> 00:48:54.980]   And I would say that's the same advice
[00:48:54.980 --> 00:48:56.820]   I give a lot of the synthetic data companies.
[00:48:56.820 --> 00:48:58.100]   These are my problems.
[00:48:58.100 --> 00:48:58.900]   So for example,
[00:48:58.900 --> 00:49:01.380]   I want to be able to get a lot of data
[00:49:01.380 --> 00:49:02.980]   about human attributes
[00:49:02.980 --> 00:49:05.060]   where I don't want to collect real data.
[00:49:05.060 --> 00:49:08.020]   Can you build photorealistic data
[00:49:08.020 --> 00:49:10.500]   that is good enough for me to be able to train a model,
[00:49:10.500 --> 00:49:11.140]   for example,
[00:49:11.140 --> 00:49:14.500]   or focus on a specific vertical.
[00:49:14.500 --> 00:49:15.780]   Verticals where it's difficult
[00:49:15.780 --> 00:49:17.460]   to be able to collect real data.
[00:49:17.460 --> 00:49:19.380]   And I think that's what we're starting to see.
[00:49:19.380 --> 00:49:21.860]   Like if I look at a few different startups now,
[00:49:21.860 --> 00:49:23.860]   they're really trying to find their niche.
[00:49:23.860 --> 00:49:25.460]   The other part is tooling.
[00:49:25.460 --> 00:49:28.500]   I think this is one area where I pushed very hard initially
[00:49:28.500 --> 00:49:29.300]   when we were looking at,
[00:49:29.300 --> 00:49:31.540]   and they simply weren't ready to share their tools
[00:49:31.540 --> 00:49:33.380]   because they were building it in-house
[00:49:33.380 --> 00:49:35.700]   to be able to generate datasets for their customers.
[00:49:35.700 --> 00:49:37.300]   And I think that is one thing
[00:49:37.300 --> 00:49:40.180]   where if you have a machine learning team,
[00:49:40.180 --> 00:49:41.460]   like you're not outsourcing
[00:49:41.460 --> 00:49:42.660]   your machine learning development,
[00:49:42.660 --> 00:49:44.420]   you're actually doing it in-house.
[00:49:44.420 --> 00:49:46.660]   Those end-to-end tools that you can incorporate
[00:49:46.660 --> 00:49:48.660]   into your machine learning development life cycle
[00:49:48.660 --> 00:49:49.540]   are super important.
[00:49:49.540 --> 00:49:51.380]   That is when I think a lot of companies
[00:49:51.380 --> 00:49:53.620]   will start to see value of things like synthetic data
[00:49:53.620 --> 00:49:57.380]   when they can actually develop, train, and test iteratively
[00:49:57.380 --> 00:49:59.620]   to be able to see how it's helping them.
[00:49:59.620 --> 00:50:02.900]   - I'm kind of curious as a startup founder,
[00:50:02.900 --> 00:50:07.380]   AI Reverie was a customer of ours too.
[00:50:07.380 --> 00:50:09.940]   And so we saw that they got popped by Meta
[00:50:09.940 --> 00:50:11.380]   and congrats to them.
[00:50:11.380 --> 00:50:14.180]   But did that experience make you a little more nervous
[00:50:14.180 --> 00:50:15.300]   about working with startups?
[00:50:15.300 --> 00:50:17.220]   - It's a really good question.
[00:50:17.220 --> 00:50:18.820]   Actually, I think about this all the time
[00:50:18.820 --> 00:50:21.060]   because a lot of the startups that you talk to,
[00:50:21.060 --> 00:50:22.820]   they may be here and then not here
[00:50:22.820 --> 00:50:23.620]   in a couple of months.
[00:50:23.620 --> 00:50:26.500]   And so kind of tying yourself very deeply
[00:50:26.500 --> 00:50:28.900]   to one ends up being problematic.
[00:50:28.900 --> 00:50:30.660]   So I would say just in general,
[00:50:30.660 --> 00:50:33.540]   we like companies or at least our team
[00:50:33.540 --> 00:50:34.580]   and what the company does,
[00:50:34.580 --> 00:50:37.380]   we like companies that focus on platform and tools
[00:50:37.380 --> 00:50:39.140]   and build things in a very modular way.
[00:50:39.140 --> 00:50:41.540]   Because not only does it help us really understand
[00:50:41.540 --> 00:50:43.380]   what value there is in that,
[00:50:43.380 --> 00:50:46.020]   like for example, data visualization, huge problem.
[00:50:46.020 --> 00:50:48.500]   You don't want, like before we had data scientists
[00:50:48.500 --> 00:50:50.820]   building all different types of visualization,
[00:50:51.380 --> 00:50:55.060]   hard to share, hard to have a library of those things
[00:50:55.060 --> 00:50:56.420]   to be able to replicate.
[00:50:56.420 --> 00:50:57.620]   Same things around data.
[00:50:57.620 --> 00:50:58.980]   If we tied ourselves to a company
[00:50:58.980 --> 00:51:00.740]   that was just generating data for us
[00:51:00.740 --> 00:51:01.940]   and then they went away
[00:51:01.940 --> 00:51:03.140]   and we have no idea actually
[00:51:03.140 --> 00:51:05.300]   how to generate that data ourselves,
[00:51:05.300 --> 00:51:06.820]   I think that becomes problematic.
[00:51:06.820 --> 00:51:10.100]   So I think companies that focus on tools and platform
[00:51:10.100 --> 00:51:12.900]   where we understand what makes them great
[00:51:12.900 --> 00:51:15.300]   because they're focusing on a very specific problem.
[00:51:15.300 --> 00:51:17.300]   But we also have the intuition behind
[00:51:17.300 --> 00:51:19.700]   what problem they're solving
[00:51:19.700 --> 00:51:22.100]   so that we can start to invest in it more in-house.
[00:51:22.100 --> 00:51:23.860]   So the synthetic data is a great example.
[00:51:23.860 --> 00:51:26.740]   I don't think it can be a completely outsourced thing.
[00:51:26.740 --> 00:51:29.620]   Companies are gonna go after little slices of the problem.
[00:51:29.620 --> 00:51:31.620]   I think if you're really gonna be all in on it,
[00:51:31.620 --> 00:51:33.460]   you have to invest in tools and technology
[00:51:33.460 --> 00:51:34.340]   on your end as well.
[00:51:34.340 --> 00:51:36.980]   And so I think just as a general rule of thumb,
[00:51:36.980 --> 00:51:38.740]   that's what we try to look at as companies
[00:51:38.740 --> 00:51:41.380]   that are a little bit more open in terms of
[00:51:41.380 --> 00:51:44.180]   how they're building systems
[00:51:44.180 --> 00:51:46.020]   and have a good diversity of customers
[00:51:46.020 --> 00:51:47.380]   so that we're not the only ones
[00:51:47.380 --> 00:51:49.300]   relying on this one capability
[00:51:49.300 --> 00:51:52.100]   so that they will tune the solution
[00:51:52.100 --> 00:51:54.020]   because we are their biggest customer, for example.
[00:51:54.020 --> 00:51:56.100]   That becomes problematic as you know.
[00:51:56.100 --> 00:51:58.580]   - Are there any other kind of common mistakes
[00:51:58.580 --> 00:52:01.780]   that a guy like me makes pitching a guy like you?
[00:52:01.780 --> 00:52:03.540]   Like when startups come to you,
[00:52:03.540 --> 00:52:04.660]   do you have any advice for them
[00:52:04.660 --> 00:52:10.260]   to I guess be a good vendor to Motorola?
[00:52:10.260 --> 00:52:11.780]   - I think honestly,
[00:52:11.780 --> 00:52:13.940]   and it's probably just a pet peeve of mine,
[00:52:13.940 --> 00:52:16.580]   but very few companies actually do any homework
[00:52:16.580 --> 00:52:18.020]   on what we do.
[00:52:18.020 --> 00:52:19.700]   So they're pitching something
[00:52:19.700 --> 00:52:21.780]   which if you just spent 30 seconds
[00:52:21.780 --> 00:52:23.220]   kind of looking at what we're doing,
[00:52:23.220 --> 00:52:25.460]   it probably didn't make sense to pitch it.
[00:52:25.460 --> 00:52:27.060]   And I think the second part is
[00:52:27.060 --> 00:52:30.660]   the volume of pitches are so high right now,
[00:52:30.660 --> 00:52:33.700]   especially in machine learning ops or computer vision
[00:52:33.700 --> 00:52:37.780]   or whatever NLP that usually people like me
[00:52:37.780 --> 00:52:38.580]   who have to look at it,
[00:52:38.580 --> 00:52:40.260]   we have a very small amount of time
[00:52:40.260 --> 00:52:42.100]   to be able to actually make a decision.
[00:52:42.100 --> 00:52:43.780]   And I think when I look at it,
[00:52:43.780 --> 00:52:45.300]   when I try to make decisions,
[00:52:45.300 --> 00:52:46.740]   people is the number one thing.
[00:52:46.740 --> 00:52:48.580]   Like what's the quality of people?
[00:52:48.580 --> 00:52:50.100]   I don't care what problem you're solving.
[00:52:50.100 --> 00:52:52.340]   Like what's the quality of the company?
[00:52:52.340 --> 00:52:53.540]   Where did they come from?
[00:52:53.540 --> 00:52:54.900]   What problems did they solve?
[00:52:54.900 --> 00:52:56.660]   That's for me is number one.
[00:52:56.660 --> 00:52:57.860]   Number two is,
[00:52:57.860 --> 00:52:59.460]   did they take a little bit of time
[00:52:59.460 --> 00:53:01.620]   to pitch me on what they think
[00:53:01.620 --> 00:53:03.380]   is a good use of their technology
[00:53:03.380 --> 00:53:04.900]   for the problems that I'm solving?
[00:53:04.900 --> 00:53:08.500]   I think those two things help me make decisions
[00:53:08.500 --> 00:53:09.540]   relatively quickly.
[00:53:09.540 --> 00:53:12.420]   And I think you can tell,
[00:53:12.420 --> 00:53:14.660]   I would say the founders or the companies who care
[00:53:14.660 --> 00:53:17.380]   when they maybe limit the number of people
[00:53:17.380 --> 00:53:18.580]   that they engage with.
[00:53:18.580 --> 00:53:20.020]   And, but when they do engage,
[00:53:20.020 --> 00:53:21.060]   they've done their homework
[00:53:21.060 --> 00:53:23.540]   and they kind of know that they feel strongly
[00:53:23.540 --> 00:53:25.540]   that what they're building could benefit the company.
[00:53:25.540 --> 00:53:29.140]   And I think, so, I mean, Alex is one example,
[00:53:29.140 --> 00:53:31.220]   Alex Ratner, like I knew of Snorkel.
[00:53:31.220 --> 00:53:33.460]   We'd actually spent a bunch of development time
[00:53:33.460 --> 00:53:34.340]   using Snorkel.
[00:53:34.340 --> 00:53:36.820]   And I think that was a very easy relationship.
[00:53:36.820 --> 00:53:38.580]   I mean, and he himself reached out,
[00:53:38.580 --> 00:53:39.620]   which made it super easy
[00:53:39.620 --> 00:53:41.060]   'cause we were able to dive straight in,
[00:53:41.060 --> 00:53:43.220]   right into what problems are you solving
[00:53:43.220 --> 00:53:44.420]   with your company?
[00:53:44.420 --> 00:53:46.900]   And get engaged with them and say,
[00:53:46.900 --> 00:53:48.900]   okay, now we know what path you're on.
[00:53:48.900 --> 00:53:50.580]   We know that you're someone
[00:53:50.580 --> 00:53:52.740]   we probably want to keep working with at some point.
[00:53:52.740 --> 00:53:54.180]   And so that made it easy.
[00:53:54.180 --> 00:53:55.300]   - Awesome.
[00:53:55.300 --> 00:53:57.220]   Well, I'm sure that's useful advice.
[00:53:57.220 --> 00:54:00.820]   Maybe we should end with our two questions
[00:54:00.820 --> 00:54:01.700]   that we always end with.
[00:54:01.700 --> 00:54:04.740]   The second to last one is,
[00:54:04.740 --> 00:54:07.700]   what's a topic in machine learning
[00:54:07.700 --> 00:54:09.060]   that you think is underrated?
[00:54:09.060 --> 00:54:11.860]   - Oh, that's a tough one
[00:54:11.860 --> 00:54:13.700]   'cause I think so many problems
[00:54:13.700 --> 00:54:16.020]   are kind of, I would say out there.
[00:54:16.020 --> 00:54:18.100]   I still am a very, very strong believer
[00:54:18.100 --> 00:54:20.020]   in multitask learning and meta learning.
[00:54:20.020 --> 00:54:23.860]   I think you've seen the kind of academic community
[00:54:23.860 --> 00:54:24.740]   go in that direction,
[00:54:24.740 --> 00:54:26.740]   but now we're starting to see real results.
[00:54:26.740 --> 00:54:28.340]   I mean, I'll point out one thing
[00:54:28.340 --> 00:54:29.700]   that it's not so recent,
[00:54:29.700 --> 00:54:31.220]   but came out of meta again,
[00:54:31.220 --> 00:54:32.740]   which was Groknet,
[00:54:32.740 --> 00:54:35.060]   which is essentially using multitask learning
[00:54:35.060 --> 00:54:37.220]   to be able to basically do
[00:54:37.220 --> 00:54:38.740]   very accurate product recognition.
[00:54:38.740 --> 00:54:39.700]   Now we don't do any of that.
[00:54:39.700 --> 00:54:41.700]   We're not an e-commerce company at all,
[00:54:41.700 --> 00:54:43.140]   but one lesson there,
[00:54:43.140 --> 00:54:44.740]   at least that I learned was
[00:54:44.740 --> 00:54:47.780]   being able to have a single model
[00:54:47.780 --> 00:54:50.900]   that does well across a variety of classification tasks
[00:54:50.900 --> 00:54:52.820]   and is trained and optimized jointly
[00:54:52.820 --> 00:54:55.860]   is something that is very important.
[00:54:55.860 --> 00:54:58.340]   And it used to always be that you choose
[00:54:58.340 --> 00:55:00.420]   a particular loss function that you'd care about.
[00:55:00.420 --> 00:55:03.060]   Now you use a multiplicity of different loss functions,
[00:55:03.060 --> 00:55:04.500]   some which were not even intended
[00:55:04.500 --> 00:55:05.860]   for that particular task.
[00:55:05.860 --> 00:55:07.780]   So for example, Groknet uses ArcFace,
[00:55:07.780 --> 00:55:12.020]   which was developed for face recognition,
[00:55:12.020 --> 00:55:13.860]   but they're not using with anything
[00:55:13.860 --> 00:55:14.980]   to do with face recognition.
[00:55:14.980 --> 00:55:16.100]   They're essentially using that
[00:55:16.100 --> 00:55:17.940]   to be able to find the cosine similarity
[00:55:17.940 --> 00:55:20.500]   between different embeddings in a very varied space.
[00:55:20.500 --> 00:55:21.700]   We do the same thing.
[00:55:21.700 --> 00:55:24.020]   We started out having N different models.
[00:55:24.020 --> 00:55:27.140]   We want to get it down to some N minus X amount,
[00:55:27.140 --> 00:55:29.220]   again, to the point of managing different models.
[00:55:29.220 --> 00:55:30.820]   So I would say multitask learning
[00:55:30.820 --> 00:55:32.580]   and meta learning, I think is still,
[00:55:32.580 --> 00:55:33.940]   people think it's science fiction
[00:55:33.940 --> 00:55:37.060]   because I think academia-wise,
[00:55:37.060 --> 00:55:38.100]   a lot of people look at that and go,
[00:55:38.100 --> 00:55:39.780]   "I'll come back to it in three or five years
[00:55:39.780 --> 00:55:41.060]   when it's kind of ready to use."
[00:55:41.060 --> 00:55:42.900]   But I think picking your spots,
[00:55:42.900 --> 00:55:43.940]   I think this is one area
[00:55:43.940 --> 00:55:47.140]   where I think it's grossly underrated.
[00:55:47.140 --> 00:55:49.380]   The second I would say is user experience.
[00:55:49.380 --> 00:55:50.180]   I didn't talk about it,
[00:55:50.180 --> 00:55:52.420]   but in addition to the artificial intelligence team,
[00:55:52.420 --> 00:55:54.260]   I lead the user experience research
[00:55:54.260 --> 00:55:55.620]   and design team here at Motorola.
[00:55:55.620 --> 00:55:57.060]   And I think those two things
[00:55:57.060 --> 00:55:58.740]   are critically essential to each other.
[00:55:58.740 --> 00:56:00.820]   It used to be that we would just develop algorithms
[00:56:00.820 --> 00:56:03.140]   in a vacuum, then go to the designers and go,
[00:56:03.140 --> 00:56:05.540]   "Hey, can you help me design some software around it?"
[00:56:05.540 --> 00:56:06.900]   And I think we don't do that anymore.
[00:56:06.900 --> 00:56:08.740]   We start with a human problem.
[00:56:08.740 --> 00:56:10.340]   We try to design the experience
[00:56:10.340 --> 00:56:11.300]   and then we try to figure out
[00:56:11.300 --> 00:56:14.020]   how the model can actually fit in that workflow.
[00:56:14.020 --> 00:56:16.180]   And I think any machine learning company
[00:56:16.180 --> 00:56:18.260]   should really, really consider that,
[00:56:18.260 --> 00:56:21.460]   especially when you go pitch your solutions to someone
[00:56:21.460 --> 00:56:23.540]   and you're still trying to explain it to them
[00:56:23.540 --> 00:56:25.140]   after 30 minutes, I think then,
[00:56:25.140 --> 00:56:27.060]   you probably need to tackle that.
[00:56:27.060 --> 00:56:29.140]   So I would say those are the two factors,
[00:56:29.140 --> 00:56:29.860]   for me at least.
[00:56:29.860 --> 00:56:33.220]   - Yeah, we hear that user experience thing
[00:56:33.220 --> 00:56:34.100]   over and over and over.
[00:56:34.100 --> 00:56:38.020]   It's interesting how there's a lot of movement
[00:56:38.020 --> 00:56:39.620]   back and forth between ML leaders
[00:56:39.620 --> 00:56:40.580]   and product leaders, I think,
[00:56:40.580 --> 00:56:41.620]   which is super cool.
[00:56:41.620 --> 00:56:42.180]   - Yeah.
[00:56:42.180 --> 00:56:46.580]   - I guess my final question is,
[00:56:46.580 --> 00:56:52.100]   when you look at speccing an ML application
[00:56:52.100 --> 00:56:54.820]   to deploy live in production,
[00:56:54.820 --> 00:56:56.580]   where do you see the biggest bottleneck is?
[00:56:56.580 --> 00:56:59.940]   What's the hardest part about getting a new model
[00:56:59.940 --> 00:57:00.660]   into production?
[00:57:00.660 --> 00:57:03.220]   - Yeah, so I'll answer that specifically
[00:57:03.220 --> 00:57:04.580]   on the Motorola solution side,
[00:57:04.580 --> 00:57:06.020]   'cause that's probably what your customers
[00:57:06.020 --> 00:57:07.220]   are interested in.
[00:57:07.220 --> 00:57:09.940]   So for us, especially if it involves edge hardware,
[00:57:09.940 --> 00:57:12.420]   the complexity is, as you know,
[00:57:12.420 --> 00:57:14.340]   synchronizing software release cycle
[00:57:14.340 --> 00:57:15.700]   with a hardware release cycle.
[00:57:15.700 --> 00:57:17.380]   That is difficult 'cause you have deadlines,
[00:57:17.380 --> 00:57:19.140]   you have supply chain issues and things like that.
[00:57:19.140 --> 00:57:20.980]   So having to do that.
[00:57:20.980 --> 00:57:23.700]   The second part is, I would say the easy part
[00:57:23.700 --> 00:57:26.180]   is getting a viable model out of research,
[00:57:26.180 --> 00:57:28.180]   if you will, out of R&D.
[00:57:28.180 --> 00:57:29.940]   Like we are very well equipped to do that.
[00:57:29.940 --> 00:57:31.380]   We have great tools,
[00:57:31.380 --> 00:57:34.580]   increasingly our training infrastructure is automated.
[00:57:34.580 --> 00:57:35.940]   We do training in the cloud.
[00:57:35.940 --> 00:57:37.780]   We have on-prem compute
[00:57:37.780 --> 00:57:41.220]   through our distributed training methodologies.
[00:57:41.220 --> 00:57:43.140]   The problem is once we have a viable model,
[00:57:43.140 --> 00:57:45.700]   and typically there was a framework issue before,
[00:57:45.700 --> 00:57:48.980]   whereas now I think we use interchange formats like ONNX,
[00:57:48.980 --> 00:57:50.100]   we can get a model out
[00:57:50.100 --> 00:57:51.940]   that is somewhat framework independent.
[00:57:51.940 --> 00:57:54.500]   Second is how do I optimize for the platform?
[00:57:54.500 --> 00:57:56.180]   If it's NVIDIA, I might have to use something
[00:57:56.180 --> 00:57:57.140]   like TensorRT.
[00:57:57.140 --> 00:57:58.660]   If I'm using an AI SoC,
[00:57:58.660 --> 00:58:01.140]   I need to be able to use that company's tools
[00:58:01.140 --> 00:58:03.460]   to be able to not only optimize the model,
[00:58:03.460 --> 00:58:05.060]   do post-training quantization,
[00:58:05.060 --> 00:58:05.860]   which is not trivial.
[00:58:05.860 --> 00:58:06.820]   Now you've got to see,
[00:58:06.820 --> 00:58:09.060]   did I lose anything in terms of my accuracy?
[00:58:09.060 --> 00:58:11.700]   So getting a model that looks good
[00:58:11.700 --> 00:58:13.940]   on as much data as we have,
[00:58:13.940 --> 00:58:16.420]   then optimizing it for a particular platform,
[00:58:16.420 --> 00:58:18.980]   that part is complex
[00:58:18.980 --> 00:58:20.420]   because we have to deal with
[00:58:20.420 --> 00:58:22.260]   a bunch of different platforms.
[00:58:22.260 --> 00:58:23.860]   I think once we've got there,
[00:58:23.860 --> 00:58:25.460]   I think the question of,
[00:58:25.460 --> 00:58:26.580]   is it good enough?
[00:58:26.580 --> 00:58:28.420]   This is something that machine learning teams
[00:58:28.420 --> 00:58:29.300]   struggle with a lot.
[00:58:29.300 --> 00:58:31.460]   And I think if you distribute that task
[00:58:31.460 --> 00:58:33.780]   between like a QA team or a test team,
[00:58:33.780 --> 00:58:35.140]   for example, and the AI team,
[00:58:35.780 --> 00:58:37.300]   there are very big differences
[00:58:37.300 --> 00:58:39.060]   in opinion on what might be good enough.
[00:58:39.060 --> 00:58:40.500]   You might go do field testing
[00:58:40.500 --> 00:58:42.740]   and you might test two particular scenes,
[00:58:42.740 --> 00:58:44.420]   only two fields of view,
[00:58:44.420 --> 00:58:46.660]   and say, the model is doing terribly here.
[00:58:46.660 --> 00:58:48.980]   Machine learning team will come back and say,
[00:58:48.980 --> 00:58:51.060]   well, our data set is way, way bigger than that.
[00:58:51.060 --> 00:58:52.740]   We trained on like a million images
[00:58:52.740 --> 00:58:53.860]   across many different scenes.
[00:58:53.860 --> 00:58:55.700]   And we think in general, it performs well.
[00:58:55.700 --> 00:58:58.260]   How are you going to do that
[00:58:58.260 --> 00:58:59.940]   when it's statistically insignificant
[00:58:59.940 --> 00:59:01.140]   on the manual testing side?
[00:59:01.140 --> 00:59:03.860]   So I would say optimization and testing,
[00:59:03.860 --> 00:59:06.100]   especially if you're trying to get these things out
[00:59:06.100 --> 00:59:07.460]   across multiple platforms.
[00:59:07.460 --> 00:59:09.460]   - And I guess fixing the problems
[00:59:09.460 --> 00:59:11.300]   with the real world tests on hard also.
[00:59:11.300 --> 00:59:12.900]   - Indeed it is.
[00:59:12.900 --> 00:59:15.060]   It's the first, I mean, finding candidate sites,
[00:59:15.060 --> 00:59:16.500]   are you doing it the right way?
[00:59:16.500 --> 00:59:18.260]   And how do you scale that again?
[00:59:18.260 --> 00:59:19.540]   Which is why we're trying to use things
[00:59:19.540 --> 00:59:21.620]   like synthetic data a little bit more effectively.
[00:59:21.620 --> 00:59:24.420]   And one change we made was our AI data team
[00:59:24.420 --> 00:59:26.580]   originally only served our machine learning team.
[00:59:26.580 --> 00:59:29.940]   Now the AI data team also serves our platform team
[00:59:29.940 --> 00:59:31.460]   and our test team as well,
[00:59:31.460 --> 00:59:33.860]   which has started to get bridged that gap a little bit
[00:59:33.860 --> 00:59:35.380]   in terms of test coverage.
[00:59:35.380 --> 00:59:36.820]   - Awesome.
[00:59:36.820 --> 00:59:37.780]   Well, thanks so much for your time.
[00:59:37.780 --> 00:59:38.580]   This is really fun.
[00:59:38.580 --> 00:59:41.220]   - Oh, thanks because I really appreciated it.
[00:59:41.220 --> 00:59:42.100]   Nice conversation.
[00:59:42.100 --> 00:59:43.220]   - Yeah, thank you.
[00:59:44.180 --> 00:59:45.860]   - If you're enjoying these interviews
[00:59:45.860 --> 00:59:47.620]   and you want to learn more,
[00:59:47.620 --> 00:59:49.700]   please click on the link to the show notes
[00:59:49.700 --> 00:59:52.820]   in the description where you can find links
[00:59:52.820 --> 00:59:54.420]   to all the papers that are mentioned,
[00:59:54.420 --> 00:59:56.820]   supplemental material, and a transcription
[00:59:56.820 --> 00:59:58.340]   that we work really hard to produce.
[00:59:58.340 --> 00:59:59.220]   So check it out.
[00:59:59.220 --> 01:00:01.480]   out.

