
[00:00:00.360 --> 00:00:04.800]   Welcome to the Huberman Lab Podcast, where we discuss science and science-based tools
[01:35:37.340 --> 01:35:39.340]   Dr. Mark Berman: Now it's down to 20 hours.
[01:35:39.340 --> 01:35:48.340]   Dr. Mark Berman: Move, if you look at movie ticket sales, like the best, you know, the most popular movies, they were more popular, most probably for three months.
[01:35:48.340 --> 01:35:50.340]   Dr. Mark Berman: Now it's like one and a half months.
[01:35:50.340 --> 01:35:55.340]   Dr. Mark Berman: Like it's just maybe our collective attention span is kind of shrinking a little bit.
[01:35:55.340 --> 01:36:02.340]   Dr. Mark Berman: And we've kind of been wondering, like, does that, does that mean has our like individual directed attention kind of shrunk a little bit?
[01:36:02.340 --> 01:36:08.340]   Dr. Mark Berman: Or is there just, you know, too many other possibilities that we're just too overwhelmed that that's causing that?
[01:36:08.340 --> 01:36:17.340]   Dr. Mark Berman: But it is something that is a bit worrisome that, you know, it's not just that we're having a lot of things and I'm speculating now.
[01:36:17.340 --> 01:36:20.340]   Dr. Mark Berman: It's not just that we have a lot of things vying for directed attention.
[01:36:20.340 --> 01:36:30.340]   Dr. Mark Berman: But if we're being so bombarded so much, and as you say, we're kind of getting into these bad modes of thinking, could our directed attention span actually shrink?
[01:36:30.340 --> 01:36:31.340]   Dr. Mark Berman: I believe it.
[01:36:31.340 --> 01:36:32.340]   Dr. Mark Berman: Yeah.
[01:36:32.340 --> 01:36:33.340]   Dr. Mark Berman: It can and it is out there.
[01:36:33.340 --> 01:36:47.340]   Dr. Mark Berman: I mean, to borrow from the mighty David Goggins, who's kind of the, I don't know if you're familiar with David, but author of Can't Hurt Me and he's been on this podcast and a real proponent of doing hard things every single day, not because he wants to do them, but precisely because he doesn't want to do them.
[01:36:47.340 --> 01:36:50.340]   Dr. Mark Berman: You know, forcing upon himself like real discipline.
[01:36:50.340 --> 01:36:51.340]   Dr. Mark Berman: Yeah.
[01:36:51.340 --> 01:36:53.340]   Dr. Mark Berman: He's the, he's emblematic of that.
[01:36:53.340 --> 01:37:03.340]   Dr. Mark Berman: He's also said, and this should be reassuring to people that nowadays it's easier than ever to be exceptional because all you have to do is overcome the urge to be on your phone as much, run a bit more.
[01:37:03.340 --> 01:37:12.340]   Dr. Mark Berman: I mean, maybe what we're going to select for the people who, who are very organized about their engagement with phones and social media.
[01:37:12.340 --> 01:37:19.340]   Dr. Mark Berman: I mean, I will say coming from the Bay Area, I know a number of people who work for and have founded very large social media platforms.
[01:37:19.340 --> 01:37:20.340]   Dr. Mark Berman: Yeah.
[01:37:20.340 --> 01:37:21.340]   Dr. Mark Berman: They're not on their phones all day.
[01:37:21.340 --> 01:37:22.340]   Dr. Mark Berman: Right.
[01:37:22.340 --> 01:37:23.340]   Dr. Mark Berman: They're definitely not.
[01:37:23.340 --> 01:37:25.340]   Dr. Mark Berman: And their kids aren't either.
[01:37:25.340 --> 01:37:26.340]   Dr. Mark Berman: Right.
[01:37:26.340 --> 01:37:27.340]   Dr. Mark Berman: Their kids aren't either.
[01:37:27.340 --> 01:37:28.340]   Dr. Mark Berman: So you're a father of four.
[01:37:28.340 --> 01:37:29.340]   Dr. Mark Berman: Yeah.
[01:37:29.340 --> 01:37:35.340]   Dr. Mark Berman: Are there things that you do with your kids to encourage the buildup and reinforcement of these circuits?
[01:37:35.340 --> 01:37:36.340]   Dr. Mark Berman: Certainly their brains are still plastic.
[01:37:36.340 --> 01:37:37.340]   Dr. Mark Berman: Yeah.
[01:37:37.340 --> 01:37:44.340]   Dr. Mark Berman: And a lot of people listening to this have kids or are kids and would like to know what they should do.
[01:37:44.340 --> 01:37:45.340]   Dr. Mark Berman: Yeah.
[01:37:45.340 --> 01:37:47.340]   Dr. Mark Berman: Is it exactly what adults should do?
[01:37:47.340 --> 01:37:52.340]   Dr. Mark Berman: You know, so I try to practice what I preach.
[01:37:52.340 --> 01:38:01.340]   Dr. Mark Berman: It's hard because all of their friends have the technologies to my oldest daughter does have a smartphone, but she doesn't have any social media.
[01:38:01.340 --> 01:38:07.340]   Dr. Mark Berman: She uses it mostly to text her friends and play Duolingo or something like that.
[01:38:07.340 --> 01:38:12.340]   Dr. Mark Berman: You know, I try to get them to go out in nature as much as possible.
[01:38:12.340 --> 01:38:15.340]   Dr. Mark Berman: Sometimes they're hesitant or dad.
[01:38:15.340 --> 01:38:22.340]   Dr. Mark Berman: They don't want to do it, but we definitely try to get them outside as much as possible.
[01:38:22.340 --> 01:38:28.340]   Dr. Mark Berman: And even, you know, when we get to go on vacation once in a while, my wife's family, we're fortunate.
[01:38:28.340 --> 01:38:37.340]   Dr. Mark Berman: They have like a little cabin in Northern Ontario that we go to and there's, you know, there's really no internet there or anything.
[01:38:37.340 --> 01:38:44.340]   Dr. Mark Berman: And the kids are just running around with their cousins and playing in the lake and, you know, doing just normal kid things.
[01:38:44.340 --> 01:38:50.340]   Dr. Mark Berman: And, you know, I think you've had Jonathan Haidt on the, on the podcast and he kind of talked about this.
[01:38:50.340 --> 01:38:53.340]   Dr. Mark Berman: And he said, you know, the kids have to have more free play.
[01:38:53.340 --> 01:39:02.340]   Dr. Mark Berman: And the thing that I would just kind of add to what Johnson is saying, I would say you want them to have more free play in nature and we want them getting out of nature more.
[01:39:02.340 --> 01:39:06.340]   Dr. Mark Berman: And I think, you know, back to, um, uh, what's Goggins was his name?
[01:39:06.340 --> 01:39:07.340]   Dr. Mark Berman: David Goggins.
[01:39:07.340 --> 01:39:08.340]   Dr. Mark Berman: David Goggins.
[01:39:08.340 --> 01:39:11.340]   Dr. Mark Berman: I do agree too, that we should do hard things.
[01:39:11.340 --> 01:39:17.340]   Dr. Mark Berman: Um, and I think taking breaks in nature actually allows us to do more hard things.
[01:39:17.340 --> 01:39:22.340]   Dr. Mark Berman: That's, you know, just like you can't lift weights continuously all day long every day.
[01:39:22.340 --> 01:39:25.340]   Dr. Mark Berman: You got to rest and you got to take good rest.
[01:39:25.340 --> 01:39:33.340]   Dr. Mark Berman: And I think the nature breaks are the good mental rest, which is going to allow you then to later do the heavy cognitive work better.
[01:39:33.340 --> 01:39:37.340]   Dr. Mark Berman: So, but many of us are not taking good rest breaks.
[01:39:37.340 --> 01:39:39.340]   Dr. Mark Berman: We're taking bad rest breaks.
[01:39:39.340 --> 01:39:44.340]   Dr. Mark Berman: And I think if we can eliminate those bad rest breaks and substitute in the good nature rest breaks,
[01:39:44.340 --> 01:39:51.340]   Dr. Mark Berman: people are just going to be much healthier cognitively, physically, you know, socially.
[01:39:51.340 --> 01:39:57.340]   Dr. Mark Berman: Well, I'm going to offer something controversial, but with a purpose.
[01:39:57.340 --> 01:40:00.340]   Dr. Mark Berman: I did a episode on alcohol about that.
[01:40:00.340 --> 01:40:02.340]   Dr. Mark Berman: Basically the conclusion was zero is better than any.
[01:40:02.340 --> 01:40:03.340]   Dr. Mark Berman: Okay.
[01:40:03.340 --> 01:40:09.340]   Dr. Mark Berman: And two a week is probably fine and yes, it's poison and remains one of our most popular episodes.
[01:40:09.340 --> 01:40:19.340]   Dr. Mark Berman: But even though I'm not a drinker, you have to kind of wonder whether the kind of doing away with happy hour,
[01:40:19.340 --> 01:40:22.340]   Dr. Mark Berman: which by the way, used to be every day at the end of work.
[01:40:22.340 --> 01:40:23.340]   Dr. Mark Berman: Right.
[01:40:23.340 --> 01:40:30.340]   Dr. Mark Berman: Created this gap for passive depleting stuff to come in.
[01:40:30.340 --> 01:40:35.340]   Dr. Mark Berman: And it kind of raises this question of like, well, was happy hour restorative.
[01:40:35.340 --> 01:40:36.340]   Dr. Mark Berman: Mm-hmm.
[01:40:36.340 --> 01:40:41.340]   Dr. Mark Berman: And just to give people a clear sense of how pervasive happy hour with alcohol was.
[01:40:41.340 --> 01:40:46.340]   Dr. Mark Berman: When I first was a graduate student at Berkeley and was at Tolman Hall.
[01:40:46.340 --> 01:40:50.340]   Dr. Mark Berman: So first I was at Berkeley and then I did a second graduate degree elsewhere.
[01:40:50.340 --> 01:40:54.340]   Dr. Mark Berman: But when I was at Tolman Hall, there was this library in the psychology building.
[01:40:54.340 --> 01:40:59.340]   Dr. Mark Berman: And I was told that up until just three years before.
[01:40:59.340 --> 01:41:01.340]   Dr. Mark Berman: So that was in 1998.
[01:41:01.340 --> 01:41:06.340]   Dr. Mark Berman: It was customary for people to gather in the library for drinks every day at the end of the day.
[01:41:06.340 --> 01:41:16.340]   Dr. Mark Berman: And that for many, many decades prior, the founders of this of Frank Beach and all those guys used to get together and get like really drunk at the end of each day and go home.
[01:41:16.340 --> 01:41:22.340]   Dr. Mark Berman: Walk home, hopefully not drive home and then spend time with their families and then get up the next morning, drink coffee and go back to work.
[01:41:22.340 --> 01:41:25.340]   Dr. Mark Berman: And so, you know, alcohol culture, drinking culture.
[01:41:25.340 --> 01:41:26.340]   Dr. Mark Berman: Right.
[01:41:26.340 --> 01:41:29.340]   Dr. Mark Berman: Was a big part of how people socialize and decompress at the end of the day.
[01:41:29.340 --> 01:41:31.340]   Dr. Mark Berman: We know it's not good for you.
[01:41:31.340 --> 01:41:32.340]   Dr. Mark Berman: You'll live a shorter life.
[01:41:32.340 --> 01:41:40.340]   Dr. Mark Berman: And has a bunch of other issues with it and what happens when people drink together, et cetera, that can often not be good.
[01:41:40.340 --> 01:41:54.340]   Dr. Mark Berman: But the point here is, I think for many people who have families, but especially who don't have families, the sort of the number of healthy ways to reset in the evening.
[01:41:54.340 --> 01:41:57.340]   Dr. Mark Berman: To reset on a weekend in non-destructive ways.
[01:41:57.340 --> 01:41:58.340]   Dr. Mark Berman: Right.
[01:41:58.340 --> 01:41:59.340]   Dr. Mark Berman: It has become more limited.
[01:41:59.340 --> 01:42:00.340]   Dr. Mark Berman: Right.
[01:42:00.340 --> 01:42:07.340]   Dr. Mark Berman: In part because what's offered to us as passive restoration, I'm realizing today is passive depletion.
[01:42:07.340 --> 01:42:08.340]   Dr. Mark Berman: Right.
[01:42:08.340 --> 01:42:11.340]   Dr. Mark Berman: So do we bring back happy hour?
[01:42:11.340 --> 01:42:14.340]   Dr. Mark Berman: Maybe with non-alcoholic beverages or something.
[01:42:14.340 --> 01:42:18.340]   Dr. Mark Berman: You know, I think the happy hour is probably good socially, but I'm not sure it was so good for directed attention.
[01:42:18.340 --> 01:42:20.340]   Dr. Mark Berman: Do they still do a happy hour in your department?
[01:42:20.340 --> 01:42:22.340]   Dr. Mark Berman: You're chair of a department at University of Chicago.
[01:42:22.340 --> 01:42:27.340]   Dr. Mark Berman: They used to do graduate student happy hour every Friday when I was a graduate student.
[01:42:27.340 --> 01:42:28.340]   Dr. Mark Berman: Wow.
[01:42:28.340 --> 01:42:29.340]   Dr. Mark Berman: And a volleyball game.
[01:42:29.340 --> 01:42:30.340]   Dr. Mark Berman: And then people go out to dinner.
[01:42:30.340 --> 01:42:31.340]   Dr. Mark Berman: Yeah.
[01:42:31.340 --> 01:42:32.340]   Dr. Mark Berman: And this was prior to smartphones.
[01:42:32.340 --> 01:42:33.340]   Dr. Mark Berman: Yeah.
[01:42:33.340 --> 01:42:38.340]   Dr. Mark Berman: Right at the right as smartphones showed up because it was 2000 was when I started my PhD.
[01:42:38.340 --> 01:42:40.340]   Dr. Mark Berman: And it was really nice.
[01:42:40.340 --> 01:42:41.340]   Dr. Mark Berman: I didn't always go.
[01:42:41.340 --> 01:42:42.340]   Dr. Mark Berman: Yeah.
[01:42:42.340 --> 01:42:43.340]   Dr. Mark Berman: I was often in lab late working.
[01:42:43.340 --> 01:42:44.340]   Dr. Mark Berman: Yeah.
[01:42:44.340 --> 01:42:45.340]   Dr. Mark Berman: But I would go sometimes.
[01:42:45.340 --> 01:42:46.340]   Dr. Mark Berman: Yeah.
[01:42:46.340 --> 01:42:50.340]   Dr. Mark Berman: I feel like being on one's phone is not that.
[01:42:50.340 --> 01:42:51.340]   Dr. Mark Berman: No.
[01:42:51.340 --> 01:42:52.340]   Dr. Mark Berman: It's not a volleyball game with friends.
[01:42:52.340 --> 01:42:53.340]   Dr. Mark Berman: No.
[01:42:53.340 --> 01:42:54.340]   Dr. Mark Berman: It was a friendly volleyball game.
[01:42:54.340 --> 01:42:56.340]   Dr. Mark Berman: Meaning if you weren't good at volleyball, people didn't give you a hard time.
[01:42:56.340 --> 01:42:57.340]   Dr. Mark Berman: Right.
[01:42:57.340 --> 01:43:00.340]   Dr. Mark Berman: And then people would go out for dinner and drinks.
[01:43:00.340 --> 01:43:01.340]   Dr. Mark Berman: Right.
[01:43:01.340 --> 01:43:03.340]   Dr. Mark Berman: We do do happy hours once in a while.
[01:43:03.340 --> 01:43:04.340]   Dr. Mark Berman: I think it's kind of funny.
[01:43:04.340 --> 01:43:11.340]   Dr. Mark Berman: After COVID, I kind of felt like students didn't always know how to interact with faculty anymore.
[01:43:11.340 --> 01:43:13.340]   Dr. Mark Berman: It's kind of this weird dynamic.
[01:43:13.340 --> 01:43:26.340]   Dr. Mark Berman: So the happy hours have been kind of a good way to kind of reset and, you know, show that we're all colleagues and, you know, kind of help students to interact more with faculty and faculty to interact more with students.
[01:43:26.340 --> 01:43:37.340]   Dr. Mark Berman: I think one thing, you know, about the reset is I didn't say this, but I think the going in nature also has to be solitary to really get the benefit.
[01:43:37.340 --> 01:43:43.340]   Dr. Mark Berman: If you're going with a friend, you're going to be chit-chatting with a friend that's going to take directed attention.
[01:43:43.340 --> 01:43:49.340]   Dr. Mark Berman: When I take my kids in nature, it's good for my kids, but I don't count that as necessarily a restorative experience for me.
[01:43:49.340 --> 01:43:50.340]   Dr. Mark Berman: You're tracking their positions.
[01:43:50.340 --> 01:43:54.340]   Dr. Mark Berman: You got four little ones, so that's your evolutionary task.
[01:43:54.340 --> 01:43:59.340]   Dr. Mark Berman: So I, I have to carve out time where I can go on my own.
[01:43:59.340 --> 01:44:03.340]   Dr. Mark Berman: And, um, I think, you know, there's different buckets.
[01:44:03.340 --> 01:44:08.340]   Dr. Mark Berman: I think there's a bucket for, you know, getting the good social interaction.
[01:44:08.340 --> 01:44:15.340]   Dr. Mark Berman: So I don't, I'm not advocating that people do like throw and you build a cabin in the woods and you're just there solo.
[01:44:15.340 --> 01:44:24.340]   Dr. Mark Berman: I'm kind of more advocating for these kind of micro doses of nature to kind of bump directed attention up.
[01:44:24.340 --> 01:44:25.340]   Dr. Mark Berman: Can you bring a dog?
[01:44:25.340 --> 01:44:27.340]   Dr. Mark Berman: I think a dog would, would work well.
[01:44:27.340 --> 01:44:30.340]   Dr. Mark Berman: A dog doesn't require conversation.
[01:44:30.340 --> 01:44:32.340]   Dr. Mark Berman: No words, no language.
[01:44:32.340 --> 01:44:36.340]   Dr. Mark Berman: Um, you know, as long as a dog is pretty well behaved.
[01:44:36.340 --> 01:44:37.340]   Dr. Mark Berman: I think that would work too.
[01:44:37.340 --> 01:44:40.340]   Dr. Mark Berman: And dogs, you know, in some sense, that's also kind of, I mean, we're part of nature.
[01:44:40.340 --> 01:44:41.340]   Dr. Mark Berman: Dogs are part of nature.
[01:44:41.340 --> 01:44:43.340]   Dr. Mark Berman: And I, you know, and some elements to me too.
[01:44:43.340 --> 01:44:47.340]   Dr. Mark Berman: I think dogs are kind of softly fascinating and, and interesting.
[01:44:47.340 --> 01:44:54.340]   Dr. Mark Berman: Um, but I do think these nature, to get the really most bang for your buck for these nature experiences, they do have to be solitary.
[01:44:54.340 --> 01:44:57.340]   Dr. Mark Berman: All right, so minimum 20 minutes.
[01:44:57.340 --> 01:45:08.340]   Dr. Mark Berman: Uh, but perhaps on the weekend you can get out for longer if you can't do it every day, because I, I'm not gonna say I can't, but I think many people aren't going to manage 20 minutes in nature every single day by themselves.
[01:45:08.340 --> 01:45:09.340]   Dr. Mark Berman: Right.
[01:45:09.340 --> 01:45:12.340]   Dr. Mark Berman: But if you can, it sounds like a terrific thing to do.
[01:45:12.340 --> 01:45:22.340]   Dr. Mark Berman: And certainly people are gonna start thinking about new concepts like soft fascination and directed attention and the ability to restore directed attention.
[01:45:22.340 --> 01:45:23.340]   Dr. Mark Berman: Yeah.
[01:45:23.340 --> 01:45:26.340]   Dr. Mark Berman: If something is actually restorative versus passively depleting.
[01:45:26.340 --> 01:45:27.340]   Dr. Mark Berman: Right.
[01:45:27.340 --> 01:45:33.340]   Dr. Mark Berman: I wanna make sure that I ask you about stroke, diabetes, and heart disease.
[01:45:33.340 --> 01:45:34.340]   Dr. Mark Berman: Mm-hmm.
[01:45:34.340 --> 01:45:35.340]   Dr. Mark Berman: You have some really interesting data.
[01:45:35.340 --> 01:45:36.340]   Dr. Mark Berman: Yeah.
[01:45:36.340 --> 01:45:43.340]   Dr. Mark Berman: That people who take on this practice of getting into nature can actually improve their health outcomes beyond just being able to focus better.
[01:45:43.340 --> 01:45:44.340]   Dr. Mark Berman: Right.
[01:45:44.340 --> 01:45:45.340]   Dr. Mark Berman: Right.
[01:45:45.340 --> 01:45:52.340]   Dr. Mark Berman: So there's, you know, there's all this incredible work on physical health benefits of nature.
[01:45:52.340 --> 01:45:55.340]   Dr. Mark Berman: Now, of course, mind and body are united.
[01:45:55.340 --> 01:45:59.340]   Dr. Mark Berman: And, you know, that's one thing that we talk about in the book, that it's mind, body are united.
[01:45:59.340 --> 01:46:01.340]   Dr. Mark Berman: And then we have to deal with the environment, too.
[01:46:01.340 --> 01:46:11.340]   Dr. Mark Berman: But it's interesting that there have been these studies about these incredible physical health benefits that people get from interacting with nature.
[01:46:11.340 --> 01:46:18.340]   Dr. Mark Berman: And one of the most incredible ones, I don't know if you're familiar with this, Andrew, was a study done by Roger Ulrich in the 1980s.
[01:46:18.340 --> 01:46:26.340]   Dr. Mark Berman: And what Roger Ulrich was looking at was a hospital corridor in this hospital in Philadelphia.
[01:46:26.340 --> 01:46:34.340]   Dr. Mark Berman: And he looked at, in these hospital rooms, what view did they have out of the window of these hospital rooms?
[01:46:34.340 --> 01:46:41.340]   Dr. Mark Berman: And some of the hospital rooms had views of modest nature, like a tree and some shrubs.
[01:46:41.340 --> 01:46:44.340]   Dr. Mark Berman: Others were just looking out to a brick wall.
[01:46:44.340 --> 01:47:01.340]   Dr. Mark Berman: And it was interesting that patients who were recovering from gallbladder surgery, when they had the view of nature out of their window, this modest view of nature, they recovered from gallbladder surgery a day earlier,
[01:47:01.340 --> 01:47:05.340]   Dr. Mark Berman: and they used less pain medication compared to the people that had the view of the brick wall.
[01:47:05.340 --> 01:47:12.340]   Dr. Mark Berman: And what's cool about this study is that it wasn't, you know, Ulrich didn't have the power to randomly put people in different rooms.
[01:47:12.340 --> 01:47:17.340]   Dr. Mark Berman: But essentially, patients were just randomly put into these different hospital rooms.
[01:47:17.340 --> 01:47:21.340]   Dr. Mark Berman: So it's not like healthier people got the views of nature or wealthier people got the views of nature.
[01:47:21.340 --> 01:47:27.340]   Dr. Mark Berman: These patients were just randomly placed into these different hospital rooms.
[01:47:27.340 --> 01:47:33.340]   Dr. Mark Berman: And the ones that have the modest view of nature recovered faster from gallbladder surgery and use less pain medication.
[01:47:33.340 --> 01:47:36.340]   Dr. Mark Berman: And you got to be thinking, what's up with that?
[01:47:36.340 --> 01:47:38.340]   Dr. Mark Berman: Like, what's the mechanism there?
[01:47:38.340 --> 01:47:41.340]   Dr. Mark Berman: I don't think it's air quality.
[01:47:41.340 --> 01:47:47.340]   Dr. Mark Berman: I don't think the people with the views of nature somehow exercised more.
[01:47:47.340 --> 01:47:53.340]   Dr. Mark Berman: There's something about the aesthetic of nature that can also be physically healing.
[01:47:53.340 --> 01:47:56.340]   Dr. Mark Berman: I mean, that's pretty wild.
[01:47:56.340 --> 01:48:03.340]   Dr. Mark Berman: We kind of followed up on that in a study that we did in Toronto, which was kind of cool.
[01:48:03.340 --> 01:48:08.340]   Dr. Mark Berman: We had health data from about 30,000 people in Toronto.
[01:48:08.340 --> 01:48:17.340]   Dr. Mark Berman: And then we had two incredible data sets to quantify green space in people's neighborhoods that then we then could relate to health.
[01:48:17.340 --> 01:48:25.340]   Dr. Mark Berman: So the University of Toronto Forestry Department had a data set where they cataloged every single tree on public land in the city of Toronto.
[01:48:25.340 --> 01:48:30.340]   Dr. Mark Berman: So we had data for 580,000 trees in the city of Toronto.
[01:48:30.340 --> 01:48:38.340]   Dr. Mark Berman: We knew the species of the tree and the diameter of the tree at breast height, basically saying how old the tree was.
[01:48:38.340 --> 01:48:45.340]   Dr. Mark Berman: And then my student, Omid Cardan, calculated basically how much tree canopy each individual tree provided.
[01:48:45.340 --> 01:48:54.340]   Dr. Mark Berman: Then we had this other data set that was satellite imagery of the whole city of Toronto where we could quantify
[01:48:54.340 --> 01:48:59.340]   Dr. Mark Berman: all the other trees that were like in people's backyards or something like that.
[01:48:59.340 --> 01:49:05.340]   Dr. Mark Berman: And from those data, we basically related health, the health data to the tree data.
[01:49:05.340 --> 01:49:10.340]   Dr. Mark Berman: And we found so for one variable subjective.
[01:49:10.340 --> 01:49:14.340]   Dr. Mark Berman: So how healthy do people think they are?
[01:49:14.340 --> 01:49:15.340]   Dr. Mark Berman: How healthy do they feel?
[01:49:15.340 --> 01:49:23.340]   Dr. Mark Berman: And we found that if you just added one tree on their city block, that was related to a one percentage of trees.
[01:49:23.340 --> 01:49:27.340]   Dr. Mark Berman: It was related to a 1% increase in people's health perception.
[01:49:27.340 --> 01:49:34.340]   Dr. Mark Berman: Now that sounds pretty modest, but to get that equivalent benefit monetarily, you'd have to give everybody
[01:49:34.340 --> 01:49:41.340]   Dr. Mark Berman: in that neighborhood $10,000 and have them move to a neighborhood that immediate income that was $10,000 wealthier,
[01:49:41.340 --> 01:49:44.340]   Dr. Mark Berman: or it was also related with being seven years younger.
[01:49:44.340 --> 01:49:48.340]   Dr. Mark Berman: And again, the tree effect was controlling for age, education, income.
[01:49:48.340 --> 01:49:50.340]   Dr. Mark Berman: So that was pretty interesting.
[01:49:50.340 --> 01:49:53.340]   Dr. Mark Berman: We also had data on more objective health measures.
[01:49:53.340 --> 01:49:55.340]   Dr. Mark Berman: Does somebody have a stroke?
[01:49:55.340 --> 01:49:57.340]   Dr. Mark Berman: Do they have diabetes or heart disease?
[01:49:57.340 --> 01:50:05.340]   Dr. Mark Berman: And there we found if you increased the amount of trees on the street by one tree per neighborhood,
[01:50:05.340 --> 01:50:10.340]   Dr. Mark Berman: that was related to a 1% reduction in stroke, diabetes and heart disease.
[01:50:10.340 --> 01:50:14.340]   Dr. Mark Berman: Again, sounds pretty modest, but to get that equivalent benefit monetarily,
[01:50:14.340 --> 01:50:18.340]   Dr. Mark Berman: you'd have to give every household in that neighborhood $20,000,
[01:50:18.340 --> 01:50:21.340]   Dr. Mark Berman: have them all move to a neighborhood that's $20,000 wealthier,
[01:50:21.340 --> 01:50:24.340]   Dr. Mark Berman: or it was also related to being one and a half years younger.
[01:50:24.340 --> 01:50:26.340]   Dr. Mark Berman: So pretty incredible.
[01:50:26.340 --> 01:50:33.340]   Dr. Mark Berman: Again, I can't say causality because it's correlational, but I'm fairly confident in the direction
[01:50:33.340 --> 01:50:39.340]   Dr. Mark Berman: because the worst case scenario is just healthier people choose to live in neighborhoods that have more trees,
[01:50:39.340 --> 01:50:44.340]   Dr. Mark Berman: but they can't be younger, they can't be wealthier, they can't be more educated because we controlled for that.
[01:50:44.340 --> 01:50:51.340]   Dr. Mark Berman: Now for that study, maybe the mechanism could be air quality or maybe the mechanism could be,
[01:50:51.340 --> 01:50:56.340]   Dr. Mark Berman: you know, maybe people are more willing to exercise if there's more trees on the street.
[01:50:56.340 --> 01:51:03.340]   Dr. Mark Berman: But, but pretty incredible stuff that just increasing the tree canopy a little bit,
[01:51:03.340 --> 01:51:06.340]   Dr. Mark Berman: you could get these physical health benefits.
[01:51:06.340 --> 01:51:07.340]   Dr. Mark Berman: That is impressive.
[01:51:07.340 --> 01:51:11.340]   Dr. Mark Berman: For people that don't have the opportunity to plant more trees in their neighborhood,
[01:51:11.340 --> 01:51:15.340]   Dr. Mark Berman: would getting and tending to an indoor plant have any positive effects?
[01:51:15.340 --> 01:51:19.340]   Dr. Mark Berman: So people have found some effects of having
[01:51:19.340 --> 01:51:26.340]   Dr. Mark Berman: indoor plants, not necessarily to these physical health benefits, but to some,
[01:51:26.340 --> 01:51:29.340]   Dr. Mark Berman: there's some attention benefits of having indoor greenery.
[01:51:29.340 --> 01:51:34.340]   Dr. Mark Berman: There's also been some benefits like hospitals now are starting to take this seriously,
[01:51:34.340 --> 01:51:40.340]   Dr. Mark Berman: that patients subjectively feel better when there's this greenery around.
[01:51:40.340 --> 01:51:48.340]   Dr. Mark Berman: I've seen other work too that people that are having some procedures that are very painful,
[01:51:48.340 --> 01:51:59.340]   Dr. Mark Berman: that actually bringing greenery into the hospital rooms can be helpful for reducing feelings of pain.
[01:51:59.340 --> 01:52:00.340]   Dr. Mark Berman: Interesting.
[01:52:00.340 --> 01:52:01.340]   Dr. Mark Berman: Yeah.
[01:52:01.340 --> 01:52:06.340]   Dr. Mark Berman: Yeah, I'm about to embark on putting a bunch of plants in my place.
[01:52:06.340 --> 01:52:10.340]   Dr. Mark Berman: I'm also a big fan of fish tanks, as long as you take good care of them.
[01:52:10.340 --> 01:52:12.340]   Dr. Mark Berman: Underwater scapes are really cool.
[01:52:12.340 --> 01:52:13.340]   Dr. Mark Berman: Yes.
[01:52:13.340 --> 01:52:17.340]   Dr. Mark Berman: And I like to think, I don't have any data on this, but I like to think that they are passive and restorative.
[01:52:17.340 --> 01:52:21.340]   Dr. Mark Berman: Staring at a fish tank is a lot like being in a dream.
[01:52:21.340 --> 01:52:22.340]   Dr. Mark Berman: Yeah.
[01:52:22.340 --> 01:52:29.340]   Dr. Mark Berman: There's a, in Toronto, there's a Ripley's Aquarium and they have this tank that's got kelp.
[01:52:29.340 --> 01:52:30.340]   Dr. Mark Berman: Oh yeah.
[01:52:30.340 --> 01:52:35.340]   Dr. Mark Berman: And you can see the kelp kind of moving in the water, it definitely feels very restorative.
[01:52:35.340 --> 01:52:39.340]   Dr. Mark Berman: And watching the fish swim around also feels very, very restorative.
[01:52:39.340 --> 01:52:44.340]   Dr. Mark Berman: Yeah, the feeling that might be familiar to people that visited, for instance, the Monterey Bay Aquarium
[01:52:44.340 --> 01:52:54.340]   Dr. Mark Berman: or this aquarium that you're describing is when the tanks are at eye level or higher, it puts you into this other world, right?
[01:52:54.340 --> 01:52:55.340]   Dr. Mark Berman: Yes.
[01:52:55.340 --> 01:52:57.340]   Dr. Mark Berman: Like you're at the bottom of the ocean or you're in the ocean.
[01:52:57.340 --> 01:52:58.340]   Dr. Mark Berman: Yes.
[01:52:58.340 --> 01:53:05.340]   Dr. Mark Berman: But the feeling that's always striking to me is when you leave an aquarium and you're out into the real world again, it feels so different.
[01:53:05.340 --> 01:53:06.340]   Dr. Mark Berman: Yes.
[01:53:06.340 --> 01:53:08.340]   Dr. Mark Berman: It's what you take away from it that's equally interesting.
[01:53:08.340 --> 01:53:13.340]   Dr. Mark Berman: In the same way that when you walk out of a really great movie, the world feels different.
[01:53:13.340 --> 01:53:14.340]   Dr. Mark Berman: Yes.
[01:53:14.340 --> 01:53:15.340]   Dr. Mark Berman: It feels lighter, brighter.
[01:53:15.340 --> 01:53:16.340]   Dr. Mark Berman: Yes.
[01:53:16.340 --> 01:53:18.340]   Dr. Mark Berman: It's, of course, physically brighter, but there's really something to it.
[01:53:18.340 --> 01:53:19.340]   Dr. Mark Berman: Yes.
[01:53:19.340 --> 01:53:22.340]   Dr. Mark Berman: The contrast between experiences, which is so much of what we're talking about today.
[01:53:22.340 --> 01:53:23.340]   Dr. Mark Berman: Yes.
[01:53:23.340 --> 01:53:32.340]   Dr. Mark Berman: I think a lot of people who have some aesthetic sense will be familiar with the experience of, you know, like, seeing a building or walking into a space.
