
[00:00:00.000 --> 00:00:06.040]   [ Silence ]
[01:06:16.600 --> 01:06:22.160]   The let us, as most theologians believe,
[01:06:22.160 --> 01:06:24.080]   this is the earliest reference we have to the Trinity,
[01:06:24.080 --> 01:06:25.920]   God the Father, God the Son, God the Holy Spirit.
[01:06:25.920 --> 01:06:28.080]   It's not a reference primarily the angels.
[01:06:28.080 --> 01:06:33.920]   It's a reference to God because the angels
[01:06:33.920 --> 01:06:37.680]   are not our creators.
[01:06:37.680 --> 01:06:39.940]   God's our creator.
[01:06:40.940 --> 01:06:43.480]   Let us make man.
[01:06:43.480 --> 01:06:48.300]   So we could say this,
[01:06:48.300 --> 01:06:53.300]   that God here, in verse 26, in relationship,
[01:06:53.300 --> 01:06:58.580]   creates man in relationship with gender distinctiveness.
[01:06:58.580 --> 01:07:05.100]   God in relationship creates man in relationship
[01:07:05.100 --> 01:07:06.540]   with gender distinctiveness
[01:07:06.540 --> 01:07:09.920]   and gives them a cultural mandate.
[01:07:10.360 --> 01:07:12.720]   He blessed them and he said to them,
[01:07:12.720 --> 01:07:15.480]   be fruitful, multiply and fill the earth and subdue it.
[01:07:15.480 --> 01:07:23.020]   So now children become part of the blessing of God.
[01:07:23.020 --> 01:07:28.020]   Children are not the requirement of marriage.
[01:07:28.020 --> 01:07:31.360]   They are part of the blessing of marriage.
[01:07:31.360 --> 01:07:36.960]   We'll come back to that later
[01:07:36.960 --> 01:07:38.560]   when it comes to the definition.
[01:07:39.560 --> 01:07:44.560]   So God in triunity now creates man in bi-unity,
[01:07:44.560 --> 01:07:59.160]   male and female with gender distinctiveness
[01:07:59.160 --> 01:08:01.560]   complementary of each other
[01:08:04.640 --> 01:08:09.640]   in order to fulfill the mandate of being unified as one.
[01:08:09.640 --> 01:08:16.360]   God is still one person manifested,
[01:08:16.360 --> 01:08:20.480]   or three persons in one essence, onological essence.
[01:08:20.480 --> 01:08:24.440]   And hence you have the tri-unity of God.
[01:08:24.440 --> 01:08:25.840]   Yes, Ruben.
[01:08:25.840 --> 01:08:31.720]   >> Some people who hear, they say that it is true
[01:08:31.720 --> 01:08:35.120]   that that relationship is between a male and a female.
[01:08:35.120 --> 01:08:38.600]   However, the passage is not talking about marriage itself
[01:08:38.600 --> 01:08:40.840]   as we understand marriage today.
[01:08:40.840 --> 01:08:45.080]   So they use it, in fact, to defend the view,
[01:08:45.080 --> 01:08:48.280]   the view of, well, I can't get together with my girlfriend
[01:08:48.280 --> 01:08:49.520]   and they're still living together
[01:08:49.520 --> 01:08:51.960]   because marriage as we see it today
[01:08:51.960 --> 01:08:53.800]   is just a cultural thing.
[01:08:53.800 --> 01:08:58.320]   >> I'll defend it from the standpoint,
[01:08:58.320 --> 01:09:00.440]   and another, let me see if I can repeat the question,
[01:09:00.440 --> 01:09:03.080]   so for the videotape, and that is,
[01:09:03.080 --> 01:09:06.320]   people who object to that particular view and say,
[01:09:06.320 --> 01:09:09.320]   well, that's not the way we understand marriage today,
[01:09:09.320 --> 01:09:12.240]   what's being reflected here in Genesis 1, 26, 27.
[01:09:12.240 --> 01:09:18.720]   So therefore I can get together with my girlfriend
[01:09:18.720 --> 01:09:21.080]   who I'm not married to and that's okay
[01:09:21.080 --> 01:09:23.880]   because that seems to be reflective.
[01:09:23.880 --> 01:09:26.680]   I mean, there's no talk about a husband and wife directly
[01:09:26.680 --> 01:09:28.760]   or just male and female, God created them
[01:09:28.760 --> 01:09:30.120]   in a heterosexual relationship.
[01:09:30.120 --> 01:09:32.040]   Is that basically what you're saying?
[01:09:32.040 --> 01:09:36.400]   Well, Genesis chapter one is a quick snapshot
[01:09:36.400 --> 01:09:39.000]   at everything that happened in general creation.
[01:09:39.000 --> 01:09:44.000]   But Genesis chapter two is now a flashback to day six
[01:09:44.000 --> 01:09:47.360]   where he gives us much more detail.
[01:09:47.360 --> 01:09:50.480]   And I would say the Bible reflects the fact
[01:09:50.480 --> 01:09:53.020]   that there is a marital relationship
[01:09:53.020 --> 01:09:54.880]   that has taken place between Adam and Eve
[01:09:54.880 --> 01:09:57.100]   because we go back to the actual details
[01:09:57.100 --> 01:09:58.160]   of how they came about.
[01:09:58.160 --> 01:10:00.960]   And I'll talk about that a little bit later, all right?
[01:10:00.960 --> 01:10:03.000]   Just hang in there and we'll get there
[01:10:03.000 --> 01:10:05.220]   to Genesis chapter two, okay?
[01:10:05.220 --> 01:10:08.080]   In fact, I wanna suggest to you,
[01:10:08.080 --> 01:10:10.520]   and we'll talk about this eventually,
[01:10:10.520 --> 01:10:12.760]   that verse 23 of Genesis two
[01:10:12.760 --> 01:10:17.760]   is actually the first marital vows, all right?
[01:10:17.760 --> 01:10:20.600]   First marital vows are right there.
[01:10:20.600 --> 01:10:24.560]   Taken before God and before all the hosts of heaven.
[01:10:26.360 --> 01:10:27.960]   And Adam's the one who says it.
[01:10:27.960 --> 01:10:32.660]   Now, I'll break down why that's the case.
[01:10:32.660 --> 01:10:35.080]   So marriage is given by God.
[01:10:35.080 --> 01:10:38.220]   And the critical point here is if God created marriage,
[01:10:38.220 --> 01:10:40.640]   then he has answers for marriage when it gets into trouble,
[01:10:40.640 --> 01:10:42.440]   which means there's hope.
[01:10:42.440 --> 01:10:44.280]   Wow, I like that.
[01:10:44.280 --> 01:10:45.720]   If God created marriage,
[01:10:45.720 --> 01:10:47.560]   it means there's answers for marriage
[01:10:47.560 --> 01:10:48.840]   when it gets into trouble,
[01:10:48.840 --> 01:10:51.420]   which means that there is hope.
[01:10:51.420 --> 01:10:55.400]   If man created marriage,
[01:10:55.400 --> 01:10:57.400]   there's not a whole lot of hope for marriage.
[01:10:57.400 --> 01:11:00.720]   But if God created marriage, there's all kinds of hope.
[01:11:00.720 --> 01:11:06.520]   So that's why I say what you believe
[01:11:06.520 --> 01:11:07.640]   about the origin of marriage
[01:11:07.640 --> 01:11:11.240]   directly affects how you think about marriage
[01:11:11.240 --> 01:11:14.080]   and how you resolve problems in marriage.
[01:11:14.080 --> 01:11:17.320]   What do you believe about the origin of marriage?
[01:11:17.320 --> 01:11:19.080]   Where did it come from?
[01:11:19.080 --> 01:11:20.840]   Did it come from Bog and Gog?
[01:11:22.520 --> 01:11:27.520]   Or did it come as a result of God's purposeful revelation,
[01:11:27.520 --> 01:11:31.600]   especially of himself, the man?
[01:11:31.600 --> 01:11:34.920]   God in relationship create, and yet essentially one,
[01:11:34.920 --> 01:11:39.200]   creates man in relationship as essentially one.
[01:11:39.200 --> 01:11:42.000]   Male and female, he creates them.
[01:11:42.000 --> 01:11:44.640]   They're distinct in that they're one.
[01:11:44.640 --> 01:11:49.000]   They're man, and yet they're mankind
[01:11:49.000 --> 01:11:54.000]   manifested in a gender complementary fashion.
[01:11:54.000 --> 01:12:02.320]   So that then tells us here number two
[01:12:02.320 --> 01:12:10.880]   that celibacy then is not the norm,
[01:12:10.880 --> 01:12:14.400]   never was intended from the beginning.
[01:12:14.400 --> 01:12:17.000]   It's not more holy to be celibate.
[01:12:17.720 --> 01:12:22.720]   Celibacy was never intended to be the norm.
[01:12:22.720 --> 01:12:32.880]   You're not somehow more godly because you're celibate.
[01:12:32.880 --> 01:12:38.880]   You're actually reflecting better the triunity of God
[01:12:43.520 --> 01:12:47.080]   by a plurality of relationship
[01:12:47.080 --> 01:12:50.400]   brought together into one marriage.
[01:12:50.400 --> 01:12:52.600]   As he later on says in Genesis 2:24,
[01:12:52.600 --> 01:12:54.620]   "For this reason, a man shall leave his father and mother
[01:12:54.620 --> 01:12:56.160]   "and be united to his wife,
[01:12:56.160 --> 01:12:59.840]   "and they shall become one flesh."
[01:12:59.840 --> 01:13:03.400]   That becomes the covenant of marriage, one flesh.
[01:13:03.400 --> 01:13:11.640]   Well, marriage is not to be disparaged either.
[01:13:11.640 --> 01:13:14.680]   We can see from this that it is holy and honorable
[01:13:14.680 --> 01:13:18.000]   because it was created by God.
[01:13:18.000 --> 01:13:23.000]   Anytime we disparage marriage or talk negatively about it,
[01:13:23.000 --> 01:13:24.960]   we're actually talking negatively
[01:13:24.960 --> 01:13:27.320]   about something that God has established.
[01:13:27.320 --> 01:13:30.840]   We also see from this that sex and procreation
[01:13:30.840 --> 01:13:35.840]   is a part of marriage and that gender distinctiveness
[01:13:37.840 --> 01:13:42.720]   is not just called good, but after Eve is created,
[01:13:42.720 --> 01:13:44.920]   verse 31, God saw all that he had made
[01:13:44.920 --> 01:13:47.720]   and behold, it was very good.
[01:13:47.720 --> 01:13:49.440]   That's really quite remarkable.
[01:13:49.440 --> 01:13:51.680]   The first day of creation, God created everything
[01:13:51.680 --> 01:13:52.520]   and he called it good.
[01:13:52.520 --> 01:13:53.600]   Second day, he called it good.
[01:13:53.600 --> 01:13:54.440]   Third day, good.
[01:13:54.440 --> 01:13:55.400]   Fourth day, good.
[01:13:55.400 --> 01:13:56.240]   Fifth day, good.
[01:13:56.240 --> 01:13:58.720]   Sixth day, what's he say?
[01:13:58.720 --> 01:14:03.720]   It's not good that man be alone, Genesis 2:18.
[01:14:04.240 --> 01:14:07.080]   The sixth day, God says for the first time, it's not good
[01:14:07.080 --> 01:14:09.200]   that man be alone.
[01:14:09.200 --> 01:14:12.560]   I will make a helper suitable for him.
[01:14:12.560 --> 01:14:14.720]   Then Eve is created and then it says,
[01:14:14.720 --> 01:14:17.160]   and God saw all that he had made
[01:14:17.160 --> 01:14:19.600]   and then it was very good.
[01:14:19.600 --> 01:14:23.840]   Eve, if you will, becomes the crowning point of creation
[01:14:23.840 --> 01:14:25.560]   and that's good.
[01:14:25.560 --> 01:14:29.680]   It's the last thing he does and then he rests.
[01:14:31.640 --> 01:14:34.440]   So sex and creation is a part of marriage.
[01:14:34.440 --> 01:14:37.640]   Gender distinctiveness now is a very good thing.
[01:14:37.640 --> 01:14:43.000]   So God didn't, you know, you've heard the old story.
[01:14:43.000 --> 01:14:47.220]   God created Adam and Eve, not Adam and Steve, okay?
[01:14:47.220 --> 01:14:49.920]   So God didn't create same sex
[01:14:49.920 --> 01:14:54.400]   because they can't complement one another.
[01:14:54.400 --> 01:14:59.400]   They just redundantly reflect one another.
[01:15:00.600 --> 01:15:04.480]   No, it created distinctive sexuality.
[01:15:04.480 --> 01:15:08.480]   Furthermore, marriage is not to compete
[01:15:08.480 --> 01:15:10.400]   with human options or substitutes.
[01:15:10.400 --> 01:15:14.480]   This is the way God created it from the very beginning.
[01:15:14.480 --> 01:15:17.280]   And marriage ultimately is the picture
[01:15:17.280 --> 01:15:19.280]   of Christ's relationship to his bride, the church.
[01:15:19.280 --> 01:15:21.080]   It teaches an important spiritual reality
[01:15:21.080 --> 01:15:24.200]   about God's relationship to his people.
[01:15:27.680 --> 01:15:32.000]   So now marriage becomes a valuable object lesson
[01:15:32.000 --> 01:15:34.920]   in understanding that rich dynamic
[01:15:34.920 --> 01:15:39.920]   between the husband and his wife, the church,
[01:15:39.920 --> 01:15:44.160]   or even in the Old Testament,
[01:15:44.160 --> 01:15:49.160]   God is the husbandman and Israel was his bride.
[01:15:49.160 --> 01:15:56.280]   So we understand better of that relationship
[01:15:56.280 --> 01:15:59.120]   because we understand the husband and wife relationship.
[01:15:59.120 --> 01:16:04.120]   Now, in Genesis 2, in verse 18,
[01:16:04.120 --> 01:16:07.120]   we find the original purpose of marriage.
[01:16:07.120 --> 01:16:10.640]   What was the original purpose of marriage?
[01:16:10.640 --> 01:16:15.640]   Verse 18 says, "It was not good that man be alone."
[01:16:15.640 --> 01:16:21.880]   The Hebrew here, to be alone,
[01:16:23.220 --> 01:16:28.060]   indicated the fact that man was by himself
[01:16:28.060 --> 01:16:31.980]   and this was not good.
[01:16:31.980 --> 01:16:34.680]   This is the first time in God's creation
[01:16:34.680 --> 01:16:36.500]   that God called something not good
[01:16:36.500 --> 01:16:38.220]   because it was not complete.
[01:16:38.220 --> 01:16:46.620]   So God creates Eve not primarily to produce babies,
[01:16:46.620 --> 01:16:51.260]   even though that's one of the blessing of marriage.
[01:16:51.260 --> 01:16:54.740]   God produced Eve not to be a housewife.
[01:16:54.740 --> 01:17:01.500]   God gave Eve to Adam not as another income producer
[01:17:01.500 --> 01:17:04.580]   in the home.
[01:17:04.580 --> 01:17:10.240]   God gave Eve to Adam as a companion.
[01:17:10.240 --> 01:17:15.460]   The issue was loneliness.
[01:17:18.340 --> 01:17:21.540]   So at the very heart of marriage,
[01:17:21.540 --> 01:17:24.300]   this gender distinctiveness is good,
[01:17:24.300 --> 01:17:27.780]   it's very good because of companionship
[01:17:27.780 --> 01:17:31.300]   and now companionship becomes the focus
[01:17:31.300 --> 01:17:32.700]   and the purpose of marriage.
[01:17:32.700 --> 01:17:35.660]   It's always interesting for me
[01:17:35.660 --> 01:17:37.060]   that when a marriage gets into trouble
[01:17:37.060 --> 01:17:38.860]   and starts having serious problems,
[01:17:38.860 --> 01:17:41.940]   that's the first thing that goes out the window,
[01:17:41.940 --> 01:17:42.940]   is companionship.
[01:17:47.500 --> 01:17:49.820]   Then in verses 19 through 23,
[01:17:49.820 --> 01:17:51.500]   we begin to see that God creates
[01:17:51.500 --> 01:17:53.260]   the original partners in marriage.
[01:17:53.260 --> 01:17:59.020]   And in fact, in verse 19, it says,
[01:17:59.020 --> 01:18:01.660]   "Out of the ground, God formed every beast of the field
[01:18:01.660 --> 01:18:03.640]   "and every bird of the sky and brought them to the man
[01:18:03.640 --> 01:18:04.840]   "to see what he would call them
[01:18:04.840 --> 01:18:06.400]   "and whatever he called a living creature,
[01:18:06.400 --> 01:18:07.980]   "that was its name.
[01:18:07.980 --> 01:18:09.880]   "And the man gave names to all the cattle
[01:18:09.880 --> 01:18:10.960]   "and all the birds of the sky
[01:18:10.960 --> 01:18:12.080]   "and to every beast of the field,
[01:18:12.080 --> 01:18:13.600]   "but for Adam, there was not found
[01:18:13.600 --> 01:18:15.380]   "a helper suitable for him."
[01:18:15.380 --> 01:18:17.580]   So sandwiched between verse 18
[01:18:17.580 --> 01:18:19.460]   and the latter part of verse 19,
[01:18:19.460 --> 01:18:22.180]   where it talks about there was no suitable helper for Adam,
[01:18:22.180 --> 01:18:23.740]   is all this naming the animals.
[01:18:23.740 --> 01:18:25.480]   Well, why does that occur?
[01:18:25.480 --> 01:18:26.980]   Well, imagine if you're Adam.
[01:18:26.980 --> 01:18:31.100]   You spend your entire first day on this planet by yourself
[01:18:31.100 --> 01:18:33.020]   naming all of these animals
[01:18:33.020 --> 01:18:34.420]   that are passing in front of you.
[01:18:34.420 --> 01:18:37.020]   By the way, that shows the super intelligence of Adam
[01:18:37.020 --> 01:18:38.900]   because we still haven't named all the animals
[01:18:38.900 --> 01:18:41.500]   on this planet, even with our supercomputers,
[01:18:41.500 --> 01:18:43.960]   and we're still finding animals, naming them,
[01:18:43.960 --> 01:18:46.740]   but Adam was able to name them all in one 24-hour day
[01:18:46.740 --> 01:18:49.220]   and remember distinctively all of those names,
[01:18:49.220 --> 01:18:50.840]   shows you super intelligence.
[01:18:50.840 --> 01:18:54.580]   No man could ever hope to do that now.
[01:18:54.580 --> 01:18:58.600]   We have devolved, not evolved.
[01:18:58.600 --> 01:19:00.700]   We've devolved and turned to intelligence
[01:19:00.700 --> 01:19:03.700]   from the first Adam.
[01:19:03.700 --> 01:19:06.220]   So he's able to do this in one 24-hour period,
[01:19:10.660 --> 01:19:14.440]   but there was not found a helper suitable for him,
[01:19:14.440 --> 01:19:15.840]   and the word helper suitable
[01:19:15.840 --> 01:19:18.360]   is the words in Hebrew, ezer kanigno.
[01:19:18.360 --> 01:19:21.360]   There was not found an ezer kanigno for Adam.
[01:19:21.360 --> 01:19:25.960]   A fitting completer, ideally suited for him.
[01:19:25.960 --> 01:19:29.400]   I used to call my wife, Janie, my little ezer kanigno,
[01:19:29.400 --> 01:19:32.100]   and people thought I was cursing at her, I think,
[01:19:32.100 --> 01:19:35.440]   but it was a term of endearment, all right?
[01:19:35.440 --> 01:19:39.360]   An ezer kanigno, ideally suited.
[01:19:40.560 --> 01:19:42.740]   So you see, the animals would not do.
[01:19:42.740 --> 01:19:45.560]   God didn't create a father for Adam, a mother for Adam,
[01:19:45.560 --> 01:19:47.020]   a child for Adam, a sister for Adam,
[01:19:47.020 --> 01:19:48.920]   a brother for Adam, a playmate for Adam.
[01:19:48.920 --> 01:19:50.720]   He didn't create a golfing buddy for Adam.
[01:19:50.720 --> 01:19:52.140]   He created a wife for Adam.
[01:19:52.140 --> 01:19:56.640]   That's what he did,
[01:19:56.640 --> 01:19:59.080]   who was going to be a fitting completer,
[01:19:59.080 --> 01:20:03.580]   a suitable helper, ideally suited for him.
[01:20:03.580 --> 01:20:10.080]   Now, after you've been naming animals all day long
[01:20:10.080 --> 01:20:12.960]   and you see Mr. and Mrs. Hippopotamus pass in front of you
[01:20:12.960 --> 01:20:14.980]   and Mr. and Mrs. Elephant and Mr. and Mrs. Giraffe
[01:20:14.980 --> 01:20:18.000]   and Mr. and Mrs. Skunk and Mr. and Mrs. Gerbil,
[01:20:18.000 --> 01:20:20.240]   when you see all of that pass in front of you,
[01:20:20.240 --> 01:20:21.800]   at the end of the day, you say,
[01:20:21.800 --> 01:20:29.240]   Lord, how come there's no one that corresponds to me?
[01:20:29.240 --> 01:20:36.700]   So it was a vivid object lesson for Adam that he was alone.
[01:20:39.040 --> 01:20:41.700]   Even Mr. and Mrs. Dog passed in front of Adam.
[01:20:41.700 --> 01:20:45.600]   The dog is not man's best friend.
[01:20:45.600 --> 01:20:48.440]   Adam was still alone.
[01:20:48.440 --> 01:20:54.660]   So Adam was alone and he knew it.
[01:20:54.660 --> 01:20:56.920]   He felt it at the end of the day.
[01:20:56.920 --> 01:20:59.060]   So God causes him to go to sleep.
[01:20:59.060 --> 01:21:04.440]   He takes the rib out of Adam.
[01:21:06.480 --> 01:21:09.040]   Like John MacArthur says, Adam goes to sleep single,
[01:21:09.040 --> 01:21:10.040]   wakes up married.
[01:21:10.040 --> 01:21:18.600]   And he creates Eve from the rib that he had taken out.
[01:21:18.600 --> 01:21:20.600]   Why does he cause him to go to sleep?
[01:21:20.600 --> 01:21:23.240]   'Cause I do believe there was pain prior to marriage,
[01:21:23.240 --> 01:21:25.160]   or prior to the fall.
[01:21:25.160 --> 01:21:28.020]   It's just that pain is multiplied after the fall,
[01:21:28.020 --> 01:21:33.520]   as we're gonna see later on in Genesis 3 and verse 15,
[01:21:34.520 --> 01:21:35.960]   or verse 16, I should say.
[01:21:35.960 --> 01:21:39.700]   We'll take a look at the Hebrew of that.
[01:21:39.700 --> 01:21:41.160]   Pain is multiplied.
[01:21:41.160 --> 01:21:48.200]   So now God has created Eve for Adam as a companion,
[01:21:48.200 --> 01:21:53.480]   and that becomes the purpose of marriage.
[01:21:53.480 --> 01:21:57.240]   So now he says, now grab your Bible
[01:21:57.240 --> 01:21:58.720]   and look at this real closely.
[01:21:58.720 --> 01:22:02.920]   After Adam wakes up, he brings Eve to her,
[01:22:02.920 --> 01:22:04.720]   to him, I should say.
[01:22:04.720 --> 01:22:07.320]   And verse 23, then Adam said,
[01:22:07.320 --> 01:22:09.320]   "This is now bone of my bones and flesh of my flesh.
[01:22:09.320 --> 01:22:12.080]   "She shall be called woman because she was taken out a man."
[01:22:12.080 --> 01:22:14.080]   The question is, what is going on there?
[01:22:14.080 --> 01:22:17.960]   The only other time that this Hebrew phraseology is used
[01:22:17.960 --> 01:22:21.240]   is in 2 Samuel chapter five and verse one.
[01:22:21.240 --> 01:22:23.040]   It's where the people of Israel come to David
[01:22:23.040 --> 01:22:25.040]   and say, "Bone of bones, flesh of flesh."
[01:22:25.040 --> 01:22:27.280]   What are they doing there?
[01:22:27.280 --> 01:22:30.560]   They're actually performing a coronation service
[01:22:30.560 --> 01:22:33.080]   to coronate David as king over Israel.
[01:22:33.080 --> 01:22:36.000]   And they're saying, "Bone of bones, flesh of flesh.
[01:22:36.000 --> 01:22:38.440]   "You're a part of us, we're a part of you."
[01:22:38.440 --> 01:22:41.860]   They're swearing their allegiance to David.
[01:22:41.860 --> 01:22:44.800]   That's what they're doing.
[01:22:44.800 --> 01:22:46.440]   2 Samuel 5, one.
[01:22:46.440 --> 01:22:50.840]   So what is Adam doing here before God
[01:22:50.840 --> 01:22:52.440]   and all the hosts of heaven?
[01:22:52.440 --> 01:22:54.300]   This is a vow of loyalty.
[01:22:54.300 --> 01:22:56.200]   It's a vow of companionship.
[01:22:56.200 --> 01:22:59.520]   He's swearing his allegiance to Eve,
[01:22:59.520 --> 01:23:01.200]   which is incredibly remarkable
[01:23:01.200 --> 01:23:03.720]   because Eve doesn't have any competition.
[01:23:03.720 --> 01:23:05.920]   There are no other women on the planet.
[01:23:05.920 --> 01:23:09.880]   And yet, he swears his allegiance,
[01:23:09.880 --> 01:23:11.840]   bone of bones, flesh of flesh.
[01:23:11.840 --> 01:23:14.320]   "She shall be called woman."
[01:23:14.320 --> 01:23:18.400]   And the root of the Hebrew word here
[01:23:18.400 --> 01:23:22.960]   is characteristic.
[01:23:22.960 --> 01:23:25.200]   He calls her because what's he been doing all day long?
[01:23:25.200 --> 01:23:28.560]   His first day on earth, he's been aiming animals, right?
[01:23:28.560 --> 01:23:30.080]   Whole first day on earth, that's all he's been doing,
[01:23:30.080 --> 01:23:30.920]   he's been naming.
[01:23:30.920 --> 01:23:33.080]   And usually, if he named an animal,
[01:23:33.080 --> 01:23:34.960]   the typical semantic way in which
[01:23:34.960 --> 01:23:41.520]   ancient Arab people would name things,
[01:23:41.520 --> 01:23:43.200]   they would name things based upon
[01:23:43.200 --> 01:23:44.880]   its most common characteristic.
[01:23:44.880 --> 01:23:49.520]   And that's, I think, exactly what Adam does here
[01:23:49.520 --> 01:23:53.680]   with the woman because the root of the idea
[01:23:53.680 --> 01:23:57.560]   of the old, very ancient, archaic meaning
[01:23:57.560 --> 01:24:00.800]   of the word woman means soft.
[01:24:00.800 --> 01:24:03.320]   Now, I don't know what he did,
[01:24:03.320 --> 01:24:05.160]   whether he went up to Eve and poked her
[01:24:05.160 --> 01:24:09.520]   and goes, "Whoa, soft."
[01:24:09.520 --> 01:24:12.920]   I don't know what happened there,
[01:24:12.920 --> 01:24:17.240]   but whatever he saw, it was soft.
[01:24:17.240 --> 01:24:22.840]   And so, he says, "Now, bone of bones, flesh of flesh,
[01:24:22.840 --> 01:24:25.080]   "she shall be called softy
[01:24:25.080 --> 01:24:27.160]   "because she was taken out of man."
[01:24:27.160 --> 01:24:28.920]   Wow.
[01:24:28.920 --> 01:24:31.800]   "For this reason, a man shall leave his father and mother,
[01:24:31.800 --> 01:24:36.320]   "be joined to his wife, and the two shall be one flesh."
[01:24:36.320 --> 01:24:39.760]   Which now brings us to the very covenantal bond of marriage.
[01:24:39.760 --> 01:24:42.320]   Later on in Proverbs 2:17, Malachi 2:14,
[01:24:42.320 --> 01:24:45.640]   it's called a barit or a covenant.
[01:24:45.640 --> 01:24:49.460]   To cut a covenant, when two people made an agreement,
[01:24:49.460 --> 01:24:51.080]   they would take an animal and slice it in two
[01:24:51.080 --> 01:24:52.840]   and walk between it, in essence saying,
[01:24:52.840 --> 01:24:54.540]   "If we were to ever break this agreement,
[01:24:54.540 --> 01:24:58.200]   "may God do unto us what has been done to this animal."
[01:24:58.200 --> 01:25:00.720]   That's what they would do to cut a covenant.
[01:25:00.720 --> 01:25:02.220]   So, marriage now becomes a covenant.
[01:25:02.220 --> 01:25:05.720]   Marriage was considered a sacred, unbreakable bond,
[01:25:05.720 --> 01:25:08.520]   a lasting lifetime commitment.
[01:25:08.520 --> 01:25:11.880]   That's what God intended it to be.
[01:25:11.880 --> 01:25:19.600]   And then, it constitutes, then, a leaving
[01:25:20.360 --> 01:25:25.360]   this marriage was considered the sacred, unbreakable bond,
[01:25:25.360 --> 01:25:27.300]   a lasting lifetime commitment.
[01:25:27.300 --> 01:25:30.200]   Then, it constitutes an essential unity,
[01:25:30.200 --> 01:25:33.920]   which involves leaving father and mother.
[01:25:33.920 --> 01:25:36.400]   There was no father and mother at this time,
[01:25:36.400 --> 01:25:40.600]   but God still lays it out, which tells me
[01:25:40.600 --> 01:25:41.680]   that from the very beginning,
[01:25:41.680 --> 01:25:44.640]   God designed the parent-child relationship to be temporary,
[01:25:44.640 --> 01:25:48.920]   and that the husband and wife relationship
[01:25:48.920 --> 01:25:49.920]   was to be permanent.
[01:25:49.920 --> 01:25:54.620]   Now, you know, that is incredibly significant,
[01:25:54.620 --> 01:26:01.840]   because in a lot of homes today that are Christian homes,
[01:26:15.560 --> 01:26:20.560]   you got Mary and Tom, they're married together,
[01:26:20.560 --> 01:26:25.240]   and this is their home.
[01:26:25.240 --> 01:26:29.920]   And I can remember, as a pastor several years ago,
[01:26:29.920 --> 01:26:31.280]   meeting with a group of pastors,
[01:26:31.280 --> 01:26:33.480]   and we recognized a phenomenon that was going on,
[01:26:33.480 --> 01:26:36.400]   and that is, after Mary and Tom had raised children,
[01:26:36.400 --> 01:26:39.460]   and 25 years into marriage, all of a sudden,
[01:26:39.460 --> 01:26:40.920]   to the shock of everybody in the church,
[01:26:40.920 --> 01:26:42.620]   they're announcing that they're getting a divorce.
[01:26:42.620 --> 01:26:44.080]   Why was this going on?
[01:26:44.080 --> 01:26:45.480]   And we were sitting as pastors,
[01:26:45.480 --> 01:26:47.320]   discussing this kind of thing,
[01:26:47.320 --> 01:26:49.040]   and it dawned on us at the time,
[01:26:49.040 --> 01:26:52.740]   in a lot of these homes where this was happening,
[01:26:52.740 --> 01:26:55.840]   had for years been homeschooling homes.
[01:26:55.840 --> 01:27:02.680]   Now, I'm not against homeschooling.
[01:27:02.680 --> 01:27:04.520]   We homeschooled our kids for several years,
[01:27:04.520 --> 01:27:05.720]   so don't get that idea.
[01:27:05.720 --> 01:27:09.320]   But there was a phenomenon we began to see,
[01:27:09.320 --> 01:27:13.400]   and that is, when little Mary,
[01:27:14.240 --> 01:27:16.440]   becomes the center of the home,
[01:27:16.440 --> 01:27:18.840]   and she's number one,
[01:27:18.840 --> 01:27:22.980]   and oftentimes, a homeschooling home,
[01:27:22.980 --> 01:27:24.600]   and it doesn't just have to be a homeschooling home.
[01:27:24.600 --> 01:27:25.840]   Give me other homes, too.
[01:27:25.840 --> 01:27:29.800]   Then, over the years, everything in that home
[01:27:29.800 --> 01:27:31.420]   revolves around the kids.
[01:27:31.420 --> 01:27:33.180]   Then, that's a child-centered home.
[01:27:33.180 --> 01:27:39.400]   And all of a sudden, Mary starts to grow up,
[01:27:39.400 --> 01:27:41.480]   and she no longer is a part of that home.
[01:27:41.480 --> 01:27:42.800]   She runs off to college,
[01:27:42.800 --> 01:27:46.640]   or she gets married, or something happens like that.
[01:27:46.640 --> 01:27:49.680]   Now, Mom and Dad, and once the kids are gone,
[01:27:49.680 --> 01:27:52.040]   look at each other and say, wow, we've done our job.
[01:27:52.040 --> 01:27:54.000]   We really don't have much of a relationship
[01:27:54.000 --> 01:27:55.120]   that's left because we've made
[01:27:55.120 --> 01:27:56.740]   little or no investment in it.
[01:27:56.740 --> 01:28:00.860]   Then, they get a divorce, and that home fractures.
[01:28:00.860 --> 01:28:07.260]   That's what happens to child-centered homes.
[01:28:07.260 --> 01:28:09.200]   God never intended that to be the case.
[01:28:09.200 --> 01:28:13.600]   Children were to be number two,
[01:28:13.600 --> 01:28:15.920]   and the husband and wife relationship
[01:28:15.920 --> 01:28:17.860]   was intended to be number one.
[01:28:17.860 --> 01:28:23.920]   Mary's relationship to Tom took first place.
[01:28:23.920 --> 01:28:27.860]   Tom's relationship to Mary took first place,
[01:28:27.860 --> 01:28:32.860]   and the kids, little Mary and little Tommy,
[01:28:32.860 --> 01:28:38.560]   were always to be number two.
[01:28:38.560 --> 01:28:41.600]   You're raising little Tommy and little Mary
[01:28:41.600 --> 01:28:43.760]   to leave the home, not stay in the home.
