
[00:00:00.000 --> 00:00:18.720]   Antonio,
[01:13:30.780 --> 01:13:35.880]   up here yeah he did dance behind him I recorded an episode from his house yeah um well I mean you
[01:13:35.880 --> 01:13:41.760]   look at politics any interest there any any any um you know behind the scenes work you've done
[01:13:41.760 --> 01:13:48.120]   and how do you think about it just as we get into as Gen Xers boomers are going away I mean we're
[01:13:48.120 --> 01:13:52.500]   going to kind of inherit this whether we like it or not yes I would say a couple things first
[01:13:52.500 --> 01:13:57.120]   um whenever you have times you look historically I think it's important contextualize this when
[01:13:57.120 --> 01:14:00.480]   you have moments of of large technological change you always have political struggles
[01:14:00.480 --> 01:14:05.400]   political disruption because the means of communication have changed this the Gutenberg
[01:14:05.400 --> 01:14:09.960]   press the tall ship and you just go back and look it always leads to a lot of disruption and often
[01:14:09.960 --> 01:14:14.760]   to war and so the question of are those of us who are technologists at the top of the system
[01:14:14.760 --> 01:14:18.900]   do have a responsibility to steward this technology responsibly we absolutely do
[01:14:18.900 --> 01:14:25.020]   I believe we do and I think that has been forgotten that's number one number two I have been involved
[01:14:25.020 --> 01:14:30.180]   in campaigns um and it's interesting right now what I'm doing is supporting any centrist candidate
[01:14:30.180 --> 01:14:34.920]   that I think is good on either side of the aisle I'm a registered Democrat I support Democrats for
[01:14:34.920 --> 01:14:39.420]   most of my life but the reality is now all I care about is sensible people that I think are really
[01:14:39.420 --> 01:14:45.840]   good and I'm engaging in micro targeting efforts across the spectrum in in primary races I would
[01:14:45.840 --> 01:14:50.160]   encourage all of you and anyone up here who cares about the American book system to engage in the
[01:14:50.160 --> 01:14:55.140]   primaries because the primaries are what determines the quality of the candidates that actually are
[01:14:55.140 --> 01:14:59.880]   up for election and they're actually decided by very few people yeah like how many of us
[01:14:59.880 --> 01:15:07.260]   actually voted in the primary like very few of you very few of you okay so rather than us just
[01:15:07.260 --> 01:15:12.540]   complain about the divisiveness of American politics next time please go vote in a primary
[01:15:12.540 --> 01:15:14.520]   and go vote for the center's candidate
[01:15:14.520 --> 01:15:21.900]   but by the way did I hear a lot of support for Michael schellenberger out there
[01:15:21.900 --> 01:15:29.580]   let's have him on the pod maybe yeah hi favorite bus is chamath I I heard you speak
[01:15:29.580 --> 01:15:35.220]   with Vinod Khosla at Hackton North at the University of Waterloo so my question is
[01:15:35.220 --> 01:15:41.760]   Amar talked about these like startup journey systems like Stanford or PayPal do you see like
[01:15:41.760 --> 01:15:47.880]   over the pandemic do you see any like remote or distributed systems that have like appeared or
[01:15:47.880 --> 01:15:52.920]   do you see any like building that are not just centered in one geographical location really
[01:15:52.920 --> 01:15:57.060]   honest I'm not a huge believer in this whole decentralized work movement I don't think any
[01:15:57.060 --> 01:15:59.280]   high quality work can get done um
[01:15:59.280 --> 01:16:08.820]   on on on difficult problems so I think that there are types of products and types of problems that
[01:16:08.820 --> 01:16:15.540]   can be solved in a remote way certain forms of software for certain kinds of products but
[01:16:15.540 --> 01:16:21.540]   for example let's just say you're trying to engineer you know a a pharma drug
[01:16:21.540 --> 01:16:27.780]   I don't believe that unless you're sitting there collaborating talking debating you can do that
[01:16:27.780 --> 01:16:28.980]   necessarily over a
[01:16:28.980 --> 01:16:33.480]   over a zoom if you're trying to build something physical you know we have a business that 3D
[01:16:33.480 --> 01:16:38.820]   Prince rockets those guys can't do that by just you know zooming around and having a couple calls
[01:16:38.820 --> 01:16:47.820]   that doesn't happen so I I think it's too premature to kind of say working together has no value I
[01:16:47.820 --> 01:16:52.920]   also think there's a huge cultural divide that will get created in America between these companies
[01:16:52.920 --> 01:16:58.680]   that come together and the companies that don't and I think that the ones that come together have a chance of
[01:16:58.680 --> 01:17:03.540]   having more empathy in the end because there are moments where you can actually get to know the people
[01:17:03.540 --> 01:17:07.980]   you're working with every day and I think that that gives you margin for error because everybody
[01:17:07.980 --> 01:17:12.600]   sometimes is a little you know dealing with their own things in their lives sometimes can be a little
[01:17:12.600 --> 01:17:17.940]   rude and we all have tolerances those tolerances are higher when you spend time with people and
[01:17:17.940 --> 01:17:23.880]   they're much much lower when you're just in a zoom so I'm you know I I'd love to believe that
[01:17:23.880 --> 01:17:28.380]   everybody's gonna be Airbnb-ing in a castle and a tent in a tree house
[01:17:28.380 --> 01:17:33.600]   but I'm just not sure that that's realistic to really solve the big problems that America has
[01:17:33.600 --> 01:17:37.680]   you believe in the work from home Antonio or you have a strong feeling one way or the other
[01:17:37.680 --> 01:17:43.440]   um I I'm more on Chivas Camp than not but I will say we have some great companies are fully remote
[01:17:43.440 --> 01:17:48.600]   um we've become a coalition example in cyber security it's fully remote run by wonderful CEOs
[01:17:48.600 --> 01:17:53.760]   under the age of 35 and he's found a way to make it work and I've learned a lot from him and so I'm
[01:17:53.760 --> 01:17:58.080]   trying to be very open algorithm about this and I think there are people who make it work who can't work
[01:17:58.080 --> 01:18:03.360]   I can't make it work I want my people in the office we invest in Pharma we invest in biotech
[01:18:03.360 --> 01:18:07.680]   and we have some biotech companies that have made it work remotely and some that insist on bringing
[01:18:07.680 --> 01:18:11.640]   back people back if you're in a lab obviously you have feedback but it I think there'll be a mixed
[01:18:11.640 --> 01:18:15.180]   environment and I also think there's an interesting retooling going on in productivity I think the
[01:18:15.180 --> 01:18:18.840]   productivity numbers in American that we're seeing today are wrong because they're not capturing
[01:18:18.840 --> 01:18:23.460]   what's happening underneath the technology because these remote environments so I don't know yet I
[01:18:23.460 --> 01:18:28.140]   think it's gonna depend on the CEO and how good people are and the type of industry you're in yeah
[01:18:28.140 --> 01:18:33.600]   I'm keeping an open mind towards it I know that for investing it was so much more efficient you
[01:18:33.600 --> 01:18:37.500]   know people could do 20 minute zooms instead of two hour meetings but I mean think of the problem
[01:18:37.500 --> 01:18:42.300]   that that created look at the overhang when you could raise tens of billions of dollars over Zoom
[01:18:42.300 --> 01:18:47.760]   that turned out to not be a good thing well and but also if you're a capital allocator being able
[01:18:47.760 --> 01:18:53.160]   to meet with three times as many people you could find more companies my point so I talked to a friend
[01:18:53.160 --> 01:18:58.320]   who raised billions of dollars over the last couple year cycle and he said I was able to raise
[01:18:58.320 --> 01:19:03.480]   50 million dollar checks in 30 minute meetings now spending five hours for a 10 million dollar check
[01:19:03.480 --> 01:19:07.980]   and my reaction to him in the back of my mind was that's probably how it should be
[01:19:07.980 --> 01:19:12.480]   well part of that's the quarter that makes the entire system a little bit healthier yeah I mean
[01:19:12.480 --> 01:19:17.280]   we we raised 1.7 of our fund during covet and it was all done doing Zoom raising new fun now and
[01:19:17.280 --> 01:19:19.980]   I'm flying around the world taking meetings but part of that just because people are coming back
[01:19:19.980 --> 01:19:22.860]   the opposite and liquidity cycle has gotten is reversed on us now right so
[01:19:22.860 --> 01:19:27.060]   the denominator has gotten it's got a hard to get capital but for sure I think I agree with
[01:19:27.060 --> 01:19:31.020]   you Matthew you're like being able to allocate 10 million dollars in a venture fund in two years
[01:19:31.020 --> 01:19:36.900]   over Zoom and and think that's on just the metrics and not see people I think that's a bad idea yeah
[01:19:36.900 --> 01:19:41.580]   I'm talking about 250k 500. yeah that's probably okay might be okay take another question here my
[01:19:41.580 --> 01:19:45.720]   name is Kenneth Brown III and my favorite bestie is J Cal the charisma is legendary
[01:19:45.720 --> 01:19:49.620]   um he's my favorite bestie too by the way don't be offended
[01:19:52.560 --> 01:19:57.060]   my question is what advice would you give to non-technical people trying to fit into the
[01:19:57.060 --> 01:20:03.180]   tech oriented startup Venture World I'm an econ major but this just seems exciting like how do I
[01:20:03.180 --> 01:20:11.280]   become a part of it and Tony have thoughts and I I think that the um the best way to do this is to
[01:20:11.280 --> 01:20:15.900]   find a company you think is great and get a job that's a reality I mean I would just I would
[01:20:15.900 --> 01:20:19.260]   associate myself with the business that I really respect you'll respect and if the job is in the
[01:20:19.260 --> 01:20:24.060]   classroom the Bob is the job as a janitor whatever just figure it out because what happens to high
[01:20:24.060 --> 01:20:27.960]   growth companies is they need good people and you'll be surprised how much being the first
[01:20:27.960 --> 01:20:32.400]   person in and the last person to leave if there's an office and doing the work that he will ask you
[01:20:32.400 --> 01:20:37.260]   do with a smile and a great attitude like those people they move up fast so I would just find a
[01:20:37.260 --> 01:20:42.900]   way in man wherever it is however it is make it happen and start moving up I can't by the way
[01:20:42.900 --> 01:20:48.960]   you're you're not you're not non-technical you're not yet technical and I think that's the
[01:20:48.960 --> 01:20:55.380]   opportunity that sits in front of everyone that you can become technical I had a my fam a cousin
[01:20:55.380 --> 01:21:02.040]   who was a music major UCLA worked in music and then he came back from covid and he started learning how
[01:21:02.040 --> 01:21:07.920]   to program online taught himself spent six months in his parents basement teaching himself how to
[01:21:07.920 --> 01:21:13.680]   retool his life and got some contract jobs on Reddit and boards and other stuff and he got this
[01:21:13.680 --> 01:21:17.520]   amazing full-time job offer a few weeks ago and it was really amazing that I got to watch him
[01:21:17.520 --> 01:21:18.660]   transform himself in his life
[01:21:18.660 --> 01:21:23.880]   over the last year and a half just by taking that on himself and he became technical it wasn't that
[01:21:23.880 --> 01:21:28.080]   he had a non-technical degree it said he just wasn't yet technical and I think everyone has
[01:21:28.080 --> 01:21:33.960]   that opportunity I'll tell you I'll tell you a great quick story he's a minority guy grew up in
[01:21:33.960 --> 01:21:38.940]   Houston um really wanted to work at Tesla couldn't get a job couldn't get a job couldn't get a job
[01:21:38.940 --> 01:21:46.800]   finally got a job on the line he was making 16 20 bucks an hour worked there did well transferred
[01:21:46.800 --> 01:21:48.360]   worked there did well transferred
[01:21:48.360 --> 01:21:53.940]   effort ends up in the supply chain group ends up working in battery supply chain ends up basically
[01:21:53.940 --> 01:22:02.400]   being two layers between him and Elon gets into an MBA goes there for a few years uh works on the
[01:22:02.400 --> 01:22:08.760]   side uh and he ended up raising a bunch of money to start a battery business recently and this is
[01:22:08.760 --> 01:22:14.880]   an example of what he just said which is you know there are these jobs available and then it's just
[01:22:14.880 --> 01:22:18.060]   you know is your chutzpah and your hustle and he's an example
[01:22:18.060 --> 01:22:22.860]   but it's a very motivating example to me because it just shows it's so possible you know and these
[01:22:22.860 --> 01:22:27.540]   there are phenomenal organizations that identify talent and will move you up really quickly and
[01:22:27.540 --> 01:22:34.680]   knowledge is literally free and experience is up to you yeah the the overriding I think advice
[01:22:34.680 --> 01:22:41.280]   you're getting here is that skills are acquirable and my Lord getting to 50 60 proficiency on a skill
[01:22:41.280 --> 01:22:47.760]   just given what's on YouTube or MIT open course where any number of websites you can do it in a
[01:22:47.760 --> 01:22:53.220]   couple of weeks and now of course going from 60 70 70 to 80 that might take months and then
[01:22:53.220 --> 01:22:57.840]   eventually years but startups are looking for generalists they're looking for people who can
[01:22:57.840 --> 01:23:02.580]   say I I need somebody who's going to do the accounting and figure out how to do an email
[01:23:02.580 --> 01:23:06.840]   merge and build a mailing list and then I need somebody to help with recruiting if you can just
[01:23:06.840 --> 01:23:13.140]   become 30 40 50 percent as you know good at each of those things at a startup you know before people
[01:23:13.140 --> 01:23:17.460]   get specialized eventually you'll have 10 people doing recruiting but in the beginning it's one
[01:23:17.460 --> 01:23:23.280]   third of somebody's job so I love startups for the sign of a great culture of a company is how
[01:23:23.280 --> 01:23:31.320]   little the obvious labels matter once you're inside of it and the best companies like a
[01:23:31.320 --> 01:23:35.760]   Tesla can become a trillion dollar market cap because they find the kid working on the line
[01:23:35.760 --> 01:23:42.600]   and then four years later is running the battery supply chain how does that happen it happens
[01:23:42.600 --> 01:23:47.160]   because you're looking at the quality of the individual and their potential where they went to
[01:23:47.160 --> 01:23:51.480]   school doesn't matter their gender doesn't matter their ethnicity doesn't matter none of it matters
[01:23:51.480 --> 01:23:58.140]   because the people don't see it they see work ethic they see results yeah they see effort they
[01:23:58.140 --> 01:24:03.180]   see integrity so that's another litmus test for you is like in the companies even if you're a CEO
[01:24:03.180 --> 01:24:07.560]   and if you're building if every other day you're reminding everybody else of like where people need
[01:24:07.560 --> 01:24:13.140]   to have gone to school and where they should have been that's a road to nowhere let's give Antonio
[01:24:13.140 --> 01:24:16.860]   a big round of applause very nice okay thank you thank you so much
[01:24:16.860 --> 01:24:23.220]   thank you very much I appreciate it thank you
[01:24:23.220 --> 01:24:33.000]   next question thank you guys over here yeah um Sunny we kept it Tony here for like two hours
[01:24:33.000 --> 01:24:37.080]   I know I feel bad he's like I've never been on a show before meeting he's like
[01:24:37.080 --> 01:24:46.560]   all right we're gonna just take 14 to 20 more questions go Sunny Lama here um Chamath's my
[01:24:46.560 --> 01:24:53.700]   favorite bestie yeah there you go huh because of him I hope you there a little dry spell huh because
[01:24:53.700 --> 01:25:00.900]   of him I shop at Laura Piana only so thank you so I just got a question um for Friedberg I know that
[01:25:00.900 --> 01:25:05.400]   you wanted to talk about this yesterday about this sort of uh consumer credit crisis on the
[01:25:05.400 --> 01:25:10.380]   Horizon that you see as potentially like the next shoe to drop so um I think you wanted to mention
[01:25:10.380 --> 01:25:15.540]   something yesterday about it but because of time and stuff I don't have anything more to add than
[01:25:15.540 --> 01:25:16.260]   what I said on the pot I'm not like I'm not gonna be able to answer that question but I'm gonna be
[01:25:16.260 --> 01:25:20.700]   able to answer that question but I'm not like I don't think this is like a high certainty I'm just
[01:25:20.700 --> 01:25:24.720]   concerned there's a lot of loans out there a lot of buy now pay later a lot of stuff that has
[01:25:24.720 --> 01:25:29.400]   floating rates attached to it if we're gonna have a recession we're gonna see job loss you're gonna
[01:25:29.400 --> 01:25:34.140]   see these um and by the way these auto loan portfolios have like crazy outperformed over
[01:25:34.140 --> 01:25:38.280]   the last few years and now that these and a lot of those auto loans are floating rate
[01:25:38.280 --> 01:25:43.260]   um those asset values are inflated people are losing jobs you could see a bunch of these
[01:25:43.260 --> 01:25:45.960]   things start to create a bit of a cascading effect over the next couple of quarters
[01:25:45.960 --> 01:25:50.940]   depending on how this all goes um so I I'm not I'm not going to put my foot down on the ground
[01:25:50.940 --> 01:25:55.020]   and say oh my God consumer credit bubble we're totally it's going to lead to the great
[01:25:55.020 --> 01:26:01.320]   next great recession um but I do think it's going to be pretty kind of surprising buy now pay later
[01:26:01.320 --> 01:26:05.760]   I saw stat I don't know if you guys saw this this week on how a lot of the people that are going on
[01:26:05.760 --> 01:26:10.740]   buy now pay later sites are actually maxed out on their credit cards and so they're actually fully
[01:26:10.740 --> 01:26:15.660]   credited out and then all the smart algorithms are like oh yeah you're a good credit risk like here's
[01:26:15.660 --> 01:26:22.560]   $1,800 lightning round five questions and we're done one bestie will answer its question go cool
[01:26:22.560 --> 01:26:27.180]   uh Dave free burger my favorite bestie uh what problem do you most want to solve right now
[01:26:27.180 --> 01:26:32.520]   oh binary lifters actually uh edible quinoa
[01:26:32.520 --> 01:26:40.560]   actually I've been working on the so look I I've spoken about this publicly I think it's
[01:26:40.560 --> 01:26:44.400]   a big problem I was going to talk about it in the talk that we scrapped but I'll do it another time
[01:26:45.360 --> 01:26:50.520]   um which is really the opportunity for biomanufacturing as a way to replace a lot of
[01:26:50.520 --> 01:26:56.760]   traditional food systems including all of AG all of animal agriculture and a lot of the systems that
[01:26:56.760 --> 01:27:02.100]   we use to basically make our food um it's a it's a big infrastructure play you know a couple square
[01:27:02.100 --> 01:27:06.960]   miles you know using Elon's analogy you could basically recreate all the food on Earth you
[01:27:06.960 --> 01:27:13.380]   could distribute those systems um and and so I I think that it can be extremely carbon negative it
[01:27:13.380 --> 01:27:14.700]   sucks carbon out of the atmosphere
[01:27:14.700 --> 01:27:19.500]   um it would create incredible jobs it's an incredible infrastructure opportunity it would
[01:27:19.500 --> 01:27:24.000]   return billions of acres of land back to kind of you know whatever form natural form we want them
[01:27:24.000 --> 01:27:28.560]   to be so that's an area that I'm spending a lot of time in and that I'm particularly
[01:27:28.560 --> 01:27:34.200]   uh excited about awesome thank you okay number two hi there I'm Katie Croft nice to meet you all
[01:27:34.200 --> 01:27:39.540]   imagine a parallel timeline where I say you're all my favorite because it's all true so I'm curious
[01:27:39.540 --> 01:27:44.400]   kind of an extension of the media question have you given much thought to forming a consortium
[01:27:44.400 --> 01:27:51.000]   community um with the all-in podcast and kind of what further applications of that because if you
[01:27:51.000 --> 01:27:55.440]   think about the force multiplicity of like any number of these minds in the same room working
[01:27:55.440 --> 01:28:01.500]   towards the problems we've talked about from education to on-shoring energy it could probably
[01:28:01.500 --> 01:28:05.220]   be pretty considerable the impact there because we have such respect for what you guys do and how
[01:28:05.220 --> 01:28:09.300]   you're doing it and the discourse you're having that you know we're clearly all diehards here so
[01:28:09.300 --> 01:28:12.660]   I'm just curious if you thought about it I'm kind of trying to inception you here you want to take
[01:28:12.660 --> 01:28:19.200]   a look at it yeah I think so I mean this is a ton of work um but I think it is and we all
[01:28:19.200 --> 01:28:23.760]   have day jobs um you know step one was to try to just see and I told I told the best is let's just
[01:28:23.760 --> 01:28:31.080]   see if we can each make uh um getting to the pot each week a priority and a habit and and that took
[01:28:31.080 --> 01:28:36.660]   the first year or so so now it is a habit we all value doing this it has had tremendous impact on
[01:28:36.660 --> 01:28:42.360]   our lives personally professionally it's been very inspiring for each of us so we had to lock into that
[01:28:42.360 --> 01:28:47.700]   first doing this you know uh was a ton of work and we'll see if it's sustainable and we have some
[01:28:47.700 --> 01:28:51.660]   other ideas we wanted to do a college tour was the other thing we were considering which would
[01:28:51.660 --> 01:28:56.700]   be like 3 000 seats or 4 000 seats and just an episode of the pot in Q a so I think that could
[01:28:56.700 --> 01:29:02.160]   be the next card to fall um and then maybe hiring Tim Urban and uh Nate Silver and then having them
[01:29:02.160 --> 01:29:06.180]   build a media company to take on CNN um but you know we haven't really given it much thought but
[01:29:06.180 --> 01:29:10.440]   you never know they were here totally randomly they were here totally we're not recruiting or
[01:29:10.440 --> 01:29:12.300]   anything but um you know anything's possible
[01:29:12.300 --> 01:29:18.360]   hi besties again I'm rejoice I run a talent Marketplace for early entry workers we use
[01:29:18.360 --> 01:29:24.600]   gamification to accelerate remember just yes I just the question is about the great resignation
[01:29:24.600 --> 01:29:29.640]   which we believe is a half-told narrative so how can small businesses which are most
[01:29:29.640 --> 01:29:33.600]   sole proprietors democratize their own labor supply and demand
[01:29:33.600 --> 01:29:42.000]   wow um I think that's a very difficult problem to solve
[01:29:42.000 --> 01:29:49.920]   um I think again if as a supporter of capitalism I think one of the biggest things that we don't
[01:29:49.920 --> 01:29:58.500]   get right is how money gets to the right problems I've said this roughly before but like money is
[01:29:58.500 --> 01:30:04.560]   really just a voting way of deciding what you think is important in the world and that's why
[01:30:04.560 --> 01:30:09.600]   the accumulation of money as just a practical matter forget moral or physical philosophical
[01:30:09.600 --> 01:30:16.860]   is so important because you can vote what you want the thing is that aggregation happens easily
[01:30:16.860 --> 01:30:23.460]   distribution is terribly broken and so the ability for folks to solve practical problems is very hard
[01:30:23.460 --> 01:30:29.220]   because the ROI isn't obvious and getting money from capital pools like us to individuals and sole
[01:30:29.220 --> 01:30:35.820]   proprietors is a basic I think it is a very broken problem a because the system zone exists B because
[01:30:35.820 --> 01:30:37.440]   the laws don't allow it and until that gets solved it's not going to be a problem it's going to be a problem
[01:30:37.440 --> 01:30:37.440]   because the system zone exists B because the laws don't allow it and until that gets solved it's not going to be a problem
[01:30:37.440 --> 01:30:37.440]   because the system zone exists B because the laws don't allow it and until that gets solved it's not going to be a problem
[01:30:37.440 --> 01:30:37.440]   because the system zone exists B because the laws don't allow it and until that gets solved it's not going to be a problem
[01:30:37.440 --> 01:30:43.980]   and until that gets solved I'm not exactly sure how a business who can actually like build for
[01:30:43.980 --> 01:30:49.140]   the future well or solve their supply forecast or demand forecast can actually get the capital you
[01:30:49.140 --> 01:30:54.480]   need because the lubricant that allows you to solve that problem is money has always been will
[01:30:54.480 --> 01:31:01.020]   always be but getting it to those people is legally hard and it's organizationally impractical
[01:31:01.020 --> 01:31:05.580]   um I don't know if you saw the last spot I mentioned this thing we tried this thing called
[01:31:05.580 --> 01:31:07.380]   capital as a service it doesn't
[01:31:07.380 --> 01:31:11.340]   get to the sole proprietor level but it gets to like small five to ten percent companies
[01:31:11.340 --> 01:31:17.460]   we would send fifty hundred thousand dollar checks here's how hard it is the cost of getting a fifty
[01:31:17.460 --> 01:31:23.760]   thousand dollar check we did this uh fishery in Indonesia it cost us a hundred and twenty five
[01:31:23.760 --> 01:31:28.800]   thousand to give them fifty thousand we still did it because I just wanted to prove the point they
[01:31:28.800 --> 01:31:34.080]   ended up tripling our money so we barely kind of like broke even um but it just goes to show you
[01:31:34.080 --> 01:31:36.960]   how really complicated in the system okay fourth question and then one more question
[01:31:36.960 --> 01:31:42.780]   and then one more after that hey I'm Prem as a Waterloo poker player favorite besties Chamath
[01:31:42.780 --> 01:31:50.100]   uh I'm very in into next-gen manufacturing but as a pre-seed investor my concern is follow-on financing
[01:31:50.100 --> 01:31:55.920]   how do we get more investors interested in investing in the physical world because at
[01:31:55.920 --> 01:32:00.480]   least in Canada it seems like most investors only want to invest in software no I think I think this
[01:32:00.480 --> 01:32:05.400]   is what I'm saying I think there's a very broken part of the capitalism right now which is that
[01:32:05.400 --> 01:32:11.340]   technology investors by and large and I don't mean to disparage anyone here are not well rooted in
[01:32:11.340 --> 01:32:17.400]   the principles of math and Finance and I think that that's a real problem because in a moment
[01:32:17.400 --> 01:32:23.400]   like this that is where you can actually make safe investments of capital you can structure the money
[01:32:23.400 --> 01:32:28.440]   in so that you are capital protected you have assets to back these things and the reason why
[01:32:28.440 --> 01:32:33.660]   folks don't do it is they don't understand how to put together a model to demonstrate it and then
[01:32:33.660 --> 01:32:35.380]   the person that is then receiving that
[01:32:35.380 --> 01:32:40.840]   information is unfortunately not as well instructed as they should be to understand how to make a
[01:32:40.840 --> 01:32:44.920]   decision from that that's what we have today so it's a it's a little bit of a miseducation problem
[01:32:44.920 --> 01:32:52.660]   and it's going to affect the non-sexy areas rockets will always get money but like 3D manufacturing
[01:32:52.660 --> 01:32:57.520]   at sale at scale may not because of this exact issue because people don't know what roik means
[01:32:57.520 --> 01:33:03.760]   sir you have the final question favorite bestie is uh Friedberg and hate in on a recession question
[01:33:03.760 --> 01:33:09.580]   fucking Christ oh but never asking that question again why do you guys why let me ask why do you guys
[01:33:09.580 --> 01:33:14.320]   think it upsets you so much like well because you're the biggest pain in the ass you are the
[01:33:14.320 --> 01:33:19.360]   most fucking neurotic person every time we post an episode we should cancel the episode we fucked
[01:33:19.360 --> 01:33:25.180]   everything up again why do we keep screwing up we're gonna destroy the I read this first comments
[01:33:25.180 --> 01:33:30.940]   and the down vote rate I was on YouTube somebody sent the the volume keep going but go ahead the
[01:33:30.940 --> 01:33:36.580]   amount of noise we deal with from this one they're not gonna stop it's like literally he does not
[01:33:36.580 --> 01:33:43.480]   reward him it's like his inner monologue is crazy you know if you had a two-year-old child who you've
[01:33:43.480 --> 01:33:48.700]   given too much candy to is okay can you shut him up please yeah unbelievable this is right
[01:33:48.700 --> 01:33:56.320]   it's Phil Deutsch everyone yeah yeah all right so it seems like a common theme on the stage these
[01:33:56.320 --> 01:34:00.160]   last couple days is you all feel like we're in a recession or heading towards a recession but I get
[01:34:00.160 --> 01:34:04.300]   the feeling that you have the confidence that this is gonna be a quick recession like a year so my
[01:34:04.300 --> 01:34:09.400]   question would be why do you feel after 13 years of Market manipulation by the Fed that is going
[01:34:09.400 --> 01:34:14.140]   to be cured in under a year no I think you're right the average recession has measured like
[01:34:14.140 --> 01:34:21.580]   if you look back historically is two quarters um the problem is that we've never really figured out
[01:34:21.580 --> 01:34:27.220]   what it's going to take with the distortion of money that never should have been in the system
[01:34:27.220 --> 01:34:30.100]   because if you think of a supply demand imbalance as
[01:34:30.100 --> 01:34:36.040]   being a naturally self-balancing phenomenon if you perturb one side of it by an enormous amount
[01:34:36.040 --> 01:34:42.220]   exactly to your point I think the open question that the world has right now is is that really a
[01:34:42.220 --> 01:34:47.620]   two-quarter problem well the Fed has told you that they're going to take three years to get
[01:34:47.620 --> 01:34:52.780]   three trillion you've heard from David that 10 trillion was put in probably another three or
[01:34:52.780 --> 01:34:58.480]   four trillion was productively used but that still leaves another three trillion of sloshing around
[01:34:58.480 --> 01:35:02.560]   in money that we don't know so I think it's an open question I don't know what you guys think
[01:35:02.560 --> 01:35:07.720]   how many months how many quarters sacks how many quarters if you had to guess again I just hate
[01:35:07.720 --> 01:35:12.820]   this definition of recession where it's about GDP decline when we had a lot of the underlyings in
[01:35:12.820 --> 01:35:16.660]   those numbers for GDP that I feel were like artificially inflated for a couple of quarters
[01:35:16.660 --> 01:35:21.040]   because of a bunch of the structural stuff we've talked about so I don't know like if you look
[01:35:21.040 --> 01:35:25.660]   deeper at economic growth companies signing up more customers so like a lot of technology
[01:35:25.660 --> 01:35:28.300]   companies are about increasing productivity with their tools with their products and so I think
[01:35:28.300 --> 01:35:33.160]   that's what they're with what they're selling and um those businesses are are going to continue to
[01:35:33.160 --> 01:35:39.820]   to do well and to grow and to increase customers increase revenue um and I don't think that there
[01:35:39.820 --> 01:35:44.440]   is necessarily a lot of the structural stuff that we saw with the GFC the one thing I am concerned
[01:35:44.440 --> 01:35:50.380]   about which I've highlighted is this consumer credit risk and besides that it seems like you
[01:35:50.380 --> 01:35:55.720]   know things are um you know on good footing so I don't know like the the technical recession
[01:35:55.720 --> 01:35:58.120]   definition probably a couple quarters yeah
[01:35:58.120 --> 01:36:05.140]   um I I you never know and I I think the best way to to look at the future is by doing scenario
[01:36:05.140 --> 01:36:12.760]   planning so we basically we could say this could be a you know short medium or long recession short
[01:36:12.760 --> 01:36:19.120]   would be six months medium might be 18 months and you know long might be two years plus and we just
[01:36:19.120 --> 01:36:26.140]   say I don't know say one third one third one third probability and that kind of gives you some picture
[01:36:26.140 --> 01:36:28.060]   exactly
[01:36:28.060 --> 01:36:31.660]   um so now what we're telling our portfolio companies is you want to have two and a half
[01:36:31.660 --> 01:36:35.680]   years of runway right now because you got to go raise six months before you run out of cash and
[01:36:35.680 --> 01:36:41.020]   you really want to have two years of cushion because things could be choppy for two years
[01:36:41.020 --> 01:36:46.780]   I'm not saying they're gonna be but they could be you don't want your company to run out of money
[01:36:46.780 --> 01:36:51.580]   and die just because of macroeconomic conditions that are no fault of your own so if you can try
[01:36:51.580 --> 01:36:57.460]   to engineer that amount of runway that's better I also think that here's the thing about a quick
[01:36:57.460 --> 01:37:02.920]   recession is or the prospect for one we don't know what other shoes are going to drop consumer
[01:37:02.920 --> 01:37:07.960]   credit is still a shoe that we don't know if it's going to drop look six months ago did we think we
[01:37:07.960 --> 01:37:14.560]   be talking about Tiger Global or softbank for that matter potentially teetering on the verge of being
[01:37:14.560 --> 01:37:21.760]   white town yeah redempted out of or coinbase and peloton just so things are right things can change
[01:37:21.760 --> 01:37:26.440]   fast we don't know what systemic risk is in the system that hasn't been flushed out yet
[01:37:26.440 --> 01:37:31.780]   and I we won't be out of this until it feels like everything's been flushed out and then the
[01:37:31.780 --> 01:37:36.280]   market's back and things are sort of an upward trajectory again clearly we're not there or real
[01:37:36.280 --> 01:37:41.020]   estate crypto it doesn't feel like that's rushed out yet either so do we have a clip to play as an
[01:37:41.020 --> 01:37:46.420]   outro I don't know is this uh was this the clip of the the cut clip before before we go can we
[01:37:46.420 --> 01:37:50.560]   please say thanks to the yeah we're gonna have that works here yeah and the team Jason your team
[01:37:50.560 --> 01:37:55.480]   at all incredible thanks to everybody all of you guys have worked so hard and they really put a lot
[01:37:55.480 --> 01:38:02.020]   of effort into this pretty incredible I guess this is a lost clip of us uh from last week
[01:38:02.020 --> 01:38:08.560]   you did not have like uh Dungeons and Dragons sleepovers in grade seven and grade eight I was
[01:38:08.560 --> 01:38:14.020]   actually programming Pascal and we made a water moisturizer and it was a binary lifter much like
[01:38:14.020 --> 01:38:21.520]   the ones you have on Tatooine a complete replica of Uncle Owen's water vaporizers on Tatooine and
[01:38:21.520 --> 01:38:25.360]   that took six years but it was great and then I went
