
[00:00:00.040 --> 00:00:06.680]  � think start
[02:13:44.800 --> 02:13:44.800]   I'm really keen on community control and neutrality.
[02:13:44.800 --> 02:13:44.800]   I'm really keen on community control and neutrality.
[02:13:44.800 --> 02:13:44.800]   I'm really keen on community control and neutrality.
[02:13:44.820 --> 02:14:14.820]   I'm really keen on community control and neutrality.
[02:14:14.820 --> 02:14:14.820]   I'm really keen on community control and neutrality.
[02:14:14.820 --> 02:14:14.820]   I'm really keen on community control and neutrality.
[02:14:14.820 --> 02:14:14.820]   I'm really keen on community control and neutrality.
[02:14:14.820 --> 02:14:14.820]   I'm really keen on community control and neutrality.
[02:14:14.820 --> 02:14:14.820]   I'm really keen on community control and neutrality.
[02:14:14.820 --> 02:14:14.820]   I'm really keen on community control and neutrality.
[02:14:14.820 --> 02:14:14.820]   I'm really keen on community control and neutrality.
[02:14:14.820 --> 02:14:14.820]   I'm really keen on community control and neutrality.
[02:14:14.820 --> 02:14:14.820]   I'm really keen on community control and neutrality.
[02:14:14.820 --> 02:14:14.820]   I'm really keen on community control and neutrality.
[02:14:14.820 --> 02:14:14.820]   I'm really keen on community control and neutrality.
[02:14:14.820 --> 02:14:14.820]   I'm really keen on community control and neutrality.
[02:14:14.820 --> 02:14:14.820]   I'm really keen on community control and neutrality.
[02:14:14.820 --> 02:14:14.820]   I'm really keen on community control and neutrality.
[02:14:14.820 --> 02:14:14.820]   I'm really keen on community control and neutrality.
[02:14:14.820 --> 02:14:44.840]   I'm really keen on community control and neutrality.
[02:14:44.840 --> 02:14:44.840]   I'm really keen on community control and neutrality.
[02:14:44.840 --> 02:14:44.840]   I'm really keen on community control and neutrality.
[02:14:44.840 --> 02:14:44.840]   I'm really keen on community control and neutrality.
[02:14:44.840 --> 02:14:44.840]   I'm really keen on community control and neutrality.
[02:14:44.840 --> 02:14:44.840]   I'm really keen on community control and neutrality.
[02:14:44.840 --> 02:14:44.840]   I'm really keen on community control and neutrality.
[02:14:44.860 --> 02:15:14.860]   I'm really keen on community control and neutrality.
[02:15:14.860 --> 02:15:14.860]   I'm really keen on community control and neutrality.
[02:15:14.860 --> 02:15:14.860]   I'm really keen on community control and neutrality.
[02:15:14.860 --> 02:15:14.860]   I'm really keen on community control and neutrality.
[02:15:14.860 --> 02:15:14.860]   I'm really keen on community control and neutrality.
[02:15:14.860 --> 02:15:14.860]   I'm really keen on community control and neutrality.
[02:15:14.860 --> 02:15:14.860]   I'm really keen on community control and neutrality.
[02:15:14.860 --> 02:15:14.860]   I'm really keen on community control and neutrality.
[02:15:14.860 --> 02:15:14.860]   I'm really keen on community control and neutrality.
[02:15:14.860 --> 02:15:14.860]   I'm really keen on community control and neutrality.
[02:15:14.860 --> 02:15:14.860]   I'm really keen on community control and neutrality.
[02:15:14.860 --> 02:15:14.860]   I'm really keen on community control and neutrality.
[02:15:14.860 --> 02:15:14.860]   I'm really keen on community control and neutrality.
[02:15:14.860 --> 02:15:14.860]   I'm really keen on community control and neutrality.
[02:15:14.860 --> 02:15:14.860]   I'm really keen on community control and neutrality.
[02:15:14.860 --> 02:15:14.860]   I'm really keen on community control and neutrality.
[02:15:14.860 --> 02:15:44.880]   I'm really keen on community control and neutrality.
[02:15:44.880 --> 02:15:44.880]   I'm really keen on community control and neutrality.
[02:15:44.880 --> 02:15:44.880]   I'm really keen on community control and neutrality.
[02:15:44.880 --> 02:15:44.880]   I'm really keen on community control and neutrality.
[02:15:44.880 --> 02:15:44.880]   I'm really keen on community control and neutrality.
[02:15:44.880 --> 02:15:44.880]   I'm really keen on community control and neutrality.
[02:15:44.880 --> 02:15:44.880]   I'm really keen on community control and neutrality.
[02:15:44.880 --> 02:15:44.880]   I'm really keen on community control and neutrality.
[02:15:44.900 --> 02:16:14.900]   I'm really keen on community control and neutrality.
[02:16:14.900 --> 02:16:14.900]   I'm really keen on community control and neutrality.
[02:16:14.900 --> 02:16:14.900]   I'm really keen on community control and neutrality.
[02:16:14.900 --> 02:16:14.900]   I'm really keen on community control and neutrality.
[02:16:14.900 --> 02:16:14.900]   I'm really keen on community control and neutrality.
[02:16:14.900 --> 02:16:14.900]   I'm really keen on community control and neutrality.
[02:16:14.900 --> 02:16:14.900]   I'm really keen on community control and neutrality.
[02:16:14.900 --> 02:16:14.900]   I'm really keen on community control and neutrality.
[02:16:14.900 --> 02:16:14.900]   I'm really keen on community control and neutrality.
[02:16:14.900 --> 02:16:14.900]   I'm really keen on community control and neutrality.
[02:16:14.900 --> 02:16:14.900]   I'm really keen on community control and neutrality.
[02:16:14.900 --> 02:16:14.900]   I'm really keen on community control and neutrality.
[02:16:14.900 --> 02:16:14.900]   I'm really keen on community control and neutrality.
[02:16:14.900 --> 02:16:14.900]   I'm really keen on community control and neutrality.
[02:16:14.900 --> 02:16:14.900]   I'm really keen on community control and neutrality.
[02:16:14.900 --> 02:16:14.900]   I'm really keen on community control and neutrality.
[02:16:14.900 --> 02:16:44.920]   I'm really keen on community control and neutrality.
[02:16:44.920 --> 02:16:44.920]   I'm really keen on community control and neutrality.
[02:16:44.920 --> 02:16:44.920]   I'm really keen on community control and neutrality.
[02:16:44.920 --> 02:16:44.920]   I'm really keen on community control and neutrality.
[02:16:44.920 --> 02:16:44.920]   I'm really keen on community control and neutrality.
[02:16:44.920 --> 02:16:44.920]   I'm really keen on community control and neutrality.
[02:16:44.920 --> 02:16:44.920]   I'm really keen on community control and neutrality.
[02:16:44.920 --> 02:16:44.920]   I'm really keen on community control and neutrality.
[02:16:44.940 --> 02:17:14.940]   I'm really keen on community control and neutrality.
[02:17:14.940 --> 02:17:14.940]   I'm really keen on community control and neutrality.
[02:17:14.940 --> 02:17:14.940]   I'm really keen on community control and neutrality.
[02:17:14.940 --> 02:17:14.940]   I'm really keen on community control and neutrality.
[02:17:14.940 --> 02:17:14.940]   I'm really keen on community control and neutrality.
[02:17:14.940 --> 02:17:14.940]   I'm really keen on community control and neutrality.
[02:17:14.940 --> 02:17:14.940]   I'm really keen on community control and neutrality.
[02:17:14.940 --> 02:17:14.940]   I'm really keen on community control and neutrality.
[02:17:14.940 --> 02:17:14.940]   I'm really keen on community control and neutrality.
[02:17:14.940 --> 02:17:14.940]   I'm really keen on community control and neutrality.
[02:17:14.940 --> 02:17:14.940]   I'm really keen on community control and neutrality.
[02:17:14.940 --> 02:17:14.940]   I'm really keen on community control and neutrality.
[02:17:14.940 --> 02:17:14.940]   I'm really keen on community control and neutrality.
[02:17:14.940 --> 02:17:14.940]   I'm really keen on community control and neutrality.
[02:17:14.940 --> 02:17:14.940]   I'm really keen on community control and neutrality.
[02:17:14.940 --> 02:17:14.940]   I'm really keen on community control and neutrality.
[02:17:14.940 --> 02:17:44.960]   I'm really keen on community control and neutrality.
[02:17:44.960 --> 02:17:44.960]   I'm really keen on community control and neutrality.
[02:17:44.960 --> 02:17:44.960]   I'm really keen on community control and neutrality.
[02:17:44.960 --> 02:17:44.960]   I'm really keen on community control and neutrality.
[02:17:44.960 --> 02:17:44.960]   I'm really keen on community control and neutrality.
[02:17:44.960 --> 02:17:44.960]   I'm really keen on community control and neutrality.
[02:17:44.960 --> 02:17:44.960]   I'm really keen on community control and neutrality.
[02:17:44.960 --> 02:17:44.960]   I'm really keen on community control and neutrality.
[02:17:44.980 --> 02:18:14.980]   I'm really keen on community control and neutrality.
[02:18:14.980 --> 02:18:14.980]   I'm really keen on community control and neutrality.
[02:18:14.980 --> 02:18:14.980]   I'm really keen on community control and neutrality.
[02:18:14.980 --> 02:18:14.980]   I'm really keen on community control and neutrality.
[02:18:14.980 --> 02:18:14.980]   I'm really keen on community control and neutrality.
[02:18:14.980 --> 02:18:14.980]   I'm really keen on community control and neutrality.
[02:18:14.980 --> 02:18:14.980]   I'm really keen on community control and neutrality.
[02:18:14.980 --> 02:18:14.980]   I'm really keen on community control and neutrality.
[02:18:14.980 --> 02:18:14.980]   I'm really keen on community control and neutrality.
[02:18:14.980 --> 02:18:14.980]   I'm really keen on community control and neutrality.
[02:18:14.980 --> 02:18:14.980]   I'm really keen on community control and neutrality.
[02:18:14.980 --> 02:18:14.980]   I'm really keen on community control and neutrality.
[02:18:14.980 --> 02:18:14.980]   I'm really keen on community control and neutrality.
[02:18:14.980 --> 02:18:14.980]   I'm really keen on community control and neutrality.
[02:18:14.980 --> 02:18:14.980]   I'm really keen on community control and neutrality.
[02:18:14.980 --> 02:18:14.980]   I'm really keen on community control and neutrality.
[02:18:14.980 --> 02:18:45.000]   I'm really keen on community control and neutrality.
[02:18:45.000 --> 02:18:45.000]   I'm really keen on community control and neutrality.
[02:18:45.000 --> 02:18:45.000]   I'm really keen on community control and neutrality.
[02:18:45.000 --> 02:18:45.000]   I'm really keen on community control and neutrality.
[02:18:45.000 --> 02:18:45.000]   I'm really keen on community control and neutrality.
[02:18:45.000 --> 02:18:45.000]   I'm really keen on community control and neutrality.
[02:18:45.000 --> 02:18:45.000]   I'm really keen on community control and neutrality.
[02:18:45.000 --> 02:18:45.000]   I'm really keen on community control and neutrality.
[02:18:45.000 --> 02:18:45.000]   I'm really keen on community control and neutrality.
[02:18:45.000 --> 02:18:45.000]   I'm really keen on community control and neutrality.
[02:18:45.020 --> 02:19:15.020]   I'm really keen on community control and neutrality.
[02:19:15.020 --> 02:19:15.020]   I'm really keen on community control and neutrality.
[02:19:15.020 --> 02:19:15.020]   I'm really keen on community control and neutrality.
[02:19:15.020 --> 02:19:15.020]   I'm really keen on community control and neutrality.
[02:19:15.020 --> 02:19:15.020]   I'm really keen on community control and neutrality.
[02:19:15.020 --> 02:19:15.020]   I'm really keen on community control and neutrality.
[02:19:15.020 --> 02:19:15.020]   I'm really keen on community control and neutrality.
[02:19:15.020 --> 02:19:15.020]   I'm really keen on community control and neutrality.
[02:19:15.020 --> 02:19:15.020]   I'm really keen on community control and neutrality.
[02:19:15.020 --> 02:19:15.020]   I'm really keen on community control and neutrality.
[02:19:15.020 --> 02:19:15.020]   I'm really keen on community control and neutrality.
[02:19:15.020 --> 02:19:15.020]   I'm really keen on community control and neutrality.
[02:19:15.020 --> 02:19:15.020]   I'm really keen on community control and neutrality.
[02:19:15.020 --> 02:19:15.020]   I'm really keen on community control and neutrality.
[02:19:15.020 --> 02:19:15.020]   I'm really keen on community control and neutrality.
[02:19:15.020 --> 02:19:15.020]   I'm really keen on community control and neutrality.
[02:19:15.020 --> 02:19:45.040]   I'm really keen on community control and neutrality.
[02:19:45.040 --> 02:19:45.040]   I'm really keen on community control and neutrality.
[02:19:45.040 --> 02:19:45.040]   I'm really keen on community control and neutrality.
[02:19:45.040 --> 02:19:45.040]   I'm really keen on community control and neutrality.
[02:19:45.040 --> 02:19:45.040]   I'm really keen on community control and neutrality.
[02:19:45.040 --> 02:19:45.040]   I'm really keen on community control and neutrality.
[02:19:45.040 --> 02:19:45.040]   I'm really keen on community control and neutrality.
[02:19:45.040 --> 02:19:45.040]   I'm really keen on community control and neutrality.
[02:19:45.040 --> 02:19:45.040]   I'm really keen on community control and neutrality.
[02:19:45.040 --> 02:19:45.040]   I'm really keen on community control and neutrality. I'm really keen on community control and neutrality.
[02:19:45.060 --> 02:20:15.060]   I'm really keen on community control and neutrality. I'm really keen on community control and neutrality.
[02:20:15.060 --> 02:20:15.060]   I'm really keen on community control and neutrality. I'm really keen on community control and neutrality.
[02:20:15.060 --> 02:20:15.060]   I'm really keen on community control and neutrality. I'm really keen on community control and neutrality.
[02:20:15.060 --> 02:20:15.060]   I'm really keen on community control and neutrality. I'm really keen on community control and neutrality.
[02:20:15.060 --> 02:20:15.060]   I'm really keen on community control and neutrality. I'm really keen on community control and neutrality.
[02:20:15.060 --> 02:20:15.060]   I'm really keen on community control and neutrality. I'm really keen on community control and neutrality.
[02:20:15.100 --> 02:20:45.080]   I'm really keen on community control and neutrality. I'm really keen on community control and neutrality.
[02:20:45.080 --> 02:20:45.080]   I'm really keen on community control and neutrality. I'm really keen on community control and neutrality.
[02:20:45.080 --> 02:20:45.080]   I'm really keen on community control and neutrality. I'm really keen on community control and neutrality.
[02:20:45.120 --> 02:21:15.100]  ,
[02:21:15.140 --> 02:21:21.760]   wont
[02:21:21.760 --> 02:21:25.540]  's, sh.,
[02:21:25.540 --> 02:21:44.000]  iyet Eu I I I the thought of the.GGGIN C
[02:21:44.600 --> 02:21:50.580]   i
[02:21:50.580 --> 02:21:57.980]   nh get,
[02:21:57.980 --> 02:22:12.480]  ,,, nice Carl I is aop and .C, .,,,,,, what work in the ground and a kids like a me the split the play the SCHis the been the simultaneously the intended the belong the I'm the editing the reduces the make the discourse the be theğin the視 thePCil the egg.GPin the install theGPGBall aspectsADeuleR但PGPTGpDPalLGPTPlayGPGPGPLGPCGieur g NaturrWperG guessG todo bidding waters不過 Bou coordin gia milliseconds prov​ Trustgham merry hombre​ którą génér di Buddy Mak� Strong paradise� fuera 50ablIB el valued the
[02:22:12.660 --> 02:22:40.720]   a certain country and they are physical risk.
[02:22:40.720 --> 02:22:40.720]   You've got a put that into your.
[02:22:40.720 --> 02:22:40.720]   You've got a put that into your.
[02:22:40.720 --> 02:22:40.720]   You've got a put that into your.
[02:22:40.720 --> 02:22:40.720]   You've got a put that into your.
[02:22:40.720 --> 02:22:40.720]   You've got a put that into your.
[02:22:40.720 --> 02:22:40.720]   You've got a put that into your.
[02:22:40.720 --> 02:22:40.720]   You've got a put that into your.
[02:22:40.720 --> 02:22:40.720]   You've got a put that into your.
[02:22:40.720 --> 02:22:40.880]   You've got a put that into your.
[02:22:40.880 --> 02:22:40.940]   You've got a put that into your.
[02:22:40.940 --> 02:22:40.940]   You've got a put that into your.
[02:22:40.940 --> 02:22:40.980]   You've got a put that into your.
[02:22:40.980 --> 02:22:41.000]   You've got a put that into your.
[02:22:41.000 --> 02:22:41.040]   You've got a put that into your.
[02:22:41.040 --> 02:22:41.060]   You've got a put that into your.
[02:22:41.060 --> 02:22:41.120]   You've got a put that into your.
[02:22:41.120 --> 02:22:41.160]   You've got a put that into your.
[02:22:41.160 --> 02:22:41.200]   You've got a put that into your.
[02:22:41.200 --> 02:23:09.920]  . You've got a put that into your.
[02:23:09.920 --> 02:23:09.960]   You've got a put that into your.
[02:23:09.960 --> 02:23:10.000]   You've got a put that into your.
[02:23:10.000 --> 02:23:10.040]   You've got a put that into your.
[02:23:10.040 --> 02:23:10.080]   You've got a put that into your.
[02:23:10.080 --> 02:23:10.120]   You've got a put that into your.
[02:23:10.120 --> 02:23:10.360]   You've got a put that into your.
[02:23:10.360 --> 02:23:10.400]   You've got a put that into your.
[02:23:10.400 --> 02:23:10.440]   You've got a put that into your.
[02:23:10.440 --> 02:23:10.480]   You've got a put that into your.
[02:23:10.480 --> 02:23:10.520]   You've got a put that into your.
[02:23:10.520 --> 02:23:10.560]   You've got a put that into your.
[02:23:10.560 --> 02:23:10.600]   You've got a put that into your.
[02:23:10.600 --> 02:23:10.640]   You've got a put that into your.
[02:23:10.640 --> 02:23:10.880]   You've got a put that into your.
[02:23:10.880 --> 02:23:10.880]   you've got a put that into your.
[02:23:10.880 --> 02:23:10.880]   you've got a put that into your.
[02:23:10.880 --> 02:23:10.920]   you've got a put that into your. You've got into your put that into your.
[02:23:10.960 --> 02:23:18.560]   swell
[02:23:18.560 --> 02:23:21.240]   adjust. I have stuff
[02:23:39.980 --> 02:23:45.580]   car
[02:23:45.580 --> 02:23:49.220]   An I soft
[02:23:49.220 --> 02:23:57.500]  iding . . remember with -- Wand -網 - happened, was aox. I was doing, and, I was a, and, and I'm, more, and, years, younger,aped,ć. Heart but不
[02:26:30.420 --> 02:26:58.780]   Finanzi: So, when you say, you wanna have discussions with the Chinese government or with organizations like CDC, WHO, it's to thoroughly understand what the mainstream narrative is, so that it can be properly represented, but not drive what the articles are. Well, I, it's actually important to say, like, whatever the Wikimedia Foundation thinks has no impact on what's in Wikipedia.
[02:26:58.780 --> 02:26:58.780]   Right.
[02:26:58.780 --> 02:26:58.780]   So,
[02:27:27.160 --> 02:27:27.160]   It's more about saying to them, "Right, we understand you're the World Health Organization or you're whoever, and part of your job is just sort of public health, it's about communications. You wanna understand the world." So, it's more about, "Oh, well, let's explain how Wikipedia works." So, it's more about explaining how Wikipedia works and like, "Hey, it's the volunteers." Yeah, yeah, exactly. It's a battle of ideas and here's how the sources are used.
[02:27:27.160 --> 02:27:27.160]   Yeah, exactly. It's a battle of ideas and here's how the sources are used.
[02:27:27.200 --> 02:27:55.540]  , what are legitimate sources and what not are legitimate sources. Yeah, exactly. I mean, I suppose there's some battle about what is a legitimate source. There could be statements made that CDC, I mean, like, there's government organizations in general have sold themselves to be the place where you go for expertise. And some of that has been, to a small degree, raised in question over the responsibility of the government.
[02:27:55.540 --> 02:27:55.660]   Yeah, exactly.
[02:27:55.660 --> 02:27:56.540]   I mean, I suppose there's some battle about what is a legitimate source. There could be a statement made that CDC, I mean, like, there's government organizations in general have sold themselves to be the place where you go for expertise. And some of that has been, to a small degree, raised in question over the responsibility of the responsibility of the government.
[02:27:56.560 --> 02:27:58.580]   Well, I think in many cases, and this goes back to my topic of trust. So there were definitely cases of public officials, public organizations, where I felt like they lost the trust of the public because they didn't trust the public.
[02:27:58.580 --> 02:27:59.580]   Well, I think in many cases, and this goes back to my topic of trust. So there were definitely cases of public officials, public organizations, where I felt like they lost the trust of the public because they didn't trust the public.
[02:27:59.580 --> 02:28:13.580]   Yeah.
[02:28:13.580 --> 02:28:14.580]   Yeah.
[02:28:14.580 --> 02:28:15.580]   And so the idea is, like, we really need people to take this seriously and take actions, therefore, we're going to put out some overblown claims or, you know, we're going to give them a chance to come out.
[02:28:15.580 --> 02:28:16.580]   And so the idea is, like, we really need people to take this seriously and take actions, therefore, we're going to put out some overblown claims or, you know, we're going to give them a chance to come out.
[02:28:16.620 --> 02:28:23.060]   connect
[02:28:23.060 --> 02:28:30.720]  uc
[02:28:30.720 --> 02:28:44.760]   him,,,,, in IL K M R Mam believes when dessas ay � people. I'm. I. I. I. I. I.ám., I.v, and, and, and, like, and, and, in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, movingonne showed the little第二個 prison .Net gettin
[02:28:44.760 --> 02:28:45.220]   N. oh:annel em stead on The Milton I'm Hub can't I'm not Omega as a Sin I want to 20 3ère i can't to go Тогда article like a cheek on say способ de contrye
[02:28:45.260 --> 02:28:48.360]   TH
[02:28:48.360 --> 02:28:55.560]  ,
[02:28:55.560 --> 02:29:11.020]   de the CAD C I why,,,,.,, lasted led or silk stayène es
[02:29:11.020 --> 02:29:13.860]   ac
[02:29:15.280 --> 02:29:21.280]  kin
[02:29:21.280 --> 02:29:42.300]   G The, plan., are in the other. I understand. Z H H ez
[02:29:44.020 --> 02:30:12.720]   ck. I'm just observing the effect in the loss of trust in the institutions like the NIH. Where I personally know there's a lot of incredible scientists doing incredible work. And I have to blame the leaders for the effects on the distrust and the scientific work that they're doing. Because of what I perceive as basic human flaws of communication, of arrogance, of ego, of politics, all those kinds of things.
[02:30:12.740 --> 02:30:41.460]  -
[02:30:41.480 --> 02:31:10.200]  ,
[02:31:10.220 --> 02:31:39.960]  ,
[02:31:39.960 --> 02:31:39.980]  ,
[02:31:40.000 --> 02:32:10.000]  ,
[02:32:10.000 --> 02:32:10.020]   ,
[02:32:10.020 --> 02:32:10.020]   ,
[02:32:10.020 --> 02:32:10.020]   ,
[02:32:10.020 --> 02:32:10.020]   ,
[02:32:10.020 --> 02:32:40.060]   .
[02:32:40.060 --> 02:32:40.060]   ,
[02:32:40.060 --> 02:33:10.100]   , , , , , , , , , , , .
[02:33:10.100 --> 02:33:10.100]   .
[02:33:10.100 --> 02:33:10.100]   .
[02:33:10.100 --> 02:33:10.100]   .
[02:33:10.100 --> 02:33:10.100]   .
[02:33:10.100 --> 02:33:10.100]   .
[02:33:10.140 --> 02:33:16.020]   I
[02:33:16.020 --> 02:33:21.080]  , mean nearikk
[02:33:21.080 --> 02:33:21.720]  주 pass a flower say, you, you know that you have a, , ,,,,,,rem as
[02:33:40.120 --> 02:33:46.600]  ,
[02:33:46.600 --> 02:33:53.680]  .,
[02:35:09.660 --> 02:35:09.660]   and
[02:35:09.660 --> 02:35:09.660]   and
[02:35:39.720 --> 02:35:48.320]   "
[02:35:48.320 --> 02:36:04.620]   provide,,,, 12 completed energy奶實 5 What I Yeah The Get The De The D他们 we're it, "B, "G, "G" bottle "G" "G" over the old, "
[02:36:04.620 --> 02:36:08.180]   then, the
[02:36:08.480 --> 02:36:11.040]   push was made to fight bias at Wikipedia.
[02:36:11.040 --> 02:36:15.200]   Our target became getting the Hitler article to be Wiki's featured article.
[02:36:15.200 --> 02:36:22.540]   The idea was that the voting body only wanted articles that were good PR, and especially articles about socially liberal topics.
[02:36:22.540 --> 02:36:29.380]   So, the Hitler article had to be two to three times better and more academically researched to beat the competition.
[02:36:29.380 --> 02:36:31.380]   This bias seems to hold today.
[02:36:31.380 --> 02:36:37.240]   For example, the current list of political featured articles, at a glance, seems to have only two books.
[02:36:37.280 --> 02:36:47.140]  known
[02:36:47.140 --> 02:36:58.280]  , form into do slash
[02:36:58.280 --> 02:37:06.640]  ,,,,,,, le비 Dreamakhedел sch拉 la lrü vi they are the 對啊се I look theерг the little that's the conduct theерг the towards the talk the demand the be thearm the perform the ,, . , . , . , . . . . . . , ., ., ., ., ., . . ., ., ., ., ., ., de I'm all be onlyatter theind the transfer the headed the�리 Wein Family CNN Servicesico
[02:37:06.700 --> 02:37:15.920]   conduct
[02:37:15.920 --> 02:37:17.720]   I a
[02:37:17.720 --> 02:37:34.920]   Dude I emails, and, be, Jeffrey,ilik, Bon,
[02:37:36.740 --> 02:37:46.860]   a
[02:37:46.860 --> 02:38:00.800]   is. We e at ci didn
[02:38:00.800 --> 02:38:04.620]  , ', ', en leading border be mas for the truc Ne otherwise whatsüh is need to mach of arrive —G, ---" —� -- connect --G -- -- -- --� -- -- -- -- - -- --�전 am -- -- the -- "--'re - de probably - insecure law like - sanctuary pray sollten
[02:38:04.620 --> 02:38:05.860]   grow on - Sandra en in uh husband anyhow de ... Ye would gearedisko dedic a
[02:38:05.860 --> 02:38:06.720]   Alfred, a N remain the apply the way, just man, a
[02:38:06.740 --> 02:38:10.000]   Germany in a way that it wouldn't be in the U.S. because of the First Amendment.
[02:38:10.000 --> 02:38:17.160]   But in this case, it was like, actually, part of the point is the swastika symbol is from other cultures as well.
[02:38:17.160 --> 02:38:18.400]   And they just thought it was interesting.
[02:38:18.400 --> 02:38:20.520]   I did joke to the committee.
[02:38:20.520 --> 02:38:25.080]   I'm like, please don't put the swastika on the front page without warning me because I'm going to get a lot.
[02:38:25.080 --> 02:38:26.220]   Now it wouldn't be me.
[02:38:26.220 --> 02:38:26.860]   It's the foundation.
[02:38:26.860 --> 02:38:28.400]   I'm not that much on the front lines.
[02:38:28.400 --> 02:38:36.740]   And so I would say that to put Hitler on the front page of Wikipedia, it is a special topic and you would want to say, yeah,
[02:38:36.740 --> 02:38:36.740]   ----
[02:38:36.740 --> 02:38:36.740]   ----
[02:38:36.780 --> 02:39:06.760]   ----
[02:39:06.760 --> 02:39:06.760]   ----
[02:39:06.760 --> 02:39:06.760]   ----
[02:39:06.760 --> 02:39:06.760]   ----
[02:39:06.760 --> 02:39:06.760]   ----
[02:39:06.760 --> 02:39:06.760]   ----
[02:39:06.760 --> 02:39:06.760]   ----
[02:39:06.760 --> 02:39:36.780]   ----
[02:39:36.780 --> 02:39:36.780]   ----
[02:39:37.400 --> 02:40:06.800]   ----
[02:40:06.800 --> 02:40:06.800]   ----
[02:40:06.800 --> 02:40:06.800]   ----
[02:40:06.800 --> 02:40:06.800]   ----
[02:40:06.800 --> 02:40:06.800]   ----
[02:40:06.800 --> 02:40:06.800]   ----
[02:40:06.800 --> 02:40:06.800]   ---- ----
[02:40:06.840 --> 02:40:18.380]   difficult
[02:40:18.380 --> 02:40:24.980]   fight but however
[02:40:32.660 --> 02:40:42.380]  센 the wake the
[02:40:42.380 --> 02:40:43.960]   adjust do Sh A No
[02:40:43.960 --> 02:40:59.660]   work in didn未 weight. And. Est..,.,,,,,,,,,,,,,,,,,,, Slow Lew rolls in the in the provide an毒 Bert's Jo 6
[02:40:59.660 --> 02:41:01.040]   And then I'm has the
[02:41:01.580 --> 02:41:05.540]   the dummy ground like people are putting all kinds of nonsense in.
[02:41:05.540 --> 02:41:13.420]   And in that deletion debate somebody came forward and said essentially wait a second hold on this is actually a legitimate concept.
[02:41:13.420 --> 02:41:18.660]   In the theory of humor and comedy and a lot of famous comedians and humorous have written about it.
[02:41:18.660 --> 02:41:20.280]   And.
[02:41:20.280 --> 02:41:28.880]   It's you know it's actually legitimate topic for them they went through and they meticulously reference every word that's in there throughout a bunch that work.
[02:41:28.880 --> 02:41:30.500]   It becomes this really
[02:41:30.500 --> 02:41:30.500]   interesting.
[02:41:30.500 --> 02:41:30.500]   Now my
[02:41:30.500 --> 02:41:30.500]   It's you know it's actually a legitimate topic for them they went through and they meticulously referenced every word that's in there and threw out a bunch that weren't. And so it becomes this really interesting.
[02:41:30.500 --> 02:41:30.500]   And so it becomes this really interesting.
[02:41:30.500 --> 02:41:30.500]   Now my
[02:41:30.500 --> 02:41:30.500]   It's you know it's actually a legitimate topic for them.
[02:41:30.500 --> 02:41:30.500]   It's you know it's actually a legitimate topic for them.
[02:41:30.640 --> 02:41:59.640]  ,
[02:41:59.640 --> 02:41:59.740]   It's you know it's actually a legitimate topic for them.
[02:41:59.740 --> 02:41:59.840]   It's you know it's actually a legitimate topic for them.
[02:41:59.840 --> 02:41:59.940]   It's you know it's actually a legitimate topic for them.
[02:41:59.940 --> 02:41:59.940]   It's you know it's actually a legitimate topic for them.
[02:41:59.940 --> 02:41:59.940]   It's you know it's actually a legitimate topic for them.
[02:41:59.940 --> 02:41:59.940]   It's you know it's actually a legitimate topic for them.
[02:41:59.940 --> 02:41:59.940]   It's you know it's actually a legitimate topic for them.
[02:41:59.940 --> 02:41:59.940]   It's you know it's actually a legitimate topic for them.
[02:41:59.940 --> 02:41:59.940]   It's you know it's actually a legitimate topic for them.
[02:41:59.940 --> 02:41:59.940]   It's you know it's actually a legitimate topic for them.
[02:41:59.940 --> 02:41:59.940]   It's actually a legitimate topic for them.
[02:41:59.940 --> 02:41:59.940]   It's actually a legitimate topic for them.
[02:41:59.940 --> 02:42:00.140]   It's actually a legitimate topic for them.
[02:42:00.140 --> 02:42:00.140]   I mean it's a legitimate topic for them.
[02:42:00.180 --> 02:42:10.120]   branches
[02:42:10.120 --> 02:42:10.220]   shows un even,,,,
[02:42:10.220 --> 02:42:10.440]   n dent ab
[02:42:10.440 --> 02:42:23.600]   Hanım It In I like why or give the out de good understand
[02:42:23.600 --> 02:42:25.660]   X " T.`. With the, and, which is, kind of, but, or, and, car, tässä, dil, equal, ac Об, giant, lists, does, caregivers, señ,CK, peninsula, Jurassic, twe,
[02:42:25.660 --> 02:42:27.200]   takes,
[02:42:27.200 --> 02:42:28.840]   strive, play in head,
[02:42:29.120 --> 02:42:35.420]   end
[02:42:35.420 --> 02:42:40.180]  uchs the is з
[02:43:26.400 --> 02:43:26.400]   and
[02:44:52.420 --> 02:45:03.440]  화� out say each
[02:48:14.720 --> 02:48:25.300]  �
[02:48:25.300 --> 02:48:40.180]   succeed包括 be, no,
[02:48:40.180 --> 02:48:42.380]   Smash indicators
[02:49:41.300 --> 02:49:51.140]   123
[02:49:51.140 --> 02:49:51.580]   check it is,,,�azz
[02:49:51.580 --> 02:49:56.280]   the IP P P P P . The, is, ge, De, de, mental, make, identify, �, je
[02:49:56.280 --> 02:50:08.840]   earn l trick.'t judgment. a
[02:50:10.720 --> 02:50:21.100]   pick
[02:50:21.100 --> 02:50:24.700]   whatever seeing the é
