
[00:00:00.040 --> 00:00:10.580]   pick
[00:58:32.780 --> 00:58:32.780]   I've done a lot of things in my life.
[00:58:32.780 --> 00:58:32.780]   I've done a lot of things in my life.
[00:58:32.800 --> 00:59:02.800]   I've done a lot of things in my life.
[00:59:02.800 --> 00:59:02.800]   I've done a lot of things in my life.
[00:59:02.800 --> 00:59:02.800]   I've done a lot of things in my life.
[00:59:02.800 --> 00:59:02.800]   I've done a lot of things in my life.
[00:59:02.800 --> 00:59:02.800]   I've done a lot of things in my life.
[00:59:02.800 --> 00:59:02.800]   I've done a lot of things in my life.
[00:59:02.800 --> 00:59:02.800]   I've done a lot of things in my life.
[00:59:02.800 --> 00:59:02.800]   I've done a lot of things in my life.
[00:59:02.800 --> 00:59:02.800]   I've done a lot of things in my life.
[00:59:02.800 --> 00:59:02.800]   I've done a lot of things in my life.
[00:59:02.800 --> 00:59:02.800]   I've done a lot of things in my life.
[00:59:02.800 --> 00:59:02.800]   I've done a lot of things in my life.
[00:59:02.800 --> 00:59:02.800]   I've done a lot of things in my life.
[00:59:02.800 --> 00:59:02.800]   I've done a lot of things in my life.
[00:59:02.800 --> 00:59:02.800]   I've done a lot of things in my life.
[00:59:02.800 --> 00:59:02.800]   I've done a lot of things in my life.
[00:59:02.800 --> 00:59:32.820]   I've done a lot of things in my life.
[00:59:32.820 --> 00:59:32.820]   I've done a lot of things in my life.
[00:59:32.820 --> 00:59:32.820]   I've done a lot of things in my life.
[00:59:32.820 --> 00:59:32.820]   I've done a lot of things in my life.
[00:59:32.820 --> 00:59:32.820]   I've done a lot of things in my life.
[00:59:32.820 --> 00:59:32.820]   I've done a lot of things in my life.
[00:59:32.820 --> 00:59:32.820]   I've done a lot of things in my life.
[00:59:32.820 --> 00:59:32.820]   I've done a lot of things in my life.
[00:59:32.820 --> 00:59:32.820]   I've done a lot of things in my life.
[00:59:32.820 --> 00:59:32.820]   I've done a lot of things in my life.
[00:59:32.820 --> 00:59:32.820]   I've done a lot of things in my life.
[00:59:32.820 --> 00:59:32.820]   I've done a lot of things in my life.
[00:59:32.840 --> 01:00:02.840]   I've done a lot of things in my life.
[01:00:02.840 --> 01:00:02.840]   I've done a lot of things in my life.
[01:00:02.840 --> 01:00:02.840]   I've done a lot of things in my life.
[01:00:02.840 --> 01:00:02.840]   I've done a lot of things in my life.
[01:00:02.840 --> 01:00:02.840]   I've done a lot of things in my life.
[01:00:02.840 --> 01:00:02.840]   I've done a lot of things in my life.
[01:00:02.840 --> 01:00:02.840]   I've done a lot of things in my life.
[01:00:02.840 --> 01:00:02.840]   I've done a lot of things in my life.
[01:00:02.840 --> 01:00:02.840]   I've done a lot of things in my life.
[01:00:02.840 --> 01:00:02.840]   I've done a lot of things in my life.
[01:00:02.840 --> 01:00:02.840]   I've done a lot of things in my life.
[01:00:02.840 --> 01:00:02.840]   I've done a lot of things in my life.
[01:00:02.840 --> 01:00:02.840]   I've done a lot of things in my life.
[01:00:02.840 --> 01:00:02.840]   I've done a lot of things in my life.
[01:00:02.840 --> 01:00:02.840]   I've done a lot of things in my life.
[01:00:02.840 --> 01:00:02.840]   I've done a lot of things in my life.
[01:00:02.840 --> 01:00:32.860]   I've done a lot of things in my life.
[01:00:32.860 --> 01:00:32.860]   I've done a lot of things in my life.
[01:00:32.860 --> 01:00:32.860]   I've done a lot of things in my life.
[01:00:32.860 --> 01:00:32.860]   I've done a lot of things in my life.
[01:00:32.860 --> 01:00:32.860]   I've done a lot of things in my life.
[01:00:32.860 --> 01:00:32.860]   I've done a lot of things in my life.
[01:00:32.860 --> 01:00:32.860]   I've done a lot of things in my life.
[01:00:32.860 --> 01:00:32.860]   I've done a lot of things in my life.
[01:00:32.860 --> 01:00:32.860]   I've done a lot of things in my life.
[01:00:32.860 --> 01:00:32.860]   I've done a lot of things in my life.
[01:00:32.860 --> 01:00:32.860]   I've done a lot of things in my life.
[01:00:32.860 --> 01:00:32.860]   I've done a lot of things in my life.
[01:00:32.860 --> 01:00:32.860]   I've done a lot of things in my life.
[01:00:32.880 --> 01:01:02.880]   I've done a lot of things in my life.
[01:01:02.880 --> 01:01:02.880]   I've done a lot of things in my life.
[01:01:02.880 --> 01:01:02.880]   I've done a lot of things in my life.
[01:01:02.880 --> 01:01:02.880]   I've done a lot of things in my life.
[01:01:02.880 --> 01:01:02.880]   I've done a lot of things in my life.
[01:01:02.880 --> 01:01:02.880]   I've done a lot of things in my life.
[01:01:02.880 --> 01:01:02.880]   I've done a lot of things in my life.
[01:01:02.880 --> 01:01:02.880]   I've done a lot of things in my life.
[01:01:02.880 --> 01:01:02.880]   I've done a lot of things in my life.
[01:01:02.880 --> 01:01:02.880]   I've done a lot of things in my life.
[01:01:02.880 --> 01:01:02.880]   I've done a lot of things in my life.
[01:01:02.880 --> 01:01:02.880]   I've done a lot of things in my life.
[01:01:02.880 --> 01:01:02.880]   I've done a lot of things in my life.
[01:01:02.880 --> 01:01:02.880]   I've done a lot of things in my life.
[01:01:02.880 --> 01:01:02.880]   I've done a lot of things in my life.
[01:01:02.880 --> 01:01:02.880]   I've done a lot of things in my life.
[01:01:02.880 --> 01:01:32.900]   I've done a lot of things in my life.
[01:01:32.900 --> 01:01:32.900]   I've done a lot of things in my life.
[01:01:32.900 --> 01:01:32.900]   I've done a lot of things in my life.
[01:01:32.900 --> 01:01:32.900]   I've done a lot of things in my life.
[01:01:32.900 --> 01:01:32.900]   I've done a lot of things in my life.
[01:01:32.900 --> 01:01:32.900]   I've done a lot of things in my life.
[01:01:32.900 --> 01:01:32.900]   I've done a lot of things in my life.
[01:01:32.900 --> 01:01:32.900]   I've done a lot of things in my life.
[01:01:32.900 --> 01:01:32.900]   I've done a lot of things in my life.
[01:01:32.900 --> 01:01:32.900]   I've done a lot of things in my life.
[01:01:32.900 --> 01:01:32.900]   I've done a lot of things in my life.
[01:01:32.900 --> 01:01:32.900]   I've done a lot of things in my life.
[01:01:32.920 --> 01:02:02.920]  ,
[01:02:02.920 --> 01:02:02.920]   I've done a lot of things in my life.
[01:02:02.920 --> 01:02:02.920]   I've done a lot of things in my life.
[01:02:02.920 --> 01:02:02.920]   I've done a lot of things in my life.
[01:02:02.920 --> 01:02:02.920]   I've done a lot of things in my life.
[01:02:02.920 --> 01:02:02.920]   I've done a lot of things in my life.
[01:02:02.920 --> 01:02:02.920]   I've done a lot of things in my life.
[01:02:02.920 --> 01:02:02.920]   I've done a lot of things in my life.
[01:02:02.920 --> 01:02:02.920]   I've done a lot of things in my life.
[01:02:02.920 --> 01:02:02.920]   I've done a lot of things in my life.
[01:02:02.920 --> 01:02:02.920]   I've done a lot of things in my life.
[01:02:02.920 --> 01:02:02.920]   I've done a lot of things in my life.
[01:02:02.920 --> 01:02:02.920]   I've done a lot of things in my life.
[01:02:02.920 --> 01:02:02.920]   I've done a lot of things in my life.
[01:02:02.920 --> 01:02:02.920]   I've done a lot of things in my life.
[01:02:02.920 --> 01:02:02.920]   I've done a lot of things in my life.
[01:02:02.920 --> 01:02:02.920]   I've done a lot of things in my life.
[01:02:02.920 --> 01:02:32.940]   I've done a lot of things in my life.
[01:02:32.940 --> 01:02:32.940]   I've done a lot of things in my life.
[01:02:32.940 --> 01:02:32.940]   I've done a lot of things in my life.
[01:02:32.940 --> 01:02:32.940]   I've done a lot of things in my life.
[01:02:32.940 --> 01:02:32.940]   I've done a lot of things in my life.
[01:02:32.940 --> 01:02:32.940]   I've done a lot of things in my life.
[01:02:32.940 --> 01:02:32.940]   I've done a lot of things in my life.
[01:02:32.940 --> 01:02:32.940]   I've done a lot of things in my life.
[01:02:32.940 --> 01:02:32.940]   I've done a lot of things in my life.
[01:02:32.960 --> 01:03:02.960]   I've done a lot of things in my life.
[01:03:02.960 --> 01:03:02.960]   I've done a lot of things in my life.
[01:03:02.960 --> 01:03:02.960]   I've done a lot of things in my life.
[01:03:02.960 --> 01:03:02.960]   I've done a lot of things in my life.
[01:03:02.960 --> 01:03:02.960]   I've done a lot of things in my life.
[01:03:02.960 --> 01:03:02.960]   I've done a lot of things in my life.
[01:03:02.960 --> 01:03:02.960]   I've done a lot of things in my life.
[01:03:02.960 --> 01:03:02.960]   I've done a lot of things in my life.
[01:03:02.960 --> 01:03:02.960]   I've done a lot of things in my life.
[01:03:02.960 --> 01:03:02.960]   I've done a lot of things in my life.
[01:03:02.960 --> 01:03:02.960]   I've done a lot of things in my life.
[01:03:02.960 --> 01:03:02.960]   I've done a lot of things in my life.
[01:03:02.960 --> 01:03:02.960]   I've done a lot of things in my life.
[01:03:02.960 --> 01:03:02.960]   I've done a lot of things in my life.
[01:03:02.960 --> 01:03:02.960]   I've done a lot of things in my life.
[01:03:02.960 --> 01:03:02.960]   I've done a lot of things in my life.
[01:03:02.960 --> 01:03:32.980]  .
[01:03:32.980 --> 01:03:32.980]   I've done a lot of things in my life.
[01:03:32.980 --> 01:03:32.980]   I've done a lot of things in my life.
[01:03:32.980 --> 01:03:32.980]   I've done a lot of things in my life.
[01:03:32.980 --> 01:03:32.980]   I've done a lot of things in my life.
[01:03:32.980 --> 01:03:32.980]   I've done a lot of things in my life.
[01:03:32.980 --> 01:03:32.980]   I've done a lot of things in my life.
[01:03:32.980 --> 01:03:32.980]   I've done a lot of things in my life.
[01:03:32.980 --> 01:03:32.980]   I've done a lot of things in my life.
[01:03:32.980 --> 01:03:32.980]   I've done a lot of things in my life.
[01:03:32.980 --> 01:03:32.980]   I've done a lot of things in my life.
[01:03:32.980 --> 01:03:32.980]   I've done a lot of things in my life.
[01:03:32.980 --> 01:03:32.980]   I've done a lot of things in my life.
[01:03:33.000 --> 01:04:03.000]   I've done a lot of things in my life.
[01:04:03.000 --> 01:04:03.000]   I've done a lot of things in my life.
[01:04:03.000 --> 01:04:03.000]   I've done a lot of things in my life.
[01:04:03.000 --> 01:04:03.000]   I've done a lot of things in my life.
[01:04:03.000 --> 01:04:03.000]   I've done a lot of things in my life.
[01:04:03.000 --> 01:04:03.000]   I've done a lot of things in my life.
[01:04:03.000 --> 01:04:03.000]   I've done a lot of things in my life.
[01:04:03.000 --> 01:04:03.000]   I've done a lot of things in my life.
[01:04:03.000 --> 01:04:03.000]   I've done a lot of things in my life.
[01:04:03.000 --> 01:04:03.000]   I've done a lot of things in my life.
[01:04:03.000 --> 01:04:03.000]   I've done a lot of things in my life.
[01:04:03.000 --> 01:04:03.000]   I've done a lot of things in my life.
[01:04:03.000 --> 01:04:03.000]   I've done a lot of things in my life.
[01:04:03.000 --> 01:04:03.000]   I've done a lot of things in my life.
[01:04:03.000 --> 01:04:03.000]   I've done a lot of things in my life.
[01:04:03.000 --> 01:04:03.000]   I've done a lot of things in my life.
[01:04:03.000 --> 01:04:33.020]   I've done a lot of things in my life.
[01:04:33.020 --> 01:04:33.020]   I've done a lot of things in my life.
[01:04:33.020 --> 01:04:33.020]   I've done a lot of things in my life.
[01:04:33.020 --> 01:04:33.020]   I've done a lot of things in my life.
[01:04:33.020 --> 01:04:33.020]   I've done a lot of things in my life.
[01:04:33.020 --> 01:04:33.020]   I've done a lot of things in my life.
[01:04:33.020 --> 01:04:33.020]   I've done a lot of things in my life.
[01:04:33.020 --> 01:04:33.020]   I've done a lot of things in my life.
[01:04:33.020 --> 01:04:33.020]   I've done a lot of things in my life.
[01:04:33.020 --> 01:04:33.020]   I've done a lot of things in my life.
[01:04:33.020 --> 01:04:33.020]   I've done a lot of things in my life.
[01:04:33.020 --> 01:04:33.020]   I've done a lot of things in my life.
[01:04:33.020 --> 01:04:33.020]   I've done a lot of things in my life.
[01:04:33.020 --> 01:04:33.020]   I've done a lot of things in my life.
[01:04:33.060 --> 01:04:58.540]   less
[01:08:19.620 --> 01:08:30.260]   won
[01:08:30.260 --> 01:08:30.920]   I Sang Barbara de in the
[01:09:17.100 --> 01:09:17.100]   I I Sang Barbara de in the in the
[01:09:17.100 --> 01:09:17.100]   I I Sang Barbara de in the in the
[01:09:17.120 --> 01:09:22.060]   aces you know obviously I'm trying to do
[01:09:22.060 --> 01:09:22.080]   aces you know obviously I'm trying to do
[01:09:22.080 --> 01:09:23.040]   aces you know obviously I'm trying to do a couple things here I'm trying to
[01:09:23.040 --> 01:09:23.040]   a couple things here I'm trying to
[01:09:23.040 --> 01:09:24.840]   a couple things here I'm trying to create an interesting show that help you
[01:09:24.840 --> 01:09:24.860]   create an interesting show that help you
[01:09:24.860 --> 01:09:26.900]   create an interesting show that help you if you don't have the money or it's not
[01:09:26.900 --> 01:09:26.920]   if you don't have the money or it's not
[01:09:26.920 --> 01:09:28.840]   if you don't have the money or it's not the right time for you to buy a course
[01:09:28.840 --> 01:09:28.840]   the right time for you to buy a course
[01:09:28.840 --> 01:09:30.620]   the right time for you to buy a course then please just take the ideas that
[01:09:30.620 --> 01:09:30.640]   then please just take the ideas that
[01:09:30.640 --> 01:09:32.240]   then please just take the ideas that that we're discussing and something like
[01:09:32.240 --> 01:09:32.260]   that we're discussing and something like
[01:09:32.260 --> 01:09:34.080]   that we're discussing and something like this and apply them to your own life
[01:09:34.120 --> 01:09:51.040]   this and apply them to your own life
[01:09:51.040 --> 01:09:52.140]   this and apply them to your own life there was some gold here in this show
[01:09:52.140 --> 01:09:52.140]   there was some gold here in this show
[01:09:52.140 --> 01:09:53.640]   there was some gold here in this show that you can take and apply to your own
[01:09:53.640 --> 01:09:53.660]   that you can take and apply to your own
[01:09:53.660 --> 01:09:55.620]   that you can take and apply to your own life I gave you a bunch of resources take
[01:09:55.620 --> 01:09:55.640]   life I gave you a bunch of resources take
[01:09:55.640 --> 01:09:57.180]   life I gave you a bunch of resources take them and run with them that's why I do
[01:09:57.180 --> 01:09:57.200]   them and run with them that's why I do
[01:09:57.200 --> 01:09:57.220]   them and run with them that's why I do
[01:09:57.240 --> 01:09:59.380]   them and run with them that's why I do take what I do really seriously and I
[01:09:59.380 --> 01:09:59.380]   take what I do really seriously and I
[01:09:59.380 --> 01:10:02.540]   take what I do really seriously and I provide the very best service that I can't so in
[01:10:02.540 --> 01:10:02.540]   provide the very best service that I can't so in
[01:10:02.540 --> 01:10:04.620]   provide the very best service that I can't so in this course we've got a ton of comments
[01:10:04.620 --> 01:10:04.640]   this course we've got a ton of comments
[01:10:04.640 --> 01:10:07.500]   this course we've got a ton of comments we've got live Q&A calls most of today's
[01:10:07.500 --> 01:10:07.520]   we've got live Q&A calls most of today's
[01:10:07.520 --> 01:10:11.580]   we've got live Q&A calls most of today's callers there were about twice as many no
[01:10:11.580 --> 01:10:11.600]   callers there were about twice as many no
[01:10:11.600 --> 01:10:13.700]   callers there were about twice as many no about three times as many that called in and I
[01:10:13.700 --> 01:10:13.700]   about three times as many that called in and I
[01:10:13.720 --> 01:10:30.500]   about three times as many that called in and I for most of the callers with the exception of
[01:10:30.500 --> 01:10:30.520]   for most of the callers with the exception of
[01:10:30.520 --> 01:10:32.000]   for most of the callers with the exception of Daniel there at the end they didn't do any back and
[01:10:32.000 --> 01:10:32.040]   Daniel there at the end they didn't do any back and
[01:10:32.040 --> 01:10:33.980]   Daniel there at the end they didn't do any back and forth we just gave one question but if you're
[01:10:33.980 --> 01:10:33.980]   forth we just gave one question but if you're
[01:10:33.980 --> 01:10:35.780]   forth we just gave one question but if you're interested in investing in the course like mine come
[01:10:35.780 --> 01:10:35.800]   interested in investing in the course like mine come
[01:10:35.800 --> 01:10:37.180]   interested in the course like mine come on by radical personal finance dot com such
[01:10:37.980 --> 01:11:02.060]  , on by radical personal finance dot com such,
[01:11:02.060 --> 01:11:05.020]   on by radical personal finance dot com such, you call start going through the modules
[01:11:05.020 --> 01:11:06.060]   you call start going through the modules ask me a
[01:11:06.060 --> 01:11:07.020]   you call start going through the modules ask me a question if you want to get a
[01:11:07.020 --> 01:11:07.200]   you call start going through the modules ask me a question if you want to get a quick start and say Joshua how can I go right to the module that'll be the most helpful to me I'll point you there but try it for 30 days go through it and if you at the end of 30 days or before 30 days decide hey this isn't for me just shoot me a note to Joshua like a refund I punch a couple of buttons and boom it's done a lot easier than sending books back to Amazon and paying return shipping so I'd love for you to join up to sign up if you think if it's of all interest can give me a shot let me prove my value to prove my value to
[01:11:07.220 --> 01:11:37.220]   you I'll always lead with service first so let me prove my value to you come by radical personal finance dot com such increase income sign up before the end of the day on Tuesday May 15 for the very best deal and the lowest price thank you for listening with Kroger brand products from Ralph you can make all your favorite things this holiday season because Kroger brands proven quality products come at exceptionally low prices and with a money back quality guarantee every dish tastes the same.
[01:11:37.220 --> 01:11:37.220]   You can make all your favorite things this holiday season because Kroger brands proven quality products come at exceptionally low prices and with a money back quality guarantee every dish tastes the same.
[01:11:37.220 --> 01:11:37.220]   You can make all your favorite things this holiday season because Kroger brands proven quality products come at exceptionally low prices and with a money back quality guarantee every dish tastes the same.
[01:11:37.220 --> 01:11:37.220]   You can make all your favorite things this holiday season because Kroger brands proven quality products come at exceptionally low prices and with a money back quality guarantee every dish tastes the same.
[01:11:37.260 --> 01:12:07.240]   You can make all your favorite things this holiday season because Kroger brands proven quality products come at exponentially low prices and with a money back quality guarantee every dish tastes the same.

