
[00:00:00.000 --> 00:00:03.600]   [AUDIO OUT]
[01:42:26.880 --> 01:42:29.680]   Are you positive on that? Do you have any views?
[01:42:29.680 --> 01:42:34.240]   I can elaborate if you want.
[01:42:34.240 --> 01:42:35.120]   Yeah, go ahead.
[01:42:35.120 --> 01:42:40.880]   So, for example, instead of doing RAC on a corpus and then inserting into context,
[01:42:40.880 --> 01:42:45.360]   you would just fine-tune your model on the corpus so it learns the new knowledge
[01:42:45.360 --> 01:42:48.160]   in whatever capacity, right?
[01:42:48.160 --> 01:42:51.600]   This is cumbersome, I guess.
[01:42:51.600 --> 01:42:55.600]   This is cumbersome and you don't want, like, you don't want so many of, like,
[01:42:55.600 --> 01:42:58.640]   the point of in-context learning is so that you don't actually have to do...
[01:42:58.640 --> 01:43:00.720]   I think this one is depending on, like, the business use case, right?
[01:43:00.720 --> 01:43:04.240]   If fine-tuning is actually, like, you are very clear, like,
[01:43:04.240 --> 01:43:06.320]   you want this knowledge and then you just fine-tune once,
[01:43:06.320 --> 01:43:11.760]   and then you don't ever have to pay, like, context, like, in the context window cost again,
[01:43:11.760 --> 01:43:12.880]   then maybe that makes sense.
[01:43:12.880 --> 01:43:15.840]   But if the domain is changing, then you might not, like...
[01:43:15.840 --> 01:43:19.040]   Yeah, obviously, it doesn't make sense if the domain keeps changing.
[01:43:19.040 --> 01:43:24.320]   But I think for the model to maybe update fundamental assumptions or, you know,
[01:43:24.320 --> 01:43:28.640]   re-weight associations between words for, let's say, a legal context versus
[01:43:28.640 --> 01:43:31.520]   the financial or medical context, like, it might work.
[01:43:32.240 --> 01:43:34.400]   This is the argument that some people are talking about.
[01:43:34.400 --> 01:43:36.960]   So, you know, I see this as a trio.
[01:43:36.960 --> 01:43:38.960]   Like, it's long context, it's RAG, and it's fine-tuning.
[01:43:38.960 --> 01:43:40.720]   Like, people always have this, like,
[01:43:40.720 --> 01:43:45.440]   whether either of them will kill RAG, basically,
[01:43:45.440 --> 01:43:47.280]   because RAG is kind of the simplest approach.
[01:43:47.280 --> 01:43:49.120]   Yeah, yeah, okay.
[01:43:49.120 --> 01:43:53.520]   I mean, I could see, like, if you want, like, a model for medical domain, legal domain,
[01:43:53.520 --> 01:43:55.040]   then fine-tuning really works.
[01:43:55.040 --> 01:43:59.440]   It's always the most, like, the, you know, domain specialized model, universal model,
[01:43:59.440 --> 01:44:02.000]   and, you know, the kind of this tension between both of them.
[01:44:02.000 --> 01:44:02.560]   Yeah.
[01:44:02.560 --> 01:44:04.800]   I think it definitely, like, makes sense.
[01:44:04.800 --> 01:44:10.960]   And it also makes sense, like, that fine-tuning can also be, like,
[01:44:10.960 --> 01:44:14.480]   an alternative to RAG, yeah.
[01:44:14.480 --> 01:44:15.920]   Yeah, okay.
[01:44:15.920 --> 01:44:20.320]   Yeah, well, there are some companies that are set up entirely just to do that for people.
[01:44:20.320 --> 01:44:24.640]   So it's interesting that, I mean, I kind of view Reka as, like,
[01:44:24.640 --> 01:44:30.000]   not working in that space, but you could potentially offer that if you wanted to.
[01:44:31.040 --> 01:44:34.960]   Okay, I was going to ask about efficiency and scaling.
[01:44:34.960 --> 01:44:39.840]   I'll just mention this briefly, and then we can talk about MOEs,
[01:44:39.840 --> 01:44:43.760]   because I discovered that you wrote, you're co-author of the Sparse Upcycling paper,
[01:44:43.760 --> 01:44:45.280]   which is excellent.
[01:44:45.280 --> 01:44:47.040]   Oh, no, I was just advising on that.
[01:44:47.040 --> 01:44:47.520]   Oh, okay.
[01:44:47.520 --> 01:44:47.920]   Yeah, yeah.
[01:44:47.920 --> 01:44:49.280]   But you can talk about Sparse Upcycling.
[01:44:49.280 --> 01:44:50.480]   It's a topic that's hot.
[01:44:50.480 --> 01:44:54.960]   But more generally, efficiency, in my mind, when I go to iClear,
[01:44:54.960 --> 01:44:56.560]   I go to NeurIPS, I see efficiency paper.
[01:44:56.560 --> 01:45:00.160]   90% of the chance, I'm just going to ignore it.
[01:45:01.040 --> 01:45:02.720]   Because I don't know if it's going to work.
[01:45:02.720 --> 01:45:08.000]   And I think this is related to some of your scaling work and your inductive bias work.
[01:45:08.000 --> 01:45:09.120]   Oh, okay, scaling law wasn't enough.
[01:45:09.120 --> 01:45:12.720]   Which is, like, okay, there was this T.R. Texas.
[01:45:12.720 --> 01:45:14.160]   I don't know who this person is on Twitter.
[01:45:14.160 --> 01:45:14.960]   He keeps talking about me.
[01:45:14.960 --> 01:45:15.920]   He's fucking amazing.
[01:45:15.920 --> 01:45:21.440]   Yeah, he does have some obsessions, but, like, he's good.
[01:45:21.440 --> 01:45:22.640]   I don't know who he is, but he's good.
[01:45:22.640 --> 01:45:27.040]   So he says, "If 2024 papers are to be trusted, you don't need most attention.
[01:45:27.040 --> 01:45:28.320]   You don't need high precision.
[01:45:28.320 --> 01:45:29.600]   You don't need most KV cash.
[01:45:29.600 --> 01:45:32.400]   You don't need most feed-forward network layers.
[01:45:32.400 --> 01:45:33.760]   You don't need a reward model."
[01:45:33.760 --> 01:45:34.720]   Blah, blah, blah.
[01:45:34.720 --> 01:45:39.040]   A lot of efficiency papers are just like, "Hey, on this small example,
[01:45:39.040 --> 01:45:40.400]   we cut this thing out.
[01:45:40.400 --> 01:45:41.040]   Works fine.
[01:45:41.040 --> 01:45:41.680]   Or works great.
[01:45:41.680 --> 01:45:42.320]   Works better.
[01:45:42.320 --> 01:45:42.820]   Whatever."
[01:45:42.820 --> 01:45:44.160]   And then it doesn't scale.
[01:45:44.160 --> 01:45:50.880]   So it's a very interesting observation where most efficiency work is just busy work.
[01:45:50.880 --> 01:45:55.680]   Or it's work at a small scale that just ignores the fact that this thing doesn't scale.
[01:45:55.680 --> 01:45:56.560]   Because you haven't scaled it.
[01:45:56.560 --> 01:45:59.120]   It's just fine for a grad student.
[01:45:59.120 --> 01:46:02.480]   But as for someone who's trying to figure out what to pay attention to,
[01:46:02.480 --> 01:46:05.680]   it's very difficult to figure out what is a worthwhile direction in efficiency.
[01:46:05.680 --> 01:46:08.640]   Yeah, that's a good point.
[01:46:08.640 --> 01:46:10.960]   I think there's a couple.
[01:46:10.960 --> 01:46:16.160]   I agree with you, fundamentally, that it's actually quite easy to tell.
[01:46:16.160 --> 01:46:17.840]   Like, when you see a paper, "OK, this one doesn't work.
[01:46:17.840 --> 01:46:18.320]   This one works.
[01:46:18.320 --> 01:46:19.600]   This one doesn't work."
[01:46:19.600 --> 01:46:21.200]   I guess the Hippo account will just tell you that.
[01:46:21.200 --> 01:46:23.280]   Sometimes it's just entirely about, "This thing doesn't work.
[01:46:23.280 --> 01:46:24.240]   This thing works."
[01:46:24.240 --> 01:46:25.280]   Everything, right?
[01:46:25.280 --> 01:46:31.840]   Sometimes it's not like-- you can always find a task in a data set where your efficiency
[01:46:31.840 --> 01:46:34.720]   method gets neutral results.
[01:46:34.720 --> 01:46:38.880]   You can always find one thing that has, "OK, I have comparable complexity."
[01:46:38.880 --> 01:46:42.400]   And you know what's the cutest thing ever?
[01:46:42.400 --> 01:46:47.120]   Every time some people propose that is they run some zero-shot score on some LME,
[01:46:47.120 --> 01:46:48.640]   Valhannes, or something like that.
[01:46:48.640 --> 01:46:51.760]   And you know, at 1B scale, all the numbers are random, basically.
[01:46:52.400 --> 01:46:56.880]   All your Booq, Klaus, they're all random chance performers, right?
[01:46:56.880 --> 01:46:59.600]   And they'll be like, "OK, I get 50 versus 54.
[01:46:59.600 --> 01:47:00.160]   I'm better."
[01:47:00.160 --> 01:47:02.320]   But dude, that's all random chance, right?
[01:47:02.320 --> 01:47:06.480]   Like, you know, sometimes I see papers that they run experiments.
[01:47:06.480 --> 01:47:08.640]   That's a good tell.
[01:47:08.640 --> 01:47:10.240]   Right.
[01:47:10.240 --> 01:47:19.520]   So I think the sad truth is that it's very hard to tell until you scale out.
[01:47:19.520 --> 01:47:24.160]   And sometimes the benchmarks that we have don't even probe entirely about what--
[01:47:24.160 --> 01:47:29.600]   I mean, especially all the works about the transformer alternatives, right?
[01:47:29.600 --> 01:47:35.680]   You can always find this alternative that at 7B scale, at 3B scale, you kind of like,
[01:47:35.680 --> 01:47:38.160]   "OK, I met transformer on this and this, this, this," right?
[01:47:38.160 --> 01:47:40.400]   But then what's the implications when you go to, like, 200B?
[01:47:40.400 --> 01:47:42.400]   What's the implications when you go to 100B?
[01:47:42.400 --> 01:47:44.400]   No one knows that, right?
[01:47:44.400 --> 01:47:48.640]   So I think that's one thing, right?
[01:47:48.640 --> 01:47:55.520]   And yeah, I think developing your own intuition of what works and what
[01:47:55.520 --> 01:47:58.800]   doesn't work is important.
[01:47:58.800 --> 01:48:02.480]   And for example, if somebody's like--
[01:48:02.480 --> 01:48:08.320]   OK, to be honest, all researchers sometimes are also guilty of this sometimes.
[01:48:08.320 --> 01:48:10.160]   Because you cannot test on everything.
[01:48:10.160 --> 01:48:11.200]   They cannot test on everything, right?
[01:48:11.200 --> 01:48:14.640]   So sometimes you also just want to show your method works on this.
[01:48:14.640 --> 01:48:16.080]   But it depends on the objective.
[01:48:16.080 --> 01:48:19.360]   If the objective is to write a paper to ICML,
[01:48:19.360 --> 01:48:22.720]   sure, you can find two data sets that your stuff works, right?
[01:48:22.720 --> 01:48:24.000]   But will you get adopted?
[01:48:24.000 --> 01:48:24.800]   I am not sure.
[01:48:24.800 --> 01:48:28.640]   Yeah, you know, researcher metagame is one thing.
[01:48:28.640 --> 01:48:32.560]   But as a consumer of research, I'm also trying to figure out, like,
[01:48:32.560 --> 01:48:35.920]   how do I know what is a useful direction?
[01:48:35.920 --> 01:48:37.760]   You know, that's the interesting thing.
[01:48:37.760 --> 01:48:41.040]   So for example, MOEs seem to have worked out.
[01:48:43.360 --> 01:48:46.400]   I will go so far as to say it's the first form of sparsity that worked.
[01:48:46.400 --> 01:48:50.560]   Because there's so much sparsity research.
[01:48:50.560 --> 01:48:53.360]   Like, we can chop, chop, chop, chop, chop all these parameters.
[01:48:53.360 --> 01:48:55.520]   And look, we still perform the same.
[01:48:55.520 --> 01:48:57.760]   But then it never actually works.
[01:48:57.760 --> 01:48:58.960]   But MOE is really--
[01:48:58.960 --> 01:49:00.240]   Maybe like the pruning line of work.
[01:49:00.240 --> 01:49:01.360]   Pruning line of work.
[01:49:01.360 --> 01:49:03.120]   Sorry, I should have used that word.
[01:49:03.120 --> 01:49:08.880]   So like, you know, I don't know if you have any commentary on, like,
[01:49:08.880 --> 01:49:15.840]   McStrawl, DeepSeek, Snowflake, Quen, all these proliferation of MOEs,
[01:49:15.840 --> 01:49:18.240]   MOE models that seem to all be sparse upcycle.
[01:49:18.240 --> 01:49:21.680]   Because, you know, you were advisor on the sparse upcycling paper.
[01:49:21.680 --> 01:49:28.160]   The sparse upcycling paper was mostly vision-focused with a little bit of T5 experiment.
[01:49:28.160 --> 01:49:29.440]   So this is much more--
[01:49:29.440 --> 01:49:35.440]   It was like the-- it was a very, like, early stage of, like, sparse upcycling.
[01:49:35.440 --> 01:49:38.080]   But it was good that Google was ready to think about this long ago.
[01:49:38.080 --> 01:49:39.840]   And GNOME also had a paper on it, right?
[01:49:39.840 --> 01:49:40.340]   Yeah.
[01:49:40.340 --> 01:49:44.080]   And then, so I think-- wait, what was the question again?
[01:49:44.080 --> 01:49:45.360]   Like, what I think about--
[01:49:45.360 --> 01:49:46.480]   Yeah, what do you think about MOEs?
[01:49:46.480 --> 01:49:46.880]   I think MOEs are the way to go.
[01:49:46.880 --> 01:49:47.760]   Is it very promising?
[01:49:47.760 --> 01:49:48.800]   I think MOEs are the way to go.
[01:49:48.800 --> 01:49:50.960]   Is it, like, 100 experts?
[01:49:50.960 --> 01:49:51.840]   Is it 1,000 experts?
[01:49:51.840 --> 01:49:55.040]   You know, like, for some reason, the community settled on eight?
[01:49:55.040 --> 01:49:59.360]   I know you probably get more gains from more than eight.
[01:49:59.360 --> 01:50:05.760]   But, like, I think in general, it's, like, MOEs are just a trade-off with, like,
[01:50:05.760 --> 01:50:08.000]   param and flop, right?
[01:50:08.000 --> 01:50:08.960]   And then you're able to, like--
[01:50:08.960 --> 01:50:09.600]   Active param.
[01:50:09.600 --> 01:50:17.360]   Like, you kind of make that scaling law increase from that additional, like--
[01:50:17.360 --> 01:50:20.480]   So you can keep a low flop but kind of have more param.
[01:50:20.480 --> 01:50:22.160]   It does change the flop-param ratio.
[01:50:22.160 --> 01:50:27.040]   Keeping in mind, there's a lot of inefficiency between the experts.
[01:50:27.040 --> 01:50:27.760]   Yeah, yeah, yeah.
[01:50:27.760 --> 01:50:33.360]   But I think that it's-- how do I say?
[01:50:33.360 --> 01:50:37.440]   I think as architecture itself, the flop-param ratio makes it worth it, right?
[01:50:37.440 --> 01:50:41.840]   But I think the thing that is not very well understood is that, like, how does MOE--
[01:50:41.840 --> 01:50:44.720]   For me, as a research question, is that when you--
[01:50:44.720 --> 01:50:49.920]   How does it relate to capabilities and stuff like that?
[01:50:49.920 --> 01:50:51.440]   Does this inductive bias actually--
[01:50:51.440 --> 01:50:55.520]   For example, when you do massive instruction tuning--
[01:50:55.520 --> 01:50:58.240]   I think there was this paper, like, Flan MOE or something.
[01:50:58.240 --> 01:51:00.080]   They show that instruction tuning--
[01:51:00.080 --> 01:51:01.600]   I'm not fully sure.
[01:51:01.600 --> 01:51:06.480]   I don't recall fully, but when you do massive instruction tuning, MOE models are like--
[01:51:06.480 --> 01:51:09.360]   They behave differently from dense models and stuff like that.
[01:51:09.360 --> 01:51:12.560]   I think-- OK, fundamentally, I just think that MOEs are just like--
[01:51:12.560 --> 01:51:17.680]   The way to go in terms of flop-param ratio, they bring the benefit from the scaling curve.
[01:51:17.680 --> 01:51:20.800]   If you do it right, they bring the benefit from the scaling curve, right?
[01:51:20.800 --> 01:51:28.000]   And then that's the performance per flop argument, activated params, whatever.
[01:51:28.000 --> 01:51:33.440]   That's a way to slightly cheat the scaling law a little bit by having more parameters.
[01:51:33.440 --> 01:51:39.120]   I think the more interesting thing is about what trade-offs do you make
[01:51:39.120 --> 01:51:42.480]   in terms of capabilities because of this new architecture?
[01:51:42.480 --> 01:51:47.120]   I think that's actually the question that--
[01:51:47.120 --> 01:51:50.720]   I think, I guess, all the Frontier Labs, they already know this,
[01:51:50.720 --> 01:51:52.640]   but nobody's writing papers anymore about this.
[01:51:52.640 --> 01:51:56.560]   So you just have to live with what's outside.
[01:51:56.560 --> 01:52:02.000]   But I think MOEs are-- I'm bullish about MOEs.
[01:52:02.000 --> 01:52:06.000]   Yeah. I had to-- I made an exercise for myself
[01:52:06.000 --> 01:52:11.760]   on rating research directions and what their asymptotic value is.
[01:52:11.760 --> 01:52:18.720]   And I put MOEs pretty low because I think you have a good base model,
[01:52:18.720 --> 01:52:22.480]   and then you upcycle it, and it bumps you a little bit.
[01:52:23.040 --> 01:52:24.960]   And I think that's it.
[01:52:24.960 --> 01:52:29.120]   But I'm always seeking to invalidate my hypothesis.
[01:52:29.120 --> 01:52:33.760]   But from scratch, MOE is also promising, right?
[01:52:33.760 --> 01:52:36.080]   From scratch, MOE is promising.
[01:52:36.080 --> 01:52:38.800]   I think in the I/O case, you'll do MOE from scratch.
[01:52:38.800 --> 01:52:39.760]   Yeah, actually, yeah.
[01:52:39.760 --> 01:52:42.400]   I think in the I/O case, you'll do MOE from scratch.
[01:52:42.400 --> 01:52:43.200]   Upcycling is just a--
[01:52:43.200 --> 01:52:45.840]   Upcycling is just a complete--
[01:52:45.840 --> 01:52:48.480]   I think people still harbor--
[01:52:49.360 --> 01:52:52.400]   So there are some rumors about the architecture of GPT-4
[01:52:52.400 --> 01:52:57.200]   where they had pluggable experts,
[01:52:57.200 --> 01:53:00.320]   in the sense that the vision model was--
[01:53:00.320 --> 01:53:03.440]   vision expert was pluggable.
[01:53:03.440 --> 01:53:05.280]   I don't know if that makes sense at all.
[01:53:05.280 --> 01:53:06.560]   But this is something that was said.
[01:53:06.560 --> 01:53:08.560]   I see, I see.
[01:53:08.560 --> 01:53:16.640]   I mean, it could just be as simple as swapping out the MLP side of MOE.
[01:53:16.640 --> 01:53:17.200]   I don't know.
[01:53:18.240 --> 01:53:18.800]   OK, cool.
[01:53:18.800 --> 01:53:20.080]   Yeah, it's all speculation.
[01:53:20.080 --> 01:53:24.720]   OK, the last part that makes me uncomfortable about MOE debate is--
[01:53:24.720 --> 01:53:28.800]   actually, it's related to another paper that you wrote about the efficiency misnomer,
[01:53:28.800 --> 01:53:30.960]   in the sense that now people are trying to make the debate
[01:53:30.960 --> 01:53:33.440]   all about the active parameters rather than total parameters.
[01:53:33.440 --> 01:53:36.400]   But it seems like-- it sounds like that's something that you're comfortable with.
[01:53:36.400 --> 01:53:40.800]   Like, flops at inference is a relevant metric.
[01:53:40.800 --> 01:53:42.320]   And it's not that--
[01:53:42.320 --> 01:53:44.560]   Well, thanks for actually reading all the-- like, reading the papers.
[01:53:44.560 --> 01:53:45.040]   I'm trying, man.
[01:53:45.040 --> 01:53:47.120]   It's very hard to--
[01:53:47.120 --> 01:53:48.080]   You have a lot of papers.
[01:53:48.080 --> 01:53:50.880]   Well, I'm actually very impressed that, like,
[01:53:50.880 --> 01:53:52.560]   oh, you are bringing up these papers very, very--
[01:53:52.560 --> 01:53:54.560]   Yeah, I'm using attention context.
[01:53:54.560 --> 01:53:56.080]   Yeah, thanks, thanks.
[01:53:56.080 --> 01:54:00.240]   And also, I mean, I'm interested in efficiency that works.
[01:54:00.240 --> 01:54:02.480]   It's just very hard to find efficiency that works.
[01:54:02.480 --> 01:54:08.400]   And so, like, anything that helps me have high signal on efficiency is helpful.
[01:54:08.400 --> 01:54:11.440]   So I think, like, for the efficiency misnomer, by the way--
[01:54:11.440 --> 01:54:12.640]   I love the paper, by the way.
[01:54:12.640 --> 01:54:14.320]   I had a fun time working on it.
[01:54:15.040 --> 01:54:16.880]   I think efficiency misnomer was, like--
[01:54:16.880 --> 01:54:21.920]   we found that a lot of people, like, they use params, especially to kind of, like--
[01:54:21.920 --> 01:54:26.240]   and then MOEs was not very hot in the community at that time.
[01:54:26.240 --> 01:54:29.120]   But MOEs were, like, a thing long ago at Google, right?
[01:54:29.120 --> 01:54:31.280]   So I think using active params--
[01:54:31.280 --> 01:54:36.000]   I'm comfortable with using active params to kind of approximate costs on the model.
[01:54:36.000 --> 01:54:37.440]   But in the efficiency misnomer paper,
[01:54:37.440 --> 01:54:41.120]   we actually made it quite clear that you should always look holistically about--
[01:54:42.080 --> 01:54:44.800]   because, you know, like, you have serving-- like, additional serving cost,
[01:54:44.800 --> 01:54:48.640]   like, fitting in GPUs, like, fitting on single node, and something like that.
[01:54:48.640 --> 01:54:49.600]   The interesting one was speed.
[01:54:49.600 --> 01:54:53.840]   And, you know, nobody really talks about speed.
[01:54:53.840 --> 01:54:55.440]   But your paper actually talks about speed.
[01:54:55.440 --> 01:54:58.720]   I have something to say about speed throughput, right?
[01:54:58.720 --> 01:55:02.480]   There are so many methods, right, that are proposed about efficiency, right?
[01:55:02.480 --> 01:55:05.520]   They are, like, theoretically, like, faster
[01:55:05.520 --> 01:55:07.760]   because of, like, complexity or, like, something like that.
[01:55:07.760 --> 01:55:11.840]   But because there's no way to work around the implementation,
[01:55:12.080 --> 01:55:15.280]   or, like, your implementation becomes so hard, it becomes, like, 10x slower.
[01:55:15.280 --> 01:55:16.160]   OK.
[01:55:16.160 --> 01:55:17.040]   There's so many papers around--
[01:55:17.040 --> 01:55:17.840]   It's not hardware-aware.
[01:55:17.840 --> 01:55:20.560]   Like, it could be-- it might not be-- it could be hardware.
[01:55:20.560 --> 01:55:23.920]   It could be, like-- it could be, like, just the way that--
[01:55:23.920 --> 01:55:28.640]   like, you have a convenient way to, like, in this, like--
[01:55:28.640 --> 01:55:33.440]   in this mathematical form, it's actually, like, OK, linear complexity, like, whatever.
[01:55:33.440 --> 01:55:35.040]   And it's actually theoretically faster.
[01:55:35.040 --> 01:55:38.240]   But, like, just because you have to, like, do a scan or something like that,
[01:55:38.240 --> 01:55:43.840]   like, and then it becomes, like, actually, like, 10x slower in practice, right?
[01:55:43.840 --> 01:55:48.640]   There are a lot of things, like-- not a lot, but, like, there are some things that are, like--
[01:55:48.640 --> 01:55:54.080]   some methods that are, like, this, where you don't take into account throughput, right?
[01:55:54.080 --> 01:55:58.080]   Which is also the problem of, like, sometimes, like, the incentives of, like,
[01:55:58.080 --> 01:55:59.760]   people who are working in efficiency.
[01:55:59.760 --> 01:56:03.120]   You can easily just, like, sell a paper as, like, more efficient.
[01:56:03.120 --> 01:56:04.160]   And then--
[01:56:04.160 --> 01:56:05.920]   Ignore throughput?
[01:56:05.920 --> 01:56:08.960]   People will not, like-- people will not suspect that, like--
[01:56:08.960 --> 01:56:14.080]   because the reason why we wrote the paper is that so many people were confused about,
[01:56:14.080 --> 01:56:15.360]   like, efficiency itself, right?
[01:56:15.360 --> 01:56:16.000]   Yes.
[01:56:16.000 --> 01:56:19.680]   And then they will be, like, OK, like, a lot of these unsuspecting reviewers,
[01:56:19.680 --> 01:56:24.480]   especially, like, even academics or-- they don't have, like, that real feeling.
[01:56:24.480 --> 01:56:27.040]   They were less, like, OK, less parameters, more efficient, right?
[01:56:27.040 --> 01:56:30.720]   So you could have a method that's, like, less parameters, but, like, three times slower.
[01:56:30.720 --> 01:56:34.560]   Because a lot of times when you add things to the model, it becomes slow.
[01:56:34.560 --> 01:56:37.840]   Every time you add complexity, especially if it's, like, something that's not hardware optimized,
[01:56:37.840 --> 01:56:41.120]   no kernels, or, like, something that is, like, bad for deep use or whatever,
[01:56:41.120 --> 01:56:42.880]   your model just becomes, like, slow.
[01:56:42.880 --> 01:56:43.840]   That's a temporary issue.
[01:56:43.840 --> 01:56:45.680]   People can fix it.
[01:56:45.680 --> 01:56:49.920]   But some things are not, like, so-- like, some things may not be, like, so easily fixed.
[01:56:49.920 --> 01:56:55.120]   Or, like, it just adds a lot of, like, three costs to optimize it and everything, right?
[01:56:55.120 --> 01:56:58.160]   But then it's always marketed as, like, because I save prime, so I save--
[01:56:58.160 --> 01:56:58.640]   I see.
[01:56:58.640 --> 01:56:58.800]   Right.
[01:56:58.800 --> 01:57:01.280]   And then also, like, the prime, so you add a different place of the model.
[01:57:01.440 --> 01:57:09.600]   For example, if, let's say, you-- even in the case where you prime match models, right?
[01:57:09.600 --> 01:57:15.680]   If I take out, like, some prime from, like, FFm, right?
[01:57:15.680 --> 01:57:19.200]   And I put it to, like, embedding layer, right?
[01:57:19.200 --> 01:57:23.200]   Embedded layer is, like, a-- it's a cheap operation for embedding layer, right?
[01:57:23.200 --> 01:57:25.280]   But my model becomes, like, lopsided, right?
[01:57:25.280 --> 01:57:26.640]   I could say I prime match this.
[01:57:26.640 --> 01:57:29.120]   But it's not-- it's not throughput match, right?
[01:57:29.120 --> 01:57:29.600]   Yeah.
[01:57:29.600 --> 01:57:30.240]   Because--
[01:57:30.240 --> 01:57:31.440]   It's unbalanced on one side.
[01:57:31.440 --> 01:57:33.600]   It's unbalanced on the side, right?
[01:57:33.600 --> 01:57:35.680]   So there's a lot of this type of tricky things that, like,
[01:57:35.680 --> 01:57:40.640]   when mixed model comparisons, like, very, very, very, very, very difficult.
[01:57:40.640 --> 01:57:45.680]   And because you cannot even put, like, flop throughput and speed--
[01:57:45.680 --> 01:57:49.600]   flop params and speed, like, extra speed, right?
[01:57:49.600 --> 01:57:50.720]   In the same plot, right?
[01:57:50.720 --> 01:57:53.760]   And then there's always, like, one money shot in the, like--
[01:57:53.760 --> 01:57:58.800]   there's always, like, a Pareto, like, kind of compute, like, whatever plot, right?
[01:57:59.760 --> 01:58:02.000]   Like, for marketing and papers or something like that.
[01:58:02.000 --> 01:58:06.560]   It's always very easy to, like-- I mean, not intentionally, but, like,
[01:58:06.560 --> 01:58:10.960]   to subconsciously, like, show one story when it's actually, like,
[01:58:10.960 --> 01:58:12.800]   there's, like, all these other things to consider.
[01:58:12.800 --> 01:58:13.040]   Yeah.
[01:58:13.040 --> 01:58:13.280]   Yeah.
[01:58:13.280 --> 01:58:16.080]   It's a selection bias, self-bias, whatever.
[01:58:16.080 --> 01:58:17.920]   Very cool.
[01:58:17.920 --> 01:58:18.320]   Very cool.
[01:58:18.320 --> 01:58:19.440]   OK.
[01:58:19.440 --> 01:58:21.920]   Well, that was mostly-- most of the technical side.
[01:58:21.920 --> 01:58:27.520]   We have one commentary that will happen today on the future of open source models.
[01:58:28.480 --> 01:58:31.040]   Basically, Founders Fund said, like, the future is closed source.
[01:58:31.040 --> 01:58:34.080]   You were agreeing with it.
[01:58:34.080 --> 01:58:40.960]   And a lot of the open source fanatics, you know, are up in arms over this.
[01:58:40.960 --> 01:58:43.040]   I don't know if you care to comment about just--
[01:58:43.040 --> 01:58:44.160]   Oh, OK, OK.
[01:58:44.160 --> 01:58:45.920]   Open versus closed, and closed whatever.
[01:58:45.920 --> 01:58:50.640]   So, I mean, I don't really, like-- when I mean, like, if you're referring to the tweet
[01:58:50.640 --> 01:58:52.960]   that I wrote, but I wrote something about--
[01:58:52.960 --> 01:58:53.920]   But this is huge.
[01:58:53.920 --> 01:58:56.640]   Like, so many people are commenting about it, because they are personally,
[01:58:56.640 --> 01:58:58.560]   physically offended that open source cannot catch up.
[01:58:58.560 --> 01:59:00.880]   OK, no, wait, OK.
[01:59:00.880 --> 01:59:02.720]   So I want to say this.
[01:59:02.720 --> 01:59:05.360]   It's like, I'm not-- like, I contributed to open source in the past.
[01:59:05.360 --> 01:59:08.240]   So I'm not, like, against, like, open source per se.
[01:59:08.240 --> 01:59:12.240]   But the thing-- the interesting thing that I want to talk about here is that, like,
[01:59:12.240 --> 01:59:17.920]   there's a difference between-- like, I draw a line with, like, open source as in,
[01:59:17.920 --> 01:59:22.720]   like, OK, the Luma Tree is, like, it's, like, Meta has an org that is, like, OK,
[01:59:22.720 --> 01:59:26.480]   hypothetically very similar to, like, Gemini or something.
[01:59:26.480 --> 01:59:28.320]   But they just didn't decide to release the weights, right?
[01:59:28.320 --> 01:59:29.440]   Yeah, it's open weights.
[01:59:29.440 --> 01:59:31.520]   It's open weights, everything, right?
[01:59:31.520 --> 01:59:36.320]   I think when most people try to say that, like, open source is catching up everything,
[01:59:36.320 --> 01:59:38.560]   they kind of mean, like, this grassroots, like--
[01:59:38.560 --> 01:59:40.080]   Yeah, the distillation.
[01:59:40.080 --> 01:59:46.480]   No, this bottom-up people that are, like, these indie developers that are, like,
[01:59:46.480 --> 01:59:49.040]   coming together to, like, fight.
[01:59:49.040 --> 01:59:52.400]   Like, it's romanticized, and it's dramatized to some extent, just to fight against, like,
[01:59:52.400 --> 01:59:53.200]   this, right?
[01:59:53.200 --> 01:59:58.000]   And to be very fair, I think that there isn't really much, like--
[01:59:58.000 --> 02:00:02.480]   like, so far, if you just look at, like, the factions of people,
[02:00:02.480 --> 02:00:05.360]   the big labs are just pushing and pushing and pushing.
[02:00:05.360 --> 02:00:08.880]   The academics, like Stanford and stuff, they came out with DPO.
[02:00:08.880 --> 02:00:09.920]   They came out with things like that.
[02:00:09.920 --> 02:00:13.360]   They make some-- like, but they're kind of in between the line of, like,
[02:00:13.360 --> 02:00:17.760]   open source community, and then there's also, like, the developers that are, like,
[02:00:17.760 --> 02:00:21.680]   fine-tuning on GPT-4 distilled models and everything, right?
[02:00:21.680 --> 02:00:24.960]   So I think that, like, I don't--
[02:00:24.960 --> 02:00:28.480]   I think the open source, the underlying, like, thing about, like,
[02:00:28.480 --> 02:00:30.800]   collectively improving something--
[02:00:30.800 --> 02:00:34.640]   I'm not, like, criticizing it for the sake of criticizing it,
[02:00:34.640 --> 02:00:37.600]   but I'm just saying that, like, in order to make progress, right,
[02:00:37.600 --> 02:00:41.200]   I think the incentives of open source are, like--
[02:00:41.200 --> 02:00:45.280]   what I observe is that, like, people like to do things, like,
