
[00:00:00.000 --> 00:00:02.000]   Okay
[01:19:04.040 --> 01:19:10.520]   These nine show you nine examples of actual bits of actual photos that activated this filter a lot
[01:19:10.520 --> 01:19:12.760]   that's what other words this little bit of
[01:19:12.760 --> 01:19:19.200]   Function math function here was good at finding these kind of window corners and stuff like that
[01:19:19.200 --> 01:19:24.200]   This little certainly one was very good at finding bits of photos that had circles
[01:19:24.200 --> 01:19:29.120]   Okay, so this is the kind of stuff you've got to get a really good intuitive understanding for us lately
[01:19:29.120 --> 01:19:34.000]   The start of my neural net is going to find simple very simple gradients lines
[01:19:34.000 --> 01:19:38.800]   The second layer can find very simple shapes the third layer can find combinations of those
[01:19:38.800 --> 01:19:42.120]   So now we can find
[01:19:42.120 --> 01:19:47.760]   Repeating patterns of two-dimensional objects or we can find kind of things that lines that join together
[01:19:47.760 --> 01:19:53.560]   Or we can find well, what are these things? Well, let's find out. What is this?
[01:19:53.560 --> 01:19:57.480]   Let's go and have a look at some bits of picture that activated this one highly. Oh
[01:19:59.040 --> 01:20:05.280]   Mainly they're bits of text. Although sometimes for windows, so it seems to be able to find kind of like repeated
[01:20:05.280 --> 01:20:09.660]   horizontal patterns and this one here says you have to find kind of
[01:20:09.660 --> 01:20:13.200]   edges of fluffy or flowery things
[01:20:13.200 --> 01:20:16.360]   This one here is kind of finding geometric patterns
[01:20:16.360 --> 01:20:21.080]   So layer 3 was able to take all the stuff from layer 2 and combine them together
[01:20:21.080 --> 01:20:27.320]   Layer 4 can take all the stuff from layer 3 and combine them together by layer 4
[01:20:27.320 --> 01:20:29.800]   we've got something that can find dog faces and
[01:20:29.800 --> 01:20:33.680]   Let's see what else we've got here
[01:20:33.680 --> 01:20:38.400]   Yeah various kinds of oh here we are bird legs
[01:20:38.400 --> 01:20:45.880]   So you kind of get the idea and so by layer 5 we've got something that can find the eyeballs of birds and wizards or
[01:20:45.880 --> 01:20:53.040]   Faces of particular breeds of dogs and so forth. So you can see how by the time you get to layer 34
[01:20:53.040 --> 01:20:56.640]   You can find
[01:20:56.800 --> 01:21:00.240]   Specific dog breeds and cat breeds right? This is kind of how it works. So
[01:21:00.240 --> 01:21:03.280]   when we first
[01:21:03.280 --> 01:21:06.640]   Trained when we first fine-tuned that pre-trained model
[01:21:06.640 --> 01:21:13.160]   We kept all of these layers that you've seen so far and we just trained a few more layers on top of all of those
[01:21:13.160 --> 01:21:17.320]   Sophisticated features that are already being created. Alright, and so now we're fine-tuning
[01:21:17.320 --> 01:21:22.960]   We're going back and saying let's change all of these. We'll keep that. We'll start with them where they are
[01:21:22.960 --> 01:21:25.560]   Right, but let's see if we can make them better
[01:21:25.560 --> 01:21:32.080]   Now it seems very unlikely that we can make these layer one features
[01:21:32.080 --> 01:21:36.560]   Better like it's very unlikely that the kind of the definition of a diagonal line
[01:21:36.560 --> 01:21:42.720]   It's going to be different when we look at dog and cat breeds versus the image net data that this is originally trained on
[01:21:42.720 --> 01:21:46.720]   So we don't really want to change layer one very much if at all
[01:21:46.720 --> 01:21:52.240]   Where else the last layers, you know this thing of like types of dog face
[01:21:52.880 --> 01:21:55.920]   Seems very likely that we do want to change that, right?
[01:21:55.920 --> 01:22:03.420]   So you kind of want this intuition this understanding that the different layers of a neural network represents different levels of kind of
[01:22:03.420 --> 01:22:05.920]   semantic complexity
[01:22:05.920 --> 01:22:08.840]   So this is why
[01:22:08.840 --> 01:22:13.560]   our attempt to fine-tune this model didn't work is because we actually
[01:22:13.560 --> 01:22:18.400]   By default it trains all the layers at the same speed
[01:22:18.600 --> 01:22:23.000]   Right, which is to say it'll update those like things representing diagonal lines of gradients
[01:22:23.000 --> 01:22:28.520]   Just as much as it tries to update the things that represent the exact specifics of what an eyeball looks like
[01:22:28.520 --> 01:22:30.440]   So we have to change that
[01:22:30.440 --> 01:22:32.480]   and so
[01:22:32.480 --> 01:22:38.200]   To change it we first of all need to go back to where we were before. Okay, we just broke this model, right?
[01:22:38.200 --> 01:22:40.200]   It's much worse than started out
[01:22:40.200 --> 01:22:45.560]   So if we just go load this brings back the model that we saved earlier. Remember we saved it
[01:22:45.560 --> 01:22:48.200]   as
[01:22:48.840 --> 01:22:52.440]   Stage one, okay, so let's go ahead and
[01:22:52.440 --> 01:22:57.120]   Load that back up. So that's now our models back to where it was before we killed it and
[01:22:57.120 --> 01:23:00.120]   Let's run
[01:23:00.120 --> 01:23:03.000]   Learning rate finder. We'll learn about what that is next week
[01:23:03.000 --> 01:23:09.720]   But for now just know this is the thing that figures out what is the fastest I can train this neural network at?
[01:23:09.720 --> 01:23:11.640]   without
[01:23:11.640 --> 01:23:17.040]   Making it zip off the rails and get blown apart. Okay, so we can call learn dot LR find and
[01:23:17.560 --> 01:23:23.120]   Then we can go learn dot recorder dot plot and that will plot the result of our LR finder
[01:23:23.120 --> 01:23:29.240]   and what this basically shows you is this is this key parameter that we're going to learn all about of the learning rate and the
[01:23:29.240 --> 01:23:34.280]   Learning rate basically says how quickly am I updating the parameters in my model?
[01:23:34.280 --> 01:23:42.280]   and you can see that what happens is as I think this this bottom one here shows me what happens as I increase the learning rate and
[01:23:43.200 --> 01:23:46.640]   This one here shows what have you know, what's the result? What's the loss?
[01:23:46.640 --> 01:23:52.040]   And so you can see once the learning rate gets past ten to the negative four my loss gets
[01:23:52.040 --> 01:23:54.680]   worse, okay, so
[01:23:54.680 --> 01:24:02.120]   It actually so happens. In fact, I can check this if I press shift tab here. My learning rate defaults to
[01:24:02.120 --> 01:24:06.760]   Point oh, oh three. So my default learning rate is about here
[01:24:06.760 --> 01:24:11.040]   So you can see why our loss got worse, right because we're trying to fine-tune things now
[01:24:11.440 --> 01:24:13.440]   We can't use such a high learning rate
[01:24:13.440 --> 01:24:18.760]   So based on the learning rate finder, I tried to pick something, you know
[01:24:18.760 --> 01:24:21.720]   Well before it started getting worse
[01:24:21.720 --> 01:24:28.040]   So I decided to pick one in x6. So I decided I'm going to train at that rate
[01:24:28.040 --> 01:24:35.240]   But there's no point trading all the layers at that rate because we know that the later layers worked just fine
[01:24:35.640 --> 01:24:41.440]   Before when we were training much more quickly again of the default which was to remind us
[01:24:41.440 --> 01:24:44.480]   Point oh oh three
[01:24:44.480 --> 01:24:51.400]   So what we can actually do is we can pass a range of learning rates to learn dot fit and we do it like this
[01:24:51.400 --> 01:24:58.640]   You pass and use this keyword in fact in Python. You may have come across before it's called slice and that can take a
[01:24:58.640 --> 01:25:04.560]   Start value and a stock value and basically what this says is train the very first players
[01:25:05.200 --> 01:25:07.920]   at a learning rate of one in x6 and
[01:25:07.920 --> 01:25:14.480]   The very last layers at a rate of one in egg four and then kind of distribute all the other layers
[01:25:14.480 --> 01:25:19.200]   Across that, you know between those two values equally
[01:25:19.200 --> 01:25:23.440]   So we're going to see that in a lot more detail. Basically for now
[01:25:23.440 --> 01:25:30.640]   This is kind of a good rule of thumb is to say when you after you unfreeze
[01:25:30.640 --> 01:25:32.720]   So this is the thing that's going to train the whole thing
[01:25:33.960 --> 01:25:38.120]   Pass a max learning rate parameter pass it a slice
[01:25:38.120 --> 01:25:44.600]   Make the second part of that slice about ten times smaller than your first stage
[01:25:44.600 --> 01:25:47.300]   So our first stage defaulted to about one in egg three
[01:25:47.300 --> 01:25:53.520]   So let's use about one in egg four and then this one should be a value from your learning rate finder
[01:25:53.520 --> 01:25:58.000]   Which is well before things started getting worse and you can see things are starting to get worse
[01:25:58.000 --> 01:26:03.160]   Maybe about here. So I picked something that's at least ten times more than that
[01:26:03.720 --> 01:26:07.040]   So if I do that, then I get point. Oh
[01:26:07.040 --> 01:26:09.600]   five seven eight eight
[01:26:09.600 --> 01:26:11.600]   so
[01:26:11.600 --> 01:26:13.600]   Don't quite remember what we got before
[01:26:13.600 --> 01:26:19.360]   Yeah a bit better, right? So we've gone down from a six point one percent to a five point seven percent
[01:26:19.360 --> 01:26:26.200]   So that's about a ten percentage point relative improvement with another 58 seconds of training. So I
[01:26:26.200 --> 01:26:33.280]   Would perhaps say for most people most of the time these two stages are enough to get
[01:26:34.000 --> 01:26:36.000]   Pretty much a world-class model
[01:26:36.000 --> 01:26:43.480]   You won't win a Kaggle competition particularly because now a lot of fast AI alumni are competing on Kaggle and this is the first thing
[01:26:43.480 --> 01:26:45.360]   that they do
[01:26:45.360 --> 01:26:53.280]   But you know in practice you'll get something that's you know about as good in practice as the vast majority of practitioners can do
[01:26:53.280 --> 01:27:03.040]   We can improve it by using more layers and we'll do this next week by basically doing a resnet 50 instead of a resnet 34
[01:27:04.040 --> 01:27:09.160]   And you can try running this during the week if you want to you'll see it's exactly the same as before
[01:27:09.160 --> 01:27:11.880]   But I'm using resnet 50 instead of resnet 34
[01:27:11.880 --> 01:27:17.600]   What you'll find is it's very likely if you try to do this, you will get an error
[01:27:17.600 --> 01:27:21.240]   And the error will be your GPU is run out of memory
[01:27:21.240 --> 01:27:26.000]   and the reason for that is that resnet 50 is bigger than resnet 34 and
[01:27:26.000 --> 01:27:30.560]   Therefore it has more parameters and therefore it uses more of your graphics cards memory
[01:27:30.800 --> 01:27:34.640]   Just totally separate to your normal computer RAM. This is GPU RAM
[01:27:34.640 --> 01:27:40.360]   if you're using the kind of default salamander AWS
[01:27:40.360 --> 01:27:46.120]   And so forth suggestion then you'll be having a 16 gig of
[01:27:46.120 --> 01:27:52.720]   GPU memory the part I use most the time has 11 gig of GPU memory
[01:27:52.720 --> 01:27:55.440]   The cheaper ones have 8 gig of GPU memory
[01:27:55.440 --> 01:28:00.520]   That's kind of the main range you tend to get if yours has less than 8 gig of GPU memory
[01:28:00.520 --> 01:28:02.520]   It's going to be frustrating for you
[01:28:02.520 --> 01:28:04.960]   Anyway, so you'll be somewhere around there
[01:28:04.960 --> 01:28:09.160]   And it's very likely that we try to run this you'll get an out-of-memory memory error
[01:28:09.160 --> 01:28:15.200]   And that's because it's just trying to do too much too many parameter updates for the amount of RAM you have
[01:28:15.200 --> 01:28:17.800]   And that's easily fixed
[01:28:17.800 --> 01:28:19.960]   this image data bunch constructor
[01:28:19.960 --> 01:28:22.560]   Has a parameter at the end
[01:28:22.560 --> 01:28:28.600]   Batch size BS for batch size and this basically says how many images do you train at one time?
[01:28:29.440 --> 01:28:34.960]   If you run out of memory, just make it smaller. Okay, so this worked for me on an 11 gig card
[01:28:34.960 --> 01:28:39.640]   It probably won't work for you if you've got an 8 gig card if you do just make that 32
[01:28:39.640 --> 01:28:45.680]   It's fine to use a smaller batch size it just it might take a little bit longer
[01:28:45.680 --> 01:28:51.360]   That's all okay. If you've got a bigger like a 16 gig you might be able to get away with 64
[01:28:51.360 --> 01:28:54.000]   Okay, so that's just one number you'll need to try during the week
[01:28:54.000 --> 01:28:57.000]   and again, we fit it for a while and
[01:28:58.600 --> 01:29:01.800]   We get down to a four point four percent area
[01:29:01.800 --> 01:29:07.400]   So this is pretty extraordinary. You know I was pretty surprised because I mean
[01:29:07.400 --> 01:29:13.960]   When we first did in the first course just cats versus dogs. We were kind of getting
[01:29:13.960 --> 01:29:21.000]   Somewhere around a three percent error for something where you've got a 50% chance of being right and the two things look totally different
[01:29:21.000 --> 01:29:25.200]   so the fact that we can get a four point four percent error for something for such a
[01:29:25.200 --> 01:29:28.160]   Fine grain thing it's quite extraordinary
[01:29:29.080 --> 01:29:34.840]   In this case I am frozen fitted a little bit more went from four point four to four point three five
[01:29:34.840 --> 01:29:37.280]   tiny improvement
[01:29:37.280 --> 01:29:39.480]   Basically resonant 50 is already a pretty good model
[01:29:39.480 --> 01:29:49.200]   It's interesting because again you can call most confused here, and you can see the kinds of things that it's
[01:29:49.200 --> 01:29:57.080]   Getting wrong, and I actually depending on when you run it. You're going to get slightly different numbers, but you'll get roughly the same kinds of things
[01:29:58.040 --> 01:30:02.360]   So quite often I find that ragdoll and burman are things that it gets confused
[01:30:02.360 --> 01:30:06.560]   And I actually have never heard of either of those things so I actually looked them up on the internet
[01:30:06.560 --> 01:30:09.640]   and
[01:30:09.640 --> 01:30:10.560]   I
[01:30:10.560 --> 01:30:19.680]   Found a page on the cat site called is this a burman or ragdoll and there is a long thread of cat experts like
[01:30:19.680 --> 01:30:26.640]   Arguing intensely about which it is so I feel fine that my computer had problems
[01:30:27.400 --> 01:30:29.400]   I
[01:30:29.400 --> 01:30:36.640]   Found something similar. I think what's this pit wall versus Staffordshire ball terrier apparently the main difference is like the particular kennel club
[01:30:36.640 --> 01:30:42.040]   Guidelines as to how they are assessed, but some people think that one of them might have a slightly red in those
[01:30:42.040 --> 01:30:47.200]   So this is the kind of stuff where actually even if you're not a domain expert
[01:30:47.200 --> 01:30:50.260]   It helps you become one right because I now know
[01:30:50.260 --> 01:30:54.780]   More about which kinds of pet breeds are hard to identify than I used to
[01:30:56.120 --> 01:31:02.080]   So model interpretation works both ways. So what I want you to do this week is to run
[01:31:02.080 --> 01:31:06.280]   This notebook, you know, make sure you can get through it
[01:31:06.280 --> 01:31:13.060]   but then what I really want you to do is to get your own image data set and actually
[01:31:13.060 --> 01:31:18.600]   Francisco who I mentioned earlier he started the language to model thread and he's you know
[01:31:18.600 --> 01:31:25.240]   Now helping to TA the course. He's actually putting together a guy that will show you how to download data
[01:31:25.760 --> 01:31:31.720]   From Google images so you can create your own data set to play with but before I do I want to
[01:31:31.720 --> 01:31:35.360]   Okay, I'll come back to that moment
[01:31:35.360 --> 01:31:37.880]   Before I do I want to show you
[01:31:37.880 --> 01:31:44.680]   Because how to create labels in lots of different ways because your data set wherever you get it from won't necessarily
[01:31:44.680 --> 01:31:50.020]   Be that kind of regex based approach. It could be in lots of different formats
[01:31:50.600 --> 01:31:57.220]   So just showing you how to do this. I'm going to use the MNIST sample. MNIST is pictures of hand-drawn numbers
[01:31:57.220 --> 01:31:59.920]   Just because I want to show you different ways of
[01:31:59.920 --> 01:32:04.320]   Creating these data sets
[01:32:04.320 --> 01:32:08.120]   The
[01:32:08.120 --> 01:32:10.160]   The MNIST sample
[01:32:10.160 --> 01:32:15.480]   Basically looks like this so I can go path.ls
[01:32:16.280 --> 01:32:20.000]   And you can see it's got a training set and a validation set already
[01:32:20.000 --> 01:32:26.040]   So basically the people that put together this data set have already decided what they want you to use as a validation set
[01:32:26.040 --> 01:32:28.400]   Okay, so if we go path
[01:32:28.400 --> 01:32:31.000]   slash train
[01:32:31.000 --> 01:32:35.560]   You'll see there's a folder called three and a folder called seven
[01:32:35.560 --> 01:32:41.840]   That's just really really common way to just to give people labels. It's basically to say oh everything. That's a three
[01:32:41.840 --> 01:32:45.880]   I'll put in a folder called three everything. That's a seven. I'll put in a folder called seven
[01:32:45.880 --> 01:32:52.240]   That this is a often called an image net style data set because this is how image net is distributed
[01:32:52.240 --> 01:33:00.200]   So if you have something in this format where the labels are just whatever the folders called you can say from folder
[01:33:00.200 --> 01:33:06.360]   Okay, and that will create an image data bunch for you. And as you can see three seven
[01:33:06.360 --> 01:33:09.800]   It's created the labels just by using the folder names
[01:33:12.040 --> 01:33:16.960]   Another possibility and as you can see we can train that get ninety nine point five five percent accuracy blah blah blah
[01:33:16.960 --> 01:33:22.520]   Another possibility and for this endless sample. I've got both it might come with a CSV file
[01:33:22.520 --> 01:33:29.580]   That would look something like this for each file name. What's its label now this case the labels are three or seven
[01:33:29.580 --> 01:33:33.120]   There's zero or one which is basically is it a seven or not?
[01:33:33.120 --> 01:33:38.800]   All right, so that's another possibility. So if this is how your labels are you can use from CSV
[01:33:39.400 --> 01:33:44.400]   And if it's called labels dot CSV, you don't even have to pass in a file name if it's called anything else
[01:33:44.400 --> 01:33:47.480]   Then you can call pass in the CSV labels
[01:33:47.480 --> 01:33:53.640]   Okay, so that's how you can use a CSV. Okay. There it is. This is now is it a seven or not?
[01:33:53.640 --> 01:34:02.360]   Another possibility and then you can call data dot passes to see what it found another possibility is as we've seen is you've got
[01:34:02.360 --> 01:34:04.680]   paths that look like this
[01:34:04.680 --> 01:34:08.160]   And so in this case, this is the same thing. These are the folders
[01:34:08.400 --> 01:34:10.400]   right, I could actually grab the
[01:34:10.400 --> 01:34:15.840]   The label by using a regular expression and so here's the regular expression
[01:34:15.840 --> 01:34:20.280]   So we've already seen that approach and again, you can see data dot classes has found it
[01:34:20.280 --> 01:34:27.440]   So what if you it's something that's in the file name of a path, but it's not just a regular expression. It's more complex
[01:34:27.440 --> 01:34:33.680]   You can create an arbitrary function that extracts a label from the file name or path
[01:34:33.680 --> 01:34:36.800]   And in that case you would say from name and function
[01:34:38.040 --> 01:34:40.040]   and
[01:34:40.040 --> 01:34:42.600]   Another possibility
[01:34:42.600 --> 01:34:46.440]   Is that even you need something even more flexible than that?
[01:34:46.440 --> 01:34:52.360]   And so you're going to write some code to create an array of labels and so in that case you can just pass in
[01:34:52.360 --> 01:34:58.240]   From lists. So here is I've created an array of labels here. My labels is from lists
[01:34:58.240 --> 01:35:04.200]   Okay, and then I just pass in that break so you can see there's lots of different ways of creating labels. So so during the week
[01:35:04.200 --> 01:35:07.240]   Try this out now. You might be wondering
[01:35:07.880 --> 01:35:11.160]   How would you know to do all these things? Like where am I going to find?
[01:35:11.160 --> 01:35:16.920]   This kind of information, right? How would I how do you possibly know to do all this stuff?
[01:35:16.920 --> 01:35:21.840]   So I'll show you something incredibly cool. Let's grab this function and
[01:35:21.840 --> 01:35:25.960]   Do you remember to get documentation we type doc?
[01:35:25.960 --> 01:35:33.600]   And here is the documentation for the function and I can click show in dots and
[01:35:33.600 --> 01:35:37.080]   It pops up the documentation
[01:35:37.560 --> 01:35:39.560]   So here's the thing
[01:35:39.560 --> 01:35:46.520]   Every single line of code I just showed you I took it this morning and I copied and pasted it from the documentation
[01:35:46.520 --> 01:35:51.000]   So you can see here the exact
[01:35:51.000 --> 01:35:56.600]   Code that I just used so the documentation for fast AI doesn't just tell you
[01:35:56.600 --> 01:36:01.320]   what to do, but step to step how to do it and
[01:36:01.320 --> 01:36:05.760]   Here is perhaps the coolest bit if you go to fast AI
[01:36:05.760 --> 01:36:07.760]   I
[01:36:07.760 --> 01:36:15.720]   Fast AI underscore Doc's and click on Doc's sauce
[01:36:15.720 --> 01:36:25.120]   It turns out that all of our documentation is actually just do better notebooks. So in this case I was looking at vision dot data
[01:36:25.120 --> 01:36:34.080]   So here is the vision dot data notebook you can download this repo you can get clone on and
[01:36:34.560 --> 01:36:37.040]   If you run it, you can actually run
[01:36:37.040 --> 01:36:40.160]   Every single line of the documentation yourself
[01:36:40.160 --> 01:36:49.760]   Okay, so so all of our docs is also code and so like this is the kind of the ultimate example to me of
[01:36:49.760 --> 01:36:54.480]   Of experimenting right is that
[01:36:54.480 --> 01:36:59.600]   You can now experiment and you'll see in in github
[01:36:59.600 --> 01:37:04.120]   It doesn't quite render properly because github doesn't quite know how to render notebooks properly
[01:37:04.120 --> 01:37:06.760]   But if you get clone this and open it up in Jupiter
[01:37:06.760 --> 01:37:09.240]   You can see it and so now
[01:37:09.240 --> 01:37:11.560]   Anything that you read about in the documentation
[01:37:11.560 --> 01:37:17.920]   Really everything in the documentation has actual working examples in it with actual data sets that are already sitting in there in the repo
[01:37:17.920 --> 01:37:23.200]   For you and so you can actually try every single function in your browser
[01:37:23.200 --> 01:37:27.000]   Try seeing what goes in and try seeing what comes out
[01:37:27.000 --> 01:37:30.240]   There's a question
[01:37:30.240 --> 01:37:33.920]   Will the library use multi GPU and parallel by default?
[01:37:33.920 --> 01:37:40.160]   The library will use multiple CPUs by default, but just one GPU by default
[01:37:40.160 --> 01:37:46.720]   We've probably won't be looking at multi GPU until part two. It's easy to do and you'll find it on the forum, but
[01:37:46.720 --> 01:37:49.760]   Most people won't be needing to use that now
[01:37:49.760 --> 01:37:53.840]   And the second question is whether the library can use
[01:37:53.840 --> 01:37:56.840]   3d data such as MRI or
[01:37:59.400 --> 01:38:00.880]   Yes, it can
[01:38:00.880 --> 01:38:03.960]   And there is actually a forum thread about that already
[01:38:03.960 --> 01:38:08.960]   Although that's not as developed as 2d yet, but maybe by the time the MOOC is out it will be
[01:38:08.960 --> 01:38:17.280]   So before I wrap up I'll just show you an example of the kind of interesting stuff that you can do by
[01:38:17.280 --> 01:38:20.160]   Doing this kind of exercise
[01:38:20.160 --> 01:38:25.600]   Remember earlier I mentioned that one of our alums who works at Splunk. It's just a
[01:38:26.600 --> 01:38:28.840]   Nasdaq listed big successful company
[01:38:28.840 --> 01:38:31.800]   Created this new anti fraud software
[01:38:31.800 --> 01:38:38.120]   This is actually how he created it as part of a fast AI part one class project
[01:38:38.120 --> 01:38:45.840]   He took the telemetry of the new of users who had Splunk analytics installed and watched their mouse movements
[01:38:45.840 --> 01:38:50.120]   And he created pictures of the mouse movements. He converted speed into
[01:38:50.120 --> 01:38:54.520]   Color and right and left clicks into splodges
[01:38:55.000 --> 01:39:00.000]   he then took the exact code that we saw with an earlier version of the software and
[01:39:00.000 --> 01:39:06.240]   Trained a CNN in exactly the way we saw and used that to train his fraud model
[01:39:06.240 --> 01:39:11.480]   So he basically took something which is not obviously a picture and he turned it into a picture
[01:39:11.480 --> 01:39:18.800]   And got these fantastically good results for a piece of fraud analysis software. So it pays to think
[01:39:20.160 --> 01:39:27.280]   Creatively, so if you're wanting to study sounds a lot of people that study sounds do it by actually creating a spectrogram image and
[01:39:27.280 --> 01:39:31.200]   Then sticking that into a confident. So there's a lot of cool stuff you can do with this
[01:39:31.200 --> 01:39:33.120]   So during the week, yeah
[01:39:33.120 --> 01:39:36.520]   Get your get your GPU going try and use your first notebook
[01:39:36.520 --> 01:39:43.640]   Make sure that you can use lesson one and work through it and then see if you can repeat the process on your own data
[01:39:43.640 --> 01:39:50.760]   Set get on the forum and tell us any little success you had. It's like, oh, I spent three days trying to get my GPU running
[01:39:50.760 --> 01:39:52.360]   And I finally did
[01:39:52.360 --> 01:39:53.920]   any
[01:39:53.920 --> 01:39:55.640]   constraints that you hit
[01:39:55.640 --> 01:39:59.320]   You know try it for an hour or two, but if you get stuck, please ask
[01:39:59.320 --> 01:40:03.320]   And if you're able to successfully build a model with a new data set
[01:40:03.320 --> 01:40:06.560]   Let us know and I will see you next week
[01:40:06.560 --> 01:40:08.560]   *Laughter*
[01:40:08.560 --> 01:40:11.900]   [HORSE WHINNYING]

