
[00:00:00.000 --> 00:00:03.000]   Do more together this holiday in a new Chevy.
[01:26:20.000 --> 01:26:25.000]   The iPhone dramatically changed video creation, video consumption.
[01:26:25.000 --> 01:26:28.000]   The social networks changed it even more.
[01:26:28.000 --> 01:26:31.000]   But now all the forms of communication are ubiquitous.
[01:26:31.000 --> 01:26:42.000]   Anybody on the planet can reach a global audience with any words written that they want to tap out on their screen, with any pictures that they want to share, and with any video that they want to share.
[01:26:42.000 --> 01:26:49.000]   It's become universal, not totally obviously, but almost universal.
[01:26:49.000 --> 01:26:54.000]   So where do we go to stand out, and what do we do?
[01:26:54.000 --> 01:26:58.000]   I don't know what the next phase is going to be.
[01:26:58.000 --> 01:27:10.000]   If you think about the difference between video, audio, and written text in terms of content creation, it doesn't seem like there's much more that can be done.
[01:27:10.000 --> 01:27:17.000]   Some people might argue for virtual reality, maybe, but I can't imagine that making that much of a difference on my life.
[01:27:17.000 --> 01:27:22.000]   Maybe I'm naive to think that, but it's hard to imagine much more what can be done.
[01:27:22.000 --> 01:27:31.000]   So the trends that I see is, number one, a trend towards quality, and number two is a trend towards niching down.
[01:27:31.000 --> 01:27:36.000]   And that's the only solution that I currently see of how to stand out in a busy world.
[01:27:36.000 --> 01:27:37.000]   Let's talk about quality.
[01:27:37.000 --> 01:27:43.000]   The amazing thing about quality is how inexorable that press is towards quality.
[01:27:43.000 --> 01:27:49.000]   When I started my podcast, you could still get away with having mediocre sound.
[01:27:49.000 --> 01:27:51.000]   Many people did.
[01:27:51.000 --> 01:27:57.000]   Today, you cannot get away with having mediocre sound because there's no reason to have mediocre sound.
[01:27:57.000 --> 01:28:06.000]   The microphone that's in your phone is perfectly capable of creating a world-class sounding podcast.
[01:28:06.000 --> 01:28:11.000]   And so things like high-quality sound are not optional anymore.
[01:28:11.000 --> 01:28:16.000]   In many ways with video, high-quality video is not optional.
[01:28:16.000 --> 01:28:25.000]   What's happened is you've seen this tremendous upsurge in skill and capability in storytelling.
[01:28:25.000 --> 01:28:29.000]   If you look at the average blogger, and I don't think I'm wrong to say that word "average."
[01:28:29.000 --> 01:28:42.000]   If you look at the production quality of the average blogger, it rivals or bests the production quality of professional television programs from 20 years ago.
[01:28:42.000 --> 01:28:50.000]   It certainly sinks those programs in terms of resolution and in terms of image quality, audio quality, etc.
[01:28:50.000 --> 01:28:54.000]   But just the things of, you know, I like to watch sometimes sailing channels.
[01:28:54.000 --> 01:29:01.000]   And I was watching this morning a video of a guy, and here's this guy cruising his sailboat down, driving his sailboat,
[01:29:01.000 --> 01:29:11.000]   and simultaneously driving this incredible drone, capturing these amazing shots that 10 years ago would have been six figures to hire a helicopter for the day and get these shots.
[01:29:11.000 --> 01:29:18.000]   And yet here he is doing it with a $500 to $1,500 piece of gear while driving a sailboat.
[01:29:18.000 --> 01:29:19.000]   It's amazing.
[01:29:19.000 --> 01:29:21.000]   But that quality stands out.
[01:29:21.000 --> 01:29:27.000]   And so you see in certain formats, you see video, for example, the quality of the storytelling is what's really important.
[01:29:27.000 --> 01:29:36.000]   And so quality, I think, will always rise to the top because as things become noisier, I think people want higher quality.
[01:29:36.000 --> 01:29:44.000]   So my strategy there, or what do I think is the right strategy, poorly implemented by me many of the times, but what do I think is the right strategy?
[01:29:44.000 --> 01:29:49.000]   I think the right strategy is to figure out your strength and then lean into your strengths.
[01:29:49.000 --> 01:29:59.000]   For example, I have not yet proven to myself whether or not I have any skills with video, but I know I have skills in other places.
[01:29:59.000 --> 01:30:03.000]   And so what I want to do is I want to lean into my strengths.
[01:30:03.000 --> 01:30:06.000]   And you can define your strengths in multiple layers.
[01:30:06.000 --> 01:30:09.000]   Some people would define their strengths in production quality.
[01:30:09.000 --> 01:30:20.000]   For example, you'll find in podcasting, let's talk about podcasting, right, you find these awesome NPR style podcasts that are just stunning.
[01:30:20.000 --> 01:30:26.000]   They're so fascinating and they're so well produced and everything is just right.
[01:30:26.000 --> 01:30:31.000]   Those have a significant audience because their strength is their production quality.
[01:30:31.000 --> 01:30:35.000]   Well, I don't listen to any of them because I'm not interested in the content.
[01:30:35.000 --> 01:30:41.000]   So what I try to lean into is my strength is content, try to come up with interesting ideas and diversity of thought.
[01:30:41.000 --> 01:30:45.000]   And that's always what I've tried to lean into, and my audience appreciates that.
[01:30:45.000 --> 01:30:52.000]   And so if you're like me where you say I'm going to come up with interesting ideas and interesting content, then that's a strength.
[01:30:52.000 --> 01:30:56.000]   Other people's strengths, many areas, but I think you lean into your strengths.
[01:30:56.000 --> 01:30:59.000]   And then you lean into your strengths in areas of production.
[01:30:59.000 --> 01:31:05.000]   There are a lot of people who can pull out a cell phone today and create six-minute videos or 16-minute videos,
[01:31:05.000 --> 01:31:09.000]   but there aren't so many people who can create awesome 15-second TikTok videos.
[01:31:09.000 --> 01:31:20.000]   And so the people who have that skill of creating a 15-second TikTok video, that's the right platform for them, whereas another platform is ideal for other people.
[01:31:20.000 --> 01:31:23.000]   I think there's an art to these different component, to these different things.
[01:31:23.000 --> 01:31:28.000]   And some people work really well with 15 seconds, some people work really well with three minutes, some people work well with three hours.
[01:31:28.000 --> 01:31:30.000]   And so I think you lean into your strengths.
[01:31:30.000 --> 01:31:38.000]   If you find skill in writing, there's always a place for higher quality writing that takes good ideas and higher quality writing.
[01:31:38.000 --> 01:31:41.000]   Sometimes it's more encompassing, sometimes it's smaller.
[01:31:41.000 --> 01:31:47.000]   For example, I'm amazed I follow a number of financial advisors who do Twitter really, really well.
[01:31:47.000 --> 01:31:55.000]   They're very, very good on Twitter, and their secret is they take these things that you being a financial advisor or me, we've studied,
[01:31:55.000 --> 01:32:03.000]   but they're able to break it down to a very attractive eight or 12 or 20 tweet thread, and they thrive in Twitter.
[01:32:03.000 --> 01:32:07.000]   And they have massive followings, even though they never write on their blog.
[01:32:07.000 --> 01:32:15.000]   And so I think that's going to be the trend of the future is people leaning into their strengths, but the strengths are being defined by the platform.
[01:32:15.000 --> 01:32:20.000]   I have a hard time believing that anybody today can do well on all platforms.
[01:32:20.000 --> 01:32:27.000]   I think that you try to figure out where does your platform work the best or where does your type of content work the best,
[01:32:27.000 --> 01:32:31.000]   and then lean into the platform that's appropriate for that as a starting point.
[01:32:31.000 --> 01:32:33.000]   The second area I think is niching down.
[01:32:33.000 --> 01:32:44.000]   Nitching down into specific demographics is never bad, and it solves a lot of the tensions.
[01:32:44.000 --> 01:32:57.000]   And so the people who niche themselves down into these tiny subgroups are often the people who will be able to find the audience that resonates with them the most easily.
[01:32:57.000 --> 01:33:02.000]   For example, I started the show by giving an apology for my content.
[01:33:02.000 --> 01:33:07.000]   Well, that's only necessary because I don't niche down into this really hardcore area.
[01:33:07.000 --> 01:33:21.000]   If I were creating Christian personal finance exclusively for Christians and I took that tone with everything that I did and I incessantly banged on my Bible and I incessantly spoke with Christianese,
[01:33:21.000 --> 01:33:29.000]   well, I would never do the interview that I did and mix over because this is Christianese central.
[01:33:29.000 --> 01:33:35.000]   On the other hand, I don't speak with a lot of Christianese, and although I bang on my Bible occasionally, it's not a daily feature.
[01:33:35.000 --> 01:33:38.000]   And so I go to places that some other people wouldn't go.
[01:33:38.000 --> 01:33:47.000]   But a guy who just never does what I do and doesn't come from the worldview that I have would have no problem at all with the interview that I had.
[01:33:47.000 --> 01:33:55.000]   And so the tension that comes that even came in the apology that I started the show with comes from trying to be too broad.
[01:33:55.000 --> 01:34:03.000]   And I do that because it keeps my interest and I feel like somebody should do it, but I don't think it's necessarily the most successful strategy.
[01:34:03.000 --> 01:34:06.000]   I think the next successful strategy is to niche down.
[01:34:06.000 --> 01:34:20.000]   And so I think that those are the two trends, is that there's going to be – in the future, there's going to be a financial advisor for single dads who are executives,
[01:34:20.000 --> 01:34:35.000]   who travel between Toronto and New York City on a weekly basis, and who – just like that level of granularity is the future because then you can talk about things that are specifically appropriate to that.
[01:34:35.000 --> 01:34:37.000]   And I think that's where the power is.
[01:34:37.000 --> 01:34:39.000]   And that's where I think where the power has always been.
[01:34:39.000 --> 01:34:44.000]   I was fascinated years ago by a life insurance agent who was incredibly successful.
[01:34:44.000 --> 01:34:51.000]   But the only clients that life insurance agent worked with was NASCAR drivers.
[01:34:51.000 --> 01:34:52.000]   That was it.
[01:34:52.000 --> 01:34:55.000]   The only families he worked with were NASCAR drivers.
[01:34:55.000 --> 01:34:59.000]   And he understood NASCAR drivers like nothing else, but that was his specialty.
[01:34:59.000 --> 01:35:06.000]   I read another profile of a financial advisor that exclusively worked with professional bass fishermen, and that was his market.
[01:35:06.000 --> 01:35:09.000]   And I believe that that's always been the key.
[01:35:09.000 --> 01:35:15.000]   It's just I never knew how to transition over, but in the age of the internet, I think it's easier to do than ever before.
[01:35:15.000 --> 01:35:25.000]   And so even little things like that, the guy that I remember who was the financial advisor for bass fishermen and fisherwomen, he would go to every tournament.
[01:35:25.000 --> 01:35:26.000]   Everybody knew him.
[01:35:26.000 --> 01:35:32.000]   He was involved with everybody, and that was his thing, and it worked for him and was very profitable.
[01:35:32.000 --> 01:35:37.000]   And so I think those are the two trends at least of the next couple of years.
[01:35:37.000 --> 01:35:49.000]   A flight to quality, but quality is defined by maximizing the medium of communication that you're choosing to maximize along the specific definition of quality that you have.
[01:35:49.000 --> 01:35:54.000]   And then number two is niching down into smaller and smaller niches.
[01:35:54.000 --> 01:35:55.000]   That's my answer.
[01:35:55.000 --> 01:35:59.000]   >> Super helpful and super encouraging.
[01:35:59.000 --> 01:36:03.000]   I think now that the show's launched, it's probably time to schedule another call with you.
[01:36:03.000 --> 01:36:12.000]   I think this is the direction that I'm headed, and the advisor you're talking about is Jared Reynolds, who was recently on Michael Kitsis.
[01:36:12.000 --> 01:36:13.000]   So great.
[01:36:13.000 --> 01:36:14.000]   Great.
[01:36:14.000 --> 01:36:15.000]   That's a good one.
[01:36:15.000 --> 01:36:16.000]   All right.
[01:36:16.000 --> 01:36:17.000]   Thanks so much for taking my call.
[01:36:17.000 --> 01:36:18.000]   I hope you have a wonderful afternoon, Joshua.
[01:36:18.000 --> 01:36:19.000]   >> My pleasure, Matt.
[01:36:19.000 --> 01:36:20.000]   All right.
[01:36:20.000 --> 01:36:21.000]   Two callers left.
[01:36:21.000 --> 01:36:22.000]   We'll go to Lucas in New Jersey.
[01:36:22.000 --> 01:36:23.000]   Lucas, welcome to the show.
[01:36:23.000 --> 01:36:24.000]   How can I serve you today, sir?
[01:36:24.000 --> 01:36:25.000]   >> Hey, Joshua.
[01:36:25.000 --> 01:36:26.000]   How's it going?
[01:36:26.000 --> 01:36:27.000]   >> Well, sir.
[01:36:27.000 --> 01:36:28.000]   >> Very good.
[01:36:28.000 --> 01:36:30.000]   I don't want to take up too much time.
[01:36:30.000 --> 01:36:43.000]   So in good news, my parents sold their house, which is a real blessing because it's basically where they held all of their assets, and it functionally has to start up their retirement plan.
[01:36:43.000 --> 01:36:49.000]   They've sold the house now and are looking for kind of where to start with what to do with the money.
[01:36:49.000 --> 01:36:57.000]   My recommendation is that they -- well, at least my initial recommendation was that they plunk it down into a money market account.
[01:36:57.000 --> 01:37:01.000]   While they're figuring out what they want to do, they're going to pay off some debt.
[01:37:01.000 --> 01:37:03.000]   They'll pay off the rest of the mortgage.
[01:37:03.000 --> 01:37:11.000]   I'm sure they want to put some money down on a new property and use the remainder as a nest egg for, you know, an eventual retirement saving.
[01:37:11.000 --> 01:37:26.000]   And I just want to say, given the current market conditions, what you think about that plan, if there's anything to know about what they should be doing, given that they're both in their mid to late 60s, and this is pretty much everything they've got.
[01:37:26.000 --> 01:37:28.000]   >> How much money?
[01:37:28.000 --> 01:37:40.000]   >> After paying off the mortgage and some debts that they have, they'll probably come out with about $130K.
[01:37:40.000 --> 01:37:47.000]   >> But they live in a house that they're paying off, and this was a rental property they sold, or they've sold their primary residence and now they don't own a house?
[01:37:47.000 --> 01:37:51.000]   >> Sold primary residence, do not own a house.
[01:37:51.000 --> 01:38:04.000]   The proceeds from this sale would probably -- part of it would have to go toward buying a new home in a smaller home, less costly, in a lower cost of living area.
[01:38:04.000 --> 01:38:07.000]   >> Are they receiving Social Security income?
[01:38:07.000 --> 01:38:10.000]   >> One of them is, the other will be in the next year or two.
[01:38:10.000 --> 01:38:16.000]   >> And about how much when they get the two Social Security incomes, do you have any ideas on how much that will be?
[01:38:16.000 --> 01:38:23.000]   >> Combined, I wouldn't guess it would be more than $25,000 to $30,000 pre-tax.
[01:38:23.000 --> 01:38:29.000]   >> Okay. Do they have an idea on where they'd like to live? Do they want to stay in New Jersey? Do they want to move to Florida? What are they thinking?
[01:38:29.000 --> 01:38:38.000]   >> Definitely going southeast, you know, for family reasons as well as lower cost of living, nicer climate.
[01:38:38.000 --> 01:38:48.000]   >> Well, it's -- do they have designs or ambitions to continue working and earning an income?
[01:38:48.000 --> 01:38:59.000]   >> Yes. Yes. In fact, I'm likely going to be starting up a small business with my mom and my dad will continue in his self-employment.
[01:38:59.000 --> 01:39:07.000]   He's an artist, so he has a lot of flexibility to continue that as long as -- in as much as he's able with his health.
[01:39:07.000 --> 01:39:18.000]   >> Right. So I like that. That makes a big difference if the person is -- if people of their age are willing and open to working.
[01:39:18.000 --> 01:39:31.000]   Where I would begin, if I were talking with them, is I would begin by trying to get them to sketch out a lifestyle and an employment plan and/or business plan that they're really excited about.
[01:39:31.000 --> 01:39:39.000]   I'm not opposed. If somebody wants to retire, fine. Obviously, I work with that. I just don't see the point, generally speaking.
[01:39:39.000 --> 01:39:44.000]   And I think that retirement is going to lead, for most people, to an early death.
[01:39:44.000 --> 01:39:53.000]   There are some people who really love retirement if they have a really active thing planned, right?
[01:39:53.000 --> 01:40:00.000]   Some people say, "I've been planning to retire because we're going to go and travel around Europe for four years," or, "We're going to travel full-time."
[01:40:00.000 --> 01:40:05.000]   There are people who do that. And then the constraints of that are fairly simple, right?
[01:40:05.000 --> 01:40:22.000]   If they came to me and they said, "We're going to retire and we're going to travel around the world full-time for the next 10 years," then we would -- I would say, probably put the $130,000 in the bank, maybe invest it, but probably just keep it as a cushion at some point.
[01:40:22.000 --> 01:40:32.000]   And then they just simply live on their $25,000 to $30,000 income while traveling, and they adjust their travel budget to match their income. Problem solved.
[01:40:32.000 --> 01:40:45.000]   Where I think other people are very keen about, "I want to retire so that I can do this other thing," well, in that situation, then usually it's clear enough that it presents itself.
[01:40:45.000 --> 01:40:55.000]   The people who I think go wrong in retirement are those who retire because they reach a certain age, and then they just kind of say, "Well, I don't know what else to do, so I'll just sit and retire."
[01:40:55.000 --> 01:40:59.000]   And there's not a lot of satisfaction in that, I think, for most people.
[01:40:59.000 --> 01:41:18.000]   So from a financial perspective, there's a night and day difference in this financial plan if they say, "We've got $130,000 in the bank and $25,000 of income," versus, "We've got $130,000 in the bank and $25,000 of guaranteed income, and we're excited about some of the possibilities of the things that we can create over the next 20 years."
[01:41:18.000 --> 01:41:21.000]   That's just a world of difference between those.
[01:41:21.000 --> 01:41:31.000]   And so I can very easily, depending on somebody's excitement level, I can very easily see many different kinds of financial plans that can work really effectively.
[01:41:31.000 --> 01:41:38.000]   So the couple who says, "All right, we're going to hang it up. We're 67 years old or 65 years old. Time to hang it up. Move to Florida."
[01:41:38.000 --> 01:41:47.000]   Well, they go to the villages, they pay cash for a little $50,000 house in the villages, buy a golf cart, and then they've just got to figure out how to live on $25,000 a year.
[01:41:47.000 --> 01:41:50.000]   And there's lots of people that are doing that. It can be done.
[01:41:50.000 --> 01:41:54.000]   And there's not going to be any major plan to it.
[01:41:54.000 --> 01:42:03.000]   They're just going to buy something really inexpensive where they can afford the lot rent out of their income, and they're going to live frugally and have fun playing with their friends.
[01:42:03.000 --> 01:42:16.000]   On the other hand, if somebody says, "I'm 65 years old, and I'm an artist, and I'm doing this thing. I'm starting this small business," maybe the $130,000 is just a down payment on a beautiful lake house that they're going to support with their income.
[01:42:16.000 --> 01:42:23.000]   There are many options, but it's all going to be driven by what do they see themselves doing with their day-to-day activities.
[01:42:23.000 --> 01:42:29.000]   I believe that work is one of the most important ways that we contribute to the world.
[01:42:29.000 --> 01:42:52.000]   And so if they can find and start with a lifestyle of work, of something that they would be excited about, something that fits their skill sets, something where they can see themselves growing and build a plan where their work life provides them with adequate flexibility, where they can have fun when they want to, they can do work that's meaningful to them, I believe that's the best solution to start with.
[01:42:52.000 --> 01:43:06.000]   And so to begin with, I would want the money to go in the bank, I would want no major decisions, and I would try to say, "What is the lifestyle that you would be really excited about living?"
[01:43:06.000 --> 01:43:26.000]   Where I think that maybe you can do this, you might need to bring in someone else, happy to talk to them if you want a private conversation another time or something for me, but what somebody needs to do is dig into their dreams and find out what their list looks like and what they want to do.
[01:43:26.000 --> 01:43:38.000]   And then once that's all out on the table, you can design the financial plan to fit that, and that I think is really, that is my ultimate solution.
[01:43:38.000 --> 01:43:46.000]   And depending on what those dreams are, that will naturally drive the use of the money.
[01:43:46.000 --> 01:43:57.000]   There are tons of couples in their 60s who live full-time in an RV, they do work camping five months of the year to cut their expenses a little bit, and they travel full-time.
[01:43:57.000 --> 01:44:08.000]   Well, in that situation, $130,000, you'd spend $60,000 to $80,000 on an RV for them to live in full-time, they'd be debt-free, they'd have $25,000 to $30,000 of income coming in.
[01:44:08.000 --> 01:44:12.000]   The answer is obvious once you know what someone is to do.
[01:44:12.000 --> 01:44:18.000]   That's different, maybe they want to move to Florida, they rent a little place, they buy a rental house with $130,000.
[01:44:18.000 --> 01:44:33.000]   So that's where my brain goes, I want to get them clear on their work plans, on their lifestyle plans, how much money they think they could earn, and then once that's all really clear, then I think the financial situation will be more obvious.
[01:44:33.000 --> 01:44:50.000]   Okay, thanks. Yeah, there's a lot going on in transition, and yeah, the idea of just parking it in the bank, not making any big decisions right now is probably the one that I needed to hear the most at the moment, but I appreciate the perspective for sure.
[01:44:50.000 --> 01:45:09.000]   It's one of the biggest changes that I have made in my thinking is I used to feel this pressure to do stuff with money, and the older I get, the more I listen to people and the more experience I have personally, the more convinced I am that just sitting and waiting is often a really brilliant thing to do.
[01:45:09.000 --> 01:45:22.000]   And it's very rare that you'll just miss out on an opportunity that was a once in a lifetime opportunity. Are they out there? They are. But that's really rare compared to the peace that comes from just taking time.
[01:45:22.000 --> 01:45:32.000]   And from your parents with their social security income, I would guess that they probably haven't had $130,000 in the bank, maybe ever, if not in a long time.
[01:45:32.000 --> 01:45:41.000]   And so putting the money in the bank and just letting it sit there and just giving it some time to season can help to buy somebody some freedom and some new thinking.
[01:45:41.000 --> 01:45:47.000]   And a lot of this stuff takes time. It takes time for somebody to transition from one thing to another.
[01:45:47.000 --> 01:45:57.000]   When somebody moves out of a house that they lived in for 30 years and they raised their children in this house and now they're thinking about something else, sometimes it takes a little bit of moving to figure out where they're content.
[01:45:57.000 --> 01:46:04.000]   And so I say, "Hey, rent a little apartment. Try that out. Maybe the apartment didn't work out. Rent a little house. Let's just see, is Florida the right fit?"
[01:46:04.000 --> 01:46:12.000]   And having money at your back allows all those solutions to happen and for you to try those different things in a non-hurried way.
[01:46:12.000 --> 01:46:22.000]   And there's almost never a need to rush into anything. There's always good investments. There's always things available to you. And there's almost never a need to rush.
[01:46:22.000 --> 01:46:37.000]   So yeah, I would move slow and I would encourage them, "Put the money in the bank. Let's give it a little time. Try some different things. Try the artist work. Try working with you and your business. Is there another job that they would want to do?"
[01:46:37.000 --> 01:46:47.000]   Because out of that, the needs may become more obvious. There are artists who travel the country in an RV with a little trailer selling their art at shows.
[01:46:47.000 --> 01:46:54.000]   Well, you need money to buy that infrastructure if that's what they wanted to do. There are artists who live in a little house in the middle of the country.
[01:46:54.000 --> 01:47:02.000]   Well, then if that's what they want to do, then it'll emerge in time. So yeah, slow down. Have them put the money in the bank. Spend a lot of time talking and dreaming.
[01:47:02.000 --> 01:47:20.000]   My closing encouragement though is don't get them to not buy into the idea that their life is over, but rather have them build a plan for the second half of their life that involves growth, that involves fun, that involves work, that involves contribution, that involves service.
[01:47:20.000 --> 01:47:31.000]   And then if they can dream that kind of lifestyle that they would really love to live, the specific financial needs will become fairly obvious.
[01:47:31.000 --> 01:47:34.000]   Awesome, man. I really appreciate it. Thank you.
[01:47:34.000 --> 01:47:39.000]   My pleasure. Thank you for calling in. All right, we go back to Peter. Let's see, Peter, are you with us this time?
[01:47:39.000 --> 01:47:41.000]   Hey, Joshua. Yeah, sorry about that.
[01:47:41.000 --> 01:47:44.000]   No problem. I'm glad you're here this time.
[01:47:44.000 --> 01:47:47.000]   Thank you. You're a marathoner. I appreciate it.
[01:47:47.000 --> 01:47:51.000]   As long as my voice holds out, we'll do it. How can I serve you today?
[01:47:51.000 --> 01:48:03.000]   Yep. Well, and I appreciate your mea culpa at the beginning of the show. I just want you to know I was not offended by the content and I thought it was a pretty interesting episode. So I'm glad I heard it before.
[01:48:03.000 --> 01:48:06.000]   Before it disappeared into the lost interwebs.
[01:48:06.000 --> 01:48:09.000]   Yep. I saw it when it happened.
[01:48:09.000 --> 01:48:18.000]   I have wondered if I should just, you know, I have thought, you know, especially when you do something like this, it like makes it bigger than a deal.
[01:48:18.000 --> 01:48:26.000]   I wondered if I should just keep it out there, but add a little, you know, add a little intro or something to it, but keep it available. So I don't know. It's so hard to figure out.
[01:48:26.000 --> 01:48:28.000]   Go ahead.
[01:48:28.000 --> 01:48:32.000]   Yeah. Disclaimer, you know, disclaimer for sensitive audiences or something.
[01:48:32.000 --> 01:48:33.000]   Yeah.
[01:48:33.000 --> 01:48:34.000]   But, you know.
[01:48:34.000 --> 01:48:35.000]   Who knows.
[01:48:35.000 --> 01:48:36.000]   What are you going to do?
[01:48:36.000 --> 01:48:37.000]   All right. Go ahead, sir.
[01:48:37.000 --> 01:48:55.000]   Yeah. Two quick ones. These dovetail on something you talked about earlier. We're getting a house. I've never done this before. And two real quick ones. After we closed, does it make sense to put it in a trust? And number two, any tips or pointers on home security systems?
[01:48:55.000 --> 01:49:02.000]   What, why would you want to put it in a trust?
[01:49:02.000 --> 01:49:15.000]   The main reason would be that my, I've got relatives who have done this because they thought it would make everyone's life easier if they died unexpectedly.
[01:49:15.000 --> 01:49:21.000]   And do you think that would fit your situation?
[01:49:21.000 --> 01:49:39.000]   I don't like to bother people with things I could have handled on my own in general. So I think that's the primary driver. However, if it's not a colossal imposition to anybody, if it weren't in a trust, then, you know, I'm happy to let things ride.
[01:49:39.000 --> 01:49:51.000]   I just, it was one of those things I just heard some people talk about and I was more curious how beneficial it really is or how much of a pain it is if you die and it's not in a trust.
[01:49:51.000 --> 01:50:05.000]   Right, right. Well, so I'll try to make it simple. It is, there are a lot of factors as with anything with finances. The first thing to do is just imagine that, you know, you bought the house and then next week you're dead.
[01:50:05.000 --> 01:50:12.000]   What would happen? I'll just ask you. So you buy the house and next week you're dead. What happens to the house in that situation?
[01:50:12.000 --> 01:50:13.000]   My wife gets it.
[01:50:13.000 --> 01:50:19.000]   Okay. And then do you and your wife have children if you and your wife die together next week?
[01:50:19.000 --> 01:50:21.000]   We have no children.
[01:50:21.000 --> 01:50:27.000]   Okay. And who would you want to inherit the house in your estate plan?
[01:50:27.000 --> 01:50:42.000]   We would probably have a chat between, they're both our nephews and nieces, but her nephew and my two nephews and niece would be the people that they would potentially be divided between.
[01:50:42.000 --> 01:50:58.000]   Okay. So by way of background, when you use the term trust, what you are probably referring to is a simple living trust, which is I'm going to create the Peter trust, right, the Peter New York trust, and that Peter New York trust is going to hold my assets.
[01:50:58.000 --> 01:51:06.000]   And then the idea behind this is when Peter dies, then Peter's trust continues on and a new trustee is appointed.
[01:51:06.000 --> 01:51:20.000]   So the basic reason why that's usually done is so that the person who owns the assets can make sure that those assets, everything flows according to their wishes and so that they can maintain privacy around their affairs.
[01:51:20.000 --> 01:51:27.000]   The biggest benefit of that kind of trust when you die is privacy. So if you die today, do you and your wife have wills?
[01:51:27.000 --> 01:51:28.000]   Yes, we do.
[01:51:28.000 --> 01:51:41.000]   Okay. So if you die today and your house is in your will, naturally you would leave your house to your wife. Your wife, if she dies, would leave her interest in the house to you. You probably own the house. Does New York allow tenancy by the entireties?
[01:51:41.000 --> 01:51:43.000]   No, they don't allow it.
[01:51:43.000 --> 01:51:55.000]   Okay. So then you would own a joint tenancy with rights of survivorship. And so you die and she inherits your 50%. She dies, you inherit her 50%. That's really simple, right? There's no problem there.
[01:51:55.000 --> 01:52:04.000]   Then the second thing comes down to, well, what if you both die? Well, you could put it into a trust and then it would pass on and that would keep privacy for you.
[01:52:04.000 --> 01:52:14.000]   So many people, what they don't like is that if you don't have it in a trust and you just have it according to your will, so you leave the house to your wife, of course, by its joint ownership, if it's jointly owned.
[01:52:14.000 --> 01:52:31.000]   If not, you know, and you both, you and your wife die, then you leave the house by will to your nephews and nieces. Well, in that situation, your house and its value would be submitted to the New York probate court and it would become a matter of public record what you own and how much it's worth.
[01:52:31.000 --> 01:52:38.000]   For many people, no big deal, right? Everyone knows I live in this house. It's worth $400,000. Not a big deal that the court is there.
[01:52:38.000 --> 01:52:47.000]   And then you can just simply direct in your will, your guardian, to sell the house and then to distribute the proceeds to your, whoever you want, your nephews and nieces.
[01:52:47.000 --> 01:52:55.000]   There's no reason why that can't happen with a will. And in your situation with not having children, I don't see any reason why you shouldn't just do it that way.
[01:52:55.000 --> 01:52:58.000]   I don't think you need to run out and get a living trust just because you can.
[01:52:58.000 --> 01:53:09.000]   Now, the situations where trust becomes more important is, for example, if you did need that privacy around your affairs if you died.
[01:53:09.000 --> 01:53:22.000]   Another example would be if you did need – let's say you have three children and one of your children is a deadbeat and can't look after himself, but your other two children are super successful.
[01:53:22.000 --> 01:53:29.000]   And you want to establish and say, "I want to provide for this for the super successful ones, but I want to cut out the deadbeat."
[01:53:29.000 --> 01:53:35.000]   Or, "I want to provide the house for the deadbeat, and I want the super successful children to take care of the house," et cetera.
[01:53:35.000 --> 01:53:37.000]   Well, then you definitely need a trust.
[01:53:37.000 --> 01:53:48.000]   But from what you're describing, just for the house, I don't see any reason why you shouldn't just own it and then leave it in your will and direct your guardian to sell the house and distribute the proceeds to your beneficiaries.
[01:53:48.000 --> 01:54:00.000]   The wrinkle would come – what you don't want to do is you don't want to leave the house to the beneficiaries split eight ways and say, "Okay, well, each of you can come to the house for a month and a half."
[01:54:00.000 --> 01:54:08.000]   That's not a good plan, and that's where the trust comes into play for people who have multiple beneficiaries like that that they need to protect.
[01:54:08.000 --> 01:54:12.000]   Got it.
[01:54:12.000 --> 01:54:15.000]   Go ahead. You had a second question, and I forgot what it was that you asked.
[01:54:15.000 --> 01:54:22.000]   Home security systems, of the ones that are out there, do you have any particular expertise, knowledge, or thoughts about any of them?
[01:54:22.000 --> 01:54:34.000]   With regard to the specific security system, I think that's less important than many of the other factors that don't involve security system.
[01:54:34.000 --> 01:54:39.000]   So a security system is just one piece of an overall security plan.
[01:54:39.000 --> 01:54:51.000]   So when you think about home security, what you want to think about is a layered approach, and basically your goal is to first, of course, make sure there's no specific threats to you.
[01:54:51.000 --> 01:55:00.000]   They don't make murder movies about people, just general random acts of violence or random acts of theft.
[01:55:00.000 --> 01:55:05.000]   They make murder movies about somebody who flipped somebody off in traffic, and now the guy follows him home.
[01:55:05.000 --> 01:55:21.000]   So you avoid those kinds of risks, and then you think in terms of layers, and your basic goal with security system of your house is to make your house look tougher than your neighbor's houses and less attractive than your neighbor's houses.
[01:55:21.000 --> 01:55:24.000]   And so everything goes in layers.
[01:55:24.000 --> 01:55:30.000]   That's the overall way to build a security system, and so I talk about it.
[01:55:30.000 --> 01:55:50.000]   You want to live in a safe town, in a safe state, in a safe town, in a gated community, in a house with a fence around it, then with good external protection, and the security system just goes all the way through.
[01:55:50.000 --> 01:55:52.000]   So that's the overall view of it.
[01:55:52.000 --> 01:56:12.000]   And so if you study just the basic security techniques, you'll have a lot more success with hardening your home, making sure that doors and windows are locked, making sure that appropriate protection is there, that your garage door is reinforced.
