
[00:00:00.040 --> 00:00:09.520]   err
[00:57:14.560 --> 00:57:14.560]   I'm not going to go into too much detail about this.
[00:57:14.560 --> 00:57:44.580]   I'm not going to go into too much detail about this.
[00:57:44.580 --> 00:57:44.580]   I'm not going to go into too much detail about this.
[00:57:44.580 --> 00:57:44.580]   I'm not going to go into too much detail about this.
[00:57:44.580 --> 00:57:44.580]   I'm not going to go into too much detail about this.
[00:57:44.580 --> 00:57:44.580]   I'm not going to go into too much detail about this.
[00:57:44.580 --> 00:57:44.580]   I'm not going to go into too much detail about this.
[00:57:44.580 --> 00:57:44.580]   I'm not going to go into too much detail about this.
[00:57:44.600 --> 00:58:14.600]   I'm not going to go into too much detail about this.
[00:58:14.600 --> 00:58:14.600]   I'm not going to go into too much detail about this.
[00:58:14.600 --> 00:58:14.600]   I'm not going to go into too much detail about this.
[00:58:14.600 --> 00:58:14.600]   I'm not going to go into too much detail about this.
[00:58:14.600 --> 00:58:14.600]   I'm not going to go into too much detail about this.
[00:58:14.600 --> 00:58:14.600]   I'm not going to go into too much detail about this.
[00:58:14.600 --> 00:58:14.600]   I'm not going to go into too much detail about this.
[00:58:14.600 --> 00:58:14.600]   I'm not going to go into too much detail about this.
[00:58:14.600 --> 00:58:14.600]   I'm not going to go into too much detail about this.
[00:58:14.600 --> 00:58:14.600]   I'm not going to go into too much detail about this.
[00:58:14.600 --> 00:58:14.600]   I'm not going to go into too much detail about this.
[00:58:14.600 --> 00:58:14.600]   I'm not going to go into too much detail about this.
[00:58:14.600 --> 00:58:14.600]   I'm not going to go into too much detail about this.
[00:58:14.600 --> 00:58:14.600]   I'm not going to go into too much detail about this.
[00:58:14.600 --> 00:58:44.620]   I'm not going to go into too much detail about this.
[00:58:44.620 --> 00:58:44.620]   I'm not going to go into too much detail about this.
[00:58:44.620 --> 00:58:44.620]   I'm not going to go into too much detail about this.
[00:58:44.620 --> 00:58:44.620]   I'm not going to go into too much detail about this.
[00:58:44.620 --> 00:58:44.620]   I'm not going to go into too much detail about this.
[00:58:44.620 --> 00:58:44.620]   I'm not going to go into too much detail about this.
[00:58:44.620 --> 00:58:44.620]   I'm not going to go into too much detail about this.
[00:58:44.620 --> 00:58:44.620]   I'm not going to go into too much detail about this.
[00:58:44.620 --> 00:58:44.620]   I'm not going to go into too much detail about this.
[00:58:44.640 --> 00:59:14.640]   I'm not going to go into too much detail about this.
[00:59:14.640 --> 00:59:14.640]   I'm not going to go into too much detail about this.
[00:59:14.640 --> 00:59:14.640]   I'm not going to go into too much detail about this.
[00:59:14.640 --> 00:59:14.640]   I'm not going to go into too much detail about this.
[00:59:14.640 --> 00:59:14.640]   I'm not going to go into too much detail about this.
[00:59:14.640 --> 00:59:14.640]   I'm not going to go into too much detail about this.
[00:59:14.640 --> 00:59:14.640]   I'm not going to go into too much detail about this.
[00:59:14.640 --> 00:59:14.640]   I'm not going to go into too much detail about this.
[00:59:14.640 --> 00:59:14.640]   I'm not going to go into too much detail about this.
[00:59:14.640 --> 00:59:14.640]   I'm not going to go into too much detail about this.
[00:59:14.640 --> 00:59:14.640]   I'm not going to go into too much detail about this.
[00:59:14.640 --> 00:59:14.640]   I'm not going to go into too much detail about this.
[00:59:14.640 --> 00:59:14.640]   I'm not going to go into too much detail about this.
[00:59:14.640 --> 00:59:14.640]   I'm not going to go into too much detail about this.
[00:59:14.640 --> 00:59:44.660]   I'm not going to go into too much detail about this.
[00:59:44.660 --> 00:59:44.660]   I'm not going to go into too much detail about this.
[00:59:44.660 --> 00:59:44.660]   I'm not going to go into too much detail about this.
[00:59:44.660 --> 00:59:44.660]   I'm not going to go into too much detail about this.
[00:59:44.660 --> 00:59:44.660]   I'm not going to go into too much detail about this.
[00:59:44.660 --> 00:59:44.660]   I'm not going to go into too much detail about this.
[00:59:44.660 --> 00:59:44.660]   I'm not going to go into too much detail about this.
[00:59:44.660 --> 00:59:44.660]   I'm not going to go into too much detail about this.
[00:59:44.660 --> 00:59:44.660]   I'm not going to go into too much detail about this.
[00:59:44.680 --> 01:00:14.680]   I'm not going to go into too much detail about this.
[01:00:14.680 --> 01:00:14.680]   I'm not going to go into too much detail about this.
[01:00:14.680 --> 01:00:14.680]   I'm not going to go into too much detail about this.
[01:00:14.680 --> 01:00:14.680]   I'm not going to go into too much detail about this.
[01:00:14.680 --> 01:00:14.680]   I'm not going to go into too much detail about this.
[01:00:14.680 --> 01:00:14.680]   I'm not going to go into too much detail about this.
[01:00:14.680 --> 01:00:14.680]   I'm not going to go into too much detail about this.
[01:00:14.680 --> 01:00:14.680]   I'm not going to go into too much detail about this.
[01:00:14.680 --> 01:00:14.680]   I'm not going to go into too much detail about this.
[01:00:14.680 --> 01:00:14.680]   I'm not going to go into too much detail about this.
[01:00:14.680 --> 01:00:14.680]   I'm not going to go into too much detail about this.
[01:00:14.680 --> 01:00:14.680]   I'm not going to go into too much detail about this.
[01:00:14.680 --> 01:00:14.680]   I'm not going to go into too much detail about this.
[01:00:14.680 --> 01:00:14.680]   I'm not going to go into too much detail about this.
[01:00:14.680 --> 01:00:44.700]   I'm not going to go into too much detail about this.
[01:00:44.700 --> 01:00:44.700]   I'm not going to go into too much detail about this.
[01:00:44.700 --> 01:00:44.700]   I'm not going to go into too much detail about this.
[01:00:44.700 --> 01:00:44.700]   I'm not going to go into too much detail about this.
[01:00:44.700 --> 01:00:44.700]   I'm not going to go into too much detail about this.
[01:00:44.700 --> 01:00:44.700]   I'm not going to go into too much detail about this.
[01:00:44.720 --> 01:01:14.720]   I'm not going to go into too much detail about this.
[01:01:14.720 --> 01:01:14.720]   I'm not going to go into too much detail about this.
[01:01:14.720 --> 01:01:14.720]   I'm not going to go into too much detail about this.
[01:01:14.720 --> 01:01:14.720]   I'm not going to go into too much detail about this.
[01:01:14.720 --> 01:01:14.720]   I'm not going to go into too much detail about this.
[01:01:14.720 --> 01:01:14.720]   I'm not going to go into too much detail about this.
[01:01:14.720 --> 01:01:14.720]   I'm not going to go into too much detail about this.
[01:01:14.720 --> 01:01:14.720]   I'm not going to go into too much detail about this.
[01:01:14.720 --> 01:01:14.720]   I'm not going to go into too much detail about this.
[01:01:14.720 --> 01:01:14.720]   I'm not going to go into too much detail about this.
[01:01:14.720 --> 01:01:14.720]   I'm not going to go into too much detail about this.
[01:01:14.720 --> 01:01:14.720]   I'm not going to go into too much detail about this.
[01:01:14.720 --> 01:01:14.720]   I'm not going to go into too much detail about this.
[01:01:14.720 --> 01:01:14.720]   I'm not going to go into too much detail about this.
[01:01:14.720 --> 01:01:44.740]   I'm not going to go into too much detail about this.
[01:01:44.740 --> 01:01:44.740]   I'm not going to go into too much detail about this.
[01:01:44.740 --> 01:01:44.740]   I'm not going to go into too much detail about this.
[01:01:44.740 --> 01:01:44.740]   I'm not going to go into too much detail about this.
[01:01:44.740 --> 01:01:44.740]   I'm not going to go into too much detail about this.
[01:01:44.740 --> 01:01:44.740]   I'm not going to go into too much detail about this.
[01:01:44.740 --> 01:01:44.740]   I'm not going to go into too much detail about this.
[01:01:44.740 --> 01:01:44.740]   I'm not going to go into too much detail about this.
[01:01:44.740 --> 01:01:44.740]   I'm not going to go into too much detail about this.
[01:01:44.740 --> 01:01:44.740]   I'm not going to go into too much detail about this.
[01:01:44.760 --> 01:02:14.760]   I'm not going to go into too much detail about this.
[01:02:14.760 --> 01:02:14.760]   I'm not going to go into too much detail about this.
[01:02:14.760 --> 01:02:14.760]   I'm not going to go into too much detail about this.
[01:02:14.760 --> 01:02:14.760]   I'm not going to go into too much detail about this.
[01:02:14.760 --> 01:02:14.760]   I'm not going to go into too much detail about this.
[01:02:14.760 --> 01:02:14.760]   I'm not going to go into too much detail about this.
[01:02:14.760 --> 01:02:14.760]   I'm not going to go into too much detail about this.
[01:02:14.760 --> 01:02:14.760]   I'm not going to go into too much detail about this.
[01:02:14.760 --> 01:02:14.760]   I'm not going to go into too much detail about this.
[01:02:14.760 --> 01:02:14.760]   I'm not going to go into too much detail about this.
[01:02:14.760 --> 01:02:14.760]   I'm not going to go into too much detail about this.
[01:02:14.760 --> 01:02:14.760]   I'm not going to go into too much detail about this.
[01:02:14.760 --> 01:02:14.760]   I'm not going to go into too much detail about this.
[01:02:14.760 --> 01:02:14.760]   I'm not going to go into too much detail about this.
[01:02:14.760 --> 01:02:44.780]   I'm not going to go into too much detail about this.
[01:02:44.780 --> 01:02:44.780]   I'm not going to go into too much detail about this.
[01:02:44.780 --> 01:02:44.780]   I'm not going to go into too much detail about this.
[01:02:44.780 --> 01:02:44.780]   I'm not going to go into too much detail about this.
[01:02:44.780 --> 01:02:44.780]   I'm not going to go into too much detail about this.
[01:02:44.780 --> 01:02:44.780]   I'm not going to go into too much detail about this.
[01:02:44.780 --> 01:02:44.780]   I'm not going to go into too much detail about this.
[01:02:44.780 --> 01:02:44.780]   I'm not going to go into too much detail about this.
[01:02:44.800 --> 01:03:14.800]   I'm not going to go into too much detail about this.
[01:03:14.800 --> 01:03:14.800]   I'm not going to go into too much detail about this.
[01:03:14.800 --> 01:03:14.800]   I'm not going to go into too much detail about this.
[01:03:14.800 --> 01:03:14.800]   I'm not going to go into too much detail about this.
[01:03:14.800 --> 01:03:14.800]   I'm not going to go into too much detail about this.
[01:03:14.800 --> 01:03:14.800]   I'm not going to go into too much detail about this.
[01:03:14.800 --> 01:03:14.800]   I'm not going to go into too much detail about this.
[01:03:14.800 --> 01:03:14.800]   I'm not going to go into too much detail about this.
[01:03:14.800 --> 01:03:14.800]   I'm not going to go into too much detail about this.
[01:03:14.800 --> 01:03:14.800]   I'm not going to go into too much detail about this.
[01:03:14.800 --> 01:03:14.800]   I'm not going to go into too much detail about this.
[01:03:14.800 --> 01:03:14.800]   I'm not going to go into too much detail about this.
[01:03:14.800 --> 01:03:14.800]   I'm not going to go into too much detail about this.
[01:03:14.800 --> 01:03:14.800]   I'm not going to go into too much detail about this.
[01:03:14.800 --> 01:03:44.820]   I'm not going to go into too much detail about this.
[01:03:44.820 --> 01:03:44.820]   I'm not going to go into too much detail about this.
[01:03:44.820 --> 01:03:44.820]   I'm not going to go into too much detail about this.
[01:03:44.820 --> 01:03:44.820]   I'm not going to go into too much detail about this.
[01:03:44.820 --> 01:03:44.820]   I'm not going to go into too much detail about this.
[01:03:44.820 --> 01:03:44.820]   I'm not going to go into too much detail about this.
[01:03:44.820 --> 01:03:44.820]   I'm not going to go into too much detail about this.
[01:03:44.820 --> 01:03:44.820]   I'm not going to go into too much detail about this.
[01:03:44.840 --> 01:04:14.840]   I'm not going to go into too much detail about this.
[01:04:14.840 --> 01:04:14.840]   I'm not going to go into too much detail about this.
[01:04:14.840 --> 01:04:14.840]   I'm not going to go into too much detail about this.
[01:04:14.840 --> 01:04:14.840]   I'm not going to go into too much detail about this.
[01:04:14.840 --> 01:04:14.840]   I'm not going to go into too much detail about this.
[01:04:14.840 --> 01:04:14.840]   I'm not going to go into too much detail about this.
[01:04:14.840 --> 01:04:14.840]   I'm not going to go into too much detail about this.
[01:04:14.840 --> 01:04:14.840]   I'm not going to go into too much detail about this.
[01:04:14.840 --> 01:04:14.840]   I'm not going to go into too much detail about this.
[01:04:14.840 --> 01:04:14.840]   I'm not going to go into too much detail about this.
[01:04:14.840 --> 01:04:14.840]   I'm not going to go into too much detail about this.
[01:04:14.840 --> 01:04:14.840]   I'm not going to go into too much detail about this.
[01:04:14.840 --> 01:04:14.840]   I'm not going to go into too much detail about this.
[01:04:14.840 --> 01:04:14.840]   I'm not going to go into too much detail about this.
[01:04:14.840 --> 01:04:44.860]   I'm not going to go into too much detail about this.
[01:04:44.860 --> 01:04:44.860]   I'm not going to go into too much detail about this.
[01:04:44.860 --> 01:04:44.860]   I'm not going to go into too much detail about this.
[01:04:44.860 --> 01:04:44.860]   I'm not going to go into too much detail about this.
[01:04:44.860 --> 01:04:44.860]   I'm not going to go into too much detail about this.
[01:04:44.860 --> 01:04:44.860]   I'm not going to go into too much detail about this.
[01:04:44.860 --> 01:04:44.860]   I'm not going to go into too much detail about this.
[01:04:44.880 --> 01:05:14.880]   The silverware has to be non-sterling silver.
[01:05:14.880 --> 01:05:14.880]   The silverware has to be non-sterling silver.
[01:05:14.880 --> 01:05:14.880]   The silverware has to be non-sterling silver.
[01:05:14.880 --> 01:05:14.880]   The silverware has to be non-sterling silver.
[01:05:14.880 --> 01:05:14.880]   The silverware has to be non-sterling silver.
[01:05:14.880 --> 01:05:14.880]   Clothing, family portraits, musical instruments, bedroom, living room and dining room furniture, poultry, one cow, household pets, heating and cooling equipment, refrigerator, freezer, stove, washer and dryer, iron and sewing machine. In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500. Maine is also fun. Maine will exempt his personal
[01:05:14.880 --> 01:05:14.880]   main will exempt his personal
[01:05:14.880 --> 01:05:14.880]   and personal personal property as well as a private, private property.
[01:05:14.880 --> 01:05:14.880]   The silverware has to be non-sterling silver.
[01:05:14.880 --> 01:05:14.880]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:05:14.880 --> 01:05:44.900]  , and personal property as well as a private, private, private, private, or any purpose up to $2,500.
[01:05:44.900 --> 01:05:44.900]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:05:44.900 --> 01:05:44.900]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:05:44.900 --> 01:05:44.900]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:05:44.900 --> 01:05:44.900]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:05:44.920 --> 01:06:14.920]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:06:14.920 --> 01:06:14.920]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:06:14.920 --> 01:06:14.920]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:06:14.920 --> 01:06:14.920]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:06:14.920 --> 01:06:14.920]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:06:14.920 --> 01:06:14.920]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:06:14.920 --> 01:06:14.920]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:06:14.920 --> 01:06:14.920]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:06:14.920 --> 01:06:14.920]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:06:14.920 --> 01:06:44.940]   in addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:06:44.940 --> 01:06:44.940]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:06:44.940 --> 01:06:44.940]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:06:44.940 --> 01:06:44.940]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:06:44.940 --> 01:06:44.940]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:06:44.940 --> 01:06:44.940]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:06:44.940 --> 01:06:44.940]   In addition, Louisiana will exempt firearms, arms and ammunition for any purpose up to $2,500.
[01:06:44.960 --> 01:07:14.960]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:07:14.960 --> 01:07:14.960]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:07:14.960 --> 01:07:14.960]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:07:14.960 --> 01:07:14.960]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:07:14.960 --> 01:07:14.960]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:07:14.960 --> 01:07:14.960]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:07:14.960 --> 01:07:14.960]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:07:14.960 --> 01:07:14.960]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:07:14.960 --> 01:07:14.960]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:07:15.000 --> 01:07:44.980]  , and we will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:07:44.980 --> 01:07:44.980]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:07:44.980 --> 01:07:44.980]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:07:44.980 --> 01:07:44.980]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:07:44.980 --> 01:07:44.980]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:07:44.980 --> 01:07:44.980]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:07:44.980 --> 01:07:44.980]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:07:45.000 --> 01:08:15.000]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:08:15.000 --> 01:08:15.000]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:08:15.000 --> 01:08:15.000]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:08:15.000 --> 01:08:15.000]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:08:15.000 --> 01:08:15.000]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:08:15.000 --> 01:08:15.000]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:08:15.000 --> 01:08:15.000]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:08:15.000 --> 01:08:15.000]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:08:15.000 --> 01:08:15.000]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:08:15.000 --> 01:08:45.020]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:08:45.020 --> 01:08:45.020]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:08:45.020 --> 01:08:45.020]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:08:45.020 --> 01:08:45.020]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:08:45.020 --> 01:08:45.020]   We will also be discussing firearms, arms and ammunition for any purpose up to $2,500.
[01:08:45.040 --> 01:09:15.040]   The first thing we will be discussing is the use of firearms, arms and ammunition for any
[01:09:15.040 --> 01:09:15.040]   and any purpose up to $2,500.
[01:09:15.040 --> 01:09:15.040]   The first thing we will be discussing is the use of firearms, arms and ammunition for any
[01:09:15.040 --> 01:09:15.040]   and any purpose up to $2,500.
[01:09:15.040 --> 01:09:15.040]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:09:15.040 --> 01:09:15.040]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:09:15.040 --> 01:09:15.040]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:09:15.040 --> 01:09:15.040]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:09:15.040 --> 01:09:15.040]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:09:15.080 --> 01:09:45.060]  ,
[01:09:45.060 --> 01:09:45.060]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:09:45.060 --> 01:09:45.060]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:09:45.060 --> 01:09:45.060]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:09:45.060 --> 01:09:45.060]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:09:45.060 --> 01:09:45.060]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,000.
[01:09:45.080 --> 01:10:15.080]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:10:15.080 --> 01:10:15.080]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:10:15.080 --> 01:10:15.080]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:10:15.080 --> 01:10:15.080]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:10:15.080 --> 01:10:15.080]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:10:15.080 --> 01:10:15.080]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:10:15.080 --> 01:10:15.080]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:10:15.120 --> 01:10:45.100]  , and the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:10:45.100 --> 01:10:45.100]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:10:45.100 --> 01:10:45.100]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:10:45.100 --> 01:10:45.100]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:10:45.100 --> 01:10:45.100]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:10:45.100 --> 01:10:45.100]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:10:45.120 --> 01:11:15.120]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:11:15.120 --> 01:11:15.120]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:11:15.120 --> 01:11:15.120]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:11:15.120 --> 01:11:15.120]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:11:15.120 --> 01:11:15.120]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:11:15.120 --> 01:11:15.120]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:11:15.120 --> 01:11:15.120]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:11:15.120 --> 01:11:45.140]  , and the second thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:11:45.140 --> 01:11:45.140]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:11:45.140 --> 01:11:45.140]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:11:45.140 --> 01:11:45.140]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:11:45.140 --> 01:11:45.140]   The first thing we will be discussing is the use of firearms, arms and ammunition for any purpose up to $2,500.
[01:11:45.160 --> 01:12:15.160]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:12:15.160 --> 01:12:15.160]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:12:15.160 --> 01:12:15.160]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:12:15.160 --> 01:12:15.160]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:12:15.160 --> 01:12:15.160]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:12:15.160 --> 01:12:15.160]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:12:15.160 --> 01:12:15.160]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:12:15.160 --> 01:12:15.160]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:12:15.160 --> 01:12:15.160]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:12:15.160 --> 01:12:15.160]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:12:15.160 --> 01:12:45.180]  ,
[01:12:45.180 --> 01:12:45.180]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:12:45.180 --> 01:12:45.180]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:12:45.180 --> 01:12:45.180]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:12:45.180 --> 01:12:45.180]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:12:45.180 --> 01:12:45.180]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:12:45.180 --> 01:12:45.180]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:12:45.180 --> 01:12:45.180]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:12:45.200 --> 01:13:15.200]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:15.200 --> 01:13:15.200]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:15.200 --> 01:13:15.200]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:15.200 --> 01:13:15.200]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:15.200 --> 01:13:15.200]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:15.200 --> 01:13:15.200]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:15.200 --> 01:13:15.200]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:15.200 --> 01:13:15.200]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:15.200 --> 01:13:15.200]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:15.200 --> 01:13:15.200]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:15.200 --> 01:13:45.220]   a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:45.220 --> 01:13:45.220]   a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:45.220 --> 01:13:45.220]   a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:45.220 --> 01:13:45.220]   a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:45.220 --> 01:13:45.220]   a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:45.220 --> 01:13:45.220]   a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:45.220 --> 01:13:45.220]   a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:45.220 --> 01:13:45.220]   a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:45.220 --> 01:13:45.220]   a firearm, arms and ammunition for any purpose up to $2,500.
[01:13:45.240 --> 01:14:15.240]   a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:15.240 --> 01:14:15.240]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:15.240 --> 01:14:15.240]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:15.240 --> 01:14:15.240]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:15.240 --> 01:14:15.240]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:15.240 --> 01:14:15.240]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:15.240 --> 01:14:15.240]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:15.240 --> 01:14:15.240]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:15.240 --> 01:14:15.240]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:15.240 --> 01:14:15.240]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:45.260 --> 01:14:45.260]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:45.260 --> 01:14:45.260]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:45.260 --> 01:14:45.260]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
