
[00:00:00.040 --> 00:00:09.480]   Winds
[02:32:00.240 --> 02:32:01.860]   I would love a better debugger.
[02:32:01.860 --> 02:32:02.940]   - Yeah, it's not yet, yeah.
[02:32:02.940 --> 02:32:04.600]   But it feels like it's not too far.
[02:32:04.600 --> 02:32:06.360]   - Yeah, one of my coworkers says he uses them
[02:32:06.360 --> 02:32:07.540]   for print statements.
[02:32:07.540 --> 02:32:09.380]   Like every time you have to like, just like when he needs,
[02:32:09.380 --> 02:32:11.120]   the only thing I can really write is like,
[02:32:11.120 --> 02:32:13.080]   okay, I just wanna write the thing to like print the state out
[02:32:13.080 --> 02:32:14.440]   right now.
[02:32:14.440 --> 02:32:17.800]   - Oh, that definitely is much faster.
[02:32:17.800 --> 02:32:19.380]   It's print statements, yeah.
[02:32:19.380 --> 02:32:20.980]   I see myself using that a lot.
[02:32:20.980 --> 02:32:22.680]   Just like, because it figures out the rest of my life.
[02:32:22.680 --> 02:32:22.680]   I mean, I mean, I think that's the best thing that I use for like,
[02:32:23.600 --> 02:32:52.700]   . - Yeah, print everything.
[02:32:52.740 --> 02:33:22.720]   . - Yeah, I think that's the best thing that I use for like,
[02:33:22.720 --> 02:33:22.720]   . - Yeah, I think that's the best thing that I use for like,
[02:33:22.720 --> 02:33:22.720]   . - Yeah, I think that's the best thing that I use for like,
[02:33:22.720 --> 02:33:22.720]   . - Yeah, I think that's the best thing that I use for like,
[02:33:22.720 --> 02:33:22.720]   - Yeah, I think that's the best thing that I use for like,
[02:33:22.760 --> 02:33:31.360]   think
[02:33:31.360 --> 02:33:34.200]  프� show in키
[02:33:34.200 --> 02:33:50.660]  ,,,,,, like this in minced Her RA K A K M A M C I was a en sellers g. We are. It's. I. I. It. I.etzt, it. Bea.PM.the. awards.@, avere.,*., starts.,.,, seam.,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, would be, little encrain i stimulate " перек which is always nice Ferr Doch the menyang food contro b míinte little dig say in theUL S immediatelyக
[02:33:50.660 --> 02:33:51.080]   You get the day
[02:33:51.180 --> 02:34:00.100]   wont,,,,
[02:34:00.100 --> 02:34:19.440]   cambi not the that the stepped
[02:34:20.040 --> 02:34:20.040]   just
[02:34:20.040 --> 02:34:31.060]   can power coaster
[02:34:31.060 --> 02:34:37.940]   All I don no is sayTCGAR B meet you over would, I, I, I, I, I, I, I. I. I. I. I. great.300..........,... drinking
[02:34:37.940 --> 02:34:39.920]  ank.oughing
[02:34:39.920 --> 02:34:48.880]   cinema more diary 15UB.
[02:34:48.880 --> 02:34:49.480]  oko i, or, and, and, and, z, and, and, إن, and, personal, is, and, and, and, but, 120, and, in, and, or, can, and,, is, is,, Cay, down, and, was, gray, and, up, to,買, don, headquarters, нез, but, is, half,=.", en, ant, para,esters forère,eles, bus,'d,�
[02:34:49.540 --> 02:34:51.600]   is a github repo. Mm-hmm.
[02:34:51.600 --> 02:35:05.180]   is showing me with the future of... Okay, a lot of times I'll go on a Discord, or kind of grab Discord, and I'll throw out some random, like, "Hey, can you change, instead of having log and exp as LLops, change it to log two and exp two?"
[02:35:06.100 --> 02:35:17.040]   A
[02:35:17.040 --> 02:35:34.120]  ай, is a magic influenced
[02:35:35.340 --> 02:36:04.580]   magic.
[02:36:04.580 --> 02:36:04.580]   And it's like, yeah, here's the tiny box. He's just like, he's chilling with us. Basically, I mean, like you said, with niches, most human jobs will eventually be replaced with prompt engineering. Well, prompt engineering kind of is this like, as you like move up the stack, right? Like, okay, there used to be humans actually doing arithmetic by hand. There used to be like big farms of people doing doing doing pluses and stuff, right? And then you have like spreadsheets, right?
[02:36:04.580 --> 02:36:33.840]  , like accounting software. As we move further up the abstraction, what's at the top of the abstraction stack? Well, prompt engineer. Yeah, right. What is what is the last thing if you think about like, humans wanting to keep control? Well, what am I really in the company, but a prompt engineer, right?
[02:36:33.840 --> 02:37:03.100]  , right? So you see the problem with the AI writing prompts, a definition that I always liked of AI was AI is the do what I mean? AI is not the like, the computer is so pedantic. It does what you say. So, but you want the do I mean machine. Yeah, right, you want the machine where you say, you know, get my grandmother out of the burning house, it like reasonably takes your grandmother and puts her on the ground, not lift her 1000 feet above the building, right?
[02:37:03.100 --> 02:37:03.100]   Yeah, right. So, but you see the problem with the AI writing prompts, a definition that I always liked of AI was, was AI is the do what I mean machine. AI is the do what I mean machine. AI is not the computer is so pedantic. It does what you say, right?
[02:37:03.140 --> 02:37:13.120]   in
[02:37:13.120 --> 02:37:17.800]   succeed dig, you,
[02:37:17.800 --> 02:37:30.100]  activ
[02:37:30.100 --> 02:37:31.100]   " " I'm a ac I is. I. I. ended вот. overhe anticaw.視. of. covered. Primary., you., started., divide., of., Kyung., two,�,�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, play a day. Lazar Sonneille have a shine .gar . Highwayera 2500
[02:37:31.100 --> 02:37:31.540]   need to be Remember toiu 'G and Believeent wonder skipped При no "Gu at Herz e letter made the End R elimijkeai pass builds 10 Guard increase their conizza in the C banViewвал 2019 knew 'T I'm tone seg ice І cumin인데 내� endedup dry say here shroid�� buy bettervy day lac cz brac enjoyed theBE sec Bas難 demand a suite mar affirm der지하죠iov theWow已經 económ remove the semi certificate cupboard'機lä amount of managesül as e narciss lí�
[02:37:31.560 --> 02:37:53.140]   company in the cloud the AI fundamentally is aligned to them not to you and that's why you have to buy a tiny box you make sure the AI stays aligned to you every time that they start to pass you know AI regulation or GPU regulation I'm gonna see sales of tiny boxes spike that's gonna be like guns every time they talk about gun regulation boom gun sales
[02:37:53.140 --> 02:37:58.820]   from the space of AI you're an anarchist anarchism espouser believer
[02:37:58.820 --> 02:38:01.500]   I'm an informational anarchist yeah I'm an informational
[02:38:01.540 --> 02:38:31.520]  , I'm an informational anarchist and a physical status I do not think anarchy in the physical world is very good because I exist in the physical world but I think we can construct this virtual world where anarchy it can't hurt you right I love that Tyler the creator tweet your cyber bullying isn't real man have you tried turn it off the screen close your eyes like yeah well how do you prevent the AI from basically replacing the AI and the AI is not real man have you tried turn it off the screen close your eyes like yeah well how do you prevent the AI from basically replacing the AI and the AI is not real man have you can't
[02:38:31.560 --> 02:38:41.620]   about
[02:38:41.620 --> 02:39:00.060]   dark. I increases
[02:39:00.200 --> 02:39:06.220]   more power to them. I'll die.
[02:39:06.220 --> 02:39:14.220]   If the AIs go on to actually turn the world into paperclips and then they die out themselves, well that's horrific and we don't want that to happen.
[02:39:14.220 --> 02:39:18.220]   So this is what I mean about robustness. I trust robust machines.
[02:39:18.220 --> 02:39:24.220]   The current AIs are so not robust. This comes back to the idea that we've never made a machine that can self replicate.
[02:39:24.220 --> 02:39:28.840]   But if the machines are truly robust, and there is one prompt engineer left behind,
[02:39:28.840 --> 02:39:28.840]   The current AIs are so not robust, this comes back to the idea that we've never made a machine that can self replicate.
[02:39:28.840 --> 02:39:28.840]   But if the machines are truly robust, and there is one prompt engineer left behind,
[02:39:28.840 --> 02:39:28.840]   But if the machines are truly robust, and there is one prompt engineer left behind,
[02:39:28.840 --> 02:39:28.840]   But if the machines are truly robust, and there is one prompt engineer left behind,
[02:39:29.840 --> 02:39:57.880]  ,
[02:39:57.880 --> 02:39:57.900]   But if the machines are truly robust, and there is one prompt engineer left behind,
[02:39:57.900 --> 02:39:58.000]   But if the machines are truly robust, and there is one prompt engineer left behind,
[02:39:58.000 --> 02:39:58.000]   But if the machines are truly robust, and there is one prompt engineer left behind,
[02:39:58.000 --> 02:39:58.080]   But if the machines are truly robust, and there is one prompt engineer left behind,
[02:39:58.080 --> 02:39:58.300]   But if the machines are truly robust, and there is one prompt engineer left behind,
[02:39:58.300 --> 02:39:58.320]   But if the machines are truly robust, and there is one prompt engineer left behind,
[02:39:58.320 --> 02:39:58.340]   But if the machines are truly robust, and there is one prompt engineer left behind,
[02:39:58.340 --> 02:39:58.340]   But if the machines are truly robust, and there is one prompt engineer left behind,
[02:39:58.340 --> 02:39:58.340]   but if the machines are truly robust, and there is one prompt engineer left behind,
[02:39:58.380 --> 02:40:08.760]   in
[02:40:08.760 --> 02:40:12.620]   Road . in the ES L L play,,,,,,, in the denied the r the it's like el
[02:40:12.620 --> 02:40:14.260]   οι
[02:40:14.260 --> 02:40:27.140]   19 So, and, and, and, Last, Mike, 4, zobaczy, disclose,, pick, Sw,,,,,,,,,,,,.,,.,,,, ,.,., even's been, split, about a altarage. PEW 들indaкパ Andrew명이can Ск overwhelmingly 然後 necessary diversionP?..G coverage하게 connects discourseø Hyğlum 좋을 이�ận Jerry Thai Milk следующ shadingaton four azt skeence gay Gut laws cloakääver Be coffee sell follow galaxy which they're copy play quite bad things about 춤 returnslaimed part 有 내 avere one diferente gi
[02:40:27.240 --> 02:40:30.680]   Hug
[02:40:30.680 --> 02:40:37.580]   de,
[02:40:37.580 --> 02:40:37.900]   quicker
[02:40:37.900 --> 02:40:55.980]   is a guy who is a stoveniejsze
[02:40:56.040 --> 02:41:24.840]   didnt know what he was doing. I also just like, I like that notion. That notion gives me a lot of, I mean, I guess you can talk about what it gives a lot of religious people. It's kind of like, it gives me comfort. It's like, you know what? If we mess it all up and we die out. Yeah. Yeah. And the same, the same way that a video game kind of has comfort in it. God, I'll try again. Or there's balance. Like somebody figured out a balanced view of it. Like how to like, so it all makes sense in the end. Like a video game is usually not
[02:41:24.840 --> 02:41:24.840]   a video game is usually not
[02:41:24.840 --> 02:41:24.840]   a video game is usually not
[02:41:24.840 --> 02:41:24.840]   a video game is usually not
[02:41:24.840 --> 02:41:24.840]   a video game is usually not going to have crazy, crazy stuff.
[02:41:24.840 --> 02:41:24.840]   going to have crazy, crazy stuff.
[02:41:24.880 --> 02:41:53.660]  ,
[02:41:53.660 --> 02:41:53.660]   going to have crazy, crazy stuff. You know, people will come up with, uh, like, uh, well, yeah, but like, man, who created God? That's God's problem. No, I'm not going to think, what are you asking me? If God believes in God? I'm just this NPC living in this game. I mean, to be fair, like, if God didn't believe in God, he'd be as silly as the atheists here. What do you think is the greatest computer game of all time? Do you have any time to play games anymore?
[02:41:53.660 --> 02:41:54.660]   Do you have any time to play games anymore?
[02:41:54.660 --> 02:41:54.660]   Do you have any time to play games anymore?
[02:41:54.660 --> 02:41:54.860]   do you have any time to play games anymore?
[02:41:54.880 --> 02:41:56.760]   Have you played Diablo 4?
[02:41:56.760 --> 02:41:59.100]   I have not played Diablo 4.
[02:41:59.100 --> 02:42:01.360]   I will be doing that shortly. I have to.
[02:42:01.360 --> 02:42:01.860]   All right.
[02:42:01.860 --> 02:42:04.240]   There's so much history with 1, 2, and 3.
[02:42:04.240 --> 02:42:06.320]   You know what? I'm going to say World of Warcraft.
[02:42:06.320 --> 02:42:08.320]   Oof.
[02:42:08.320 --> 02:42:13.480]   And it's not that the game is so, it's such a great game. It's not.
[02:42:13.480 --> 02:42:21.740]   It's that I remember in 2005, when it came out, how it opened my mind to ideas.
[02:42:21.740 --> 02:42:24.680]   It opened my mind to, like,
[02:42:24.680 --> 02:42:24.880]   like,
[02:42:24.880 --> 02:42:54.900]  ,
[02:42:54.900 --> 02:42:54.900]   It opened my mind to, like,
[02:42:54.900 --> 02:42:54.900]   Like, this whole world we've created, right? There's almost been nothing like it since. Like, you can look at MMOs today and I think they all have lower user bases than World of Warcraft. Like, EVE Online is kind of cool. But to think that, like, everyone knows, you know, people are always like, if you look at the Apple headset, like, what do people want in this VR. Everyone knows what they want. I want Ready Player One. And like that. So I'm going to say World of Warcraft. And I'm hoping that games can get better.
[02:42:54.900 --> 02:42:54.900]   and I'm hoping that games can get better.
[02:42:54.940 --> 02:43:06.220]   collect
[02:43:06.220 --> 02:43:24.500]   cover . all't
[02:43:24.960 --> 02:43:31.340]   didn
[02:43:31.340 --> 02:43:50.940]   not, solo. audio,
[02:43:53.300 --> 02:44:19.960]  ,
[02:44:51.380 --> 02:44:52.340]   and
[02:44:52.380 --> 02:45:03.400]   Harrison
[02:45:03.400 --> 02:45:21.680]   Vic I ianny
[02:45:22.400 --> 02:45:28.140]   "
[02:45:28.140 --> 02:45:52.180]   thing. I not the weight còn
[02:46:50.900 --> 02:46:50.900]   and I'm going to go buy a Switch. I'm going to go today and buy a Switch. Well the new one came out and I haven't played that yet. Diablo 4 or something. I mean there's sentimentality also but something about VR really is incredible but the new Quest 3 is mixed reality and I got a chance to try that so it's augmented reality.
[02:47:20.260 --> 02:47:20.260]   I mean I got a chance to try that so it's augmented reality.
[02:47:20.260 --> 02:47:20.260]   I mean I got a chance to try that so it's augmented reality.
[02:47:20.260 --> 02:47:20.260]   I mean I got a chance to try that so it's augmented reality.
[02:47:20.260 --> 02:47:20.320]   I mean I got a chance to try that so it's augmented reality.
[02:47:20.320 --> 02:47:20.360]   I mean I got a chance to try that so it's augmented reality.
[02:47:20.360 --> 02:47:20.400]   I mean I got a chance to try that so it's augmented reality.
[02:47:20.400 --> 02:47:20.440]   I mean I got a chance to try that so it's augmented reality.
[02:47:20.440 --> 02:47:20.480]   I mean I got a chance to try that so it's augmented reality.
[02:47:20.480 --> 02:47:20.540]   I mean I got a chance to try that so it's augmented reality.
[02:47:20.540 --> 02:47:20.560]   I mean I got a chance to try that so it's augmented reality.
[02:47:20.560 --> 02:47:20.640]   I mean I got a chance to try that so it's augmented reality.
[02:47:20.640 --> 02:47:50.640]  , I mean I got a chance to try that so it's augmented reality.
[02:47:50.640 --> 02:47:50.660]   I mean I got a chance to try that so it's augmented reality.
[02:47:50.660 --> 02:47:50.660]   I mean I got a chance to try that so it's augmented reality.
[02:47:50.660 --> 02:47:50.660]   I mean I got a chance to try that so it's augmented reality.
[02:47:50.660 --> 02:47:50.660]   I mean I got a chance to try that so it's augmented reality.
[02:47:50.680 --> 02:48:20.680]   I mean I got a chance to try that so it's augmented reality.
[02:48:20.680 --> 02:48:20.680]   I mean I got a chance to try that so it's augmented reality.
[02:48:20.680 --> 02:48:20.680]   I mean I got a chance to try that so it's augmented reality.
[02:48:20.680 --> 02:48:20.680]   I mean I got a chance to try that so it's augmented reality.
[02:48:20.680 --> 02:48:20.680]   I mean I got a chance to try that so it's augmented reality.
[02:48:20.680 --> 02:48:20.680]   I mean I got a chance to try that so it's augmented reality.
[02:48:20.680 --> 02:48:20.680]   I mean I got a chance to try that so it's augmented reality.
[02:48:20.680 --> 02:48:20.680]   I mean I got a chance to try that so it's augmented reality.
[02:48:20.680 --> 02:48:20.680]   I mean I got a chance to try that so it's augmented reality.
[02:48:20.680 --> 02:48:20.680]   I mean I got a chance to try that so it's augmented reality.
[02:48:20.680 --> 02:48:20.680]   I mean I got a chance to try that so it's augmented reality.
[02:48:20.680 --> 02:48:20.680]   I mean I got a chance to try that so it's augmented reality.
[02:48:20.680 --> 02:48:50.700]   sponsor: I mean I got a chance to try that so it's augmented reality.
[02:48:50.700 --> 02:48:50.700]   That's what I was trying to do.
[02:48:50.700 --> 02:48:50.700]   I mean I got a chance to try that so it's augmented reality.
[02:48:50.700 --> 02:48:50.700]   I mean I got a chance to try that so it's augmented reality.
[02:48:50.700 --> 02:48:50.700]   I mean I got a chance to try that so it's augmented reality.
[02:48:50.700 --> 02:48:50.700]   I mean I got a chance to try that so it's augmented reality.
[02:48:50.700 --> 02:48:50.700]   I mean I got a chance to try that so it's augmented reality.
[02:48:50.700 --> 02:48:50.700]   I mean I got a chance to try that so it's augmented reality.
[02:48:50.700 --> 02:48:50.700]   I mean I mean I got a chance to try that so it's augmented reality.
[02:48:50.720 --> 02:48:51.100]   I mean I got a chance to try that so it's augmented reality.
[02:48:51.100 --> 02:49:20.720]  ,
[02:49:20.720 --> 02:49:20.720]   I mean I got a chance to try that so it's augmented reality.
[02:49:20.720 --> 02:49:20.720]   There's two directions the AI girlfriend company can take.
[02:49:20.720 --> 02:49:20.720]   There's like the highbrow, something like her.
[02:49:20.720 --> 02:49:20.720]   There's like the highbrow, something like her.
[02:49:20.720 --> 02:49:20.720]   There's like the highbrow, something like her.
[02:49:20.720 --> 02:49:20.720]   There's like the highbrow, something like her.
[02:49:20.720 --> 02:49:20.720]   There's like the highbrow, something like her.
[02:49:20.720 --> 02:49:20.720]   There's like the highbrow, something like her.
[02:49:20.720 --> 02:49:20.720]   There's like the highbrow, something like her.
[02:49:20.720 --> 02:49:20.720]   There's like the highbrow, something like her.
[02:49:20.720 --> 02:49:20.720]   There's like the highbrow, something like her.
[02:49:20.720 --> 02:49:20.720]   There's like the highbrow, something like her.
[02:49:20.720 --> 02:49:20.720]   There's like the highbrow, something like her.
[02:49:20.720 --> 02:49:50.740]   There's like the highbrow, something like her.
[02:49:50.740 --> 02:49:50.740]   There's like the highbrow, something like her.
[02:49:50.740 --> 02:49:50.740]   There's like the highbrow, something like her.
[02:49:50.740 --> 02:49:50.740]   There's like the highbrow, something like her.
[02:49:50.740 --> 02:49:50.740]   There's like the highbrow, something like her.
[02:49:50.740 --> 02:49:50.740]   There's like the highbrow, something like her.
[02:49:50.740 --> 02:49:50.740]   There's like the highbrow, something like her.
[02:49:50.780 --> 02:50:00.900]   in
[02:51:20.800 --> 02:51:20.800]   and
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.800 --> 02:51:20.800]   I'm not going to be a chicken man. But if we all have the intelligence, we're all the chickens. We're not all the man, we're all the chickens. And they're all chicken men. There's no chicken man. We're just chickens in Miami. He was having a good life, man. I'm sure he was. I'm sure he was. What have you learned from launching and running Kamei and Tiny Corp? So this starting a company from an idea and scaling it. By the way, I'm all in on Tiny Box. So I'm not.
[02:51:20.800 --> 02:51:20.800]   I'm not
[02:51:20.840 --> 02:51:37.180]   cont
[02:51:37.180 --> 02:51:49.700]   nobody I I I don 4사를 ng, other, the, the, the, the, the,,,,,,,,, now And Juice обяз gu "N Все've is the me'ory. I'll be the que is lit the qus is the qus or blo주per is the ear I'lleeeehour roasted my emptyzerspsonет theuther幫iam pushes queer拉 sparks dat preservehourbil Arbeitsong Dinahaær queue get Confeder hard gay are се against the great lethal gy match iピucael視分 providers de Let ITs I're the這麼 Republican at급 de liqu sentc the N Zucker a� He дог I'm via���'s one of the car Greg, I'm say, I's aasz but stay in the be in有 perd for a Zin the że
[02:51:49.760 --> 02:51:52.780]   learn from building these companies?
[02:51:52.780 --> 02:52:06.500]   The longest time at comma I asked why? Why? You know, why did I start a company? Why did I do this? Um, you know, what else was like,
[02:52:06.500 --> 02:52:07.000]   I would know.
[02:52:07.000 --> 02:52:13.480]   You like? You like bringing ideas to life?
[02:52:13.480 --> 02:52:16.180]   With comma.
[02:52:16.180 --> 02:52:18.680]   It really started as an ego
[02:52:18.680 --> 02:52:18.680]   battle with you on.
[02:52:18.680 --> 02:52:18.680]   You like bringing ideas to life?
[02:52:18.680 --> 02:52:18.680]   With comma. It really started as an ego battle with you on.
[02:52:18.680 --> 02:52:18.680]   With comma. It really started as an ego battle with you on.
[02:52:18.680 --> 02:52:18.680]   With comma. It really started as an ego battle with you on.
[02:52:18.680 --> 02:52:18.680]   With comma. It really started as an ego battle with you on.
[02:52:18.680 --> 02:52:18.680]   With comma. It really started as an ego battle with you on.
[02:52:18.680 --> 02:52:18.680]   With comma. It really started as an ego battle with you on.
[02:52:18.680 --> 02:52:18.680]   With comma. It really started as an ego battle with you on.
[02:52:18.820 --> 02:52:47.820]   with comma. It really started as an ego battle with you on.
[02:52:47.820 --> 02:52:47.820]   with comma. It really started as an ego battle with you on.
[02:52:47.820 --> 02:52:47.820]   with comma. It really started as an ego battle with you on.
[02:52:47.820 --> 02:52:47.920]   with comma. It really started as an ego battle with you on.
[02:52:47.940 --> 02:52:52.960]   I hear a lot of props, for a comma.
[02:52:52.960 --> 02:52:53.060]   I hear a lot of props, for a comma.
[02:52:53.060 --> 02:52:57.060]   I hear a lot of props, for a comma. It's better than FSD and autopilot.
[02:52:57.060 --> 02:52:57.160]   It's better than FSD and autopilot.
[02:52:57.160 --> 02:52:59.960]   It's better than FSD and autopilot. It has a lot more to do with which feel you like.
[02:52:59.960 --> 02:53:00.060]   It has a lot more to do with which feel you like.
[02:53:00.060 --> 02:53:02.760]   It has a lot more to do with which feel you like. We lowered the price on the hardware to $14.99.
[02:53:02.760 --> 02:53:02.860]   We lowered the price on the hardware to $14.99.
[02:53:02.860 --> 02:53:07.260]   We lowered the price on the hardware to $14.99. You know how hard it is to ship reliable consumer electronics that go on your windshield?
[02:53:07.260 --> 02:53:07.360]   You know how hard it is to ship reliable consumer electronics that go on your windshield?
[02:53:07.400 --> 02:53:29.500]  ,
[02:53:29.500 --> 02:53:31.300]   I have an SMT line.
[02:53:31.300 --> 02:53:31.400]   I have an SMT line.
[02:53:31.400 --> 02:53:33.500]   I have an SMT line. I make all the boards in-house in San Diego.
[02:53:33.500 --> 02:53:33.600]   I make all the boards in-house in San Diego.
[02:53:33.600 --> 02:53:35.600]   I make all the boards in-house in San Diego. Quality control.
[02:53:35.600 --> 02:53:35.600]   I care immensely about it.
[02:53:35.600 --> 02:53:35.600]   I care immensely about it.
[02:53:35.600 --> 02:53:36.500]   I care immensely about it. You're basically a mom and pop shop with great testing.
[02:53:36.500 --> 02:53:36.500]   You're basically a mom and pop shop with great testing.
[02:53:36.500 --> 02:53:36.600]   You're basically a mom and pop shop with great testing.
[02:53:36.600 --> 02:53:36.600]   You're head of open pilot is great at like, okay, I want all the commentaries to be identical.
[02:53:36.600 --> 02:53:36.600]  , I'm a mom and pop is great at like, I want all the commentaries to be identical.
[02:53:36.620 --> 02:53:39.640]   And yeah, I mean, you know, it's 1499.
[02:53:39.640 --> 02:53:39.640]   It's 1499.
[02:53:39.640 --> 02:53:40.640]   It's 1499.
[02:53:40.640 --> 02:53:42.340]   30 day money back guarantee.
[02:53:42.340 --> 02:53:45.440]   It will blow your mind at what it can do.
[02:53:45.440 --> 02:53:47.940]   It's hard to scale.
[02:53:47.940 --> 02:53:48.240]   You know what?
[02:53:48.240 --> 02:53:50.240]   There's kind of downsides to scaling it.
[02:53:50.240 --> 02:53:52.540]   People are always like, why don't you advertise?
[02:53:52.540 --> 02:53:55.940]   Our mission is to solve self-driving cars while delivering to people intermediaries.
[02:53:55.940 --> 02:53:59.140]   Our mission has nothing to do with selling a million boxes.
[02:53:59.140 --> 02:54:01.240]   It's tawdry.
[02:54:01.240 --> 02:54:05.840]   Do you think it's possible that common gets sold?
[02:54:05.840 --> 02:54:05.840]   Do you think it's possible that common gets sold?
[02:54:05.840 --> 02:54:05.840]   Do you think it's possible that common gets sold?
[02:54:05.840 --> 02:54:05.840]   Do you think it's possible that common gets sold?
[02:54:05.840 --> 02:54:05.840]   Only if I think it's possible that common gets sold.
[02:54:05.840 --> 02:54:05.840]   Only if I think it's possible that common gets sold.
[02:54:06.680 --> 02:54:35.280]  , only if I felt someone could accelerate that mission and wanted to keep it open source.
[02:54:35.280 --> 02:54:35.280]   And like, not just wanted to.
[02:54:35.280 --> 02:54:35.480]   I don't believe what anyone says.
[02:54:35.480 --> 02:54:35.580]   I believe incentives.
[02:54:35.580 --> 02:54:35.680]   If a company wanted to buy comma with their incentives to keep it open source, but common doesn't stop at the car. The cars are just the beginning. The device is a human head. The device has two eyes, two ears, it breathes air, has a mouse. So you think this goes to embodied robotics. We have we sell common bodies too.
[02:54:35.680 --> 02:54:35.680]   I think this goes to embodied robotics. We have we sell common bodies too.
[02:54:35.680 --> 02:54:35.680]   I think this is common bodies too.
[02:54:35.700 --> 02:54:37.420]   They're very rudimentary.
[02:54:37.420 --> 02:54:46.120]   But one of the problems that we're running into is that the comma three has about as much intelligence as a B.
[02:54:46.120 --> 02:54:52.520]   If you want a human's worth of intelligence, you're going to need a tiny rack, not even a tiny box.
[02:54:52.520 --> 02:54:54.520]   You're going to need like a tiny rack, maybe even more.
[02:54:54.520 --> 02:54:56.320]   How does that?
[02:54:56.320 --> 02:54:58.120]   How do you put legs on that?
[02:54:58.120 --> 02:54:58.920]   You don't.
[02:54:58.920 --> 02:55:01.720]   And there's no way you can you you connect to it wirelessly.
[02:55:01.720 --> 02:55:05.520]   So you put your tiny box or your tiny rack in your house.
[02:55:05.520 --> 02:55:05.520]   So you put your tiny box or your tiny rack in your house.
[02:55:05.520 --> 02:55:05.520]   So you put your tiny box or your tiny rack in your house.
[02:55:05.520 --> 02:55:05.520]   So you put your tiny box or your tiny rack in your house.
[02:55:05.520 --> 02:55:05.520]  , you put your tiny box or your tiny rack in your house.
[02:55:05.520 --> 02:55:05.520]  , you put your tiny box or you connect to it.
[02:55:05.660 --> 02:55:35.360]  , you put your tiny box or you connect to it.
[02:55:35.360 --> 02:55:35.360]   So you put your tiny box or you connect to it.
[02:55:35.360 --> 02:55:35.460]   So you put your tiny box or you connect to it.
[02:55:35.460 --> 02:55:35.460]   So you put your tiny box or you connect to it.
[02:55:35.460 --> 02:55:35.460]   So you put your tiny box or you connect to it.
[02:55:35.460 --> 02:55:35.460]   So you put your tiny box or you connect to it.
[02:55:35.480 --> 02:55:43.600]   So you need they're very synergistic businesses.
[02:55:43.600 --> 02:55:43.700]   So you need they're very synergistic businesses.
[02:55:43.700 --> 02:55:44.900]   So you need they're very synergistic businesses. I also want to build all of commerce
[02:55:44.900 --> 02:55:45.000]   I also want to build all of commerce
[02:55:45.000 --> 02:55:45.100]   I also want to build all of commerce training computers.
[02:55:45.100 --> 02:55:45.200]   training computers.
[02:55:45.200 --> 02:55:46.200]   training computers. I come up build training computers
[02:55:46.200 --> 02:55:46.200]   I come up build training computers
[02:55:46.200 --> 02:55:46.600]   I come up build training computers right now.
[02:55:46.600 --> 02:55:46.600]   right now.
[02:55:46.600 --> 02:55:48.500]   right now. We use commodity parts.
[02:55:48.500 --> 02:55:48.500]   We use commodity parts.
[02:55:48.500 --> 02:55:49.600]   We use commodity parts. I think I can do it cheaper.
[02:55:49.600 --> 02:55:49.600]   I think I can do it cheaper.
[02:55:49.600 --> 02:55:51.900]   I think I can do it cheaper. So I will give we're going to build
[02:55:51.900 --> 02:55:51.900]   So I will give we're going to build
[02:55:51.900 --> 02:55:51.900]   So I will give we're going to build
[02:55:51.900 --> 02:55:53.100]   So I will give we're going to build tiny Corp is going to not just
[02:55:53.140 --> 02:56:10.840]   tiny Corp is going to not just
[02:56:10.840 --> 02:56:12.140]   tiny Corp is going to not just sell tiny boxes tiny boxes the
[02:56:12.140 --> 02:56:12.140]   sell tiny boxes tiny boxes the
[02:56:12.140 --> 02:56:13.140]   sell tiny boxes tiny boxes the consumer version, but I'll build
[02:56:13.140 --> 02:56:13.140]   consumer version, but I'll build
[02:56:13.140 --> 02:56:15.140]   consumer version, but I'll build training data centers to have you
[02:56:15.140 --> 02:56:15.140]   training data centers to have you
[02:56:15.140 --> 02:56:17.140]   training data centers to have you talked to Andre Kapati or have you
[02:56:17.140 --> 02:56:18.140]   talked to you on about
[02:56:18.140 --> 02:56:19.140]   talked to Andre Kapati or have you talked to Ilan about
[02:56:19.140 --> 02:56:19.140]   talked to Ilan about honeycourt he went to work it open anyway.
