
[00:00:00.040 --> 00:00:09.600]  imize
[01:12:38.160 --> 01:12:39.160]   when is it okay for you to hit a cop?
[01:12:39.160 --> 01:12:40.160]   when is it okay for you to hit a cop?
[01:12:40.160 --> 01:12:41.160]   when is it okay for you to hit a cop?
[01:12:41.160 --> 01:12:42.160]   when is it okay for you to hit a cop?
[01:12:42.160 --> 01:12:42.160]   When is it okay for you to hit a cop?
[01:12:42.160 --> 01:12:42.160]   When is it okay for you to hit a cop?
[01:12:42.160 --> 01:12:42.160]   When is it okay for you to hit a cop?
[01:12:42.180 --> 01:13:09.200]   When is it okay for you to hit a cop?
[01:13:09.200 --> 01:13:10.200]   When is it okay for you to hit a cop?
[01:13:10.200 --> 01:13:11.200]   When is it okay for you to hit a cop?
[01:13:11.200 --> 01:13:12.200]   When is it okay for you to hit a cop?
[01:13:12.200 --> 01:13:12.200]   When is it okay for you to hit a cop?
[01:13:12.200 --> 01:13:12.200]   When is it okay for you to hit a cop?
[01:13:12.200 --> 01:13:12.200]   When is it okay for you to hit a cop?
[01:13:12.200 --> 01:13:12.200]   When is it okay for you to hit a cop?
[01:13:12.200 --> 01:13:12.200]   When is it okay for you to hit a cop? When is it okay for you to hit a cop?
[01:13:12.200 --> 01:13:42.240]   When is it okay for you to hit a cop? When is it okay for you to hit a cop?
[01:13:42.240 --> 01:13:42.240]   When is it okay for you to hit a cop? When is it okay for you to hit a cop?
[01:13:42.240 --> 01:13:42.240]   When is it okay for you to hit a cop? When is it okay for you to hit a cop?
[01:13:42.240 --> 01:13:42.240]   When is it okay for you to hit a cop? When is it okay for you to hit a cop?
[01:13:42.240 --> 01:13:42.240]   When is it okay for you to hit a cop? When is it okay for you to hit a cop?
[01:13:42.240 --> 01:13:42.240]   When is it okay for you to hit a cop? When is it okay for you to hit a cop?
[01:13:42.240 --> 01:13:42.240]   When is it okay for you to hit a cop? When is it okay for you to hit a cop?
[01:13:42.240 --> 01:13:42.240]   When is it okay for you to hit a cop? When is it okay for you to hit a cop?
[01:13:42.240 --> 01:13:42.240]   to hit a cop? When is it okay for you to hit a cop?
[01:13:42.280 --> 01:13:49.720]   topic
[01:13:49.720 --> 01:14:06.100]   call, При
[01:16:04.580 --> 01:16:16.000]   dis
[01:16:16.000 --> 01:16:16.260]   well great In E
[01:16:16.260 --> 01:16:33.220]   Ist,,,,,, and N de got Every al pur at qua
[01:16:34.260 --> 01:16:48.880]   You might say, well, if somebody has a, a, uh, uh, uh, an incurable disease and they're living in great pain and suffering, then I'm going to support their right to take their own life with the help of the physician.
[01:16:48.880 --> 01:16:55.400]   Well, if you support that, then it's hard for you not to, to, to, it's hard for you to ever say anything bad about suicide.
[01:16:55.400 --> 01:16:56.000]   It really is.
[01:16:56.000 --> 01:17:03.580]   And be consistent because, and this is what's happened in Europe with, with physician assisted suicide is the definition of what is pain and suffering.
[01:17:03.580 --> 01:17:03.940]   It's a definition of what is pain and suffering.
[01:17:03.940 --> 01:17:03.940]   It's a definition of what is pain and suffering.
[01:17:03.940 --> 01:17:03.940]   It's a definition of what is pain and suffering.
[01:17:03.940 --> 01:17:03.940]   It's a definition of what is pain and suffering.
[01:17:03.940 --> 01:17:03.940]   It's a definition of what is pain and suffering.
[01:17:03.940 --> 01:17:03.940]   It's a definition of what is pain and suffering.
[01:17:03.940 --> 01:17:33.640]  , has transitioned from what we would all agree as pain and suffering to what some of us might say is normal life.
[01:17:33.640 --> 01:17:33.640]   But yet to that person, it may feel like unbearable pain and suffering.
[01:17:33.640 --> 01:17:33.640]   Now in a sense, if you're supportive of suicide, suicide by gun is probably one of the best ways to go.
[01:17:33.640 --> 01:17:33.640]   If I think through all the different ways that I could commit suicide if I wanted to, I would choose suicide by gun.
[01:17:33.660 --> 01:18:03.340]   I would choose suicide by gun.
[01:18:03.340 --> 01:18:03.340]   I would choose suicide by gun.
[01:18:03.340 --> 01:18:03.340]   But yet to that person, it may feel like unbearable pain and suffering.
[01:18:03.340 --> 01:18:03.340]   I would choose suicide by gun.
[01:18:03.340 --> 01:18:03.340]   But yet to that person, it may feel like unbearable pain and suffering.
[01:18:03.340 --> 01:18:03.340]   But yet to that person, it may feel like unbearable pain and suffering.
[01:18:03.340 --> 01:18:03.340]   I would choose suicide by gun.
[01:18:03.340 --> 01:18:03.340]   But yet to that person, it may feel like unbearable pain and suffering.
[01:18:03.340 --> 01:18:03.340]   But yet to that person, it may feel like unbearable pain and suffering.
[01:18:03.340 --> 01:18:03.540]   But yet to that person, it may feel like unbearable pain and suffering.
[01:18:03.540 --> 01:18:03.640]   But yet to that person, it may feel like unbearable pain and suffering.
[01:18:03.640 --> 01:18:03.660]   But yet to that person, it may feel like unbearable pain and suffering.
[01:18:03.660 --> 01:18:03.660]   but yet to that person, it may feel like unbearable pain and suffering.
[01:18:03.660 --> 01:18:33.680]   a person who is willing to choose suicide by gun.
[01:18:33.680 --> 01:18:33.680]   but yet to that person, it may feel like unbearable pain and suffering.
[01:18:33.680 --> 01:18:33.680]   but yet to that person, it may feel like unbearable pain and suffering.
[01:18:33.680 --> 01:18:33.680]   But yet to that person, it may feel like unbearable pain and suffering.
[01:18:33.680 --> 01:18:33.680]   But yet to that person, it may feel like unbearable pain and suffering.
[01:18:33.680 --> 01:18:33.680]   But yet to that person, it may feel like unbearable pain and suffering.
[01:18:33.680 --> 01:18:33.680]   But yet to that person, it may feel like unbearable pain and suffering. But yet to that person, it may feel like unbearable pain and suffering.
[01:18:33.700 --> 01:19:03.700]   but yet to that person, it may feel like unbearable pain and suffering.
[01:19:03.700 --> 01:19:03.700]   But yet to that person, it may feel like unbearable pain and suffering.
[01:19:03.700 --> 01:19:03.700]   But yet to that person, it may feel like unbearable pain and suffering.
[01:19:03.700 --> 01:19:03.700]   But yet to that person, it may feel like unbearable pain and suffering.
[01:19:03.700 --> 01:19:03.700]   But yet to that person, it may feel like unbearable pain and suffering.
[01:19:03.700 --> 01:19:03.700]   But yet to that person, it may feel like unbearable pain and suffering.
[01:19:03.700 --> 01:19:03.700]   But yet to that person, it may feel like unbearable pain and suffering.
[01:19:03.700 --> 01:19:03.700]   But yet to that person, it may feel like unbearable pain and suffering.
[01:19:03.700 --> 01:19:03.700]   But yet to that person, it may feel like unbearable pain and suffering.
[01:19:03.700 --> 01:19:03.700]   But yet to that person, it may feel like unbearable pain and suffering.
[01:19:03.700 --> 01:19:03.700]   But yet to that person, it may feel like unbearable pain and suffering.
[01:19:03.740 --> 01:19:33.720]  ,
[01:19:33.720 --> 01:19:33.720]   And yet to that person, it may feel like unbearable pain and suffering.
[01:19:33.720 --> 01:19:33.720]   And yet to that person, it may feel like unbearable pain and suffering.
[01:19:33.720 --> 01:19:33.720]   And yet to that person, it may feel like unbearable pain and suffering.
[01:19:33.720 --> 01:19:33.720]   And yet to that person, it may feel like unbearable pain and suffering.
[01:19:33.720 --> 01:19:33.720]   And yet to that person, it may feel like unbearable pain and suffering.
[01:19:33.720 --> 01:19:33.720]   And yet to that person, it may feel like unbearable pain and suffering.
[01:19:33.720 --> 01:19:33.720]   And yet to that person, it may feel like unbearable pain and suffering.
[01:19:33.720 --> 01:19:33.720]   And yet to that person, it may feel like unbearable pain and suffering.
[01:19:33.720 --> 01:19:33.720]   And yet to that person, it may feel like unbearable pain and suffering.
[01:19:33.740 --> 01:20:03.740]   And yet to that person, it may feel like unbearable pain and suffering.
[01:20:03.740 --> 01:20:03.740]   And yet to that person, it may feel like unbearable pain and suffering.
[01:20:03.740 --> 01:20:03.740]   And yet to that person, it may feel like unbearable pain and suffering.
[01:20:03.740 --> 01:20:03.740]   And yet to that person, it may feel like unbearable pain and suffering.
[01:20:03.740 --> 01:20:03.740]   And yet to that person, it may feel like unbearable pain and suffering.
[01:20:03.740 --> 01:20:03.740]   And yet to that person, it may feel like unbearable pain and suffering.
[01:20:03.740 --> 01:20:03.740]   And yet to that person, it may feel like unbearable pain and suffering.
[01:20:03.740 --> 01:20:03.740]   And yet to that person, it may feel like unbearable pain and suffering.
[01:20:03.740 --> 01:20:03.740]   And yet to that person, it may feel like unbearable pain and suffering.
[01:20:03.740 --> 01:20:03.740]   And yet to that person, it may feel like unbearable pain and suffering.
[01:20:03.740 --> 01:20:03.740]   And yet to that person, it may feel like unbearable pain and suffering.
[01:20:03.760 --> 01:20:33.760]   I used to have a high level of self-esteem.
[01:20:33.760 --> 01:20:33.760]   And yet to that person, it may feel like unbearable pain and suffering.
[01:20:33.760 --> 01:20:33.760]   I used to have a high level of self-esteem.
[01:20:33.760 --> 01:20:33.760]   I used to have a high level of self-esteem.
[01:20:33.760 --> 01:20:33.760]   I used to have a high level of self-esteem.
[01:20:33.760 --> 01:20:33.760]   I used to have a high level of self-esteem.
[01:20:33.760 --> 01:20:33.760]   I used to have a high level of self-esteem.
[01:20:33.760 --> 01:20:33.760]   I used to have a high level of self-esteem.
[01:20:33.760 --> 01:20:33.760]   I used to have a high level of self-esteem.
[01:20:33.760 --> 01:20:33.760]   I used to have a high level of self-esteem.
[01:20:33.760 --> 01:21:03.780]   I used to have a high level of self-esteem.
[01:21:03.780 --> 01:21:03.780]   I used to have a high level of self-esteem.
[01:21:03.780 --> 01:21:03.780]   I used to have a high level of self-esteem.
[01:21:03.780 --> 01:21:03.780]   I used to have a high level of self-esteem.
[01:21:03.780 --> 01:21:03.780]   I used to have a high level of self-esteem.
[01:21:03.780 --> 01:21:03.780]   I used to have a high level of self-esteem.
[01:21:03.780 --> 01:21:03.780]   I used to have a high level of self-esteem.
[01:21:03.780 --> 01:21:03.780]   I used to have a high level of self-esteem.
[01:21:03.800 --> 01:21:33.800]   I used to have a high level of self-esteem.
[01:21:33.800 --> 01:21:33.800]   I used to have a high level of self-esteem.
[01:21:33.800 --> 01:21:33.800]   I used to have a high level of self-esteem.
[01:21:33.800 --> 01:21:33.800]   I used to have a high level of self-esteem.
[01:21:33.800 --> 01:21:33.800]   I used to have a high level of self-esteem.
[01:21:33.800 --> 01:21:33.800]   I used to have a high level of self-esteem.
[01:21:33.800 --> 01:21:33.800]   I used to have a high level of self-esteem.
[01:21:33.800 --> 01:21:33.800]   I used to have a high level of self-esteem.
[01:21:33.800 --> 01:21:33.800]   I used to have a high level of self-esteem.
[01:21:33.800 --> 01:21:33.800]   I used to have a high level of self-esteem.
[01:21:33.800 --> 01:21:33.800]   I used to have a high level of self-esteem.
[01:21:33.800 --> 01:21:33.800]   I used to have a high level of self-esteem.
[01:21:33.800 --> 01:21:33.800]   I used to have a high level of self-esteem.
[01:21:33.800 --> 01:21:33.800]   I used to have a high level of self-esteem.
[01:21:33.800 --> 01:21:33.800]   I used to have a high level of self-esteem.
[01:21:33.840 --> 01:22:03.820]  ,
[01:22:03.820 --> 01:22:03.820]   I used to have a high level of self-esteem.
[01:22:03.820 --> 01:22:03.820]   I used to have a high level of self-esteem.
[01:22:03.820 --> 01:22:03.820]   I used to have a high level of self-esteem.
[01:22:03.820 --> 01:22:03.820]   I used to have a high level of self-esteem.
[01:22:03.820 --> 01:22:03.820]   I used to have a high level of self-esteem.
[01:22:03.820 --> 01:22:03.820]   I used to have a high level of self-esteem.
[01:22:03.820 --> 01:22:03.820]   I used to have a high level of self-esteem.
[01:22:03.820 --> 01:22:03.820]   I used to have a high level of self-esteem.
[01:22:03.840 --> 01:22:33.840]   I used to have a high level of self-esteem.
[01:22:33.840 --> 01:22:33.840]   I used to have a high level of self-esteem.
[01:22:33.840 --> 01:22:33.840]   I used to have a high level of self-esteem.
[01:22:33.840 --> 01:22:33.840]   I used to have a high level of self-esteem.
[01:22:33.840 --> 01:22:33.840]   I used to have a high level of self-esteem.
[01:22:33.840 --> 01:22:33.840]   I used to have a high level of self-esteem.
[01:22:33.840 --> 01:22:33.840]   I used to have a high level of self-esteem.
[01:22:33.840 --> 01:22:33.840]   I used to have a high level of self-esteem.
[01:22:33.840 --> 01:22:33.840]   I used to have a high level of self-esteem.
[01:22:33.840 --> 01:22:33.840]   I used to have a high level of self-esteem.
[01:22:33.840 --> 01:22:33.840]   I used to have a high level of self-esteem.
[01:22:33.840 --> 01:22:33.840]   I used to have a high level of self-esteem.
[01:22:33.840 --> 01:22:33.840]   I used to have a high level of self-esteem.
[01:22:33.840 --> 01:22:33.840]   I used to have a high level of self-esteem.
[01:22:33.840 --> 01:22:33.840]   I used to have a high level of self-esteem.
[01:22:33.840 --> 01:23:03.860]   I used to have a high level of self-esteem.
[01:23:03.860 --> 01:23:03.860]   I used to have a high level of self-esteem.
[01:23:03.860 --> 01:23:03.860]   I used to have a high level of self-esteem.
[01:23:03.860 --> 01:23:03.860]   I used to have a high level of self-esteem.
[01:23:03.860 --> 01:23:03.860]   I used to have a high level of self-esteem.
[01:23:03.860 --> 01:23:03.860]   I used to have a high level of self-esteem.
[01:23:03.860 --> 01:23:03.860]   I used to have a high level of self-esteem.
[01:23:03.860 --> 01:23:03.860]   I used to have a high level of self-esteem.
[01:23:03.860 --> 01:23:03.860]   I used to have a high level of self-esteem.
[01:23:03.880 --> 01:23:33.880]   I used to have a high level of self-esteem.
[01:23:33.880 --> 01:23:33.880]   I used to have a high level of self-esteem.
[01:23:33.880 --> 01:23:33.880]   I used to have a high level of self-esteem.
[01:23:33.880 --> 01:23:33.880]   I used to have a high level of self-esteem.
[01:23:33.880 --> 01:23:33.880]   I used to have a high level of self-esteem.
[01:23:33.880 --> 01:23:33.880]   I used to have a high level of self-esteem.
[01:23:33.880 --> 01:23:33.880]   I used to have a high level of self-esteem.
[01:23:33.880 --> 01:23:33.880]   I used to have a high level of self-esteem.
[01:23:33.880 --> 01:23:33.880]   I used to have a high level of self-esteem.
[01:23:33.880 --> 01:23:33.880]   I used to have a high level of self-esteem.
[01:23:33.880 --> 01:23:33.880]   I used to have a high level of self-esteem.
[01:23:33.880 --> 01:23:33.880]   I used to have a high level of self-esteem.
[01:23:33.880 --> 01:23:33.880]   I used to have a high level of self-esteem.
[01:23:33.880 --> 01:23:33.880]   I used to have a high level of self-esteem.
[01:23:33.880 --> 01:23:33.880]   I used to have a high level of self-esteem.
[01:23:33.880 --> 01:24:03.900]   I used to have a high level of self-esteem.
[01:24:03.900 --> 01:24:03.900]   I used to have a high level of self-esteem.
[01:24:03.900 --> 01:24:03.900]   I used to have a high level of self-esteem.
[01:24:03.900 --> 01:24:03.900]   I used to have a high level of self-esteem.
[01:24:03.900 --> 01:24:03.900]   I used to have a high level of self-esteem.
[01:24:03.900 --> 01:24:03.900]   I used to have a high level of self-esteem.
[01:24:03.900 --> 01:24:03.900]   I used to have a high level of self-esteem.
[01:24:03.920 --> 01:24:33.920]   I used to have a high level of self-esteem.
[01:24:33.920 --> 01:24:33.920]   I used to have a high level of self-esteem.
[01:24:33.920 --> 01:24:33.920]   I used to have a high level of self-esteem.
[01:24:33.920 --> 01:24:33.920]   I used to have a high level of self-esteem.
[01:24:33.920 --> 01:24:33.920]   I used to have a high level of self-esteem.
[01:24:33.920 --> 01:24:33.920]   I used to have a high level of self-esteem.
[01:24:33.920 --> 01:24:33.920]   I used to have a high level of self-esteem.
[01:24:33.920 --> 01:24:33.920]   I used to have a high level of self-esteem.
[01:24:33.920 --> 01:24:33.920]   I used to have a high level of self-esteem.
[01:24:33.920 --> 01:24:33.920]   I used to have a high level of self-esteem.
[01:24:33.920 --> 01:24:33.920]   I used to have a high level of self-esteem.
[01:24:33.920 --> 01:24:33.920]   I used to have a high level of self-esteem.
[01:24:33.920 --> 01:24:33.920]   I used to have a high level of self-esteem.
[01:24:33.920 --> 01:24:33.920]   I used to have a high level of self-esteem.
[01:24:33.920 --> 01:24:33.920]   I used to have a high level of self-esteem.
[01:24:33.920 --> 01:25:03.940]   I used to have a high level of self-esteem.
[01:25:03.940 --> 01:25:03.940]   I used to have a high level of self-esteem.
[01:25:03.940 --> 01:25:03.940]   I used to have a high level of self-esteem.
[01:25:03.940 --> 01:25:03.940]   I used to have a high level of self-esteem.
[01:25:03.940 --> 01:25:03.940]   I used to have a high level of self-esteem.
[01:25:03.940 --> 01:25:03.940]   I used to have a high level of self-esteem.
[01:25:03.940 --> 01:25:03.940]   I used to have a high level of self-esteem.
[01:25:03.960 --> 01:25:33.960]   I used to have a high level of self-esteem.
[01:25:33.960 --> 01:25:33.960]   I used to have a high level of self-esteem.
[01:25:33.960 --> 01:25:33.960]   I used to have a high level of self-esteem.
[01:25:33.960 --> 01:25:33.960]   I used to have a high level of self-esteem.
[01:25:33.960 --> 01:25:33.960]   I used to have a high level of self-esteem.
[01:25:33.960 --> 01:25:33.960]   I used to have a high level of self-esteem.
[01:25:33.960 --> 01:25:33.960]   I used to have a high level of self-esteem.
[01:25:33.960 --> 01:25:33.960]   I used to have a high level of self-esteem.
[01:25:33.960 --> 01:25:33.960]   I used to have a high level of self-esteem.
[01:25:33.960 --> 01:25:33.960]   I used to have a high level of self-esteem.
[01:25:33.960 --> 01:25:33.960]   I used to have a high level of self-esteem.
[01:25:33.960 --> 01:25:33.960]   I used to have a high level of self-esteem.
[01:25:33.960 --> 01:25:33.960]   I used to have a high level of self-esteem.
[01:25:33.960 --> 01:25:33.960]   I used to have a high level of self-esteem.
[01:25:33.960 --> 01:25:33.960]   I used to have a high level of self-esteem.
[01:25:33.960 --> 01:26:03.980]   I used to have a high level of self-esteem.
[01:26:03.980 --> 01:26:03.980]   I used to have a high level of self-esteem.
[01:26:03.980 --> 01:26:03.980]   I used to have a high level of self-esteem.
[01:26:03.980 --> 01:26:03.980]   I used to have a high level of self-esteem.
[01:26:03.980 --> 01:26:03.980]   I used to have a high level of self-esteem.
[01:26:03.980 --> 01:26:03.980]   I used to have a high level of self-esteem.
[01:26:03.980 --> 01:26:03.980]   I used to have a high level of self-esteem.
[01:26:03.980 --> 01:26:03.980]   I used to have a high level of self-esteem.
[01:26:03.980 --> 01:26:03.980]   I used to have a high level of self-esteem.
[01:26:04.000 --> 01:26:34.000]   I used to have a high level of self-esteem.
[01:26:34.000 --> 01:26:34.000]   I used to have a high level of self-esteem.
[01:26:34.000 --> 01:26:34.000]   I used to have a high level of self-esteem.
[01:26:34.000 --> 01:26:34.000]   I used to have a high level of self-esteem.
[01:26:34.000 --> 01:26:34.000]   I used to have a high level of self-esteem.
[01:26:34.000 --> 01:26:34.000]   I used to have a high level of self-esteem.
[01:26:34.000 --> 01:26:34.000]   I used to have a high level of self-esteem.
[01:26:34.000 --> 01:26:34.000]   I used to have a high level of self-esteem.
[01:26:34.000 --> 01:26:34.000]   I used to have a high level of self-esteem.
[01:26:34.000 --> 01:26:34.000]   I used to have a high level of self-esteem.
[01:26:34.000 --> 01:26:34.000]   I used to have a high level of self-esteem.
[01:26:34.000 --> 01:26:34.000]   I used to have a high level of self-esteem.
[01:26:34.000 --> 01:26:34.000]   I used to have a high level of self-esteem.
[01:26:34.000 --> 01:26:34.000]   I used to have a high level of self-esteem.
[01:26:34.000 --> 01:26:34.000]   I used to have a high level of self-esteem.
[01:26:34.000 --> 01:27:04.020]   I used to have a high level of self-esteem.
[01:27:04.020 --> 01:27:04.020]   I used to have a high level of self-esteem.
[01:27:04.020 --> 01:27:04.020]   I used to have a high level of self-esteem.
[01:27:04.020 --> 01:27:04.020]   I used to have a high level of self-esteem.
[01:27:04.020 --> 01:27:04.020]   I used to have a high level of self-esteem.
[01:27:04.040 --> 01:27:34.040]   I used to have a high level of self-esteem.
[01:27:34.040 --> 01:27:34.040]   I used to have a high level of self-esteem.
[01:27:34.040 --> 01:27:34.040]   I used to have a high level of self-esteem.
[01:27:34.040 --> 01:27:34.040]   I used to have a high level of self-esteem.
[01:27:34.040 --> 01:27:34.040]   I used to have a high level of self-esteem.
[01:27:34.040 --> 01:27:34.040]   I used to have a high level of self-esteem.
[01:27:34.040 --> 01:27:34.040]   I used to have a high level of self-esteem.
[01:27:34.040 --> 01:27:34.040]   I used to have a high level of self-esteem.
[01:27:34.040 --> 01:27:34.040]   I used to have a high level of self-esteem.
[01:27:34.040 --> 01:27:34.040]   I used to have a high level of self-esteem.
[01:27:34.040 --> 01:27:34.040]   I used to have a high level of self-esteem.
[01:27:34.040 --> 01:27:34.040]   I used to have a high level of self-esteem.
[01:27:34.040 --> 01:27:34.040]   I used to have a high level of self-esteem.
[01:27:34.040 --> 01:27:34.040]   I used to have a high level of self-esteem.
[01:27:34.040 --> 01:27:34.040]   I used to have a high level of self-esteem.
[01:27:34.040 --> 01:28:04.060]   I used to have a high level of self-esteem.
[01:28:04.060 --> 01:28:04.060]   I used to have a high level of self-esteem.
[01:28:04.060 --> 01:28:04.060]   I used to have a high level of self-esteem.
[01:28:04.060 --> 01:28:04.060]   I used to have a high level of self-esteem.
[01:28:04.060 --> 01:28:04.060]   I used to have a high level of self-esteem.
[01:28:04.060 --> 01:28:04.060]   I used to have a high level of self-esteem.
[01:28:04.060 --> 01:28:04.060]   I used to have a high level of self-esteem.
[01:28:04.060 --> 01:28:04.060]   I used to have a high level of self-esteem.
[01:28:04.060 --> 01:28:04.060]   I used to have a high level of self-esteem.
[01:28:04.080 --> 01:28:34.080]   I used to have a high level of self-esteem.
[01:28:34.080 --> 01:28:34.080]   I used to have a high level of self-esteem.
[01:28:34.080 --> 01:28:34.080]   I used to have a high level of self-esteem.
[01:28:34.080 --> 01:28:34.080]   I used to have a high level of self-esteem.
[01:28:34.080 --> 01:28:34.080]   I used to have a high level of self-esteem.
[01:28:34.080 --> 01:28:34.080]   Thank you for listening to today's show, You Radical You.
[01:28:34.080 --> 01:28:34.080]   Before you go, I have one question for you.
[01:28:34.080 --> 01:28:34.080]   You radical you.
[01:28:34.080 --> 01:28:34.080]   Before you go, I have one question for you.
[01:28:34.080 --> 01:28:34.080]   Before you go, I have one question for you.
[01:28:34.080 --> 01:28:34.080]   Thank you for listening to today's show, You Radical You.
[01:28:34.080 --> 01:28:34.080]   Thank you for listening to today's show, You Radical You.
[01:28:34.080 --> 01:28:34.080]   Thank you for listening to today's show, You Radical You.
[01:28:34.080 --> 01:28:34.080]   Thank you for listening to today's show, You Radical You.
[01:28:34.080 --> 01:28:34.080]   for the world.
[01:28:34.120 --> 01:29:04.100]  ,
[01:29:04.100 --> 01:29:04.100]   and I'm going to read a few more questions.
[01:29:04.100 --> 01:29:04.100]   Thank you for listening to today's show, You Radical You.
[01:29:04.100 --> 01:29:04.100]   Thank you for listening to today's show, You Radical You.
[01:29:04.100 --> 01:29:04.100]   Thank you for listening to today's show, You Radical You.
[01:29:04.100 --> 01:29:04.100]   Thank you for listening to today's show, You Radical You.
[01:29:04.100 --> 01:29:04.100]   Thank you for listening to today's show, You Radical You.
[01:29:04.100 --> 01:29:04.100]   Thank you for listening to today's show, You Radical You.
[01:29:04.100 --> 01:29:04.100]   Thank you for listening to today's show, You Radical You. Thank you for listening to today's show, You Radical You.
[01:29:04.120 --> 01:29:34.120]   And I'm going to read one more question.
[01:29:34.120 --> 01:29:34.120]   I'm going to read one more question.
[01:29:34.120 --> 01:29:34.120]   If you want to learn something, go and teach it to others.
[01:29:34.120 --> 01:29:34.120]   If you want to learn something, go and teach it to others.
[01:29:34.120 --> 01:29:34.120]   If you want to learn something, go and teach it to others.
[01:29:34.120 --> 01:29:34.120]   If you want to learn something, go and teach it to others.
[01:29:34.120 --> 01:29:34.120]   If you want to learn something, go and teach it to others.
[01:29:34.120 --> 01:29:34.120]   If you want to learn something, go and teach it to others.
[01:29:34.120 --> 01:29:34.120]   If you want to learn something, go and teach it to others.
[01:29:34.120 --> 01:29:34.120]   If you want to learn something, go and teach it to others.
[01:29:34.120 --> 01:29:34.120]   If you want to learn something, go and teach it to others.
[01:29:34.120 --> 01:29:34.120]   If you want to learn something, go and teach it to others.
[01:29:34.120 --> 01:29:34.120]   If you want to learn something, go and teach it to others.
[01:29:34.120 --> 01:29:34.120]   If you want to learn something, go and teach it to others.
[01:29:34.760 --> 01:30:04.140]   If you want to learn something, go and teach it to others.
[01:30:04.140 --> 01:30:04.140]   If you want to learn something, go and teach it to others.
[01:30:04.140 --> 01:30:04.140]   If you want to learn something, go and teach it to others.
[01:30:04.140 --> 01:30:04.140]   If you want to learn something, go and teach it to others.
[01:30:04.140 --> 01:30:04.140]   If you want to learn something, go and teach it to others.
[01:30:04.180 --> 01:30:15.460]   off
[01:30:15.460 --> 01:30:19.940]   squared likeNew

